Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
20150415.B-CAMA_reseq_16_R1	(1.0, 70.58332184046628)	(2.0, 9.311320054558184)	(3.0, 2.834703566841798)	(4.0, 1.8179279881159096)	(5.0, 1.330164102239992)	(6.0, 1.0667787145685304)	(7.0, 0.9062617427369561)	(8.0, 0.8132829349451984)	(9.0, 0.7227595224884363)	('>10', 8.94608161854884)	('>50', 0.8424116606195572)	('>100', 0.41921938826283484)	('>500', 0.02490769067684697)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.38085917493063026)
20150415.B-CAMA_reseq_16_R2	(1.0, 70.89159330615941)	(2.0, 9.148013645519805)	(3.0, 2.860807309383379)	(4.0, 1.7623586723489575)	(5.0, 1.2613901273931136)	(6.0, 1.1069602817163047)	(7.0, 0.8963073098662742)	(8.0, 0.7609567946524938)	(9.0, 0.7329437704941012)	('>10', 8.990076008341426)	('>50', 0.7615135896059632)	('>100', 0.4317303084816798)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.3953488760371089)
20150415.B-CAMA_reseq_17_R1	(1.0, 70.8714641786856)	(2.0, 8.882987369646196)	(3.0, 2.834722497509058)	(4.0, 1.722575164510202)	(5.0, 1.3845600825961595)	(6.0, 1.2021330282834228)	(7.0, 1.0236057819650721)	(8.0, 0.8570482736647409)	(9.0, 0.8434909988952471)	('>10', 8.541354652181834)	('>50', 0.4587047379769125)	('>100', 0.5212644173579006)	('>500', 0.003527862967032918)	('>1k', 0.023202968408718553)	('>5k', 0.0)	('>10k+', 0.829357985351936)
20150415.B-CAMA_reseq_17_R2	(1.0, 71.37801914190337)	(2.0, 8.73693654169372)	(3.0, 2.721887565841652)	(4.0, 1.7479244312769668)	(5.0, 1.2825176965914098)	(6.0, 1.1176887407411173)	(7.0, 1.0619629017125962)	(8.0, 0.8884378337872315)	(9.0, 0.8729540567728369)	('>10', 8.369084634001874)	('>50', 0.4827797232994228)	('>100', 0.5021598171464909)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.8376469152312943)
20150415.B-CAMA_reseq_18_R1	(1.0, 69.81253351402249)	(2.0, 8.705011044128122)	(3.0, 2.5848013723162135)	(4.0, 1.647685275548472)	(5.0, 1.2376907069912706)	(6.0, 1.1023208245836464)	(7.0, 0.9820725840450267)	(8.0, 0.8810805608928859)	(9.0, 0.8285746255255244)	('>10', 9.424172003490558)	('>50', 1.0780422339756264)	('>100', 0.679851053524154)	('>500', 0.0)	('>1k', 0.044404801792758464)	('>5k', 0.0)	('>10k+', 0.9917593991633226)
20150415.B-CAMA_reseq_18_R2	(1.0, 70.20220500825259)	(2.0, 8.684113959895296)	(3.0, 2.525810111490352)	(4.0, 1.5989856023616102)	(5.0, 1.3382466199340046)	(6.0, 1.078927985617196)	(7.0, 0.9535755840613737)	(8.0, 0.887432700513734)	(9.0, 0.7797943090292088)	('>10', 9.29725684182592)	('>50', 0.9666364918815109)	('>100', 0.6622795855558589)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 1.024735199581258)
20150415.B-CAMA_reseq_19_R1	(1.0, 68.1923622995233)	(2.0, 9.024460247848271)	(3.0, 2.9499375847950136)	(4.0, 1.8542216766358415)	(5.0, 1.3728384477014945)	(6.0, 1.0770052911439705)	(7.0, 0.9698003054240548)	(8.0, 0.8153805279492325)	(9.0, 0.7321766545479463)	('>10', 10.021781931605693)	('>50', 0.9824050484762151)	('>100', 1.1390298577391393)	('>500', 0.017332492817904124)	('>1k', 0.02096701337548119)	('>5k', 0.0)	('>10k+', 0.8303006204165584)
20150415.B-CAMA_reseq_19_R2	(1.0, 69.0051663309546)	(2.0, 8.703632622966975)	(3.0, 2.9630906915851116)	(4.0, 1.7789462451988862)	(5.0, 1.3179930760653296)	(6.0, 1.0745032471182627)	(7.0, 0.8648527679539655)	(8.0, 0.8675293620524891)	(9.0, 0.7444703483198428)	('>10', 9.800744026667411)	('>50', 0.9039940792331136)	('>100', 1.147602150312623)	('>500', 0.005035826525590876)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.8224392250458225)
20150415.B-CAMA_reseq_1_R1	(1.0, 72.3495580339314)	(2.0, 9.342374193009737)	(3.0, 2.6448974782643053)	(4.0, 1.7384955827940691)	(5.0, 1.2995707417005986)	(6.0, 1.071198979182424)	(7.0, 0.9433447102078787)	(8.0, 0.7978220345001181)	(9.0, 0.6555468799556768)	('>10', 6.714797717514929)	('>50', 0.8036410147226107)	('>100', 0.5319417755209377)	('>500', 0.030241255220629995)	('>1k', 0.02761847550304815)	('>5k', 0.0)	('>10k+', 1.0489511279716979)
20150415.B-CAMA_reseq_1_R2	(1.0, 72.59661322415133)	(2.0, 9.146820796054032)	(3.0, 2.7455565594107174)	(4.0, 1.6708176920923297)	(5.0, 1.3595758015710986)	(6.0, 1.0815277273197512)	(7.0, 0.920733805093747)	(8.0, 0.7851006504269438)	(9.0, 0.7159393017532149)	('>10', 6.632315341126911)	('>50', 0.73071075084135)	('>100', 0.5407591469760223)	('>500', 0.009296138982776835)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 1.06423306419981)
20150415.B-CAMA_reseq_20_R1	(1.0, 70.3872206164578)	(2.0, 8.602505213882342)	(3.0, 2.75017043206149)	(4.0, 1.6970679995659488)	(5.0, 1.3093127272873633)	(6.0, 1.0847286509204852)	(7.0, 0.9059350371593083)	(8.0, 0.7592709815717174)	(9.0, 0.7159471073182903)	('>10', 9.238312500278791)	('>50', 0.8978377279230109)	('>100', 0.7236520403786637)	('>500', 0.008398337776720591)	('>1k', 0.028200512141148572)	('>5k', 0.0)	('>10k+', 0.8914401152769046)
20150415.B-CAMA_reseq_20_R2	(1.0, 70.74924023041464)	(2.0, 8.693798142437116)	(3.0, 2.7236822817243858)	(4.0, 1.5978487938442518)	(5.0, 1.2136746167591215)	(6.0, 1.021576645827769)	(7.0, 0.8744372278098917)	(8.0, 0.8144789311297888)	(9.0, 0.7882623387758917)	('>10', 9.063488270774304)	('>50', 0.8226201178607621)	('>100', 0.7470266016235856)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.8898658010184076)
20150415.B-CAMA_reseq_21_R1	(1.0, 69.25597121265923)	(2.0, 9.307730908687217)	(3.0, 2.9904507635280555)	(4.0, 1.7928667072271163)	(5.0, 1.3799393561489972)	(6.0, 1.0337682132381474)	(7.0, 0.9076900425985981)	(8.0, 0.803002426145078)	(9.0, 0.7098632628929356)	('>10', 8.912181622313508)	('>50', 1.1410258470583519)	('>100', 0.6910639937033365)	('>500', 0.00995084006098295)	('>1k', 0.03472001496802994)	('>5k', 0.0)	('>10k+', 1.0297747887703637)
20150415.B-CAMA_reseq_21_R2	(1.0, 69.98874554486761)	(2.0, 9.032049296482073)	(3.0, 2.883206131293309)	(4.0, 1.7560405029957995)	(5.0, 1.335946077595842)	(6.0, 1.0282192842795235)	(7.0, 0.8901562897806079)	(8.0, 0.754532874975294)	(9.0, 0.6472973109479537)	('>10', 8.869744655700602)	('>50', 1.0506094796113545)	('>100', 0.7296539937087478)	('>500', 0.00473768392465484)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 1.0290608738366191)
20150415.B-CAMA_reseq_22_R1	(1.0, 70.51383218130366)	(2.0, 8.314730705486038)	(3.0, 2.3496449715421686)	(4.0, 1.5224608450428951)	(5.0, 1.1769465153157042)	(6.0, 1.0627553303209807)	(7.0, 0.8903780342651497)	(8.0, 0.8486588105436874)	(9.0, 0.7648012369835212)	('>10', 9.573879153935268)	('>50', 1.1233844498674956)	('>100', 0.7871470792242198)	('>500', 0.008563144855310708)	('>1k', 0.028284877901189772)	('>5k', 0.0)	('>10k+', 1.0345326634126055)
20150415.B-CAMA_reseq_22_R2	(1.0, 71.24803155063047)	(2.0, 7.9158314043889)	(3.0, 2.345822011667814)	(4.0, 1.5695665492682505)	(5.0, 1.1428601423229963)	(6.0, 1.0434088528799526)	(7.0, 0.8460483730355453)	(8.0, 0.8032055781277639)	(9.0, 0.733183961176518)	('>10', 9.447312389208335)	('>50', 1.054587214036633)	('>100', 0.8139705936716436)	('>500', 0.0030783845011113312)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 1.033092995084069)
20150415.B-CAMA_reseq_23_R1	(1.0, 65.23576430975982)	(2.0, 7.668965448788949)	(3.0, 2.7310362174079788)	(4.0, 1.7724673374171471)	(5.0, 1.3138687641711073)	(6.0, 1.0362207785341182)	(7.0, 0.8923937379363419)	(8.0, 0.7525182321960043)	(9.0, 0.6353697135937433)	('>10', 8.529793877511715)	('>50', 1.5148271760275847)	('>100', 0.7393659073722753)	('>500', 0.08004246301260533)	('>1k', 0.13822528690343255)	('>5k', 0.040328281265303245)	('>10k+', 6.918812468102022)
20150415.B-CAMA_reseq_23_R2	(1.0, 65.60886262964536)	(2.0, 7.707391987026435)	(3.0, 2.6655744843670286)	(4.0, 1.7675257725061382)	(5.0, 1.2798549759539488)	(6.0, 1.0452462172989798)	(7.0, 0.902942084346351)	(8.0, 0.7243211247892627)	(9.0, 0.68665254772128)	('>10', 8.448660698647483)	('>50', 1.508670625597698)	('>100', 0.6875479116876106)	('>500', 0.10045932877139704)	('>1k', 0.131608324710992)	('>5k', 0.0)	('>10k+', 6.734681286930116)
20150415.B-CAMA_reseq_24_R1	(1.0, 63.99691916486032)	(2.0, 7.119761886503126)	(3.0, 2.414820914266632)	(4.0, 1.5658206320092176)	(5.0, 1.1825869835300657)	(6.0, 0.9743663895675939)	(7.0, 0.8791812511381096)	(8.0, 0.7371053500531091)	(9.0, 0.681728119771566)	('>10', 8.329523477551685)	('>50', 1.4521497070315625)	('>100', 0.8846753517616157)	('>500', 0.11772420506351712)	('>1k', 0.24087203922700226)	('>5k', 0.027218887296316056)	('>10k+', 9.395545640368628)
20150415.B-CAMA_reseq_24_R2	(1.0, 64.31393255933764)	(2.0, 7.073570461021757)	(3.0, 2.4471087253006827)	(4.0, 1.5412161836443674)	(5.0, 1.2452343896927727)	(6.0, 1.013802904012837)	(7.0, 0.8392800184601769)	(8.0, 0.7276129546410534)	(9.0, 0.6482387809587219)	('>10', 8.30856525507171)	('>50', 1.5062695919334785)	('>100', 0.8309987465338934)	('>500', 0.13622291151765467)	('>1k', 0.23022929856750415)	('>5k', 0.027148750934241076)	('>10k+', 9.110568468371516)
20150415.B-CAMA_reseq_25_R1	(1.0, 70.30922729625514)	(2.0, 7.993922506522205)	(3.0, 2.5512958027887755)	(4.0, 1.6586442838031221)	(5.0, 1.2364416705583785)	(6.0, 1.0864591805459662)	(7.0, 0.8948592824908147)	(8.0, 0.8950981622734248)	(9.0, 0.8102042348001576)	('>10', 10.49563654183222)	('>50', 0.6829876691837982)	('>100', 0.37908507809326764)	('>500', 0.0027021526637028763)	('>1k', 0.03933152805257848)	('>5k', 0.0)	('>10k+', 0.9641046101364532)
20150415.B-CAMA_reseq_25_R2	(1.0, 70.93916916627295)	(2.0, 7.91853210152856)	(3.0, 2.4825943924405425)	(4.0, 1.6031311472355245)	(5.0, 1.2033727820553726)	(6.0, 1.0402925853338882)	(7.0, 1.0219536710673371)	(8.0, 0.9015638582987047)	(9.0, 0.8066173118113494)	('>10', 10.073107345662663)	('>50', 0.6330290586638361)	('>100', 0.4064251190510241)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.9702114605782668)
20150415.B-CAMA_reseq_26_R1	(1.0, 69.45893861203747)	(2.0, 8.324954543065823)	(3.0, 2.5649924428543525)	(4.0, 1.6929614158261304)	(5.0, 1.2568709218929215)	(6.0, 0.9589051868113316)	(7.0, 0.794252540661674)	(8.0, 0.7169117994360907)	(9.0, 0.5704484997299719)	('>10', 7.925427218153236)	('>50', 2.1723495981356575)	('>100', 0.9380913783201796)	('>500', 0.04127460107385442)	('>1k', 0.08915006027482432)	('>5k', 0.0)	('>10k+', 2.4944711817265084)
20150415.B-CAMA_reseq_26_R2	(1.0, 70.06251965462671)	(2.0, 8.327796861596918)	(3.0, 2.6004928929433584)	(4.0, 1.5913948399904292)	(5.0, 1.2186809388587572)	(6.0, 0.9650898889382854)	(7.0, 0.8002204558502665)	(8.0, 0.682573688001881)	(9.0, 0.5810464193257114)	('>10', 7.69247480274163)	('>50', 2.0775531424386036)	('>100', 0.852395475686289)	('>500', 0.03242458059568249)	('>1k', 0.011569849001517746)	('>5k', 0.0)	('>10k+', 2.5037665094039894)
20150415.B-CAMA_reseq_2_R1	(1.0, 72.34886343339807)	(2.0, 9.306685206011887)	(3.0, 2.9031779129653446)	(4.0, 1.8555457400847213)	(5.0, 1.3889079793844321)	(6.0, 0.9654939945996928)	(7.0, 0.7976101298817253)	(8.0, 0.7054816357601541)	(9.0, 0.5397828436280381)	('>10', 4.995024986848152)	('>50', 0.8878161823952495)	('>100', 0.3837696619082023)	('>500', 0.06317855223719372)	('>1k', 0.07801663743047638)	('>5k', 0.0)	('>10k+', 2.7806451034666857)
20150415.B-CAMA_reseq_2_R2	(1.0, 72.88499661130238)	(2.0, 9.11571853108342)	(3.0, 2.9022568959694137)	(4.0, 1.7410055835965845)	(5.0, 1.3146996780917044)	(6.0, 1.0336910818827256)	(7.0, 0.7500441931316018)	(8.0, 0.6744495390606335)	(9.0, 0.5569319637090773)	('>10', 4.944248932533256)	('>50', 0.7896306014988403)	('>100', 0.44368212314842903)	('>500', 0.024464263230528797)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 2.8241800017613614)
20150415.B-CAMA_reseq_3_R1	(1.0, 71.14163675509434)	(2.0, 9.325037736089293)	(3.0, 2.9282925028781848)	(4.0, 1.8219462212592459)	(5.0, 1.3311620271361595)	(6.0, 1.0736107924931737)	(7.0, 0.8360791160375364)	(8.0, 0.6753388391948043)	(9.0, 0.554828885214145)	('>10', 5.312039542169957)	('>50', 0.8646879476392089)	('>100', 0.6434112576588472)	('>500', 0.02352120342207253)	('>1k', 0.05410553681927481)	('>5k', 0.026052338053962062)	('>10k+', 3.3882492988399764)
20150415.B-CAMA_reseq_3_R2	(1.0, 71.46624773999591)	(2.0, 9.122100231259957)	(3.0, 2.81123313399356)	(4.0, 1.820907332262433)	(5.0, 1.356995764660358)	(6.0, 1.1052116079984953)	(7.0, 0.8588820598521871)	(8.0, 0.6825002969155036)	(9.0, 0.5736975029314964)	('>10', 5.255085244991556)	('>50', 0.8639290831815378)	('>100', 0.6525433928864695)	('>500', 0.016715991445328857)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 3.4139506176252192)
20150415.B-CAMA_reseq_4_R1	(1.0, 66.06782656671149)	(2.0, 8.253557989888739)	(3.0, 2.5359575894998776)	(4.0, 1.5515003012562723)	(5.0, 1.1562047642753643)	(6.0, 1.0482661447104824)	(7.0, 0.9675894501815104)	(8.0, 0.9279162140977212)	(9.0, 0.8686591079231754)	('>10', 10.954700232989527)	('>50', 0.8115301237784457)	('>100', 0.4092293956096085)	('>500', 0.0432221899709553)	('>1k', 0.11829051594709698)	('>5k', 0.027823170516952236)	('>10k+', 4.257726242643008)
20150415.B-CAMA_reseq_4_R2	(1.0, 66.52495740827428)	(2.0, 8.099163758460257)	(3.0, 2.55455209765503)	(4.0, 1.6026048953331269)	(5.0, 1.098904567246507)	(6.0, 1.0905298269515866)	(7.0, 0.9502027909038073)	(8.0, 0.9181600731013543)	(9.0, 0.8597820909634)	('>10', 10.79064624981848)	('>50', 0.7158958886309064)	('>100', 0.43677894701429526)	('>500', 0.02009391920263684)	('>1k', 0.006056294610427069)	('>5k', 0.0)	('>10k+', 4.331671191833987)
20150415.B-CAMA_reseq_5_R1	(1.0, 67.51630747020586)	(2.0, 8.944728874979816)	(3.0, 2.592000787643139)	(4.0, 1.5262832965927535)	(5.0, 1.1864584848420532)	(6.0, 1.0526998547896285)	(7.0, 0.9144573762341898)	(8.0, 0.832550423434849)	(9.0, 0.7976929087061241)	('>10', 9.050142717024698)	('>50', 0.7591971898458746)	('>100', 0.655090932654415)	('>500', 0.05185078008619603)	('>1k', 0.04073425015364095)	('>5k', 0.10290037096837865)	('>10k+', 3.9769042818384337)
20150415.B-CAMA_reseq_5_R2	(1.0, 68.00380826596293)	(2.0, 8.762226224487714)	(3.0, 2.538381754224414)	(4.0, 1.5646774857620105)	(5.0, 1.221821604552394)	(6.0, 0.9504782279158288)	(7.0, 0.9102533204398402)	(8.0, 0.8060474233543472)	(9.0, 0.7449452682871083)	('>10', 9.025677190572019)	('>50', 0.6945512557332219)	('>100', 0.689927283238027)	('>500', 0.034542181072330175)	('>1k', 0.010746536940139217)	('>5k', 0.0)	('>10k+', 4.041915977457635)
20150415.B-CAMA_reseq_6_R1	(1.0, 68.81677235942864)	(2.0, 9.064093181738968)	(3.0, 2.9768780007134175)	(4.0, 1.808927249108534)	(5.0, 1.3643734334294835)	(6.0, 1.035549713698895)	(7.0, 0.8224435651919623)	(8.0, 0.74419110280112)	(9.0, 0.6568693652859735)	('>10', 5.728920052096153)	('>50', 0.7650508016866274)	('>100', 1.058953345332747)	('>500', 0.1204960711703041)	('>1k', 0.062399353267865346)	('>5k', 0.0968549334289508)	('>10k+', 4.877227471620454)
20150415.B-CAMA_reseq_6_R2	(1.0, 69.28763813074855)	(2.0, 9.017891409367806)	(3.0, 2.856342273279105)	(4.0, 1.7939128393296897)	(5.0, 1.3136059861881513)	(6.0, 1.0357664810914602)	(7.0, 0.8338886354379368)	(8.0, 0.7268072901906787)	(9.0, 0.6114551959737241)	('>10', 5.7398861186621675)	('>50', 0.6893559383635012)	('>100', 1.088230279036466)	('>500', 0.06006438875353726)	('>1k', 0.006699597683952146)	('>5k', 0.0)	('>10k+', 4.938455435893339)
20150415.B-CAMA_reseq_7_R1	(1.0, 68.05683769107227)	(2.0, 9.326884073583628)	(3.0, 2.8843447919534286)	(4.0, 1.9010950033948617)	(5.0, 1.4004043739793466)	(6.0, 1.035827568717341)	(7.0, 0.8890195873288913)	(8.0, 0.6987132702797277)	(9.0, 0.6163142000539904)	('>10', 6.039531868611591)	('>50', 0.8171111969925722)	('>100', 0.7205150832492384)	('>500', 0.042061944604776094)	('>1k', 0.06462658391743503)	('>5k', 0.11912379950755958)	('>10k+', 5.387588962753464)
20150415.B-CAMA_reseq_7_R2	(1.0, 68.58932021996858)	(2.0, 9.199421216707336)	(3.0, 2.8185778539350137)	(4.0, 1.8133585675954416)	(5.0, 1.3602143160672868)	(6.0, 1.1099510447207703)	(7.0, 0.813876281804898)	(8.0, 0.7061041705074688)	(9.0, 0.636048180521045)	('>10', 5.889954206480122)	('>50', 0.8150554805595802)	('>100', 0.7217304610179491)	('>500', 0.07806422682034916)	('>1k', 0.021614976686404424)	('>5k', 0.0)	('>10k+', 5.42670879660778)
20150415.B-CAMA_reseq_8_R1	(1.0, 65.46097648028415)	(2.0, 9.13494793008404)	(3.0, 2.761576691915108)	(4.0, 1.72079262220893)	(5.0, 1.2767215543662997)	(6.0, 1.0200279329472257)	(7.0, 0.8835758182576019)	(8.0, 0.7860966666681672)	(9.0, 0.7326958846670868)	('>10', 9.081000958490923)	('>50', 2.1061314345753908)	('>100', 1.2927783167147533)	('>500', 0.023944899008405)	('>1k', 0.026270772678531177)	('>5k', 0.07065769165277876)	('>10k+', 3.621804345480599)
20150415.B-CAMA_reseq_8_R2	(1.0, 65.75561650394019)	(2.0, 8.981116168838192)	(3.0, 2.8893086403382506)	(4.0, 1.7179585825349815)	(5.0, 1.2131505173336548)	(6.0, 1.039848172118067)	(7.0, 0.8956448636392049)	(8.0, 0.8077957275696459)	(9.0, 0.7069562612495893)	('>10', 8.903772261295964)	('>50', 2.078764681827936)	('>100', 1.332180453882732)	('>500', 0.030985875657464825)	('>1k', 0.005078915422726957)	('>5k', 0.0)	('>10k+', 3.6418223743514924)
20150415.B-CAMA_reseq_9_R1	(1.0, 71.5129023048287)	(2.0, 9.6972327501299)	(3.0, 3.006712018569853)	(4.0, 1.823174810572891)	(5.0, 1.3778099345641652)	(6.0, 1.0639254397479199)	(7.0, 0.9051023305782823)	(8.0, 0.6462387422885215)	(9.0, 0.5987024676409517)	('>10', 5.166799202041679)	('>50', 0.6898360959031511)	('>100', 0.5995755983267624)	('>500', 0.01998466938557101)	('>1k', 0.039698806864531616)	('>5k', 0.05552337612224673)	('>10k+', 2.796781452434846)
20150415.B-CAMA_reseq_9_R2	(1.0, 71.83498073697604)	(2.0, 9.48860389570225)	(3.0, 2.967259551479675)	(4.0, 1.7938021416332859)	(5.0, 1.344266824789515)	(6.0, 1.0858686872738932)	(7.0, 0.827078483723123)	(8.0, 0.73591237956199)	(9.0, 0.6009151177655585)	('>10', 5.132958963314564)	('>50', 0.6282151916372053)	('>100', 0.7199505058084548)	('>500', 0.010498376846207814)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 2.829689143488235)
