Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
20150415.B-CAMA_reseq_24_R1	(2.0, 31.0)	(3.0, 39.0)	(4.0, 46.0)	(5.0, 63.0)	(6.0, 118.0)	(7.0, 233.0)	(8.0, 700.0)	(9.0, 1003.0)	(10.0, 1233.0)	(11.0, 1460.0)	(12.0, 1892.0)	(13.0, 2188.0)	(14.0, 2908.0)	(15.0, 4233.0)	(16.0, 6487.0)	(17.0, 10283.0)	(18.0, 16787.0)	(19.0, 26992.0)	(20.0, 44995.0)	(21.0, 89243.0)	(22.0, 431272.0)	(23.0, 1059436.0)	(24.0, 87274.0)	(25.0, 111718.0)	(26.0, 116741.0)	(27.0, 113951.0)	(28.0, 113184.0)	(29.0, 127665.0)	(30.0, 147892.0)	(31.0, 173104.0)	(32.0, 214149.0)	(33.0, 286368.0)	(34.0, 415294.0)	(35.0, 674498.0)	(36.0, 1558050.0)	(37.0, 14385807.0)
20150415.B-CAMA_reseq_24_R2	(2.0, 28733.0)	(3.0, 5241.0)	(4.0, 2501.0)	(5.0, 2064.0)	(6.0, 2242.0)	(7.0, 2587.0)	(8.0, 3374.0)	(9.0, 3874.0)	(10.0, 3946.0)	(11.0, 4633.0)	(12.0, 7237.0)	(13.0, 11742.0)	(14.0, 18323.0)	(15.0, 28266.0)	(16.0, 42186.0)	(17.0, 64856.0)	(18.0, 109140.0)	(19.0, 226142.0)	(20.0, 1254401.0)	(21.0, 117921.0)	(22.0, 93354.0)	(23.0, 89049.0)	(24.0, 86641.0)	(25.0, 93133.0)	(26.0, 104270.0)	(27.0, 117146.0)	(28.0, 132021.0)	(29.0, 148837.0)	(30.0, 170144.0)	(31.0, 207344.0)	(32.0, 267646.0)	(33.0, 363580.0)	(34.0, 529858.0)	(35.0, 882664.0)	(36.0, 2055155.0)	(37.0, 12947086.0)
20150415.B-CAMA_reseq_25_R1	(2.0, 59.0)	(3.0, 62.0)	(4.0, 64.0)	(5.0, 92.0)	(6.0, 153.0)	(7.0, 296.0)	(8.0, 805.0)	(9.0, 1113.0)	(10.0, 1518.0)	(11.0, 1766.0)	(12.0, 2414.0)	(13.0, 2820.0)	(14.0, 3793.0)	(15.0, 4862.0)	(16.0, 6328.0)	(17.0, 8232.0)	(18.0, 11254.0)	(19.0, 15006.0)	(20.0, 21504.0)	(21.0, 42644.0)	(22.0, 146131.0)	(23.0, 38766.0)	(24.0, 47371.0)	(25.0, 60959.0)	(26.0, 78234.0)	(27.0, 101928.0)	(28.0, 132756.0)	(29.0, 171527.0)	(30.0, 219791.0)	(31.0, 287862.0)	(32.0, 386021.0)	(33.0, 542431.0)	(34.0, 823190.0)	(35.0, 1406701.0)	(36.0, 3292666.0)	(37.0, 12476913.0)
20150415.B-CAMA_reseq_25_R2	(2.0, 24539.0)	(3.0, 4695.0)	(4.0, 2821.0)	(5.0, 2724.0)	(6.0, 2840.0)	(7.0, 2879.0)	(8.0, 3466.0)	(9.0, 4020.0)	(10.0, 4644.0)	(11.0, 5436.0)	(12.0, 6882.0)	(13.0, 8564.0)	(14.0, 10919.0)	(15.0, 14664.0)	(16.0, 19859.0)	(17.0, 26275.0)	(18.0, 36622.0)	(19.0, 54880.0)	(20.0, 171864.0)	(21.0, 64470.0)	(22.0, 74645.0)	(23.0, 88030.0)	(24.0, 102754.0)	(25.0, 121646.0)	(26.0, 142418.0)	(27.0, 166250.0)	(28.0, 193134.0)	(29.0, 224884.0)	(30.0, 266910.0)	(31.0, 324306.0)	(32.0, 408234.0)	(33.0, 537990.0)	(34.0, 758042.0)	(35.0, 1206636.0)	(36.0, 2575571.0)	(37.0, 12673519.0)
20150415.B-CAMA_reseq_26_R1	(2.0, 49.0)	(3.0, 60.0)	(4.0, 61.0)	(5.0, 97.0)	(6.0, 132.0)	(7.0, 293.0)	(8.0, 670.0)	(9.0, 956.0)	(10.0, 1253.0)	(11.0, 1498.0)	(12.0, 1953.0)	(13.0, 2408.0)	(14.0, 3041.0)	(15.0, 4039.0)	(16.0, 5569.0)	(17.0, 7568.0)	(18.0, 11558.0)	(19.0, 16978.0)	(20.0, 27295.0)	(21.0, 62246.0)	(22.0, 384861.0)	(23.0, 39894.0)	(24.0, 46985.0)	(25.0, 56418.0)	(26.0, 66648.0)	(27.0, 80662.0)	(28.0, 102744.0)	(29.0, 131066.0)	(30.0, 167155.0)	(31.0, 211759.0)	(32.0, 276619.0)	(33.0, 376726.0)	(34.0, 543924.0)	(35.0, 884312.0)	(36.0, 1994514.0)	(37.0, 15198835.0)
20150415.B-CAMA_reseq_26_R2	(2.0, 26589.0)	(3.0, 5673.0)	(4.0, 3480.0)	(5.0, 3225.0)	(6.0, 3395.0)	(7.0, 3558.0)	(8.0, 4096.0)	(9.0, 4851.0)	(10.0, 5453.0)	(11.0, 6377.0)	(12.0, 8301.0)	(13.0, 10805.0)	(14.0, 14718.0)	(15.0, 19987.0)	(16.0, 27581.0)	(17.0, 38477.0)	(18.0, 56717.0)	(19.0, 96410.0)	(20.0, 382444.0)	(21.0, 83560.0)	(22.0, 86273.0)	(23.0, 96726.0)	(24.0, 110608.0)	(25.0, 127585.0)	(26.0, 146778.0)	(27.0, 169581.0)	(28.0, 193927.0)	(29.0, 222449.0)	(30.0, 261745.0)	(31.0, 315048.0)	(32.0, 395796.0)	(33.0, 521942.0)	(34.0, 732494.0)	(35.0, 1166378.0)	(36.0, 2499583.0)	(37.0, 12858236.0)
20150415.B-CAMA_reseq_2_R1	(2.0, 32.0)	(3.0, 52.0)	(4.0, 72.0)	(5.0, 77.0)	(6.0, 133.0)	(7.0, 239.0)	(8.0, 628.0)	(9.0, 952.0)	(10.0, 1187.0)	(11.0, 1300.0)	(12.0, 1729.0)	(13.0, 2069.0)	(14.0, 2718.0)	(15.0, 3422.0)	(16.0, 4890.0)	(17.0, 6666.0)	(18.0, 9582.0)	(19.0, 13648.0)	(20.0, 21965.0)	(21.0, 49674.0)	(22.0, 371240.0)	(23.0, 38564.0)	(24.0, 38263.0)	(25.0, 44608.0)	(26.0, 51146.0)	(27.0, 60626.0)	(28.0, 76699.0)	(29.0, 97117.0)	(30.0, 122208.0)	(31.0, 153675.0)	(32.0, 197655.0)	(33.0, 267140.0)	(34.0, 383530.0)	(35.0, 616020.0)	(36.0, 1319628.0)	(37.0, 13736851.0)
20150415.B-CAMA_reseq_2_R2	(2.0, 23437.0)	(3.0, 3754.0)	(4.0, 2621.0)	(5.0, 2258.0)	(6.0, 2180.0)	(7.0, 2476.0)	(8.0, 2930.0)	(9.0, 3398.0)	(10.0, 3958.0)	(11.0, 4672.0)	(12.0, 5884.0)	(13.0, 7616.0)	(14.0, 9998.0)	(15.0, 13453.0)	(16.0, 17719.0)	(17.0, 24343.0)	(18.0, 35820.0)	(19.0, 62383.0)	(20.0, 369563.0)	(21.0, 66832.0)	(22.0, 58840.0)	(23.0, 65055.0)	(24.0, 73861.0)	(25.0, 85833.0)	(26.0, 98884.0)	(27.0, 114231.0)	(28.0, 131501.0)	(29.0, 151916.0)	(30.0, 175409.0)	(31.0, 212186.0)	(32.0, 266218.0)	(33.0, 348731.0)	(34.0, 490018.0)	(35.0, 774589.0)	(36.0, 1639194.0)	(37.0, 12344244.0)
20150415.B-CAMA_reseq_3_R1	(2.0, 62.0)	(3.0, 65.0)	(4.0, 62.0)	(5.0, 70.0)	(6.0, 129.0)	(7.0, 276.0)	(8.0, 747.0)	(9.0, 1055.0)	(10.0, 1314.0)	(11.0, 1567.0)	(12.0, 1961.0)	(13.0, 2426.0)	(14.0, 3130.0)	(15.0, 4091.0)	(16.0, 5798.0)	(17.0, 8087.0)	(18.0, 11218.0)	(19.0, 16171.0)	(20.0, 25867.0)	(21.0, 59533.0)	(22.0, 479500.0)	(23.0, 48314.0)	(24.0, 48759.0)	(25.0, 59346.0)	(26.0, 66907.0)	(27.0, 76660.0)	(28.0, 94217.0)	(29.0, 117532.0)	(30.0, 147213.0)	(31.0, 183920.0)	(32.0, 238127.0)	(33.0, 320820.0)	(34.0, 461880.0)	(35.0, 743984.0)	(36.0, 1591847.0)	(37.0, 14612532.0)
20150415.B-CAMA_reseq_3_R2	(2.0, 24060.0)	(3.0, 3810.0)	(4.0, 2819.0)	(5.0, 2637.0)	(6.0, 2511.0)	(7.0, 2795.0)	(8.0, 3387.0)	(9.0, 3892.0)	(10.0, 4549.0)	(11.0, 5245.0)	(12.0, 6626.0)	(13.0, 8440.0)	(14.0, 11210.0)	(15.0, 14855.0)	(16.0, 20150.0)	(17.0, 27885.0)	(18.0, 41674.0)	(19.0, 74317.0)	(20.0, 488717.0)	(21.0, 81381.0)	(22.0, 68825.0)	(23.0, 74104.0)	(24.0, 81925.0)	(25.0, 94037.0)	(26.0, 109156.0)	(27.0, 126735.0)	(28.0, 146852.0)	(29.0, 169813.0)	(30.0, 197686.0)	(31.0, 237478.0)	(32.0, 299546.0)	(33.0, 395510.0)	(34.0, 555218.0)	(35.0, 879801.0)	(36.0, 1854383.0)	(37.0, 13313158.0)
20150415.B-CAMA_reseq_4_R1	(2.0, 55.0)	(3.0, 54.0)	(4.0, 61.0)	(5.0, 73.0)	(6.0, 120.0)	(7.0, 268.0)	(8.0, 607.0)	(9.0, 876.0)	(10.0, 1207.0)	(11.0, 1413.0)	(12.0, 1749.0)	(13.0, 2077.0)	(14.0, 2804.0)	(15.0, 3831.0)	(16.0, 5524.0)	(17.0, 7631.0)	(18.0, 11514.0)	(19.0, 17487.0)	(20.0, 29804.0)	(21.0, 70220.0)	(22.0, 572667.0)	(23.0, 64782.0)	(24.0, 50196.0)	(25.0, 58543.0)	(26.0, 63106.0)	(27.0, 70517.0)	(28.0, 86285.0)	(29.0, 107583.0)	(30.0, 133595.0)	(31.0, 164976.0)	(32.0, 212071.0)	(33.0, 286529.0)	(34.0, 412768.0)	(35.0, 666378.0)	(36.0, 1442648.0)	(37.0, 13879705.0)
20150415.B-CAMA_reseq_4_R2	(2.0, 22559.0)	(3.0, 3198.0)	(4.0, 2168.0)	(5.0, 1884.0)	(6.0, 1929.0)	(7.0, 2185.0)	(8.0, 2757.0)	(9.0, 3355.0)	(10.0, 3848.0)	(11.0, 4406.0)	(12.0, 5658.0)	(13.0, 7745.0)	(14.0, 10672.0)	(15.0, 14304.0)	(16.0, 19973.0)	(17.0, 28362.0)	(18.0, 43940.0)	(19.0, 80279.0)	(20.0, 576214.0)	(21.0, 84757.0)	(22.0, 67812.0)	(23.0, 70601.0)	(24.0, 76965.0)	(25.0, 87520.0)	(26.0, 100352.0)	(27.0, 115783.0)	(28.0, 133414.0)	(29.0, 153002.0)	(30.0, 177796.0)	(31.0, 212825.0)	(32.0, 267165.0)	(33.0, 352495.0)	(34.0, 495273.0)	(35.0, 786804.0)	(36.0, 1668876.0)	(37.0, 12742848.0)
20150415.B-CAMA_reseq_5_R1	(2.0, 56.0)	(3.0, 74.0)	(4.0, 89.0)	(5.0, 105.0)	(6.0, 157.0)	(7.0, 339.0)	(8.0, 847.0)	(9.0, 1167.0)	(10.0, 1492.0)	(11.0, 1746.0)	(12.0, 2164.0)	(13.0, 2744.0)	(14.0, 3463.0)	(15.0, 4781.0)	(16.0, 6561.0)	(17.0, 9165.0)	(18.0, 13502.0)	(19.0, 20149.0)	(20.0, 34098.0)	(21.0, 82833.0)	(22.0, 669648.0)	(23.0, 57494.0)	(24.0, 60181.0)	(25.0, 71753.0)	(26.0, 78907.0)	(27.0, 88312.0)	(28.0, 107811.0)	(29.0, 134249.0)	(30.0, 166493.0)	(31.0, 206055.0)	(32.0, 263362.0)	(33.0, 354265.0)	(34.0, 508154.0)	(35.0, 816803.0)	(36.0, 1752126.0)	(37.0, 17151476.0)
20150415.B-CAMA_reseq_5_R2	(2.0, 28070.0)	(3.0, 4264.0)	(4.0, 3205.0)	(5.0, 2823.0)	(6.0, 2833.0)	(7.0, 3201.0)	(8.0, 3901.0)	(9.0, 4521.0)	(10.0, 5164.0)	(11.0, 5983.0)	(12.0, 7706.0)	(13.0, 10197.0)	(14.0, 13860.0)	(15.0, 18696.0)	(16.0, 25710.0)	(17.0, 36285.0)	(18.0, 55322.0)	(19.0, 100726.0)	(20.0, 665970.0)	(21.0, 104246.0)	(22.0, 86226.0)	(23.0, 92657.0)	(24.0, 101993.0)	(25.0, 116285.0)	(26.0, 134031.0)	(27.0, 154504.0)	(28.0, 176427.0)	(29.0, 202112.0)	(30.0, 233728.0)	(31.0, 279160.0)	(32.0, 347393.0)	(33.0, 454784.0)	(34.0, 635928.0)	(35.0, 1008026.0)	(36.0, 2120057.0)	(37.0, 15426627.0)
20150415.B-CAMA_reseq_6_R1	(2.0, 82.0)	(3.0, 55.0)	(4.0, 68.0)	(5.0, 83.0)	(6.0, 141.0)	(7.0, 322.0)	(8.0, 807.0)	(9.0, 1014.0)	(10.0, 1270.0)	(11.0, 1550.0)	(12.0, 1997.0)	(13.0, 2328.0)	(14.0, 3187.0)	(15.0, 4336.0)	(16.0, 6344.0)	(17.0, 9335.0)	(18.0, 14512.0)	(19.0, 22433.0)	(20.0, 37908.0)	(21.0, 89260.0)	(22.0, 696692.0)	(23.0, 85988.0)	(24.0, 58039.0)	(25.0, 63932.0)	(26.0, 68928.0)	(27.0, 77332.0)	(28.0, 95780.0)	(29.0, 119467.0)	(30.0, 148750.0)	(31.0, 184033.0)	(32.0, 236061.0)	(33.0, 321253.0)	(34.0, 461368.0)	(35.0, 746668.0)	(36.0, 1608678.0)	(37.0, 14643896.0)
20150415.B-CAMA_reseq_6_R2	(2.0, 25899.0)	(3.0, 4116.0)	(4.0, 2870.0)	(5.0, 2518.0)	(6.0, 2525.0)	(7.0, 2727.0)	(8.0, 3282.0)	(9.0, 3969.0)	(10.0, 4537.0)	(11.0, 5107.0)	(12.0, 6760.0)	(13.0, 9072.0)	(14.0, 12511.0)	(15.0, 17202.0)	(16.0, 24391.0)	(17.0, 34470.0)	(18.0, 54004.0)	(19.0, 100048.0)	(20.0, 701307.0)	(21.0, 101187.0)	(22.0, 80080.0)	(23.0, 83762.0)	(24.0, 89785.0)	(25.0, 101453.0)	(26.0, 116344.0)	(27.0, 133297.0)	(28.0, 152944.0)	(29.0, 174926.0)	(30.0, 202239.0)	(31.0, 240826.0)	(32.0, 301745.0)	(33.0, 394919.0)	(34.0, 555426.0)	(35.0, 881030.0)	(36.0, 1851515.0)	(37.0, 13335104.0)
20150415.B-CAMA_reseq_7_R1	(2.0, 76.0)	(3.0, 74.0)	(4.0, 94.0)	(5.0, 103.0)	(6.0, 179.0)	(7.0, 360.0)	(8.0, 964.0)	(9.0, 1330.0)	(10.0, 1680.0)	(11.0, 1905.0)	(12.0, 2504.0)	(13.0, 2892.0)	(14.0, 3952.0)	(15.0, 5318.0)	(16.0, 7759.0)	(17.0, 11205.0)	(18.0, 16904.0)	(19.0, 26061.0)	(20.0, 45105.0)	(21.0, 107539.0)	(22.0, 924705.0)	(23.0, 93135.0)	(24.0, 77025.0)	(25.0, 88122.0)	(26.0, 93937.0)	(27.0, 101990.0)	(28.0, 120767.0)	(29.0, 149817.0)	(30.0, 182327.0)	(31.0, 223477.0)	(32.0, 283688.0)	(33.0, 380059.0)	(34.0, 542807.0)	(35.0, 871324.0)	(36.0, 1864709.0)	(37.0, 17621987.0)
20150415.B-CAMA_reseq_7_R2	(2.0, 29879.0)	(3.0, 4664.0)	(4.0, 3315.0)	(5.0, 2892.0)	(6.0, 2835.0)	(7.0, 3247.0)	(8.0, 4054.0)	(9.0, 4824.0)	(10.0, 5516.0)	(11.0, 6450.0)	(12.0, 8182.0)	(13.0, 11088.0)	(14.0, 15427.0)	(15.0, 21461.0)	(16.0, 29836.0)	(17.0, 43729.0)	(18.0, 68490.0)	(19.0, 129523.0)	(20.0, 930010.0)	(21.0, 131636.0)	(22.0, 100875.0)	(23.0, 103851.0)	(24.0, 112046.0)	(25.0, 125494.0)	(26.0, 143224.0)	(27.0, 163550.0)	(28.0, 188221.0)	(29.0, 213398.0)	(30.0, 244654.0)	(31.0, 291473.0)	(32.0, 361946.0)	(33.0, 474249.0)	(34.0, 663645.0)	(35.0, 1049800.0)	(36.0, 2200052.0)	(37.0, 15962344.0)
20150415.B-CAMA_reseq_8_R1	(2.0, 89.0)	(3.0, 76.0)	(4.0, 88.0)	(5.0, 97.0)	(6.0, 159.0)	(7.0, 314.0)	(8.0, 860.0)	(9.0, 1191.0)	(10.0, 1466.0)	(11.0, 1736.0)	(12.0, 2157.0)	(13.0, 2733.0)	(14.0, 3549.0)	(15.0, 4807.0)	(16.0, 6582.0)	(17.0, 9271.0)	(18.0, 13516.0)	(19.0, 20031.0)	(20.0, 32606.0)	(21.0, 76219.0)	(22.0, 606747.0)	(23.0, 68510.0)	(24.0, 59690.0)	(25.0, 71040.0)	(26.0, 80439.0)	(27.0, 91679.0)	(28.0, 112516.0)	(29.0, 140829.0)	(30.0, 175553.0)	(31.0, 218425.0)	(32.0, 279356.0)	(33.0, 377676.0)	(34.0, 542534.0)	(35.0, 878327.0)	(36.0, 1892445.0)	(37.0, 17536970.0)
20150415.B-CAMA_reseq_8_R2	(2.0, 25543.0)	(3.0, 3755.0)	(4.0, 2800.0)	(5.0, 2588.0)	(6.0, 2672.0)	(7.0, 3005.0)	(8.0, 3811.0)	(9.0, 4256.0)	(10.0, 4997.0)	(11.0, 5849.0)	(12.0, 7346.0)	(13.0, 9702.0)	(14.0, 13481.0)	(15.0, 18024.0)	(16.0, 24937.0)	(17.0, 34656.0)	(18.0, 52971.0)	(19.0, 94899.0)	(20.0, 620972.0)	(21.0, 102416.0)	(22.0, 87496.0)	(23.0, 93436.0)	(24.0, 103634.0)	(25.0, 118595.0)	(26.0, 136423.0)	(27.0, 158222.0)	(28.0, 181202.0)	(29.0, 209481.0)	(30.0, 241741.0)	(31.0, 289204.0)	(32.0, 360135.0)	(33.0, 472680.0)	(34.0, 659660.0)	(35.0, 1044734.0)	(36.0, 2199835.0)	(37.0, 15915125.0)
20150415.B-CAMA_reseq_9_R1	(2.0, 61.0)	(3.0, 74.0)	(4.0, 56.0)	(5.0, 95.0)	(6.0, 163.0)	(7.0, 317.0)	(8.0, 772.0)	(9.0, 1109.0)	(10.0, 1363.0)	(11.0, 1575.0)	(12.0, 2025.0)	(13.0, 2506.0)	(14.0, 3179.0)	(15.0, 4229.0)	(16.0, 5761.0)	(17.0, 7630.0)	(18.0, 10766.0)	(19.0, 15352.0)	(20.0, 24773.0)	(21.0, 55044.0)	(22.0, 408143.0)	(23.0, 47453.0)	(24.0, 44593.0)	(25.0, 53186.0)	(26.0, 62003.0)	(27.0, 73958.0)	(28.0, 93714.0)	(29.0, 119225.0)	(30.0, 150430.0)	(31.0, 188642.0)	(32.0, 243269.0)	(33.0, 326968.0)	(34.0, 467882.0)	(35.0, 750913.0)	(36.0, 1597450.0)	(37.0, 14885737.0)
20150415.B-CAMA_reseq_9_R2	(2.0, 21657.0)	(3.0, 3212.0)	(4.0, 2488.0)	(5.0, 2296.0)	(6.0, 2336.0)	(7.0, 2576.0)	(8.0, 3278.0)	(9.0, 3864.0)	(10.0, 4563.0)	(11.0, 5349.0)	(12.0, 6663.0)	(13.0, 8569.0)	(14.0, 11665.0)	(15.0, 15417.0)	(16.0, 20747.0)	(17.0, 28385.0)	(18.0, 41810.0)	(19.0, 70931.0)	(20.0, 417094.0)	(21.0, 80798.0)	(22.0, 74246.0)	(23.0, 82974.0)	(24.0, 93969.0)	(25.0, 107963.0)	(26.0, 124705.0)	(27.0, 143517.0)	(28.0, 164341.0)	(29.0, 189333.0)	(30.0, 219789.0)	(31.0, 261417.0)	(32.0, 323874.0)	(33.0, 422248.0)	(34.0, 585648.0)	(35.0, 918716.0)	(36.0, 1910746.0)	(37.0, 13273232.0)
