Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
20150415.B-CAMA_reseq_2_R1 - polya	(1, 0.0020569614441225577)	(2, 0.007984853078420808)	(3, 0.013115954702770483)	(4, 0.018393982144557487)	(5, 0.023892398312500476)	(6, 0.028983942986001644)	(7, 0.034177205533113264)	(8, 0.039161381340025614)	(9, 0.04417381211182976)	(10, 0.05143533808902066)	(12, 0.060016370926658305)	(14, 0.06789102964200111)	(16, 0.07551704466629615)	(18, 0.08233496769468589)	(20, 0.08909638079329205)	(22, 0.09571934456392842)	(24, 0.10211061762245208)	(26, 0.10856405160373768)	(28, 0.11476884189397552)	(30, 0.1212646583225988)	(32, 0.12736490524273697)	(34, 0.1336685879100961)	(36, 0.13984229773895296)	(38, 0.14618836285364972)	(40, 0.1524016296333551)	(42, 0.15858946694465786)	(44, 0.16518417575040242)	(46, 0.17181279051401716)	(48, 0.17811647318137624)	(50, 0.18440320286980028)	(52, 0.19067015408280005)	(54, 0.19688907185548377)	(56, 0.2027915340213794)	(58, 0.20949361169371278)	(60, 0.21707159327769177)	(62, 0.2519919043874592)	(64, 2.8109706117284663)	(66, 2.8269770493396673)	(68, 2.8336508720471087)	(70, 2.8400760510635026)	(72, 2.846540787030745)	(74, 2.8530309524663897)	(76, 2.859535245384481)	(78, 2.865875659506199)	(80, 2.8720747988034585)	(82, 2.8784830248409174)	(84, 2.8849703647800733)	(86, 2.891457704719229)	(88, 2.89782354830935)	(90, 2.9039435737049124)	(92, 2.9106400003842676)	(94, 2.917740473061575)	(96, 2.9247420533617614)	(98, 2.9317803651163077)	(100, 2.9400251638717325)	(102, 2.9478687421256944)	(104, 2.954774255545249)	(106, 2.961617608042041)	(108, 2.9685711549019116)	(110, 2.9749454749815003)	(112, 2.981449767899591)	(114, 2.988440046213821)
20150415.B-CAMA_reseq_2_R2 - polya	(1, 0.00605221347982214)	(2, 0.014811252596278086)	(3, 0.022632226878326493)	(4, 0.030843119675881648)	(5, 0.03876581183154051)	(6, 0.04601038482979633)	(7, 0.052949804207220785)	(8, 0.05978185471805642)	(9, 0.06658565026400026)	(10, 0.0763985995709201)	(12, 0.08830241627983265)	(14, 0.09960440223655)	(16, 0.1103667183638341)	(18, 0.12057241168274986)	(20, 0.13040796496158313)	(22, 0.14060518179103138)	(24, 0.1506243923416613)	(26, 0.16052775753623488)	(28, 0.17110359089523314)	(30, 0.18107194250905784)	(32, 0.19112505901755794)	(34, 0.20141269173465987)	(36, 0.21141212380986557)	(38, 0.2216743270585649)	(40, 0.2319873892440695)	(42, 0.24211679415777743)	(44, 0.2523083599942473)	(46, 0.2624151609360418)	(48, 0.2726604112058061)	(50, 0.2828180710844058)	(52, 0.29388271533603205)	(54, 0.3047891317842643)	(56, 0.321705379264981)	(58, 2.7115046588198863)	(60, 2.730593713100782)	(62, 2.7409435067406456)	(64, 2.751346984813804)	(66, 2.762942822405396)	(68, 2.773295441541749)	(70, 2.7840125497252064)	(72, 2.7939469953811606)	(74, 2.804265708559644)	(76, 2.8147398240450316)	(78, 2.8245386458695054)	(80, 2.8344052796097197)	(82, 2.8444357921463066)	(84, 2.8543306808514126)	(86, 2.8645505016527744)	(88, 2.875075476074967)	(90, 2.8851681495343158)	(92, 2.8951619306165433)	(94, 2.905215047125043)	(96, 2.9152173046967382)	(98, 2.9249002811651557)	(100, 2.9345493516757033)	(102, 2.9443340460177314)	(104, 2.954243062205283)	(106, 2.9642990042102726)	(108, 2.9744029796555775)	(110, 2.9842583114098353)	(112, 2.9943255554007813)	(114, 3.005195240394654)
20150415.B-CAMA_reseq_3_R1 - polya	(1, 0.0021713194732831745)	(2, 0.007980370860336976)	(3, 0.013532156906954381)	(4, 0.018826677613135393)	(5, 0.024532822864014633)	(6, 0.03028527587617243)	(7, 0.03552834351426616)	(8, 0.040498709891497314)	(9, 0.04529413583723172)	(10, 0.052721386215630446)	(12, 0.06181571600005701)	(14, 0.07026945508679695)	(16, 0.07812633858372446)	(18, 0.08569251224595884)	(20, 0.09272614665348988)	(22, 0.099626003083994)	(24, 0.10649241502024137)	(26, 0.1133562543030844)	(28, 0.11986764006952956)	(30, 0.12650508585278855)	(32, 0.13312195040881264)	(34, 0.1395330026924876)	(36, 0.14594405497616256)	(38, 0.15269469750921355)	(40, 0.15935015186630314)	(42, 0.16607506786531046)	(44, 0.17279741121091347)	(46, 0.17906954021075278)	(48, 0.18557835332379358)	(50, 0.19216949134577405)	(52, 0.19857797097604463)	(54, 0.2049401428450367)	(56, 0.2114618192250993)	(58, 0.21920807862563915)	(60, 0.22795252754707224)	(62, 0.2465167945129625)	(64, 3.3136496191160907)	(66, 3.33142922679365)	(68, 3.338419126093307)	(70, 3.3450745804503965)	(72, 3.351894684625365)	(74, 3.358938609646514)	(76, 3.365781867702122)	(78, 3.3724733392068726)	(80, 3.3790619045754484)	(82, 3.385797111188073)	(84, 3.3924782920792067)	(86, 3.399239225225875)	(88, 3.4060207395997786)	(90, 3.412892296842835)	(92, 3.419943939824196)	(94, 3.4276799086111187)	(96, 3.4351663300178177)	(98, 3.443211017213264)	(100, 3.452261611889816)	(102, 3.4611578473621067)	(104, 3.4689246879898814)	(106, 3.4765294514531813)	(108, 3.483938693257749)	(110, 3.490820541114423)	(112, 3.4979596543115328)	(114, 3.505564417774833)
20150415.B-CAMA_reseq_3_R2 - polya	(1, 0.006169222863664754)	(2, 0.01512720201766003)	(3, 0.022942923060117713)	(4, 0.031005618829394337)	(5, 0.03899113499654004)	(6, 0.046693659289205706)	(7, 0.054195516616330985)	(8, 0.0611313901944962)	(9, 0.06814444337479234)	(10, 0.07787164589669243)	(12, 0.0896775523693186)	(14, 0.10104353510979854)	(16, 0.11214453454962899)	(18, 0.12296511476838376)	(20, 0.13356959210117197)	(22, 0.1438087526505405)	(24, 0.15404276789310029)	(26, 0.16458807419758814)	(28, 0.17446706327034567)	(30, 0.1848502924103586)	(32, 0.19498397417014818)	(34, 0.20513566450376836)	(36, 0.21574014183655654)	(38, 0.22645781591913677)	(40, 0.23719349857554753)	(42, 0.24754071056789934)	(44, 0.2580268458440868)	(46, 0.2686441864438968)	(48, 0.2792666723505156)	(50, 0.2892794394003001)	(52, 0.30061197764652325)	(54, 0.31237414901127525)	(56, 0.3314014935899511)	(58, 3.219557393504884)	(60, 3.2399328084674464)	(62, 3.251545765934745)	(64, 3.262330329005839)	(66, 3.274653338812742)	(68, 3.2856848766106546)	(70, 3.2972721075439098)	(72, 3.3079563371322336)	(74, 3.31883094307248)	(76, 3.329383967337181)	(78, 3.3398160768918768)	(80, 3.3502430411397635)	(82, 3.3604564751550887)	(84, 3.3711587133172425)	(86, 3.381747754729605)	(88, 3.392954232959014)	(90, 3.4031650943209346)	(92, 3.413144416876462)	(94, 3.4233012525168913)	(96, 3.4339932000654274)	(98, 3.4444587541143803)	(100, 3.4550941032880207)	(102, 3.4654181613997332)	(104, 3.4760355019995433)	(106, 3.4863569874578513)	(108, 3.4965009598312586)	(110, 3.506992240414255)	(112, 3.5174037687417155)	(114, 3.528674563306234)
20150415.B-CAMA_reseq_4_R1 - polya	(1, 0.002164980875459665)	(2, 0.007325123262833453)	(3, 0.012528673788061068)	(4, 0.017515183624019545)	(5, 0.02261563982184432)	(6, 0.02791685865724305)	(7, 0.03264291966607856)	(8, 0.03733099855429197)	(9, 0.04197024328741982)	(10, 0.04853572413781129)	(12, 0.05685109554543519)	(14, 0.06466998637635593)	(16, 0.07208192591489704)	(18, 0.07894583771303357)	(20, 0.08548147546865054)	(22, 0.0917593774057604)	(24, 0.09807254845487648)	(26, 0.1042392170387359)	(28, 0.11031093032104007)	(30, 0.11641791271535049)	(32, 0.1227066666869238)	(34, 0.12863187750397131)	(36, 0.13450011514008564)	(38, 0.14053927231899946)	(40, 0.14637766686033932)	(42, 0.1525931695992843)	(44, 0.15873270809698506)	(46, 0.16441103512998892)	(48, 0.1705885557483118)	(50, 0.17647307143612134)	(52, 0.1824254123393275)	(54, 0.1883289190874481)	(56, 0.19418901769771485)	(58, 0.2015982442276401)	(60, 0.21044807833258927)	(62, 0.2542007682806319)	(64, 4.243804736305329)	(66, 4.266504479394266)	(68, 4.273314131020085)	(70, 4.279592032957195)	(72, 4.285831952773682)	(74, 4.292166827891726)	(76, 4.298374191604823)	(78, 4.304421487809584)	(80, 4.31041994985926)	(82, 4.316559488356961)	(84, 4.322674609777119)	(86, 4.329174978420729)	(88, 4.335482723452614)	(90, 4.341646679027857)	(92, 4.34813890864562)	(94, 4.355054367607458)	(96, 4.361999669664071)	(98, 4.369316653901057)	(100, 4.3784160847986655)	(102, 4.387043452197114)	(104, 4.394449965718423)	(106, 4.401180940094383)	(108, 4.4078033941257075)	(110, 4.41417082534714)	(112, 4.420801418404313)	(114, 4.427570374900894)
20150415.B-CAMA_reseq_4_R2 - polya	(1, 0.0053337749387891)	(2, 0.013288316200503057)	(3, 0.020331286567286628)	(4, 0.027102956072483777)	(5, 0.034297854921755744)	(6, 0.04104239434079425)	(7, 0.047472224760392506)	(8, 0.05378810881812446)	(9, 0.05954511310098838)	(10, 0.06802055201694827)	(12, 0.07933379794510216)	(14, 0.08990096650389338)	(16, 0.09973833574501713)	(18, 0.10931525615901791)	(20, 0.11885419445239657)	(22, 0.1283361595648421)	(24, 0.13760922301386608)	(26, 0.14676291408379202)	(28, 0.15597086532603527)	(30, 0.16521137267166888)	(32, 0.174761162999511)	(34, 0.18414545980178543)	(36, 0.19383632657765248)	(38, 0.20325589249193315)	(40, 0.21268631044067726)	(42, 0.2223853162423919)	(44, 0.23162853659664137)	(46, 0.24101012039029993)	(48, 0.2506358749593863)	(50, 0.26015853520106974)	(52, 0.271005143647295)	(54, 0.2818924472227582)	(56, 0.3024462004965457)	(58, 3.9309867038703348)	(60, 3.954399968225243)	(62, 3.9645628985002705)	(64, 3.9741778010348936)	(66, 3.985480194928584)	(68, 3.9957489325396303)	(70, 4.00654670683077)	(72, 4.016506161459607)	(74, 4.026080368864992)	(76, 4.035358858331248)	(78, 4.044995464934798)	(80, 4.0544177438576945)	(82, 4.064100471607714)	(84, 4.073566158668465)	(86, 4.083077966875685)	(88, 4.093270740245486)	(90, 4.102763557392395)	(92, 4.11225908754792)	(94, 4.121857712030848)	(96, 4.131149766540183)	(98, 4.140645296695707)	(100, 4.150422979747282)	(102, 4.1597774334547815)	(104, 4.1694900042995755)	(106, 4.179468449988725)	(108, 4.189099630575043)	(110, 4.198703681075202)	(112, 4.208370130773527)	(114, 4.218435392738383)
20150415.B-CAMA_reseq_5_R1 - polya	(1, 0.0021259121298768235)	(2, 0.007859700032034232)	(3, 0.013143606114176212)	(4, 0.018564240984754257)	(5, 0.02422745918965434)	(6, 0.02968778951493963)	(7, 0.03485701983903846)	(8, 0.03966458046469352)	(9, 0.04454712139368448)	(10, 0.05164378657412391)	(12, 0.06038340251883538)	(14, 0.0684746593699952)	(16, 0.07640933970536534)	(18, 0.08349056776452973)	(20, 0.0906578026422265)	(22, 0.0972075526689217)	(24, 0.10364262693757373)	(26, 0.11015268150956169)	(28, 0.11657452395997799)	(30, 0.12313088989579105)	(32, 0.1294623149215964)	(34, 0.13551587176445107)	(36, 0.14139300436416238)	(38, 0.14754579984378516)	(40, 0.15388384077870837)	(42, 0.16034096807775333)	(44, 0.16672532037650167)	(46, 0.17328168631231475)	(48, 0.17993067497577805)	(50, 0.18629517954717278)	(52, 0.1925031076027778)	(54, 0.19869780384014712)	(56, 0.20500497053252026)	(58, 0.21237729859287113)	(60, 0.22089858953669272)	(62, 0.25886067605505336)	(64, 3.934523053157374)	(66, 3.9520066956528757)	(68, 3.9589269365901716)	(70, 3.9655472563141245)	(72, 3.972180807856313)	(74, 3.979112075308805)	(76, 3.9858228124573687)	(78, 3.992410052635732)	(80, 3.999052425390077)	(82, 4.005776394356877)	(84, 4.012279833019747)	(86, 4.018906768652817)	(88, 4.025392564891373)	(90, 4.032231209616215)	(92, 4.039069854341058)	(94, 4.046404692249741)	(96, 4.0536932187945975)	(98, 4.061773449130561)	(100, 4.070786522652146)	(102, 4.079032150716055)	(104, 4.086459611352389)	(106, 4.093801065170189)	(108, 4.100791875804743)	(110, 4.107765044014982)	(112, 4.114729391013064)	(114, 4.121894420587721)
20150415.B-CAMA_reseq_5_R2 - polya	(1, 0.0058440530541219735)	(2, 0.014277131876371947)	(3, 0.02210154705977752)	(4, 0.02987744557631868)	(5, 0.03775478803266724)	(6, 0.04534985169998652)	(7, 0.05228773506159698)	(8, 0.0591109426651643)	(9, 0.06564305026754516)	(10, 0.07512144273041921)	(12, 0.08680734353562387)	(14, 0.09799484585394869)	(16, 0.10876554589784745)	(18, 0.11873792624152277)	(20, 0.12867502173656942)	(22, 0.13898922405133488)	(24, 0.1493343006086504)	(26, 0.1595382377714513)	(28, 0.16978187038895945)	(30, 0.18009386740068561)	(32, 0.19027134092701503)	(34, 0.20040911899863717)	(36, 0.21028667131162296)	(38, 0.2203715221103021)	(40, 0.23051150548496355)	(42, 0.240530197192464)	(44, 0.2502180934440707)	(46, 0.2604418783342252)	(48, 0.27040984807182195)	(50, 0.28026975796049336)	(52, 0.29161824740068654)	(54, 0.3029314519922509)	(56, 0.322955603589016)	(58, 3.722580199263244)	(60, 3.7465915387550472)	(62, 3.7577305244065076)	(64, 3.768005031266566)	(66, 3.7799621843456035)	(68, 3.7905101487825337)	(70, 3.8013271601902576)	(72, 3.811376726140308)	(74, 3.8212123776955473)	(76, 3.831171526220987)	(78, 3.8412232974740768)	(80, 3.851074386150591)	(82, 3.8610269187669126)	(84, 3.8712749619904994)	(86, 3.8813664286982963)	(88, 3.8915328757094296)	(90, 3.9015184878713405)	(92, 3.911546000790998)	(94, 3.9216705470443847)	(96, 3.9322295379965113)	(98, 3.942365110765094)	(100, 3.9524433456546553)	(102, 3.9625700972110813)	(104, 3.972652742706721)	(106, 3.9825126525953927)	(108, 3.9922931715746497)	(110, 4.002265551918325)	(112, 4.01270545650633)	(114, 4.023462924731993)
20150415.B-CAMA_reseq_6_R1 - polya	(1, 0.0020843956138461807)	(2, 0.007580538043576183)	(3, 0.012672923453674963)	(4, 0.01771988619906523)	(5, 0.023382578399393113)	(6, 0.02858599698989048)	(7, 0.03344622211370131)	(8, 0.038286259386530574)	(9, 0.0431464845103414)	(10, 0.050033065176426424)	(12, 0.058292419709257595)	(14, 0.0659638030822508)	(16, 0.0731254432179596)	(18, 0.07957546160656837)	(20, 0.0859901512559594)	(22, 0.09252092104849441)	(24, 0.09886747670082266)	(26, 0.10507776435902538)	(28, 0.11111645528388484)	(30, 0.11727627331463367)	(32, 0.12352441319342682)	(34, 0.12964890248495792)	(36, 0.13574815696276205)	(38, 0.14195592113959207)	(40, 0.1477876865918905)	(42, 0.1537582435196872)	(44, 0.1596732838572846)	(46, 0.1658103905556792)	(48, 0.17196011466093722)	(50, 0.1780417047691325)	(52, 0.18406273132438308)	(54, 0.18991720810903578)	(56, 0.19564551082505377)	(58, 0.2035641953725711)	(60, 0.2129364051907608)	(62, 0.27145341474218826)	(64, 4.845611643181551)	(66, 4.8702912910065095)	(68, 4.877177871672594)	(70, 4.883658171837675)	(72, 4.8900324857851025)	(74, 4.896651577425683)	(76, 4.903121783665273)	(78, 4.909574325535255)	(80, 4.915666009568941)	(82, 4.92219173239873)	(84, 4.928679603007929)	(86, 4.93505644043673)	(88, 4.9412465402439505)	(90, 4.947426546125682)	(92, 4.954086013468224)	(94, 4.961416726855903)	(96, 4.968621266174948)	(98, 4.976239656439114)	(100, 4.98510212302002)	(102, 4.993205021707744)	(104, 5.000381802731688)	(106, 5.007018558741877)	(108, 5.0137537305256)	(110, 5.020521707567168)	(112, 5.027274543720501)	(114, 5.0339264406189255)
20150415.B-CAMA_reseq_6_R2 - polya	(1, 0.005536518131693124)	(2, 0.01354100104588209)	(3, 0.020788439548262514)	(4, 0.02801569019966138)	(5, 0.03512181374517088)	(6, 0.04214718588675413)	(7, 0.04871328441850687)	(8, 0.055420697907130535)	(9, 0.061784917929067665)	(10, 0.07074832376488077)	(12, 0.08184154787924859)	(14, 0.09211716402886318)	(16, 0.10210005633924513)	(18, 0.11147983660155295)	(20, 0.1206804496863994)	(22, 0.13035547726931257)	(24, 0.13987404900711858)	(26, 0.14959197577336755)	(28, 0.1587446427121328)	(30, 0.16819255697150337)	(32, 0.17769598782107326)	(34, 0.18699249319808214)	(36, 0.19655901108196938)	(38, 0.20590598608643218)	(40, 0.2154270813056109)	(42, 0.22467816401791127)	(44, 0.23436833248906058)	(46, 0.24340996624742725)	(48, 0.2527846995469897)	(50, 0.26207363447988047)	(52, 0.2732450865168018)	(54, 0.28448214906941327)	(56, 0.306237081983418)	(58, 4.426519427248461)	(60, 4.453225430615694)	(62, 4.464068830074165)	(64, 4.4741047154933735)	(66, 4.485939843131313)	(68, 4.495718333450506)	(70, 4.506892308968801)	(72, 4.516660705362504)	(74, 4.526219652802274)	(76, 4.535965337863622)	(78, 4.545299695461221)	(80, 4.554568442543131)	(82, 4.563685780742678)	(84, 4.573179117666757)	(86, 4.5827380651065255)	(88, 4.592652823419845)	(90, 4.6022269117478505)	(92, 4.611866610591546)	(94, 4.621733422758783)	(96, 4.631494248708369)	(98, 4.641244980732463)	(100, 4.65094271964773)	(102, 4.660842337072813)	(104, 4.670711672721424)	(106, 4.680285761049429)	(108, 4.689589836870557)	(110, 4.6990352276485545)	(112, 4.708589128125578)	(114, 4.718836985980093)
20150415.B-CAMA_reseq_7_R1 - polya	(1, 0.0023641970030030333)	(2, 0.007587227970630302)	(3, 0.01282283445423099)	(4, 0.01802071438991142)	(5, 0.023713231287213046)	(6, 0.029200348090282144)	(7, 0.03432277493012205)	(8, 0.039386516028752656)	(9, 0.04450894286859256)	(10, 0.05153656037840566)	(12, 0.06022624191603915)	(14, 0.06840661505674911)	(16, 0.07600851446268174)	(18, 0.08303822789182373)	(20, 0.08990445961331127)	(22, 0.09655481164392174)	(24, 0.10326384941574153)	(26, 0.10987437897910285)	(28, 0.11621453494903562)	(30, 0.12258822562823087)	(32, 0.12906671227387126)	(34, 0.13548651317830238)	(36, 0.14178475076165709)	(38, 0.1481898802307859)	(40, 0.15471238118233324)	(42, 0.16087228808998033)	(44, 0.16692739903118226)	(46, 0.17311874472876287)	(48, 0.17952177827856278)	(50, 0.18587660568379788)	(52, 0.19202812891412935)	(54, 0.19831588690083954)	(56, 0.20438566927734378)	(58, 0.2127944976249042)	(60, 0.22426336819266363)	(62, 0.25217262997634127)	(64, 5.218698702374425)	(66, 5.244105436479392)	(68, 5.251476784759145)	(70, 5.258129232709084)	(72, 5.264691556127881)	(74, 5.271123932548286)	(76, 5.277839258078092)	(78, 5.2844854182700445)	(80, 5.290986960028303)	(82, 5.297230703709106)	(84, 5.303694518919444)	(86, 5.310221211709649)	(88, 5.3168736596595885)	(90, 5.323735699542419)	(92, 5.330666904763103)	(94, 5.338455340989308)	(96, 5.345784770882483)	(98, 5.3540510767156775)	(100, 5.3639060894001815)	(102, 5.372794883274061)	(104, 5.38057493582295)	(106, 5.3878163371043115)	(108, 5.3948712015654)	(110, 5.401884147639911)	(112, 5.408597377250389)	(114, 5.41564595395349)
20150415.B-CAMA_reseq_7_R2 - polya	(1, 0.00612427627905573)	(2, 0.014357047402988278)	(3, 0.021873014116435864)	(4, 0.029309335895385123)	(5, 0.036934290413935686)	(6, 0.0441610202599946)	(7, 0.05129552965558177)	(8, 0.05806954092659755)	(9, 0.06449982142767317)	(10, 0.07391888289176504)	(12, 0.08585095163121209)	(14, 0.09710813434675225)	(16, 0.10778265148885725)	(18, 0.11817841136021812)	(20, 0.12827655068687469)	(22, 0.13825941445044157)	(24, 0.14807879650635397)	(26, 0.15793380919085775)	(28, 0.167757383085428)	(30, 0.1778052203481909)	(32, 0.18766232895202356)	(34, 0.19776256419800903)	(36, 0.20782926473473207)	(38, 0.21786033464286372)	(40, 0.22797104948549374)	(42, 0.23780719889603735)	(44, 0.24764754014523882)	(46, 0.25752979978101836)	(48, 0.26774531059009354)	(50, 0.2776359539031886)	(52, 0.2897419839469347)	(54, 0.3021770733253185)	(56, 0.325902880128505)	(58, 4.8837854650509644)	(60, 4.910806057039187)	(62, 4.922015033610163)	(64, 4.932920101878446)	(66, 4.945531248480458)	(68, 4.956044379834237)	(70, 4.967773144398782)	(72, 4.97811441036759)	(74, 4.987881394440281)	(76, 4.998231044086405)	(78, 5.0082704976718535)	(80, 5.018509063593546)	(82, 5.028563188614296)	(84, 5.038564915651823)	(86, 5.048692397849084)	(88, 5.059727413115761)	(90, 5.069741715669261)	(92, 5.079699428400881)	(94, 5.089728402389683)	(96, 5.099841213151642)	(98, 5.109859707543801)	(100, 5.119842571307368)	(102, 5.129867353457513)	(104, 5.139799915157186)	(106, 5.1496486400837025)	(108, 5.159818040667542)	(110, 5.169792520753793)	(112, 5.1800667173040775)	(114, 5.191124787683372)
20150415.B-CAMA_reseq_8_R1 - polya	(1, 0.002183585673327089)	(2, 0.00746451684005724)	(3, 0.012500920730992413)	(4, 0.017691762901377046)	(5, 0.02286973521514089)	(6, 0.0282321754738027)	(7, 0.03352597649715364)	(8, 0.038382202395397774)	(9, 0.04348724552164382)	(10, 0.05060642120904324)	(12, 0.05919919547952292)	(14, 0.06716134677558397)	(16, 0.07462157366343429)	(18, 0.08135894360441698)	(20, 0.08816280780460709)	(22, 0.09470712989627797)	(24, 0.10126432184456963)	(26, 0.10764133580017024)	(28, 0.11392826075942536)	(30, 0.1199942531800236)	(32, 0.12629190301979604)	(34, 0.13249946386322292)	(36, 0.1390437859548938)	(38, 0.1454057850777702)	(40, 0.15146319759395455)	(42, 0.157548494799484)	(44, 0.1636938513359104)	(46, 0.16984564280064726)	(48, 0.1759652596238321)	(50, 0.18234227357943272)	(52, 0.18854125451844578)	(54, 0.1945107230143881)	(56, 0.20052738098460665)	(58, 0.20839515333211528)	(60, 0.21698149267428457)	(62, 0.23874442022003764)	(64, 3.568455174911433)	(66, 3.586288506235639)	(68, 3.593233938858657)	(70, 3.5997718260220175)	(72, 3.606376207444586)	(74, 3.6130342132697404)	(76, 3.619550650672066)	(78, 3.6260005938151845)	(80, 3.6325105962892)	(82, 3.639129992544492)	(84, 3.645549906022162)	(86, 3.6519397898343833)	(88, 3.658132335845086)	(90, 3.6646444832952048)	(92, 3.6711673556258413)	(94, 3.6784624193537248)	(96, 3.685345647669743)	(98, 3.6928766587690074)	(100, 3.7010854823169668)	(102, 3.7090626484457525)	(104, 3.7159780514033227)	(106, 3.72305861752086)	(108, 3.7294914008551503)	(110, 3.7358705597868545)	(112, 3.7424341866634565)	(114, 3.7493881991908893)
20150415.B-CAMA_reseq_8_R2 - polya	(1, 0.005190842170384633)	(2, 0.013041454709065523)	(3, 0.02027431412994857)	(4, 0.027713091256764237)	(5, 0.03520763776226998)	(6, 0.04207585124556403)	(7, 0.048798206353822475)	(8, 0.05543476241794233)	(9, 0.061878270632750365)	(10, 0.07078206643823243)	(12, 0.08171929958979907)	(14, 0.09233693130194945)	(16, 0.10254701755444154)	(18, 0.11220798992444665)	(20, 0.12170379913448498)	(22, 0.131248942794903)	(24, 0.1411351376557719)	(26, 0.15068457126839688)	(28, 0.16016536564571093)	(30, 0.16995932653413087)	(32, 0.1794937453140316)	(34, 0.18915257270793323)	(36, 0.19883070488676607)	(38, 0.20849382223287466)	(40, 0.2179767615862922)	(42, 0.22727094304260484)	(44, 0.2367109828739531)	(46, 0.2462153719884053)	(48, 0.2560136228290322)	(50, 0.26575824926707237)	(52, 0.27681774605653653)	(54, 0.28796089691403576)	(56, 0.3060130158007949)	(58, 3.381348909406205)	(60, 3.4018377211465003)	(62, 3.412049952375096)	(64, 3.421863218048447)	(66, 3.433199416755258)	(68, 3.4430856116161266)	(70, 3.4538726964404507)	(72, 3.4641642917848747)	(74, 3.473715870373603)	(76, 3.4833511030303663)	(78, 3.492902681619095)	(80, 3.5023191267133047)	(82, 3.511984389035517)	(84, 3.521874873848593)	(86, 3.531394277795769)	(88, 3.5411946736125)	(90, 3.550491000044916)	(92, 3.560096203036231)	(94, 3.5697593203823392)	(96, 3.579426727680655)	(98, 3.588967581388866)	(100, 3.598761542277286)	(102, 3.608501878763119)	(104, 3.6183194343886775)	(106, 3.6279525220693376)	(108, 3.637727178172826)	(110, 3.647420325184383)	(112, 3.6573129549735626)	(114, 3.667345008209467)
20150415.B-CAMA_reseq_9_R1 - polya	(1, 0.002564831197466761)	(2, 0.00879370696274318)	(3, 0.014416997584173282)	(4, 0.020345625252920854)	(5, 0.026228452364570807)	(6, 0.03207056786991176)	(7, 0.037653146885032865)	(8, 0.04273191977208014)	(9, 0.047932827478054406)	(10, 0.055599331841117254)	(12, 0.0651512924713655)	(14, 0.0740111557943608)	(16, 0.08224762264574959)	(18, 0.08956298940439734)	(20, 0.09686308931067922)	(22, 0.10426751270812791)	(24, 0.11137932143523069)	(26, 0.11835881744182922)	(28, 0.12507114353202498)	(30, 0.13189542653957045)	(32, 0.13890800072629506)	(34, 0.1456025154887306)	(36, 0.15232756395589792)	(38, 0.1592256367498785)	(40, 0.165887073332188)	(42, 0.172446730898725)	(44, 0.1792481136277217)	(46, 0.1862301541097145)	(48, 0.19330634018129694)	(50, 0.19979475243679318)	(52, 0.20653506775632638)	(54, 0.21350184138595335)	(56, 0.22023706775469792)	(58, 0.2283717555903142)	(60, 0.23714001779911428)	(62, 0.25321346886498486)	(64, 2.8759543818308986)	(66, 2.8911907004920403)	(68, 2.898602757315672)	(70, 2.9057680000260553)	(72, 2.9129866767197194)	(74, 2.9197244475638584)	(76, 2.926474940784969)	(78, 2.9331796334489812)	(80, 2.9398181697527423)	(82, 2.946456706056503)	(84, 2.9535176252757194)	(86, 2.9606370674290052)	(88, 2.967733609303742)	(90, 2.9747767171951986)	(92, 2.981913970676244)	(94, 2.9895397634329983)	(96, 2.9971731896159346)	(98, 3.0046921144061276)	(100, 3.013078705305781)	(102, 3.021292271878621)	(104, 3.0287297734561953)	(106, 3.0365260460643686)	(108, 3.0440195261006178)	(110, 3.0513476152362373)	(112, 3.0586019145854215)	(114, 3.0661361062279804)
