Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61
20150415.B-CAMA_reseq_15_R1 - polya	(1, 0.002228245594140729)	(2, 0.008411075571942109)	(3, 0.014367771714694551)	(4, 0.020241735966575435)	(5, 0.026463174160116874)	(6, 0.03260739592217819)	(7, 0.0386909476309337)	(8, 0.044675221070643326)	(9, 0.05014655678694928)	(10, 0.058124668796663545)	(12, 0.0683089645629528)	(14, 0.0776328486641778)	(16, 0.08674990303822389)	(18, 0.09467010272432808)	(20, 0.10202221009311419)	(22, 0.10955632762181775)	(24, 0.11722281617591579)	(26, 0.12465489770587776)	(28, 0.13199045869648957)	(30, 0.13917434455383682)	(32, 0.1465760910571459)	(34, 0.15387028610232192)	(36, 0.1611589656881065)	(38, 0.16853589262415408)	(40, 0.1760782833419448)	(42, 0.18340557114346945)	(44, 0.19059221473051244)	(46, 0.19800774988230008)	(48, 0.20539846546682627)	(50, 0.21272575326835091)	(52, 0.21998961328687405)	(54, 0.22705767449700115)	(56, 0.2342856840294799)	(58, 0.24122964740329966)	(60, 0.24881064633683042)	(62, 0.25726860331359974)	(64, 0.27021062877560775)	(66, 1.0356019594441652)	(68, 1.0445921582522084)	(70, 1.0522200385905662)	(72, 1.059632816012658)	(74, 1.0668690987342242)	(76, 1.0741302010230513)	(78, 1.0815815866608833)	(80, 1.0888399312200152)	(82, 1.0965753630165063)	(84, 1.104330098920867)	(86, 1.112145504878534)	(88, 1.1202835652106002)	(90, 1.1279279919271326)	(92, 1.1354786558340102)	(94, 1.1430431083893668)	(96, 1.1507123546731606)	(98, 1.1585001833338702)	(100, 1.1666520323144147)	(102, 1.174415041407863)	(104, 1.1817974838033019)	(106, 1.1893812404665285)	(108, 1.1971745845866295)	(110, 1.204857619518902)	(112, 1.2127667882862232)	(114, 1.2207476580256333)
20150415.B-CAMA_reseq_15_R2 - polya	(1, 0.006684736782422187)	(2, 0.01643055352709216)	(3, 0.02446106240102508)	(4, 0.03319203461767056)	(5, 0.04218774888510504)	(6, 0.050394752459563964)	(7, 0.058623817871588636)	(8, 0.06655504847647568)	(9, 0.07382442395439023)	(10, 0.08444719874229877)	(12, 0.09769257447083579)	(14, 0.11059047625771226)	(16, 0.12257005405591441)	(18, 0.1340725446167572)	(20, 0.14555848879942568)	(22, 0.15716301535901006)	(24, 0.16857450083989417)	(26, 0.18009353777891127)	(28, 0.19110791018361184)	(30, 0.20246699880027727)	(32, 0.213577891744328)	(34, 0.2248570061998176)	(36, 0.236392589517009)	(38, 0.24763861121614997)	(40, 0.2589563338873796)	(42, 0.2700479227235603)	(44, 0.2811091765330881)	(46, 0.2928129813617184)	(48, 0.30437889970556276)	(50, 0.31601651902149575)	(52, 0.32773962795799605)	(54, 0.3393248504097104)	(56, 0.352937004187778)	(58, 1.0470713572486594)	(60, 1.06075245426912)	(62, 1.0725224446104475)	(64, 1.0842124607905992)	(66, 1.0960486366446238)	(68, 1.1079427248222586)	(70, 1.119726503812065)	(72, 1.1309201286469872)	(74, 1.142207516291564)	(76, 1.1536052131239694)	(78, 1.164845719363719)	(80, 1.176177230683427)	(82, 1.1873901596262195)	(84, 1.1983080114915698)	(86, 1.2098601411869356)	(88, 1.2212357761817754)	(90, 1.2325314370154392)	(92, 1.2437443659582317)	(94, 1.2550620886294612)	(96, 1.2662088320595564)	(98, 1.2774631269477845)	(100, 1.2891972668030678)	(102, 1.3004570771506874)	(104, 1.3122270674920147)	(106, 1.3242342225871742)	(108, 1.3357891100122354)	(110, 1.3472143841415982)	(112, 1.3585348645425235)	(114, 1.3700732055894107)
20150415.B-CAMA_reseq_16_R1 - polya	(1, 0.0013263811667379294)	(2, 0.005130683513154446)	(3, 0.00898924690730115)	(4, 0.012504156999156663)	(5, 0.016416981441033554)	(6, 0.02030568986169703)	(7, 0.024212485298270567)	(8, 0.027829888480283102)	(9, 0.0313990596198688)	(10, 0.03662922172052859)	(12, 0.043321417607251785)	(14, 0.049416741968942905)	(16, 0.05520760156281464)	(18, 0.06073017042068711)	(20, 0.0655533746633705)	(22, 0.07053333304394108)	(24, 0.07525705869911911)	(26, 0.08002298739142064)	(28, 0.08462010393522823)	(30, 0.08935287309836129)	(32, 0.094173062838393)	(34, 0.09878223739280731)	(36, 0.103602427132839)	(38, 0.10839548634900562)	(40, 0.11305892195115011)	(42, 0.1177615460877664)	(44, 0.12235564812892233)	(46, 0.12680505404279774)	(48, 0.13148959116350398)	(50, 0.13624346184519875)	(52, 0.14095211498711843)	(54, 0.14560047807600454)	(56, 0.1502006091224638)	(58, 0.15457163796739562)	(60, 0.15931043613583207)	(62, 0.16457677226831197)	(64, 0.1721582464372799)	(66, 0.5192119077195625)	(68, 0.5253735511395905)	(70, 0.5299917692019599)	(72, 0.5348571764817667)	(74, 0.539671337216495)	(76, 0.5443076422947745)	(78, 0.5490524694685142)	(80, 0.5535953249645916)	(82, 0.5583401521383314)	(84, 0.5632296754393518)	(86, 0.568128242248327)	(88, 0.5732890707879983)	(90, 0.5785011458727479)	(92, 0.5835986698567339)	(94, 0.5887836144176186)	(96, 0.5941343566243454)	(98, 0.5996328094610046)	(100, 0.6054417560707863)	(102, 0.6114707613741406)	(104, 0.6175600567305284)	(106, 0.6233840758535685)	(108, 0.6288734851822725)	(110, 0.6342573869181678)	(112, 0.6399457534218825)	(114, 0.6457124969945409)
20150415.B-CAMA_reseq_16_R2 - polya	(1, 0.005805932107130119)	(2, 0.012763404227200894)	(3, 0.01909385979572283)	(4, 0.025309764263481038)	(5, 0.0316100748054862)	(6, 0.03751247099746999)	(7, 0.04305915587655588)	(8, 0.04857569572912499)	(9, 0.05383901735895323)	(10, 0.06158327467111173)	(12, 0.07073530472160344)	(14, 0.07956176848571403)	(16, 0.08784863627517442)	(18, 0.09546025547065912)	(20, 0.10320149828016595)	(22, 0.11077091443852718)	(24, 0.11837650462870852)	(26, 0.1260484138772268)	(28, 0.13381075820529534)	(30, 0.14131686980797137)	(32, 0.14936860639060093)	(34, 0.15717918276109633)	(36, 0.16458883027891869)	(38, 0.17205876784977456)	(40, 0.17960406798692236)	(42, 0.18695342545171117)	(44, 0.19415808678921948)	(46, 0.20158582132295189)	(48, 0.20895326580365073)	(50, 0.21619711567563082)	(52, 0.22377858984459875)	(54, 0.23135403500826335)	(56, 0.2397373668825774)	(58, 0.5653760013273459)	(60, 0.574196436086153)	(62, 0.5820914185308954)	(64, 0.5893111523816621)	(66, 0.5968172639843381)	(68, 0.6041063313960933)	(70, 0.6116667040464996)	(72, 0.6191939171677373)	(74, 0.6268115653685253)	(76, 0.6342634159234712)	(78, 0.6415524833352264)	(80, 0.6489952903822173)	(82, 0.6563145028204893)	(84, 0.6638206144231653)	(86, 0.6709288116758199)	(88, 0.6784499957917542)	(90, 0.6860374989660256)	(92, 0.6933356098857358)	(94, 0.7006397498107495)	(96, 0.7080644698418302)	(98, 0.7157424080956518)	(100, 0.7234474768733385)	(102, 0.7306370656975885)	(104, 0.7382788299195899)	(106, 0.7462160154014559)	(108, 0.7533965607177506)	(110, 0.7605831350393488)	(112, 0.7679566085253511)	(114, 0.775893794007217)
20150415.B-CAMA_reseq_17_R1 - polya	(1, 0.002234740549261688)	(2, 0.007947699328739075)	(3, 0.013103439336090842)	(4, 0.018347161254830865)	(5, 0.023919348976087045)	(6, 0.029509133079620872)	(7, 0.03472352769456481)	(8, 0.03975609302597302)	(9, 0.044923563954843225)	(10, 0.05209408973298604)	(12, 0.06161079981481567)	(14, 0.07089289146627661)	(16, 0.07927463489119776)	(18, 0.08695838848577206)	(20, 0.0944104563803573)	(22, 0.10190064976987745)	(24, 0.10887174988220688)	(26, 0.11598068832237793)	(28, 0.1228638065233191)	(30, 0.1298818303217223)	(32, 0.13700543241379137)	(34, 0.14423461279952637)	(36, 0.1515312459839923)	(38, 0.15873989725707005)	(40, 0.16566993914408498)	(42, 0.17282580127032976)	(44, 0.17994940336239884)	(46, 0.18708473637598635)	(48, 0.19422006938957387)	(50, 0.20157828991201165)	(52, 0.20847313903447123)	(54, 0.21545303733793952)	(56, 0.2226118321945639)	(58, 0.2294304303271537)	(60, 0.23657162880150043)	(62, 0.24432576792518534)	(64, 0.2553733632651706)	(66, 1.0065775863499935)	(68, 1.0151470245192096)	(70, 1.0223615412530465)	(72, 1.0296933672020678)	(74, 1.0370046640384318)	(76, 1.0439053786216506)	(78, 1.0512694646048477)	(80, 1.0585221068336197)	(82, 1.0657747490623914)	(84, 1.0730948440898942)	(86, 1.080280033519935)	(88, 1.0875766667044011)	(90, 1.094882098080006)	(92, 1.1022696459062398)	(94, 1.1097363774527231)	(96, 1.1173908037435014)	(98, 1.125356099454518)	(100, 1.1333243278959144)	(102, 1.141357076405662)	(104, 1.149172802867319)	(106, 1.1567480454378476)	(108, 1.1641414587248406)	(110, 1.1718046832067577)	(112, 1.179488436801332)	(114, 1.1871487285528695)
20150415.B-CAMA_reseq_17_R2 - polya	(1, 0.004850736047872483)	(2, 0.01310930479685006)	(3, 0.020552574500296468)	(4, 0.027608723793634556)	(5, 0.03531593923124573)	(6, 0.042460070435972073)	(7, 0.04924640853438617)	(8, 0.05608553577963323)	(9, 0.06237330971351389)	(10, 0.07153515941941088)	(12, 0.08310184803658686)	(14, 0.09420516525378471)	(16, 0.1051237204570672)	(18, 0.11550265327050174)	(20, 0.12546807110041147)	(22, 0.13573556015942087)	(24, 0.1460441074437448)	(26, 0.15659607134957626)	(28, 0.1667755784971974)	(30, 0.1768025836650789)	(32, 0.18668295231398)	(34, 0.19664837014388972)	(36, 0.2066636443902528)	(38, 0.2162038163151193)	(40, 0.22640678530577732)	(42, 0.23638979951796468)	(44, 0.2460912716137097)	(46, 0.2559687075322311)	(48, 0.26593119263176124)	(50, 0.2757880994376255)	(52, 0.28606731941815333)	(54, 0.29632894301640356)	(56, 0.30814784644622584)	(58, 0.9984304613554411)	(60, 1.010844709052324)	(62, 1.0211180635720924)	(64, 1.0308693920842908)	(66, 1.0412424594369663)	(68, 1.0509556624542296)	(70, 1.060953340318315)	(72, 1.071411456851999)	(74, 1.081470722054056)	(76, 1.0915915745940852)	(78, 1.1015364633113376)	(80, 1.1116485176602278)	(82, 1.121693119210387)	(84, 1.1318169044807957)	(86, 1.1414949147335036)	(88, 1.151439803450756)	(90, 1.161097284590807)	(92, 1.1709072677105974)	(94, 1.1809811965645527)	(96, 1.1906973323121957)	(98, 1.2006392882990684)	(100, 1.2111619249011039)	(102, 1.221408884847456)	(104, 1.2314417554760968)	(106, 1.2414834242958763)	(108, 1.2510529235245391)	(110, 1.2613292107746872)	(112, 1.271878241950139)	(114, 1.2824507349686276)
20150415.B-CAMA_reseq_18_R1 - polya	(1, 0.0023644308924950065)	(2, 0.008356640556318136)	(3, 0.01417499500745781)	(4, 0.01951235003683992)	(5, 0.024954018193832105)	(6, 0.030528975347214937)	(7, 0.036109727674353886)	(8, 0.04147605857251657)	(9, 0.0465526307828735)	(10, 0.054173284272165)	(12, 0.06370634510097453)	(14, 0.07247444299397685)	(16, 0.08083108355029497)	(18, 0.08844014669207426)	(20, 0.09561167421526684)	(22, 0.10279189449909358)	(24, 0.10980115715711493)	(26, 0.1171842085224057)	(28, 0.12413841702974396)	(30, 0.13122011935971675)	(32, 0.13804103887066435)	(34, 0.14468520558205045)	(36, 0.15159595028621783)	(38, 0.15808654489306687)	(40, 0.164782868168258)	(42, 0.1717138959805718)	(44, 0.17869418276981258)	(46, 0.1859439451387127)	(48, 0.19320529785512505)	(50, 0.20016530153621942)	(52, 0.2071050221091674)	(54, 0.2138448091875294)	(56, 0.22061646972155002)	(58, 0.22768947929088862)	(60, 0.2352116148263262)	(62, 0.2437392130084497)	(64, 0.2567117094615136)	(66, 1.2211068573247923)	(68, 1.2311846644866768)	(70, 1.2382750595772838)	(72, 1.2455393098805743)	(74, 1.2529397467671333)	(76, 1.2599229311432523)	(78, 1.267216157315323)	(80, 1.2745325641824186)	(82, 1.2820083383278074)	(84, 1.28959711836144)	(86, 1.2971830008081948)	(88, 1.3049746119232917)	(90, 1.3126387292157542)	(92, 1.3205114727634366)	(94, 1.3288072639953157)	(96, 1.337227651462951)	(98, 1.3460681890279047)	(100, 1.3547029979245164)	(102, 1.3637840352003492)	(104, 1.3726158800046686)	(106, 1.3812072250981093)	(108, 1.389891292971648)	(110, 1.3984015056325032)	(112, 1.4072623263056032)	(114, 1.4159666772872885)
20150415.B-CAMA_reseq_18_R2 - polya	(1, 0.006838305032215951)	(2, 0.016203305822098134)	(3, 0.024351320123196123)	(4, 0.032006744655024316)	(5, 0.03980125335699928)	(6, 0.04688875086072818)	(7, 0.053860344889334784)	(8, 0.06061751748896512)	(9, 0.06704436518449688)	(10, 0.07627028180423231)	(12, 0.08806346039792676)	(14, 0.09918439883591185)	(16, 0.10982144026526133)	(18, 0.12018321094119533)	(20, 0.13075071028547142)	(22, 0.1413326975641378)	(24, 0.1516249261549984)	(26, 0.1618099440313709)	(28, 0.17165014906925452)	(30, 0.18143240236957703)	(32, 0.1912668122337045)	(34, 0.20122871592046657)	(36, 0.21121959547600921)	(38, 0.22145966750306478)	(40, 0.23162729985816893)	(42, 0.24135160142093023)	(44, 0.2509310236397887)	(46, 0.26124933051255184)	(48, 0.27161979394912)	(50, 0.2817062938716385)	(52, 0.2922129438914754)	(54, 0.302505172482336)	(56, 0.3151995005951064)	(58, 1.1749830693998715)	(60, 1.1881091379574724)	(62, 1.198302848594479)	(64, 1.2082386739993387)	(66, 1.2187569143666876)	(68, 1.2290085767412555)	(70, 1.239796292688264)	(72, 1.2501493706035638)	(74, 1.2599432142513987)	(76, 1.2697109796173307)	(78, 1.2794729498095068)	(80, 1.2895014979944643)	(82, 1.2993909620092747)	(84, 1.3094108174335979)	(86, 1.319975419190996)	(88, 1.3301430515461004)	(90, 1.3399745638233496)	(92, 1.350092937201527)	(94, 1.3600954071045817)	(96, 1.3703065032628567)	(98, 1.3804944187261072)	(100, 1.3907750569694555)	(102, 1.4008470689575838)	(104, 1.411119014440298)	(106, 1.4213301105985732)	(108, 1.4311268518332858)	(110, 1.4408250751141445)	(112, 1.4505377863293938)	(114, 1.4608560932021568)
20150415.B-CAMA_reseq_19_R1 - polya	(1, 0.0020481084990645504)	(2, 0.0072736563518180294)	(3, 0.012307792195313139)	(4, 0.01695910402029151)	(5, 0.022230590755267)	(6, 0.02714222291283675)	(7, 0.032019400908739996)	(8, 0.03711096035501262)	(9, 0.041831180503324)	(10, 0.048896197765050414)	(12, 0.0574886828606586)	(14, 0.06586295826571226)	(16, 0.0735577210378987)	(18, 0.08081032206869831)	(20, 0.0877585780047771)	(22, 0.09461112793622672)	(24, 0.1015287579508242)	(26, 0.10824731947579294)	(28, 0.11482997847418827)	(30, 0.12155045411924961)	(32, 0.12811780015690424)	(34, 0.1347463980375216)	(36, 0.1412352651513803)	(38, 0.14784280771097918)	(40, 0.15451160211354076)	(42, 0.1612091083174911)	(44, 0.16774200019347923)	(46, 0.17411793422187555)	(48, 0.18048621176990148)	(50, 0.18703824484681547)	(52, 0.19351945548030386)	(54, 0.19989156126851493)	(56, 0.20647613438700285)	(58, 0.213031995704102)	(60, 0.2198252079126815)	(62, 0.22725965035227658)	(64, 0.23763800949426533)	(66, 0.9534959546794551)	(68, 0.9616903027958059)	(70, 0.9688184860205875)	(72, 0.9753379790559277)	(74, 0.9816909436432129)	(76, 0.9882085225584604)	(78, 0.9949959924067622)	(80, 1.001678185649972)	(82, 1.0084618272580883)	(84, 1.0150502286167615)	(86, 1.021732421859971)	(88, 1.028519891708273)	(90, 1.0351025507066685)	(92, 1.0417043509059893)	(94, 1.0486028397196612)	(96, 1.055830557189257)	(98, 1.0629032309313537)	(100, 1.0699069963501175)	(102, 1.0774352306742492)	(104, 1.0847490835480116)	(106, 1.0917758184078863)	(108, 1.0984292998497072)	(110, 1.1054522064693968)	(112, 1.112457886008253)	(114, 1.119321920660258)
20150415.B-CAMA_reseq_19_R2 - polya	(1, 0.004551777580164019)	(2, 0.012476234763460504)	(3, 0.019367067096761795)	(4, 0.02606265918061955)	(5, 0.03296497623447634)	(6, 0.03989409096962931)	(7, 0.04640975576478419)	(8, 0.0526651002273477)	(9, 0.05892810117028154)	(10, 0.06797231860773949)	(12, 0.07888471725555911)	(14, 0.08933389884097348)	(16, 0.09931029276351969)	(18, 0.10924074780384388)	(20, 0.11910038040074247)	(22, 0.12832835336708848)	(24, 0.1380903658392653)	(26, 0.14755568969709165)	(28, 0.1568889392685297)	(30, 0.16646145385154076)	(32, 0.1754712171273322)	(34, 0.18461114056941932)	(36, 0.1935960202840072)	(38, 0.20288715921340844)	(40, 0.21217829814280967)	(42, 0.2212569697419341)	(44, 0.23061701699466836)	(46, 0.2399655795268471)	(48, 0.24904999348624932)	(50, 0.2583985560184281)	(52, 0.26780645627347693)	(54, 0.2772067000481554)	(56, 0.28883689373069393)	(58, 0.9680796356648502)	(60, 0.9807166565160879)	(62, 0.9906203138751158)	(64, 0.9996281630308147)	(66, 1.0093499789810472)	(68, 1.0191024208527613)	(70, 1.0287495861193832)	(72, 1.0379143931226738)	(74, 1.046893530476984)	(76, 1.0563014307320326)	(78, 1.0655581154997673)	(80, 1.0753029008911108)	(82, 1.0848696731138443)	(84, 1.0944039052950036)	(86, 1.10363953474172)	(88, 1.1134340872554707)	(90, 1.1226582319816316)	(92, 1.131455527927146)	(94, 1.1406509608519182)	(96, 1.1500837446681706)	(98, 1.1592236681102577)	(100, 1.1687272743699357)	(102, 1.1782538500707247)	(104, 1.1878569905752172)	(106, 1.197494585241376)	(108, 1.2070269033024428)	(110, 1.2160921760609193)	(112, 1.2253144066669874)	(114, 1.234898405970554)
20150415.B-CAMA_reseq_1_R1 - polya	(1, 0.0021016454710789862)	(2, 0.007401668879940799)	(3, 0.012007945240096927)	(4, 0.01679275944366996)	(5, 0.021873436359191003)	(6, 0.02651542028803051)	(7, 0.031239021516717747)	(8, 0.035977925989126434)	(9, 0.04049748396819435)	(10, 0.047649199867351485)	(12, 0.05629043148872964)	(14, 0.06446746471722387)	(16, 0.07180792062227886)	(18, 0.07928355518020666)	(20, 0.0861776664767194)	(22, 0.09313554128873819)	(24, 0.0999913944759473)	(26, 0.10677073144454918)	(28, 0.11331031759484836)	(30, 0.1200692502384883)	(32, 0.12682053126026754)	(34, 0.13314077091722593)	(36, 0.1394712127366653)	(38, 0.14629900997705175)	(40, 0.1527799336930854)	(42, 0.15938583389951083)	(44, 0.1658999146436076)	(46, 0.1725695783655391)	(48, 0.17938972398406483)	(50, 0.1861741620339072)	(52, 0.19284892683707916)	(54, 0.19984250921778135)	(56, 0.2069406637639134)	(58, 0.21427856912834814)	(60, 0.22244284965374117)	(62, 0.2346114789529133)	(64, 1.2369586394640968)	(66, 1.2484488249582846)	(68, 1.256309591149869)	(70, 1.2641729078820734)	(72, 1.2722402678638973)	(74, 1.2799990124306717)	(76, 1.287826621594193)	(78, 1.296215349694167)	(80, 1.3043005634603326)	(82, 1.3124316869576624)	(84, 1.3208153139763965)	(86, 1.3293213669449018)	(88, 1.338016159919305)	(90, 1.3469889618213147)	(92, 1.356362198600702)	(94, 1.3663195091821247)	(96, 1.3763966951726987)	(98, 1.3870375506403465)	(100, 1.398071189363511)	(102, 1.4084314853629318)	(104, 1.4187305683874671)	(106, 1.428751642484396)	(108, 1.4382217998073525)	(110, 1.4473476341465767)	(112, 1.4568637012006977)	(114, 1.4669740442193349)
20150415.B-CAMA_reseq_1_R2 - polya	(1, 0.009334978670083847)	(2, 0.019322895738949516)	(3, 0.027989632766530093)	(4, 0.03584529787687388)	(5, 0.04408354408025388)	(6, 0.051918804865635736)	(7, 0.05899400454618562)	(8, 0.0664313809948098)	(9, 0.07351168175660018)	(10, 0.08328025233212508)	(12, 0.09555600433734734)	(14, 0.10777819498954457)	(16, 0.11932704291799803)	(18, 0.1302127502851887)	(20, 0.1413713654987452)	(22, 0.1524687677374159)	(24, 0.1635712710573271)	(26, 0.1747273357302634)	(28, 0.1857941314814912)	(30, 0.19686857885457976)	(32, 0.20811901353046497)	(34, 0.21918835982231302)	(36, 0.23023220070795863)	(38, 0.24107709942522548)	(40, 0.2518199765176826)	(42, 0.2626342687475065)	(44, 0.273359292055622)	(46, 0.2846836924094942)	(48, 0.2956637697796338)	(50, 0.3067790258026462)	(52, 0.31845029968087124)	(54, 0.32962421813814924)	(56, 0.3426727839513046)	(58, 1.2385833338391907)	(60, 1.252371556432216)	(62, 1.2635990362425191)	(64, 1.2743980252286216)	(66, 1.286222331544061)	(68, 1.2977992354193373)	(70, 1.3090930292857665)	(72, 1.3198104009720213)	(74, 1.330476761845871)	(76, 1.341482344622213)	(78, 1.3522940863114168)	(80, 1.3630777720537979)	(82, 1.3739328729335456)	(84, 1.3850404773346972)	(86, 1.3960970709234442)	(88, 1.4076484693925178)	(90, 1.4181847526947355)	(92, 1.4287235865375734)	(94, 1.4395327776861566)	(96, 1.4501379255851208)	(98, 1.4606614561842373)	(100, 1.4715344108483266)	(102, 1.482384410646834)	(104, 1.4933236793670497)	(106, 1.5039390294284947)	(108, 1.5146538505741294)	(110, 1.5255472095631806)	(112, 1.5361574585433853)	(114, 1.547275265107018)
20150415.B-CAMA_reseq_20_R1 - polya	(1, 0.0019925190676260973)	(2, 0.0074144282516456946)	(3, 0.012224256414891263)	(4, 0.017420433591249517)	(5, 0.02273815877173311)	(6, 0.028186113956636706)	(7, 0.033108808123712946)	(8, 0.037892590286074515)	(9, 0.04293683245727609)	(10, 0.050164597702586446)	(12, 0.05943914451736457)	(14, 0.06808641681085298)	(16, 0.07590021707605338)	(18, 0.08324953032548905)	(20, 0.09024722256299073)	(22, 0.09679345078516971)	(24, 0.10329192800572803)	(26, 0.10975133622496036)	(28, 0.11601756993763632)	(30, 0.12288069117057066)	(32, 0.12919684638494094)	(34, 0.13574090410704628)	(36, 0.14205271832126926)	(38, 0.14840360153681825)	(40, 0.15503447926187022)	(42, 0.1613202474752092)	(44, 0.16767547169090552)	(46, 0.17400247940564414)	(48, 0.18040979562310847)	(50, 0.18668254083600544)	(52, 0.1929031940471344)	(54, 0.1992540772626834)	(56, 0.20569178048117903)	(58, 0.21211646069923268)	(60, 0.21891446692995703)	(62, 0.22647648918661206)	(64, 0.23705767704573755)	(66, 1.0288365694187132)	(68, 1.036654710684061)	(70, 1.0439410794313602)	(72, 1.0504482386522134)	(74, 1.0567817578671728)	(76, 1.0632824055878047)	(78, 1.0698720438114573)	(80, 1.076431295034078)	(82, 1.0828299292512478)	(84, 1.089317553971438)	(86, 1.0960330811993628)	(88, 1.1025510929205842)	(90, 1.1089584091380484)	(92, 1.1156739363659733)	(94, 1.1220052850808595)	(96, 1.1285102738016386)	(98, 1.1351107645256593)	(100, 1.141678697748575)	(102, 1.1487349934880657)	(104, 1.155767413726746)	(106, 1.1625046459554076)	(108, 1.169328698187016)	(110, 1.1758228344074269)	(112, 1.1824037906307847)	(114, 1.1893016398648977)
20150415.B-CAMA_reseq_20_R2 - polya	(1, 0.004796805162803567)	(2, 0.013500510458207325)	(3, 0.020967030711621024)	(4, 0.02842052796459272)	(5, 0.036312466232445106)	(6, 0.04359232347952346)	(7, 0.05076799672306581)	(8, 0.05762243595570548)	(9, 0.06403409317331712)	(10, 0.0737232055021656)	(12, 0.08523336739282049)	(14, 0.0964288067727937)	(16, 0.10692100412889888)	(18, 0.11717227597682706)	(20, 0.1271761108163572)	(22, 0.13716041115522434)	(24, 0.14681479548289417)	(26, 0.1566623543171203)	(28, 0.16661626765495613)	(30, 0.1762728224826996)	(32, 0.18628316882245075)	(34, 0.19631522016293856)	(36, 0.2060520834934077)	(38, 0.21583452732542385)	(40, 0.22547588865265167)	(42, 0.23556654349512848)	(44, 0.24527519032463996)	(46, 0.2548384136492158)	(48, 0.26422582646782455)	(50, 0.27409074930264)	(52, 0.28401644613951815)	(54, 0.29420477348531004)	(56, 0.30607306788811994)	(58, 1.0427603273912855)	(60, 1.0560958798438942)	(62, 1.0664361421948427)	(64, 1.0759993655194184)	(66, 1.0861421123636634)	(68, 1.096252301706803)	(70, 1.106740158062761)	(72, 1.1166767074000075)	(74, 1.126044585717953)	(76, 1.1352561880305951)	(78, 1.1446370893489828)	(80, 1.1543522476787154)	(82, 1.1640305075071955)	(84, 1.1739279878431157)	(86, 1.1839600391836038)	(88, 1.1939682150232813)	(90, 1.2038722068594225)	(92, 1.2135504666879027)	(94, 1.2233828320216134)	(96, 1.2330285343489886)	(98, 1.2427198171779106)	(100, 1.2528582230220082)	(102, 1.2625321418503408)	(104, 1.2722342771796313)	(106, 1.2820992000144469)	(108, 1.2918252108445478)	(110, 1.3013602176681658)	(112, 1.3107953814883953)	(114, 1.32080789832822)
20150415.B-CAMA_reseq_21_R1 - polya	(1, 0.002138183876789045)	(2, 0.007626446463059844)	(3, 0.012856120024520416)	(4, 0.018120529425134597)	(5, 0.023527741720046968)	(6, 0.029089335522308725)	(7, 0.0345081264302723)	(8, 0.03966832831342564)	(9, 0.0448516874226814)	(10, 0.052572692558992745)	(12, 0.06228714890895308)	(14, 0.07127215263668756)	(16, 0.07954121212408924)	(18, 0.08707888922042317)	(20, 0.09452007787466375)	(22, 0.1018975841571227)	(24, 0.10902615025898077)	(26, 0.11612384005936896)	(28, 0.12304978043283094)	(30, 0.12999308872586973)	(32, 0.13700779846605762)	(34, 0.1440707524272922)	(36, 0.15114528500157798)	(38, 0.15816771381713332)	(40, 0.16504540996954864)	(42, 0.1718131092979775)	(44, 0.17859238723945758)	(46, 0.1854141200954587)	(48, 0.19212971566515719)	(50, 0.19915793378723812)	(52, 0.20574230507568958)	(54, 0.21260070353968621)	(56, 0.21960576443566476)	(58, 0.2264043400655635)	(60, 0.23368342813708723)	(62, 0.24181354426787444)	(64, 0.25504596921655903)	(66, 1.1850324504139143)	(68, 1.194378320915078)	(70, 1.2025605408045954)	(72, 1.209579110082467)	(74, 1.2168369706967304)	(76, 1.22385361020576)	(78, 1.2310072633025624)	(80, 1.2381474080174715)	(82, 1.2451929940591295)	(84, 1.2524566439799183)	(86, 1.2596759092173442)	(88, 1.2668623683844582)	(90, 1.2737381347680317)	(92, 1.2809959953822947)	(94, 1.2884584114937958)	(96, 1.296108015182958)	(98, 1.3034102604805842)	(100, 1.3108437300594573)	(102, 1.3182733401006468)	(104, 1.3259017163325484)	(106, 1.3332078211678584)	(108, 1.3403769124153957)	(110, 1.3478586262153154)	(112, 1.3553557781659702)	(114, 1.3626811806896986)
