Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
20150415.B-CAMA_reseq_15_R1	(1, 33.335093059037035)	(2, 33.43322714603216)	(3, 33.443161591488014)	(4, 33.402326784791626)	(5, 33.436703098849826)	(6, 37.384287537223834)	(7, 37.54097820864056)	(8, 37.59931593963352)	(9, 37.61588785438481)	(10, 37.62544920659013)	(12, 37.61832157841858)	(14, 37.6189657840755)	(16, 37.612528112296516)	(18, 37.61446015014404)	(20, 37.576338949468244)	(22, 37.51731197909244)	(24, 37.53117230096582)	(26, 37.523348015118536)	(28, 37.49614687249185)	(30, 37.42964675799091)	(32, 37.44303286066582)	(34, 37.45210377822205)	(36, 37.43635601099032)	(38, 37.40591927926624)	(40, 37.38626149256274)	(42, 37.321375063593244)	(44, 37.280687657549095)	(46, 37.31723322936325)	(48, 37.30102900271228)	(50, 37.298524129252364)	(52, 37.286591929250335)	(54, 37.2734335047391)	(56, 37.2610451210908)	(58, 37.24514256249125)	(60, 37.23313204296587)	(62, 37.21578821209545)	(64, 37.18444785508197)	(66, 37.16759997432002)	(68, 37.15887774410651)	(70, 37.151658173226906)	(72, 37.134171105876085)	(74, 37.1125309803354)	(76, 36.91683547649377)	(78, 36.84404332591909)	(80, 36.82519032747268)	(82, 36.805154318141405)	(84, 36.785015748842746)	(86, 36.75132718499336)	(88, 36.7272425802731)	(90, 36.70129347450556)	(92, 36.67802292401417)	(94, 36.65856871291681)	(96, 36.624703930139866)	(98, 36.57575163577495)	(100, 36.52470134338941)	(102, 36.463945883194924)	(104, 36.4262653953018)	(106, 36.38085124055919)	(108, 36.32870657072121)	(110, 36.264947446496734)	(112, 36.206917174787556)	(114, 36.1180332302016)	(116, 36.07364084188855)	(118, 36.034626908955644)	(120, 35.97333173348241)	(122, 35.90198281316668)	(124, 35.70007894277027)	(126, 32.54688532080338)
20150415.B-CAMA_reseq_15_R2	(1, 32.905909075666365)	(2, 33.00123855156094)	(3, 33.0326008876801)	(4, 32.99684648093835)	(5, 33.00535937189066)	(6, 37.104933876260446)	(7, 37.10946339213107)	(8, 37.11162297025579)	(9, 37.09846986816287)	(10, 37.10524312806852)	(12, 37.08573605129288)	(14, 37.08527859909097)	(16, 37.076418565124555)	(18, 37.07928972024266)	(20, 37.076977887861446)	(22, 37.063141834009386)	(24, 37.06817675900134)	(26, 37.06027073404587)	(28, 37.05456286785356)	(30, 37.03022700638073)	(32, 37.00039327983191)	(34, 36.98763221659253)	(36, 36.985270055644364)	(38, 36.99528069717172)	(40, 36.97264356961415)	(42, 36.96082214761399)	(44, 36.94255461518199)	(46, 36.9339046650638)	(48, 36.916292534671285)	(50, 36.911796277020784)	(52, 36.91268856804113)	(54, 36.90303160534726)	(56, 36.87817414687977)	(58, 36.856662779738585)	(60, 36.84036760316225)	(62, 36.81361602563056)	(64, 36.77437731015017)	(66, 36.7757500804154)	(68, 36.547975809856965)	(70, 36.52333590868517)	(72, 36.507796322468174)	(74, 36.44659201418841)	(76, 36.434839066616604)	(78, 36.41275701489218)	(80, 36.39100677320475)	(82, 36.359555114220754)	(84, 36.30072998208138)	(86, 36.285664146248806)	(88, 36.26451848164257)	(90, 36.22206177138024)	(92, 36.15782158878764)	(94, 36.109568544364365)	(96, 36.025776223692915)	(98, 35.9624687880153)	(100, 35.86752815200782)	(102, 35.79115630282431)	(104, 35.69767547103126)	(106, 35.58693240958949)	(108, 35.53184554551644)	(110, 35.43153720927462)	(112, 35.31987251456853)	(114, 35.213419928987356)	(116, 35.09606501755901)	(118, 34.943791594837)	(120, 34.79315976587095)	(122, 34.53384989103658)	(124, 34.1291689978675)	(126, 27.66530802516991)
20150415.B-CAMA_reseq_16_R1	(1, 33.308602775609344)	(2, 33.40711069326085)	(3, 33.419885311437916)	(4, 33.374361980513775)	(5, 33.40965698336067)	(6, 37.35732334833591)	(7, 37.53357040587987)	(8, 37.59557366106041)	(9, 37.61577420506962)	(10, 37.62821985057231)	(12, 37.62225131619215)	(14, 37.62522424885226)	(16, 37.62141476156128)	(18, 37.623492507513944)	(20, 37.587300539403046)	(22, 37.531080426689584)	(24, 37.54945822152543)	(26, 37.548673003874725)	(28, 37.52485644335472)	(30, 37.46032845176832)	(32, 37.47544455473505)	(34, 37.48722547225802)	(36, 37.47278072917684)	(38, 37.44166542469158)	(40, 37.42388631008235)	(42, 37.374616193522385)	(44, 37.336251130739946)	(46, 37.356414897816805)	(48, 37.339833384821034)	(50, 37.337465523133176)	(52, 37.32629856936527)	(54, 37.31399752955478)	(56, 37.302354495383106)	(58, 37.28450191734427)	(60, 37.27022143451258)	(62, 37.251595998283904)	(64, 37.21760775219148)	(66, 37.19661620268647)	(68, 37.18366038275502)	(70, 37.175043547505304)	(72, 37.155754739823095)	(74, 37.130949241563194)	(76, 37.02458688652761)	(78, 36.984817547829905)	(80, 36.96045150376656)	(82, 36.93288083236929)	(84, 36.90400825756683)	(86, 36.860901683563554)	(88, 36.82725974353576)	(90, 36.78963112375112)	(92, 36.75246185388055)	(94, 36.72326953078181)	(96, 36.67542265135878)	(98, 36.60391708091962)	(100, 36.533633288405184)	(102, 36.45183849693521)	(104, 36.39712774569945)	(106, 36.32390020091057)	(108, 36.24668097229045)	(110, 36.14772310997316)	(112, 36.06330084784696)	(114, 35.93193035968322)	(116, 35.849884610867505)	(118, 35.78703566711305)	(120, 35.689852050621454)	(122, 35.57628554671382)	(124, 35.27293548168497)	(126, 31.289680923334927)
20150415.B-CAMA_reseq_16_R2	(1, 32.94918995490545)	(2, 33.03872424077339)	(3, 33.0740850803582)	(4, 33.0462806342803)	(5, 33.05180826750262)	(6, 37.155897295653496)	(7, 37.159184369634936)	(8, 37.16071935438517)	(9, 37.15224588888157)	(10, 37.162004497155635)	(12, 37.14870116535849)	(14, 37.15048463556231)	(16, 37.13916457520473)	(18, 37.14279059986433)	(20, 37.14008200894174)	(22, 37.129802132869145)	(24, 37.138339294813775)	(26, 37.129962504410216)	(28, 37.1262758581023)	(30, 37.10429024620287)	(32, 37.08424175370742)	(34, 37.06810156389986)	(36, 37.072594227926785)	(38, 37.079927126207096)	(40, 37.05582801635356)	(42, 37.048331189419045)	(44, 37.03136650299123)	(46, 37.0279470019083)	(48, 37.010130808916465)	(50, 37.00897589266055)	(52, 37.013055057358756)	(54, 37.00168052493825)	(56, 36.98085474293406)	(58, 36.9580335108996)	(60, 36.94172583532472)	(62, 36.917282589848455)	(64, 36.8786171620218)	(66, 36.884343692129086)	(68, 36.78606442450371)	(70, 36.766861530147075)	(72, 36.75345428844353)	(74, 36.691096497606125)	(76, 36.682799169492455)	(78, 36.662686166640256)	(80, 36.64407233624679)	(82, 36.61284899198649)	(84, 36.55628028218639)	(86, 36.54215368971507)	(88, 36.523535639017894)	(90, 36.483047462017865)	(92, 36.41963978019693)	(94, 36.3733290913252)	(96, 36.28796232522818)	(98, 36.223969468152504)	(100, 36.12860513415622)	(102, 36.05167945780432)	(104, 35.960418494962525)	(106, 35.84726359124694)	(108, 35.793427166360274)	(110, 35.69280963946307)	(112, 35.583461751146295)	(114, 35.47926022175646)	(116, 35.36317657798965)	(118, 35.213405143609705)	(120, 35.061929821895944)	(122, 34.80185068155493)	(124, 34.392750959154455)	(126, 27.75470805024139)
20150415.B-CAMA_reseq_17_R1	(1, 33.253008468141665)	(2, 33.35796343929269)	(3, 33.3707232799375)	(4, 33.3207744824772)	(5, 33.35732381079689)	(6, 37.28120637746856)	(7, 37.46019091253607)	(8, 37.52677010954159)	(9, 37.546520171700806)	(10, 37.55884769856036)	(12, 37.55186108430433)	(14, 37.55317594464272)	(16, 37.54988281102676)	(18, 37.55271395162602)	(20, 37.514297705801276)	(22, 37.45467142597973)	(24, 37.47033936206897)	(26, 37.46454337769245)	(28, 37.43397825638504)	(30, 37.36494234046782)	(32, 37.376841366091625)	(34, 37.39017062566694)	(36, 37.37025515751431)	(38, 37.33168118944975)	(40, 37.30704314556684)	(42, 37.23804016421178)	(44, 37.19834829798113)	(46, 37.22411268629363)	(48, 37.20534626190373)	(50, 37.2019660555228)	(52, 37.18584146398616)	(54, 37.17244058713497)	(56, 37.157772888069005)	(58, 37.13537266410225)	(60, 37.12166936409431)	(62, 37.09979512532114)	(64, 37.06415596987476)	(66, 37.042750645361984)	(68, 37.028600749171844)	(70, 37.01913577245391)	(72, 36.99841072407999)	(74, 36.972571228542456)	(76, 36.76418571949173)	(78, 36.691524655552286)	(80, 36.67056528202103)	(82, 36.644640444029456)	(84, 36.61935957497464)	(86, 36.57963014046781)	(88, 36.54901249395931)	(90, 36.516656911427845)	(92, 36.48768669688278)	(94, 36.463439820577904)	(96, 36.42482423706925)	(98, 36.36586729430225)	(100, 36.30578796629166)	(102, 36.23605362063455)	(104, 36.194554371325545)	(106, 36.13680800100464)	(108, 36.07453208726703)	(110, 35.99942148960532)	(112, 35.930435957996025)	(114, 35.82688359447636)	(116, 35.7687559692061)	(118, 35.720769901552345)	(120, 35.64685673770463)	(122, 35.55692599765182)	(124, 35.31337646480351)	(126, 31.91971322120019)
20150415.B-CAMA_reseq_17_R2	(1, 32.76573918677381)	(2, 32.869880501208314)	(3, 32.90926038358119)	(4, 32.871281407856046)	(5, 32.87523924481254)	(6, 36.971583778223646)	(7, 36.97084648980621)	(8, 36.97623549918796)	(9, 36.966810114330144)	(10, 36.97479447278863)	(12, 36.95842282804481)	(14, 36.95988350373768)	(16, 36.94707497976856)	(18, 36.95056621932166)	(20, 36.946128499693145)	(22, 36.93167081344967)	(24, 36.93553304339579)	(26, 36.927862135160275)	(28, 36.919820265859045)	(30, 36.89631493043065)	(32, 36.86839609972668)	(34, 36.851837141493505)	(36, 36.85303906238498)	(38, 36.862068733932674)	(40, 36.834058548677376)	(42, 36.82347394348241)	(44, 36.80139491214683)	(46, 36.791446768098865)	(48, 36.77050214620142)	(50, 36.76462906034322)	(52, 36.765140939103674)	(54, 36.75396219206111)	(56, 36.72456954703217)	(58, 36.69816330134878)	(60, 36.676722608107625)	(62, 36.645916152417286)	(64, 36.601463262361065)	(66, 36.60060074635642)	(68, 36.37099391229694)	(70, 36.343536106808635)	(72, 36.32589335806368)	(74, 36.25883366251277)	(76, 36.242944862498646)	(78, 36.213794666290184)	(80, 36.18654188798273)	(82, 36.148155292062114)	(84, 36.08405891526867)	(86, 36.06252525447448)	(88, 36.03205661999657)	(90, 35.98027515932205)	(92, 35.9039266268398)	(94, 35.84883511069503)	(96, 35.74891549096927)	(98, 35.67225679292208)	(100, 35.564092182989)	(102, 35.47619778427527)	(104, 35.371590341674235)	(106, 35.23993209790697)	(108, 35.17011217517738)	(110, 35.048871370973444)	(112, 34.92053931269352)	(114, 34.7846399888697)	(116, 34.64143922218359)	(118, 34.46145829196961)	(120, 34.27510764733495)	(122, 33.96616635068452)	(124, 33.48706994368395)	(126, 26.949915065195476)
20150415.B-CAMA_reseq_18_R1	(1, 33.281742977321514)	(2, 33.38430967136845)	(3, 33.39333136606501)	(4, 33.347579918053924)	(5, 33.383183321397205)	(6, 37.309982685179854)	(7, 37.481779915759034)	(8, 37.54451232395856)	(9, 37.565262928771865)	(10, 37.574742702977986)	(12, 37.568967232812646)	(14, 37.569939083451544)	(16, 37.56619343084601)	(18, 37.570819457272705)	(20, 37.53199118461349)	(22, 37.473132473383636)	(24, 37.48797289921764)	(26, 37.48144194122558)	(28, 37.45324642156713)	(30, 37.382149897037145)	(32, 37.395037436242944)	(34, 37.40693765169591)	(36, 37.38774913596857)	(38, 37.35077934655707)	(40, 37.32892861493377)	(42, 37.23318399943254)	(44, 37.1703472781054)	(46, 37.238412260315954)	(48, 37.220738660960194)	(50, 37.21654620045807)	(52, 37.20038670614957)	(54, 37.18289194585593)	(56, 37.16450052730286)	(58, 37.1411890641826)	(60, 37.12382620204363)	(62, 37.09753123859437)	(64, 37.05621251898934)	(66, 37.03022116469316)	(68, 37.0121578399023)	(70, 36.99483079193715)	(72, 36.96736416025789)	(74, 36.93667584660824)	(76, 36.683310009690686)	(78, 36.57875464381761)	(80, 36.544950641925595)	(82, 36.50860655742455)	(84, 36.47265248811729)	(86, 36.418294946295546)	(88, 36.371234397508815)	(90, 36.322785035331435)	(92, 36.2704018222808)	(94, 36.228273140215734)	(96, 36.16544372080754)	(98, 36.07678069173281)	(100, 35.98905520586833)	(102, 35.89297177553345)	(104, 35.82217587564206)	(106, 35.7299801086456)	(108, 35.63346598099716)	(110, 35.517059948406725)	(112, 35.41692273607771)	(114, 35.26155992285001)	(116, 35.1563709416543)	(118, 35.06998022918521)	(120, 34.94581121363804)	(122, 34.80286624078321)	(124, 34.441761401337914)	(126, 30.33013760408277)
20150415.B-CAMA_reseq_18_R2	(1, 32.723613849491684)	(2, 32.82953594914341)	(3, 32.87263511998154)	(4, 32.832224909766246)	(5, 32.8386991619831)	(6, 36.93487441684615)	(7, 36.93505261843915)	(8, 36.94008450985985)	(9, 36.92637382417373)	(10, 36.936357198979266)	(12, 36.92345604111513)	(14, 36.92598708325312)	(16, 36.91170789102152)	(18, 36.91493073202665)	(20, 36.9121521200658)	(22, 36.895644451718034)	(24, 36.90335565479727)	(26, 36.89421681066321)	(28, 36.886548926507814)	(30, 36.86126672762417)	(32, 36.83288257505996)	(34, 36.820067011912215)	(36, 36.819441220074154)	(38, 36.831251436478695)	(40, 36.80379187491141)	(42, 36.79251997219707)	(44, 36.7712045697495)	(46, 36.7592227002983)	(48, 36.73877825451453)	(50, 36.731414443126106)	(52, 36.7335083263318)	(54, 36.72355352173288)	(56, 36.693665985192865)	(58, 36.66502585980385)	(60, 36.64335845850233)	(62, 36.61213055622426)	(64, 36.56625254161833)	(66, 36.56291791171145)	(68, 36.27536031782587)	(70, 36.242719668089535)	(72, 36.22259331939324)	(74, 36.15544203325294)	(76, 36.13995518476231)	(78, 36.109160616601855)	(80, 36.0801741426533)	(82, 36.03741639447701)	(84, 35.97141855074527)	(86, 35.94865525311059)	(88, 35.91500340350555)	(90, 35.86037427086572)	(92, 35.77744524748811)	(94, 35.71766918922853)	(96, 35.6161484081411)	(98, 35.5372128679747)	(100, 35.423554211358564)	(102, 35.32821024519496)	(104, 35.21840097479459)	(106, 35.08195074009585)	(108, 35.008121327525956)	(110, 34.880237808432184)	(112, 34.747484430975945)	(114, 34.59892222517519)	(116, 34.44868666295234)	(118, 34.26344633883524)	(120, 34.069014637333964)	(122, 33.74644819595662)	(124, 33.24355171016157)	(126, 26.678280407363626)
20150415.B-CAMA_reseq_19_R1	(1, 33.25273907714069)	(2, 33.346377832069884)	(3, 33.3707803366118)	(4, 33.33262388386222)	(5, 33.35733295387816)	(6, 37.176624627612725)	(7, 37.4291423559059)	(8, 37.51541228443227)	(9, 37.54838717580883)	(10, 37.564824222715075)	(12, 37.56195744505241)	(14, 37.56172183601021)	(16, 37.556198661624265)	(18, 37.555455485357115)	(20, 37.51286730863957)	(22, 37.47212847819068)	(24, 37.44089036368014)	(26, 37.46649059058759)	(28, 37.448494818266354)	(30, 37.433191485549756)	(32, 37.35333280656748)	(34, 37.371414790857685)	(36, 37.373459013692965)	(38, 37.225402475332444)	(40, 37.259192475609225)	(42, 37.217222942505614)	(44, 37.23776669578809)	(46, 37.257955590346604)	(48, 37.23312688782487)	(50, 37.21742384855053)	(52, 37.21613451639737)	(54, 37.13386239995516)	(56, 37.16931808667771)	(58, 37.162117702843034)	(60, 37.128987212644155)	(62, 37.107759237993385)	(64, 37.115732639227446)	(66, 37.09926957942915)	(68, 37.050268124200215)	(70, 37.04322856473571)	(72, 37.04363227180444)	(74, 37.01384463921765)	(76, 36.78773826536235)	(78, 36.73780287265784)	(80, 36.71634420825351)	(82, 36.69881096391145)	(84, 36.63953774688847)	(86, 36.62071811813819)	(88, 36.5995497109047)	(90, 36.51301982572855)	(92, 36.5222456740216)	(94, 36.47048535922082)	(96, 36.45049773439004)	(98, 36.39753093055369)	(100, 36.33076379937985)	(102, 36.30259179899841)	(104, 36.25809840284671)	(106, 36.21323628974158)	(108, 35.97694038469143)	(110, 35.987373564232875)	(112, 35.855293937449545)	(114, 35.85870170287397)	(116, 35.711326457278005)	(118, 35.66252929608655)	(120, 35.60070721760709)	(122, 35.503280112755455)	(124, 35.16955030772735)	(126, 31.290473581257057)
20150415.B-CAMA_reseq_19_R2	(1, 32.83249829844294)	(2, 32.936078572026595)	(3, 32.96750769658119)	(4, 32.93036702908233)	(5, 32.91912995738441)	(6, 37.0185347311157)	(7, 37.032459227423615)	(8, 36.85945435403558)	(9, 36.96378412048268)	(10, 37.00452319976718)	(12, 36.99837749610352)	(14, 37.00461641741569)	(16, 36.98661306517889)	(18, 36.98930123629572)	(20, 36.95036611949247)	(22, 36.942105772515326)	(24, 36.960922032414246)	(26, 36.93675573029175)	(28, 36.94196789844506)	(30, 36.87214663553389)	(32, 36.81258970763079)	(34, 36.88520604526595)	(36, 36.89370077624844)	(38, 36.86414228297792)	(40, 36.808731320054164)	(42, 36.842189756448505)	(44, 36.841782450834)	(46, 36.83684631793925)	(48, 36.78814681515492)	(50, 36.783896588054134)	(52, 36.781072016739515)	(54, 36.79213545860384)	(56, 36.764897682815985)	(58, 36.67620315750953)	(60, 36.65319275422855)	(62, 36.661102453545936)	(64, 36.59829513917242)	(66, 36.59399194836868)	(68, 36.30494892304522)	(70, 36.32952222452299)	(72, 36.34262571644079)	(74, 36.23576590433771)	(76, 36.257935760062445)	(78, 36.171658864138934)	(80, 36.17071841865504)	(82, 36.117928517797665)	(84, 36.10949549804697)	(86, 36.01474462020278)	(88, 36.04090319594124)	(90, 36.00731161335325)	(92, 35.89416072016548)	(94, 35.86002705876728)	(96, 35.759114724051074)	(98, 35.534453606571674)	(100, 35.4719013295593)	(102, 35.39639350297108)	(104, 35.330254318034804)	(106, 35.21560943497357)	(108, 35.138089485344025)	(110, 35.00278860499808)	(112, 34.902034950837546)	(114, 34.71076831900021)	(116, 34.56154931636627)	(118, 34.23916741058944)	(120, 34.00580950761059)	(122, 33.76420928866589)	(124, 33.17516723571543)	(126, 25.374583846365372)
20150415.B-CAMA_reseq_1_R1	(1, 33.33345431397675)	(2, 33.43182499292097)	(3, 33.44218773743939)	(4, 33.40066952711498)	(5, 33.43546588965637)	(6, 37.37595912442389)	(7, 37.54041160726551)	(8, 37.600466534688096)	(9, 37.61933461802364)	(10, 37.62871344048699)	(12, 37.62260844095297)	(14, 37.623500416018686)	(16, 37.618682597819486)	(18, 37.62070647730705)	(20, 37.5835075820176)	(22, 37.525356403619384)	(24, 37.540901004999725)	(26, 37.53491580435864)	(28, 37.50901378908978)	(30, 37.43836192650903)	(32, 37.41361318919242)	(34, 37.44015403837044)	(36, 37.43371430588542)	(38, 37.40502582498894)	(40, 37.31815752312308)	(42, 37.27957223046869)	(44, 37.313734579622704)	(46, 37.291276763396596)	(48, 37.26552479643243)	(50, 37.25164666728254)	(52, 37.229684268066514)	(54, 37.206863280361496)	(56, 37.18405147460271)	(58, 37.15573649487466)	(60, 37.12017420498501)	(62, 37.086941170811386)	(64, 37.03918714372455)	(66, 36.99843707971873)	(68, 36.958564886289)	(70, 36.91629844936823)	(72, 36.85752547467219)	(74, 36.565081787931014)	(76, 36.44632022537393)	(78, 36.404267243197665)	(80, 36.3517754593817)	(82, 36.291776235766264)	(84, 36.23203372406425)	(86, 36.15906489937326)	(88, 36.09210440872678)	(90, 36.0190644494579)	(92, 35.94928775388018)	(94, 35.88938968470574)	(96, 35.81141052700954)	(98, 35.701428894472755)	(100, 35.599472461481355)	(102, 35.482163788883184)	(104, 35.39603534784043)	(106, 35.28963862767244)	(108, 35.18654631141581)	(110, 35.071253688145504)	(112, 34.97306968326927)	(114, 34.81868244988813)	(116, 34.725290706794084)	(118, 34.657646365196506)	(120, 34.54447380230056)	(122, 34.41150218323726)	(124, 34.0579174723612)	(126, 29.695962040201927)
20150415.B-CAMA_reseq_1_R2	(1, 32.91299233659464)	(2, 33.00484276248646)	(3, 33.040212996667414)	(4, 33.00730495237962)	(5, 33.01487628322162)	(6, 37.12283490345464)	(7, 37.12192277911803)	(8, 37.12715944709789)	(9, 37.11227709358959)	(10, 37.118610927628055)	(12, 37.100548968160936)	(14, 37.101406179357994)	(16, 37.090450051564275)	(18, 37.09233510512588)	(20, 37.08988383154659)	(22, 37.079410648619316)	(24, 37.08311314091068)	(26, 37.077064661356815)	(28, 37.07019457615294)	(30, 37.04541377854074)	(32, 37.019957623277705)	(34, 37.004200893433975)	(36, 37.00521804903333)	(38, 37.01781756666488)	(40, 36.99446190912964)	(42, 36.98280377053561)	(44, 36.96433232177192)	(46, 36.9543310143648)	(48, 36.93661735672478)	(50, 36.93388424840694)	(52, 36.935578878605845)	(54, 36.92865893033285)	(56, 36.90581781886234)	(58, 36.88430347311707)	(60, 36.86918626582846)	(62, 36.842499653254)	(64, 36.801281896614654)	(66, 36.799092027943516)	(68, 36.497186447630995)	(70, 36.4688659077244)	(72, 36.45531700235777)	(74, 36.39410152794217)	(76, 36.38397450438787)	(78, 36.359718072421785)	(80, 36.33731603651905)	(82, 36.30432971613962)	(84, 36.24527064730221)	(86, 36.22944112502918)	(88, 36.20725307948449)	(90, 36.162262639675895)	(92, 36.0974034374248)	(94, 36.04845965965484)	(96, 35.962510241058226)	(98, 35.89621179424054)	(100, 35.798365761501906)	(102, 35.72108586002215)	(104, 35.62654785296256)	(106, 35.511590778816256)	(108, 35.45596241666172)	(110, 35.35201916353796)	(112, 35.24081222578181)	(114, 35.13228322814989)	(116, 35.01076055233895)	(118, 34.85739963099799)	(120, 34.702776600136495)	(122, 34.43707278125794)	(124, 34.02439995088679)	(126, 27.548370314216914)
20150415.B-CAMA_reseq_20_R1	(1, 33.29468575630163)	(2, 33.38634584418258)	(3, 33.408230649145345)	(4, 33.37528749358726)	(5, 33.401252491408506)	(6, 37.22966495379483)	(7, 37.47400895617786)	(8, 37.55750961336187)	(9, 37.58883045034491)	(10, 37.60281647996459)	(12, 37.6001619583745)	(14, 37.59996854511293)	(16, 37.59483898058384)	(18, 37.592934735754206)	(20, 37.55069780275068)	(22, 37.51024013718255)	(24, 37.47785150098328)	(26, 37.50327406913112)	(28, 37.48754024432712)	(30, 37.4716233161369)	(32, 37.39340572124719)	(34, 37.41021144751258)	(36, 37.41444785126136)	(38, 37.27533802716997)	(40, 37.307286811529316)	(42, 37.254832162609006)	(44, 37.280213512960444)	(46, 37.31473282055703)	(48, 37.293705363123365)	(50, 37.279766086075256)	(52, 37.278772886946555)	(54, 37.19806290682226)	(56, 37.235902862481545)	(58, 37.23038453968425)	(60, 37.19963979683078)	(62, 37.186477667334046)	(64, 37.1917941987395)	(66, 37.179367130797715)	(68, 37.132928370111586)	(70, 37.127605262090924)	(72, 37.12861107182506)	(74, 37.09970441695897)	(76, 36.85530619548409)	(78, 36.80403794190405)	(80, 36.78567236405572)	(82, 36.77129429871273)	(84, 36.71856996515827)	(86, 36.70355835254877)	(88, 36.68428830561474)	(90, 36.60242340240126)	(92, 36.61477693380053)	(94, 36.566900564095604)	(96, 36.550096335475274)	(98, 36.50448798641232)	(100, 36.44541359443234)	(102, 36.421368230286234)	(104, 36.38184659287487)	(106, 36.342372446005115)	(108, 36.11516569206873)	(110, 36.13240521447883)	(112, 36.00827987174602)	(114, 36.021662263590216)	(116, 35.880875836716925)	(118, 35.83967082456343)	(120, 35.78856941732405)	(122, 35.71371568515352)	(124, 35.40040228482465)	(126, 31.678237819609393)
20150415.B-CAMA_reseq_20_R2	(1, 32.895695229839895)	(2, 32.99918189511224)	(3, 33.02829129639021)	(4, 32.992451304613795)	(5, 32.993070027364794)	(6, 37.10834823815734)	(7, 37.123191637011125)	(8, 36.95156364127607)	(9, 37.05687430799031)	(10, 37.100474380155106)	(12, 37.093095721744675)	(14, 37.09823826586421)	(16, 37.082627616939384)	(18, 37.08574211090509)	(20, 37.04770303356904)	(22, 37.044185043639644)	(24, 37.063332457319504)	(26, 37.040944660669666)	(28, 37.048645356176024)	(30, 36.979255510660934)	(32, 36.9202947009498)	(34, 36.99253078832649)	(36, 36.99936265435837)	(38, 36.96848475132538)	(40, 36.91691983379526)	(42, 36.95247733498708)	(44, 36.955951611044995)	(46, 36.94827913203959)	(48, 36.905104499594245)	(50, 36.9028757650036)	(52, 36.904948635983956)	(54, 36.915221113617605)	(56, 36.888439465143634)	(58, 36.80861604747943)	(60, 36.79026703054666)	(62, 36.800185781783306)	(64, 36.73995785583417)	(66, 36.73532177620182)	(68, 36.42640643846724)	(70, 36.45328406645446)	(72, 36.46943002581246)	(74, 36.36952049659652)	(76, 36.39340530885218)	(78, 36.31312528308747)	(80, 36.31945428766228)	(82, 36.27037645934658)	(84, 36.2643341127165)	(86, 36.17374282248183)	(88, 36.203908736375666)	(90, 36.17617475928937)	(92, 36.069687507895196)	(94, 36.04687496608594)	(96, 35.95740508641933)	(98, 35.744307624801806)	(100, 35.69142566953198)	(102, 35.628512227251704)	(104, 35.57130878463022)	(106, 35.469656951595155)	(108, 35.4041394735565)	(110, 35.28487147123354)	(112, 35.198697864913804)	(114, 35.027803259448646)	(116, 34.89804453570963)	(118, 34.6063584105098)	(120, 34.40459760100704)	(122, 34.20446759673463)	(124, 33.69211625754043)	(126, 25.946195777543885)
20150415.B-CAMA_reseq_21_R1	(1, 33.2226701601658)	(2, 33.318990596583795)	(3, 33.34324964350415)	(4, 33.303014503486494)	(5, 33.328791506577865)	(6, 37.14126587201101)	(7, 37.391523428609496)	(8, 37.48126045862346)	(9, 37.51294239998944)	(10, 37.52955448700395)	(12, 37.52694509217136)	(14, 37.52641782143069)	(16, 37.52056282557371)	(18, 37.52171553439602)	(20, 37.477707175254935)	(22, 37.43572242961448)	(24, 37.40238679213715)	(26, 37.42646702667662)	(28, 37.40663552560091)	(30, 37.39025198111034)	(32, 37.3076014096421)	(34, 37.32479696226596)	(36, 37.32903101018883)	(38, 37.17884348876116)	(40, 37.215524457716626)	(42, 37.145980181505564)	(44, 37.16000848172001)	(46, 37.2032400317115)	(48, 37.179245575397054)	(50, 37.162925848362086)	(52, 37.16197184783742)	(54, 37.077587012408685)	(56, 37.112844680354826)	(58, 37.10393049914359)	(60, 37.06998866337996)	(62, 37.04655455404412)	(64, 37.05322111418755)	(66, 37.03641784497387)	(68, 36.98658963106641)	(70, 36.9772404992559)	(72, 36.97623707735119)	(74, 36.944388191682705)	(76, 36.66248952762693)	(78, 36.59866028113876)	(80, 36.57687546804131)	(82, 36.557170598397)	(84, 36.49862090999485)	(86, 36.47832636088553)	(88, 36.45536392565002)	(90, 36.3698443282492)	(92, 36.3732951987853)	(94, 36.318872957875186)	(96, 36.295041760004764)	(98, 36.23913917411837)	(100, 36.16786377947003)	(102, 36.137775364022914)	(104, 36.08906823002644)	(106, 36.04037763414894)	(108, 35.801234696981325)	(110, 35.80762599489715)	(112, 35.670920089468716)	(114, 35.667278905129436)	(116, 35.51298966002838)	(118, 35.45953241932534)	(120, 35.39246118048051)	(122, 35.281296576177105)	(124, 34.934282590486184)	(126, 31.021466632810803)
