Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
20150415.B-CAMA_reseq_15_R1	(1, 0.08038782063020079)	(2, 0.0009762363122844283)	(3, 0.0)	(4, 3.8608215740062134e-05)	(5, 5.515459391437448e-06)	(6, 0.008422106490724984)	(7, 5.515459391437448e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 5.515459391437448e-06)	(20, 0.00010755145813303024)	(22, 0.0002316492944403728)	(24, 4.6881404827218305e-05)	(26, 0.0001847678896131545)	(28, 0.0009569322044143973)	(30, 0.0005074222640122452)	(32, 0.0016049986829082972)	(34, 0.003904945249137713)	(36, 0.0035409249293028413)	(38, 0.0003915976167920588)	(40, 0.00017925243022171705)	(42, 0.0003419584822691217)	(44, 0.00012134010661162385)	(46, 1.1030918782874896e-05)	(48, 2.481956726146852e-05)	(50, 0.0)	(52, 0.0)	(54, 3.309275634862468e-05)	(56, 7.9974161175843e-05)	(58, 8.27318908715617e-06)	(60, 0.0)	(62, 0.00010479372843731151)	(64, 7.9974161175843e-05)	(66, 0.0010369063655902401)	(68, 0.0007969838820627112)	(70, 9.376280965443661e-05)	(72, 0.00026474205078899746)	(74, 0.00029507707744190346)	(76, 0.0)	(78, 0.0007749220444969614)	(80, 0.0013843803072507994)	(82, 0.001127911445548958)	(84, 0.0010148445280244904)	(86, 0.002523322671582632)	(88, 0.00421381097505821)	(90, 0.002156544622052042)	(92, 0.002517807212191195)	(94, 0.0024819567261468514)	(96, 0.0023854361867966965)	(98, 0.002906647099287535)	(100, 0.003389249796038312)	(102, 0.0012768288491177692)	(104, 0.001718065600432765)	(106, 0.0037725742237432144)	(108, 0.0057857169016178826)	(110, 0.00905638432074029)	(112, 0.00417244502962243)	(114, 0.0008604116650642419)	(116, 0.0009734785825887096)	(118, 0.0)	(120, 0.0003585048604434341)	(122, 0.0004660563185764643)	(124, 0.00017649470052599834)	(126, 3.8608215740062134e-05)
20150415.B-CAMA_reseq_15_R2	(1, 0.09629992097449784)	(2, 0.1003151754114643)	(3, 0.11259258801680405)	(4, 0.12579659779990532)	(5, 0.1336009728387893)	(6, 0.12919412078503079)	(7, 0.12528917553589308)	(8, 0.11901258274843725)	(9, 0.13405324050888717)	(10, 0.1169139504499953)	(12, 0.1056624132914629)	(14, 0.11112547581868171)	(16, 0.11129921278951198)	(18, 0.10149272599153619)	(20, 0.09876533132247038)	(22, 0.08632521266508322)	(24, 0.096043452112796)	(26, 0.09881772818668903)	(28, 0.08460438933495473)	(30, 0.08774544345837837)	(32, 0.09145734762881576)	(34, 0.0764690867325845)	(36, 0.08219964904028801)	(38, 0.09888942915877773)	(40, 0.11840863994507485)	(42, 0.12189992573985475)	(44, 0.11540547230643716)	(46, 0.10353344596636806)	(48, 0.11996124176376448)	(50, 0.11431616907662827)	(52, 0.1046034450883069)	(54, 0.0969121369669474)	(56, 0.08863619015009551)	(58, 0.06067005330581193)	(60, 0.04777766697832689)	(62, 0.04966946954958994)	(64, 0.0567485616784999)	(66, 0.054848485918149704)	(68, 0.055617892503255224)	(70, 0.059197425648298135)	(72, 0.07102532831323574)	(74, 0.06990569005677393)	(76, 0.08328067908100975)	(78, 0.08125099002496076)	(80, 0.070385535023829)	(82, 0.07563073690508601)	(84, 0.07484478394180617)	(86, 0.06490041065904445)	(88, 0.06342226754213921)	(90, 0.06109750140864833)	(92, 0.06247360852681197)	(94, 0.06101476951777677)	(96, 0.051023514830187834)	(98, 0.053122147128629775)	(100, 0.05494224872780414)	(102, 0.054148022575437146)	(104, 0.051762586388640446)	(106, 0.06434610699020499)	(108, 0.06725275408949252)	(110, 0.05997786315218652)	(112, 0.06070590379185627)	(114, 0.053188332641327024)	(116, 0.08844590680109092)	(118, 0.13172020118630912)	(120, 0.15794069513320275)	(122, 0.20035733558305246)	(124, 0.15636603147694736)	(126, 0.1348529821206456)
20150415.B-CAMA_reseq_16_R1	(1, 0.07668291845336239)	(2, 0.0010611049333903437)	(3, 0.0)	(4, 4.220303712347957e-05)	(5, 0.0)	(6, 0.008627506589099897)	(7, 4.220303712347957e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00010550759280869894)	(22, 0.0002110151856173979)	(24, 4.220303712347957e-05)	(26, 0.0001989571750106894)	(28, 0.0009164088061098422)	(30, 0.0005004074401784007)	(32, 0.001682092479635829)	(34, 0.004075607585067456)	(36, 0.0034696925520803566)	(38, 0.00036776932350460775)	(40, 0.0002110151856173979)	(42, 0.00037078382615628484)	(44, 0.00014771062993217853)	(46, 1.5072513258385563e-05)	(48, 3.0145026516771126e-05)	(50, 0.0)	(52, 0.0)	(54, 3.315952916844824e-05)	(56, 7.536256629192782e-05)	(58, 1.2058010606708451e-05)	(60, 0.0)	(62, 9.94785875053447e-05)	(64, 6.631905833689648e-05)	(66, 0.0010249309015702183)	(68, 0.0007897996947394035)	(70, 6.029005303354225e-05)	(72, 0.00025321822274087743)	(74, 0.0002833632492576486)	(76, 0.0)	(78, 0.0008169302186044975)	(80, 0.001422845251591597)	(82, 0.0011334529970305944)	(84, 0.001076177446648729)	(86, 0.0025683562592289)	(88, 0.004241405230909697)	(90, 0.0022427899728477718)	(92, 0.0025683562592289)	(94, 0.0025804142698356083)	(96, 0.0024929936929369723)	(98, 0.0029059805562167366)	(100, 0.0032496338585079275)	(102, 0.0013052796481761897)	(104, 0.0016790779769841517)	(106, 0.0038706214047534125)	(108, 0.005899381689332109)	(110, 0.00898924690730115)	(112, 0.004111781616887582)	(114, 0.0009706698538400302)	(116, 0.0010219163989185413)	(118, 0.0)	(120, 0.0005064364454817549)	(122, 0.0005064364454817549)	(124, 0.0001899136670556581)	(126, 3.0145026516771126e-05)
20150415.B-CAMA_reseq_16_R2	(1, 0.09414291781187623)	(2, 0.09807382926966318)	(3, 0.11010772385515821)	(4, 0.122937447140696)	(5, 0.13114895236386445)	(6, 0.1261388489567771)	(7, 0.1222682275520237)	(8, 0.11550368360166025)	(9, 0.13053399382292233)	(10, 0.11365579347618218)	(12, 0.10246294513050506)	(14, 0.10823270320581505)	(16, 0.10835931231718547)	(18, 0.0986375412655268)	(20, 0.09586419882598385)	(22, 0.08361627455221975)	(24, 0.09306372586257582)	(26, 0.0956742851589282)	(28, 0.08131319452633844)	(30, 0.08457488639545306)	(32, 0.088207362090724)	(34, 0.07392163402442614)	(36, 0.07932663727888321)	(38, 0.09573758971461342)	(40, 0.11535295846907638)	(42, 0.11850914274538232)	(44, 0.11210935361587182)	(46, 0.10012067657015195)	(48, 0.11668838314376935)	(50, 0.11065334883511176)	(52, 0.10102502736565507)	(54, 0.09372691644594477)	(56, 0.08564202033414677)	(58, 0.059162629041815004)	(60, 0.046763979635467044)	(62, 0.04929013285757247)	(64, 0.055973285236340625)	(66, 0.05364910369189757)	(68, 0.05452632396353561)	(70, 0.05686557802123705)	(72, 0.06898689318363072)	(74, 0.06728369918543316)	(76, 0.08048722079977891)	(78, 0.07833185140382977)	(80, 0.06794688976880212)	(82, 0.07338505255242764)	(84, 0.07263444139216003)	(86, 0.0632080916003657)	(88, 0.062131914153716966)	(90, 0.0592832091478821)	(92, 0.0607181124100804)	(94, 0.05877978720505202)	(96, 0.05052004993945673)	(98, 0.05266034682214748)	(100, 0.055047832922275754)	(102, 0.05401385851275051)	(104, 0.05162335790997055)	(106, 0.06366328150076894)	(108, 0.06555036016071882)	(110, 0.05811659662168305)	(112, 0.05887022228460233)	(114, 0.051605270894060494)	(116, 0.0853616715875408)	(118, 0.1275074331606385)	(120, 0.1537878672779596)	(122, 0.19616273105258472)	(124, 0.15231980448659282)	(126, 0.13129364849114494)
20150415.B-CAMA_reseq_17_R1	(1, 0.07704282707231568)	(2, 0.0008563572708456861)	(3, 0.0)	(4, 5.278914683295326e-05)	(5, 5.865460759217029e-06)	(6, 0.00896242404008362)	(7, 2.9327303796085143e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00011437648480473208)	(22, 0.00019356020505416197)	(24, 5.5721877212561776e-05)	(26, 0.00016716563163768531)	(28, 0.0008974154961602055)	(30, 0.0005396223898479666)	(32, 0.0017537727670058918)	(34, 0.004246593589673129)	(36, 0.003665912974510643)	(38, 0.00036072583669184726)	(40, 0.00017889655315611938)	(42, 0.00031380215061811104)	(44, 0.00013197286708238316)	(46, 2.9327303796085145e-06)	(48, 1.1730921518434058e-05)	(50, 0.0)	(52, 0.0)	(54, 1.759638227765109e-05)	(56, 6.452006835138732e-05)	(58, 1.1730921518434058e-05)	(60, 0.0)	(62, 8.504918100864692e-05)	(64, 7.91837202494299e-05)	(66, 0.0009590028341319842)	(68, 0.0008240972366699926)	(70, 6.15873379717788e-05)	(72, 0.0002874075772016344)	(74, 0.0002815421164424174)	(76, 0.0)	(78, 0.0008240972366699926)	(80, 0.0014341051556285636)	(82, 0.0011877558037414484)	(84, 0.0012053521860190995)	(86, 0.002718641061897093)	(88, 0.0044460192554865085)	(90, 0.002445897136593501)	(92, 0.002706910140378659)	(94, 0.002789026591007697)	(96, 0.002677582836582574)	(98, 0.002912201266951255)	(100, 0.0032963889466799704)	(102, 0.0013519887049995253)	(104, 0.0018681492518106237)	(106, 0.0040735624972762265)	(108, 0.006085415537687668)	(110, 0.009384737214747247)	(112, 0.004308180927644908)	(114, 0.0009502046429931587)	(116, 0.0010909757012143673)	(118, 0.0)	(120, 0.0004809677822557964)	(122, 0.0004692368607373623)	(124, 0.00014956924936003423)	(126, 4.1058225314519204e-05)
20150415.B-CAMA_reseq_17_R2	(1, 0.09144253323619347)	(2, 0.09442218730187572)	(3, 0.10661061475952871)	(4, 0.11953809027284304)	(5, 0.12772627349271)	(6, 0.12221274037904602)	(7, 0.11851750010073929)	(8, 0.11244674821494967)	(9, 0.12633029383201638)	(10, 0.11041729879226057)	(12, 0.10025538802691707)	(14, 0.10548151356337945)	(16, 0.10594488496335759)	(18, 0.09650149314101816)	(20, 0.09358049368292809)	(22, 0.08213111428093645)	(24, 0.0909674309146969)	(26, 0.09364501375127948)	(28, 0.08021604134305209)	(30, 0.08333060100619634)	(32, 0.08660646084021904)	(34, 0.07299272641807632)	(36, 0.07817192826846495)	(38, 0.09389722856392581)	(40, 0.11239102633773711)	(42, 0.11538241132493779)	(44, 0.10893333722017866)	(46, 0.0978857418801934)	(48, 0.11313887258453728)	(50, 0.10841424394298796)	(52, 0.09914388321304544)	(54, 0.09180619180326494)	(56, 0.0839376761947753)	(58, 0.05786863585043521)	(60, 0.045850306754799515)	(62, 0.048302069352152234)	(64, 0.05512066748474203)	(66, 0.05254573021144576)	(68, 0.053372760178495356)	(70, 0.05649611803277843)	(72, 0.06801295023350107)	(74, 0.0666140378424278)	(76, 0.07905468011272711)	(78, 0.07708975075838942)	(80, 0.06701288917405455)	(82, 0.07242084399405266)	(84, 0.07153222668903128)	(86, 0.061994987494544386)	(88, 0.060883482680672764)	(90, 0.05834960363269101)	(92, 0.059563754009848924)	(94, 0.05829681448585805)	(96, 0.049472228773616025)	(98, 0.05177735485198833)	(100, 0.05410301004301788)	(102, 0.05350473304557774)	(104, 0.051091095943159935)	(106, 0.06262552452616021)	(108, 0.06429131538177786)	(110, 0.05702107677072835)	(112, 0.05767800837576066)	(114, 0.050202478638138544)	(116, 0.083700125034027)	(118, 0.1250310942738498)	(120, 0.1509710944814871)	(122, 0.1911582988732626)	(124, 0.14943141103219262)	(126, 0.128265895882558)
20150415.B-CAMA_reseq_18_R1	(1, 0.07697149782872226)	(2, 0.0008460953683928211)	(3, 0.0)	(4, 6.954208507338255e-05)	(5, 0.0)	(6, 0.008999904843246925)	(7, 2.897586878057606e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 5.795173756115212e-06)	(20, 0.00011010830136618904)	(22, 0.00022021660273237808)	(24, 4.6361390048921695e-05)	(26, 0.0001390841701467651)	(28, 0.0008258122602464177)	(30, 0.0004694090742453322)	(32, 0.0016023655435658563)	(34, 0.003961001262304747)	(36, 0.0035785197944011434)	(38, 0.0003795838810255464)	(40, 0.00017675279956151397)	(42, 0.0003216321434643943)	(44, 0.00012749382263453466)	(46, 2.897586878057606e-06)	(48, 5.795173756115212e-06)	(50, 0.0)	(52, 0.0)	(54, 2.3180695024460847e-05)	(56, 9.562036697590101e-05)	(58, 2.897586878057606e-06)	(60, 0.0)	(62, 8.403001946367058e-05)	(64, 9.272278009784339e-05)	(66, 0.000927227800978434)	(68, 0.0007388846539046896)	(70, 3.1873455658633666e-05)	(72, 0.00021442142897626284)	(74, 0.00024339729775683892)	(76, 0.0)	(78, 0.0007707581095633232)	(80, 0.0013357875507845564)	(82, 0.0011155709480521782)	(84, 0.0010489264498568533)	(86, 0.0024455633250806195)	(88, 0.0041986033863054715)	(90, 0.002126828768494283)	(92, 0.0025846474952273845)	(94, 0.002480334367617311)	(96, 0.0023412501974705456)	(98, 0.002715038904739977)	(100, 0.0032163214346439426)	(102, 0.0012314744231744826)	(104, 0.0016197510648342018)	(106, 0.003714706377669851)	(108, 0.00566478234660262)	(110, 0.008881103781246564)	(112, 0.003946513327914459)	(114, 0.0007939388045877842)	(116, 0.0009909747122957013)	(118, 0.0)	(120, 0.00038248146790360405)	(122, 0.00040276457605000724)	(124, 0.00012749382263453466)	(126, 2.897586878057606e-05)
20150415.B-CAMA_reseq_18_R2	(1, 0.09239825036750095)	(2, 0.09581160770985281)	(3, 0.10737877452705877)	(4, 0.12037734926202519)	(5, 0.1278878944499505)	(6, 0.1233155023563756)	(7, 0.11956602493616907)	(8, 0.1132203096732229)	(9, 0.1275807502408764)	(10, 0.11140062511380273)	(12, 0.10060131881928203)	(14, 0.10577930657037096)	(16, 0.10615019769076234)	(18, 0.09648384786556218)	(20, 0.09379778482960277)	(22, 0.08232044320561659)	(24, 0.09129426976696099)	(26, 0.09424691079570169)	(28, 0.08090062563536836)	(30, 0.08406768809308533)	(32, 0.08723475055080229)	(34, 0.07345092977188225)	(36, 0.07854488750350754)	(38, 0.09417736871062832)	(40, 0.11296821961483189)	(42, 0.11574121025713302)	(44, 0.11003875928111564)	(46, 0.09859618869966617)	(48, 0.114231567493665)	(50, 0.1093114649747232)	(52, 0.10002469903054856)	(54, 0.0927778342485265)	(56, 0.08494855450401484)	(58, 0.05866164634627624)	(60, 0.047053913312777466)	(62, 0.04974577152249298)	(64, 0.056404426168269364)	(66, 0.05379949556489558)	(68, 0.05412982046899414)	(70, 0.05694337732758808)	(72, 0.06848156827601347)	(74, 0.06773978603523072)	(76, 0.08004293991946332)	(78, 0.07787264734779817)	(80, 0.06783540640220662)	(82, 0.07280476789807541)	(84, 0.07235274434509842)	(86, 0.0626284427823371)	(88, 0.061185444517064404)	(90, 0.05878044740827659)	(92, 0.06050740918759893)	(94, 0.05919480233183884)	(96, 0.05064692104156889)	(98, 0.053419911683870024)	(100, 0.05539027076094919)	(102, 0.054636898172654214)	(104, 0.05184362442220669)	(106, 0.06395553757248748)	(108, 0.06552892724727276)	(110, 0.05808502655754277)	(112, 0.058980380902862575)	(114, 0.05115110115835092)	(116, 0.08463561512118462)	(118, 0.1255785177081386)	(120, 0.15113523397260667)	(122, 0.19141748675136352)	(124, 0.14955025395030916)	(126, 0.12882671259844117)
20150415.B-CAMA_reseq_19_R1	(1, 0.08996747259161869)	(2, 0.00010719072518468675)	(3, 0.0)	(4, 0.0001875837690732018)	(5, 1.5312960740669534e-05)	(6, 0.008579086254960107)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.211064203684122e-05)	(20, 0.00020289672981387135)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 2.6797681296171688e-05)	(30, 4.976712240717599e-05)	(32, 0.003920117949611401)	(34, 0.0075339766844094115)	(36, 0.009717987710047404)	(38, 0.005342309178401084)	(40, 0.0006220890300896999)	(42, 0.0007465068361076399)	(44, 0.0011408155751798804)	(46, 0.0012020674181425586)	(48, 0.0021457286237863186)	(50, 0.0016671986006403957)	(52, 0.0017782175660102499)	(54, 0.00430868432840589)	(56, 0.0017514198847140782)	(58, 0.00013016016629569104)	(60, 0.00023735089148037782)	(62, 0.00017992728870286703)	(64, 2.105532101842061e-05)	(66, 0.0)	(68, 1.9141200925836917e-06)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0008249857599035714)	(84, 0.0012499204204571507)	(86, 0.001963887214990868)	(88, 0.00034071337647989715)	(90, 0.0005991195889786955)	(92, 0.001018311889254524)	(94, 0.00022778029101745936)	(96, 0.00022586617092487568)	(98, 0.0003617686974983178)	(100, 0.00018184140879545072)	(102, 0.001069993131754284)	(104, 0.001175269736846387)	(106, 0.0020519367392497177)	(108, 0.0035028397694281564)	(110, 0.0021572133443418205)	(112, 0.0007905315982370648)	(114, 0.0002890321339801375)	(116, 0.00034645573675764823)	(118, 0.00012824604620310736)	(120, 5.742360277751076e-06)	(122, 0.0)	(124, 0.0005206406651827642)	(126, 0.0)
20150415.B-CAMA_reseq_19_R2	(1, 0.04997001913698986)	(2, 0.07358643283928745)	(3, 0.07677535691353189)	(4, 0.08037390268758923)	(5, 0.09549162317881522)	(6, 0.09924329856027926)	(7, 0.09497481075381763)	(8, 0.11198368189651632)	(9, 0.10118421633415914)	(10, 0.08859504848523618)	(12, 0.0964907938671439)	(14, 0.08774326504403644)	(16, 0.08608372292376637)	(18, 0.08222677093721024)	(20, 0.08039112976842247)	(22, 0.08514580407840038)	(24, 0.07884834897380003)	(26, 0.08519557120080755)	(28, 0.08157022774545403)	(30, 0.07507370415122498)	(32, 0.0857181259860829)	(34, 0.07598482531529482)	(36, 0.0807280149047172)	(38, 0.08645506222172761)	(40, 0.11142093058929671)	(42, 0.11202770665864573)	(44, 0.09894278170574362)	(46, 0.09806611470334028)	(48, 0.1080635639469049)	(50, 0.10328783431590861)	(52, 0.09441780180687577)	(54, 0.08902955374625268)	(56, 0.08922479399569622)	(58, 0.08052128993471817)	(60, 0.05507689154400315)	(62, 0.05265170138669961)	(64, 0.06514516323099337)	(66, 0.0689102374531055)	(68, 0.08107255652138226)	(70, 0.07094111887133679)	(72, 0.09474128810252241)	(74, 0.07900147858120671)	(76, 0.09869011785352258)	(78, 0.08704078297005823)	(80, 0.07907612926481748)	(82, 0.07141582065429754)	(84, 0.06769477119431486)	(86, 0.05746188517936243)	(88, 0.05793658696232319)	(90, 0.04749506185727915)	(92, 0.048986161409401846)	(94, 0.044455439150256244)	(96, 0.045569457044139956)	(98, 0.03927008781944702)	(100, 0.03734065476612266)	(102, 0.045885286859416265)	(104, 0.03606967902464709)	(106, 0.04209724319619314)	(108, 0.044688961801551456)	(110, 0.0673368307370017)	(112, 0.05795764228334161)	(114, 0.04938621250875183)	(116, 0.09078097363096677)	(118, 0.1383602567723196)	(120, 0.1527027586260492)	(122, 0.15141455580374039)	(124, 0.14171188105443364)	(126, 0.102302062468228)
20150415.B-CAMA_reseq_1_R1	(1, 0.07886271597786682)	(2, 0.0011120357104252888)	(3, 0.0)	(4, 3.570756868338084e-05)	(5, 5.101081240482976e-06)	(6, 0.009207451639071773)	(7, 5.6111893645312743e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 2.550540620241488e-06)	(20, 9.437000294893507e-05)	(22, 0.00018363892465738714)	(24, 4.846027178458828e-05)	(26, 0.00016833568093593823)	(28, 0.000862082729641623)	(30, 0.0005228608271495051)	(32, 0.0016246943750938278)	(34, 0.004024753098741069)	(36, 0.0033743652405794885)	(38, 0.0004208392023398456)	(40, 0.00018618946527762864)	(42, 0.0003162670369099445)	(44, 0.0001300775716323159)	(46, 1.785378434169042e-05)	(48, 2.0404324961931905e-05)	(50, 0.0)	(52, 0.0)	(54, 1.530324372144893e-05)	(56, 6.376351550603721e-05)	(58, 5.101081240482976e-06)	(60, 0.0)	(62, 0.00011732486853110846)	(64, 9.947108418941805e-05)	(66, 0.0010176657074763538)	(68, 0.0008442289452999326)	(70, 9.181946232869357e-05)	(72, 0.00026525622450511476)	(74, 0.00032136811815042753)	(76, 0.0)	(78, 0.000767712726692688)	(80, 0.0013390338256267812)	(82, 0.0010482721949192516)	(84, 0.0010049130043751464)	(86, 0.0024434179141913457)	(88, 0.004254301754562802)	(90, 0.002162858445964782)	(92, 0.002596450351405835)	(94, 0.0025479900796212466)	(96, 0.002407710345507965)	(98, 0.0029637282007206095)	(100, 0.00335906199685804)	(102, 0.0012829219319814686)	(104, 0.0016604019437772089)	(106, 0.003708486061831124)	(108, 0.005731064773682624)	(110, 0.008873330817820137)	(112, 0.004060460667424449)	(114, 0.0007294546173890657)	(116, 0.0010227667887168369)	(118, 0.0)	(120, 0.000334120821251635)	(122, 0.0004565467710232264)	(124, 0.00016578514031569672)	(126, 2.0404324961931905e-05)
20150415.B-CAMA_reseq_1_R2	(1, 0.09464546133592114)	(2, 0.09892016741544588)	(3, 0.11109134725523827)	(4, 0.12470613308608733)	(5, 0.13240876575921662)	(6, 0.12706283261919046)	(7, 0.12346146926340948)	(8, 0.11703410690040092)	(9, 0.13144976248600582)	(10, 0.11504468521661257)	(12, 0.10395748514042283)	(14, 0.10952786585503023)	(16, 0.10960693261425772)	(18, 0.1000653601539343)	(20, 0.09708377816887201)	(22, 0.08505287806319291)	(24, 0.09416851023993598)	(26, 0.09715774384685902)	(28, 0.08236715879007862)	(30, 0.08613175674555505)	(32, 0.0893377863051986)	(34, 0.07528940856890849)	(36, 0.08086489036475639)	(38, 0.09751481953369281)	(40, 0.11672804202597195)	(42, 0.12000548672298225)	(44, 0.11334602516353173)	(46, 0.1013559337077765)	(48, 0.11775846043654951)	(50, 0.11182590295386781)	(52, 0.10236339725277188)	(54, 0.09470412377018671)	(56, 0.08649903459486984)	(58, 0.05990454754761183)	(60, 0.04711868741834125)	(62, 0.04967177857920298)	(64, 0.056507227441450175)	(66, 0.05404595574291714)	(68, 0.05474225333224306)	(70, 0.05817017992584762)	(72, 0.0700097894850086)	(74, 0.06853302646588878)	(76, 0.08207384661875085)	(78, 0.07972479870750844)	(80, 0.06859678998139483)	(82, 0.07391721771521857)	(84, 0.07332804283194279)	(86, 0.06360793252820247)	(88, 0.0622816514056769)	(90, 0.060141747825294294)	(92, 0.061547095707047354)	(94, 0.059764267813498556)	(96, 0.05092409402374156)	(98, 0.053290995719325655)	(100, 0.05552016822141672)	(102, 0.05424489791129597)	(104, 0.052092241627812154)	(106, 0.06408488362418764)	(108, 0.06640332504798716)	(110, 0.05923375536448833)	(112, 0.059646942944967446)	(114, 0.052240172983786165)	(116, 0.08657300027285683)	(118, 0.1284044169854375)	(120, 0.15456786266787467)	(122, 0.19635336964929098)	(124, 0.15320077289542525)	(126, 0.13206699331610425)
20150415.B-CAMA_reseq_20_R1	(1, 0.09315352216163054)	(2, 0.00013891200471467344)	(3, 4.341000147333545e-06)	(4, 0.00020402700692467662)	(5, 2.1705000736667725e-05)	(6, 0.008929437303065103)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 3.472800117866836e-05)	(20, 0.0002279025077350111)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 3.689850125233513e-05)	(30, 5.209200176800254e-05)	(32, 0.004069687638125198)	(34, 0.007301562247815022)	(36, 0.009472062321481796)	(38, 0.005358964681883261)	(40, 0.0006251040212160305)	(42, 0.0008638590293193755)	(44, 0.0012588900427267281)	(46, 0.0012740835432423954)	(48, 0.0021900345743297734)	(50, 0.0018080265613644214)	(52, 0.0017667870599647527)	(54, 0.0043648756481438795)	(56, 0.0018861645640164254)	(58, 0.0001410825047883402)	(60, 0.0002496075084716788)	(62, 0.00022356150758767756)	(64, 2.3875500810334495e-05)	(66, 0.0)	(68, 8.68200029466709e-06)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0008595180291720419)	(84, 0.0013891200471467344)	(86, 0.002120578571972437)	(88, 0.00035813251215501744)	(90, 0.0006294450213633641)	(92, 0.0011373420386013887)	(94, 0.0002582895087663459)	(96, 0.00020185650685100985)	(98, 0.000390690013260019)	(100, 0.00021053850714567693)	(102, 0.0011655585395590569)	(104, 0.0012762540433160622)	(106, 0.002127090072193437)	(108, 0.0035509381205188397)	(110, 0.0022356150758767756)	(112, 0.0008443245286563746)	(114, 0.00026480100898734624)	(116, 0.000438441014880688)	(118, 0.0001345710045673399)	(120, 6.511500221000318e-06)	(122, 0.0)	(124, 0.0005643300191533608)	(126, 0.0)
20150415.B-CAMA_reseq_20_R2	(1, 0.05157108175032251)	(2, 0.07749553463019845)	(3, 0.0804126867292066)	(4, 0.08409819585429276)	(5, 0.09965634038233619)	(6, 0.10292511349327836)	(7, 0.09894441635817348)	(8, 0.11599152393675233)	(9, 0.10483949455825244)	(10, 0.0922614466313535)	(12, 0.10015772589935322)	(14, 0.0910003860885531)	(16, 0.08918801852704135)	(18, 0.08553723740313385)	(20, 0.0833906128302774)	(22, 0.08858896050670932)	(24, 0.08161080276987065)	(26, 0.08877779401311833)	(28, 0.08511181938869515)	(30, 0.07833334765863383)	(32, 0.08913375602519968)	(34, 0.07911255718508019)	(36, 0.08414377635583978)	(38, 0.08963731204229038)	(40, 0.11559866342341864)	(42, 0.11686406496636637)	(44, 0.10289255599217335)	(46, 0.10188761445806564)	(48, 0.11238198231424447)	(50, 0.10728564814127489)	(52, 0.09791994032340279)	(54, 0.09294949515470587)	(56, 0.09283228815072786)	(58, 0.08392238534832576)	(60, 0.05765933445695781)	(62, 0.05477039885890734)	(64, 0.06807122331033731)	(66, 0.07207362544617885)	(68, 0.08452361386873146)	(70, 0.0738469240063646)	(72, 0.09821729883349513)	(74, 0.08241605829720101)	(76, 0.10222838296963131)	(78, 0.09079635908162842)	(80, 0.08241388779712736)	(82, 0.07392072100886928)	(84, 0.07078434840242079)	(86, 0.060036032037622936)	(88, 0.060643772058249626)	(90, 0.04992150169433576)	(92, 0.051089230733968496)	(94, 0.04609708056453492)	(96, 0.047169307600926295)	(98, 0.040833617885892994)	(100, 0.038819393817530225)	(102, 0.048085258632013676)	(104, 0.03783832778423284)	(106, 0.04421091600051849)	(108, 0.04729085560505164)	(110, 0.07032854338695076)	(112, 0.060311685546978605)	(114, 0.05159278675105918)	(116, 0.09416931619610659)	(118, 0.14229147332937261)	(120, 0.15767814835159635)	(122, 0.15659940981498396)	(124, 0.1465044139723598)	(126, 0.1056512615858038)
