file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/WZP-2_S33_denoised.bin	506146.677792	372610.459490	420166.204900	388860.360900	133536.218302	85980.472892	117286.316892
