file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/FZP-1_S50_denoised.bin	858499.524129	821367.923069	627446.897537	566201.419251	37131.601060	231052.626592	292298.104879
