file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/FRUpstream-2_S2_denoised.bin	167201.381396	79022.012911	134976.271922	152062.875239	88179.368485	32225.109473	15138.506157
