file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/STP-2_S47_denoised.bin	449228.494375	315645.219199	377832.010354	354732.077539	133583.275176	71396.484021	94496.416836
