file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/WZP-5_S36_denoised.bin	550147.250452	426807.410184	415604.485445	406067.548903	123339.840268	134542.765007	144079.701549
