file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/WZP-4_S35_denoised.bin	611225.775659	493688.742360	490892.936212	438047.824656	117537.033299	120332.839447	173177.951003
