file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/ELP-1_S49_denoised.bin	718806.025938	20494.479948	284179.884027	674775.610229	698311.545990	434626.141911	44030.415709
