file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/WBP-7_S11_denoised.bin	1246757.677855	1094675.605419	688463.519293	680899.887229	152082.072435	558294.158561	565857.790625
