file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/KTP-19_S31_denoised.bin	1365790.918548	1215294.815342	745017.721461	743494.347789	150496.103206	620773.197087	622296.570758
