file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/STP-1_S46_denoised.bin	647131.446425	525213.588122	518726.295381	461331.479387	121917.858304	128405.151045	185799.967038
