file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/WBP-3_S7_denoised.bin	314739.317836	193251.369777	267802.011556	264933.101242	121487.948059	46937.306280	49806.216594
