file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/FRUpstream-1_S1_denoised.bin	209430.997869	102849.671703	173415.758435	188789.822927	106581.326166	36015.239434	20641.174942
