file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/KTP-7_S19_denoised.bin	332699.388632	219785.347720	285435.133938	271151.835193	112914.040912	47264.254694	61547.553439
