file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/KTP-13_S25_denoised.bin	478750.551317	342411.974552	410170.455267	372451.008379	136338.576765	68580.096051	106299.542938
