file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/HFP-1_S53_denoised.bin	444290.577381	306247.509874	377376.094183	352549.169057	138043.067507	66914.483198	91741.408324
