file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/CZP-1_S3_denoised.bin	817009.477688	716817.450724	589719.566391	529788.836424	100192.026964	227289.911297	287220.641264
