file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/WBP-5_S9_denoised.bin	1189591.362298	1016809.334391	683905.212162	650572.883126	172782.027907	505686.150136	539018.479172
