file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/STP-3_S48_denoised.bin	592555.023398	492943.459465	463937.215106	413343.817735	99611.563934	128617.808293	179211.205664
