file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1767/FZP-3_S52_denoised.bin	495325.081216	366503.667938	411734.753441	379362.519288	128821.413278	83590.327775	115962.561928
