Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
KTP-11_S23_R1_001	(1, 27.633537655999284)	(2, 0.004340767758132105)	(3, 0.010753484444080306)	(4, 0.007405361450177753)	(5, 0.0)	(6, 7.878105539355983e-06)	(7, 0.0)	(8, 0.00044117717730587756)	(9, 0.0)	(10, 0.0)	(15, 1.5756916908356762e-05)	(20, 1.1030075770632789e-05)	(25, 0.00031987990920326955)	(30, 0.001204236567292771)	(35, 0.0007779290820913371)	(40, 0.0003033042917367715)	(45, 0.0005677502367075673)	(50, 0.000733055845571764)	(55, 0.0032686693728881853)	(60, 0.0005237736494714687)	(65, 0.0012126529512174352)	(70, 0.0006414135315431657)	(75, 0.00043994898058321837)	(80, 0.06222492902064901)	(85, 4.318111845142146e-05)	(90, 0.0002114998424806855)	(95, 0.00037727151971197136)	(100, 0.00013836067377786903)	(105, 0.027915526465526842)	(110, 0.009750410665924272)	(115, 0.0002610126971653032)	(120, 0.0005057536223342881)	(125, 0.0003442689298351368)	(130, 0.0004225022953911042)	(135, 0.0007580530723973243)	(140, 0.0003701809403121409)	(145, 0.00025473338754548197)	(150, 0.0003595737579224865)
KTP-11_S23_R2_001	(1, 25.557341750771723)	(2, 0.003734159659274475)	(3, 0.00011029198305694556)	(4, 0.00012604846721124858)	(5, 2.363419000707056e-05)	(6, 0.0003939045632268032)	(7, 0.00020483111516991843)	(8, 0.00015756305417388074)	(9, 0.00015756353828463095)	(10, 0.00041439744673188683)	(15, 0.0006948807035583612)	(20, 0.0007894478834713155)	(25, 0.0012606553346568743)	(30, 0.0007692470781418679)	(35, 0.0014833751284796172)	(40, 0.000996870395694986)	(45, 0.06199861977154331)	(50, 0.0005985235658678668)	(55, 0.0006087646896187865)	(60, 0.0006412831249917162)	(65, 0.06156040804584519)	(70, 0.0009980341274506773)	(75, 0.00042405365611489915)	(80, 0.058251049328440344)	(85, 0.057946083878475926)	(90, 0.00045990830293772116)	(95, 0.0003339679634487478)	(100, 0.0007240721120472308)	(105, 1.6453429760231377)	(110, 0.0008698993841710618)	(115, 0.06236078531492602)	(120, 0.0003935973230697898)	(125, 0.00038510953739108456)	(130, 0.058969171709727805)	(135, 0.00021872351934496876)	(140, 0.0005238968871765743)	(145, 0.0007639861648929815)	(150, 0.0003552551239595883)
KTP-12_S24_R1_001	(1, 27.777479869784223)	(2, 0.004262091527604831)	(3, 0.010029851548352542)	(4, 0.0076382417520308235)	(5, 0.0)	(6, 5.790975771889295e-06)	(7, 0.0)	(8, 0.0004053715435778173)	(9, 0.0)	(10, 0.0)	(15, 1.0424206359998251e-05)	(20, 1.2740961405612515e-05)	(25, 0.0003081072420769412)	(30, 0.0011714084298907188)	(35, 0.0007737228231598372)	(40, 0.00030777253760512946)	(45, 0.0004814044675334606)	(50, 0.0007812448243258075)	(55, 0.0033146911975734457)	(60, 0.0005102657410267084)	(65, 0.0012572588718121427)	(70, 0.0006045374188628187)	(75, 0.00046247209174601173)	(80, 0.06164065309335777)	(85, 6.954284724588283e-05)	(90, 0.00021148109604154057)	(95, 0.0003517679561374495)	(100, 0.00018763752984787596)	(105, 0.027539271360639377)	(110, 0.009415447761827043)	(115, 0.0002996878355604695)	(120, 0.0005089508818602759)	(125, 0.000334611961742232)	(130, 0.0004428685603726308)	(135, 0.000673009824907106)	(140, 0.00042184524626761384)	(145, 0.00024114560635116685)	(150, 0.0003542687960417361)
KTP-12_S24_R2_001	(1, 25.701743190286535)	(2, 0.004013083695205773)	(3, 0.00012160905457009433)	(4, 0.00011002778143571894)	(5, 3.474575000120162e-05)	(6, 0.00037641397012384945)	(7, 0.00022584929759710248)	(8, 0.00020268607696638936)	(9, 0.00020847789248308637)	(10, 0.0004285439107576069)	(15, 0.0007702381195200382)	(20, 0.0008721889555558106)	(25, 0.0013425115873576692)	(30, 0.0008366001390726065)	(35, 0.0015254932485207035)	(40, 0.0010139666766646337)	(45, 0.06196567311494505)	(50, 0.0006718472650139961)	(55, 0.0006343016060061926)	(60, 0.0006901341389553676)	(65, 0.06224414148378632)	(70, 0.0010170119859783573)	(75, 0.0004237687451932768)	(80, 0.058504835697145596)	(85, 0.058164648426568634)	(90, 0.00047380193155695965)	(95, 0.00036364122654361584)	(100, 0.0007434830503917134)	(105, 1.6610824116644562)	(110, 0.0008160432428841596)	(115, 0.06261890750056978)	(120, 0.0004211441965601736)	(125, 0.0004348985396203684)	(130, 0.059230118633023125)	(135, 0.00025116352110773356)	(140, 0.0005150220086684826)	(145, 0.0008023209104139351)	(150, 0.00046906067989506834)
KTP-13_S25_R1_001	(1, 27.714035520422065)	(2, 0.0041926985839329045)	(3, 0.010030161261131001)	(4, 0.008021455979193287)	(5, 0.0)	(6, 6.7407774704882015e-06)	(7, 0.0)	(8, 0.0003100780419245735)	(9, 0.0)	(10, 0.0)	(15, 6.7410600163179494e-06)	(20, 1.483065755239169e-05)	(25, 0.0003033621055886459)	(30, 0.0011516674722270468)	(35, 0.0007948734253813854)	(40, 0.0002849580298687875)	(45, 0.0005419411645966947)	(50, 0.0007695458492035823)	(55, 0.0032389352665558456)	(60, 0.0005540495672520672)	(65, 0.0013328436929321212)	(70, 0.0005971991252444377)	(75, 0.00041849951564116125)	(80, 0.06134654593601852)	(85, 3.678003790959374e-05)	(90, 0.00020053368151437144)	(95, 0.0003443005303143569)	(100, 0.00016970321139103792)	(105, 0.028028804501631942)	(110, 0.00963186440005492)	(115, 0.0002905221219515486)	(120, 0.0004637816357048255)	(125, 0.0003446153287444781)	(130, 0.00041228095856239044)	(135, 0.0007437686705609967)	(140, 0.0004097935167952335)	(145, 0.0002576061705884109)	(150, 0.0003285296992437776)
KTP-13_S25_R2_001	(1, 25.64549694233767)	(2, 0.003970255840859744)	(3, 0.00012133266133014166)	(4, 0.00010111088507211025)	(5, 4.718534687364047e-05)	(6, 0.0003302988753188479)	(7, 0.00021570624584175656)	(8, 0.0001213352131303575)	(9, 0.0002628941313873415)	(10, 0.0004947863005834056)	(15, 0.0008210676521995176)	(20, 0.0008440110961302887)	(25, 0.0012768554246400468)	(30, 0.0007902937364029186)	(35, 0.0015102106027149295)	(40, 0.001025103390928567)	(45, 0.06243290064786383)	(50, 0.0006789823515309395)	(55, 0.0006632713221121272)	(60, 0.0007031232313961348)	(65, 0.061398061718056306)	(70, 0.0010872831552202445)	(75, 0.0004538748587654228)	(80, 0.058813123494008114)	(85, 0.058403800654336736)	(90, 0.0005389110711052637)	(95, 0.00037850210266116626)	(100, 0.0008458820320599418)	(105, 1.6577265844015099)	(110, 0.0009123325876571624)	(115, 0.06264255346526101)	(120, 0.000397577801420159)	(125, 0.00038756723080306835)	(130, 0.05936557180564467)	(135, 0.00026187845134556075)	(140, 0.0005608790499296349)	(145, 0.0008373628665258649)	(150, 0.000444947934029053)
KTP-14_S26_R1_001	(1, 27.75718676899452)	(2, 0.004507211455577182)	(3, 0.010344018327283416)	(4, 0.008120780276787308)	(5, 0.0)	(6, 1.1033768683549473e-05)	(7, 0.0)	(8, 0.0004579056949289924)	(9, 0.0)	(10, 0.0)	(15, 6.6205886934778e-06)	(20, 9.931105822343618e-06)	(25, 0.0003266312752116446)	(30, 0.0012042160852407501)	(35, 0.0007789005411182259)	(40, 0.0003328723622491776)	(45, 0.0005778229685028478)	(50, 0.0007911177465527321)	(55, 0.0033917408182952942)	(60, 0.0005695963460560949)	(65, 0.0013349778570968785)	(70, 0.0006910903639823823)	(75, 0.000434554421601268)	(80, 0.0626496361024712)	(85, 5.474908049477973e-05)	(90, 0.0001947060216026331)	(95, 0.00033399648447405016)	(100, 0.0001796400119698631)	(105, 0.02777002857350117)	(110, 0.009604133747204886)	(115, 0.000330975040155575)	(120, 0.0005265565214602697)	(125, 0.00037124680970416455)	(130, 0.0004645275809152396)	(135, 0.0007617753422184358)	(140, 0.000407001260912836)	(145, 0.0002849287623300182)	(150, 0.0003617551107749136)
KTP-14_S26_R2_001	(1, 25.686116968380233)	(2, 0.003547287941140839)	(3, 8.826887360917907e-05)	(4, 8.826928752892888e-05)	(5, 2.7584296921785555e-05)	(6, 0.00031997907998842557)	(7, 0.00019309169764731006)	(8, 0.00014344002954423256)	(9, 0.00019861006059261933)	(10, 0.000404949538211877)	(15, 0.0007282663634665753)	(20, 0.0008187720282227848)	(25, 0.0013451819846386837)	(30, 0.000828971299600714)	(35, 0.0015015275142155654)	(40, 0.0010572839776952008)	(45, 0.06210605790279855)	(50, 0.0006515463588531188)	(55, 0.0006189378613673695)	(60, 0.0006451426857414372)	(65, 0.06190487989716284)	(70, 0.0010317102201782018)	(75, 0.00042010607154566865)	(80, 0.05854367078769133)	(85, 0.05815254847920207)	(90, 0.00044205019613151694)	(95, 0.00033178905703644445)	(100, 0.0007029154947244451)	(105, 1.6591026638951265)	(110, 0.0007992099702356848)	(115, 0.06275633080329482)	(120, 0.00033521974090028176)	(125, 0.0003463052466153204)	(130, 0.05910179280372335)	(135, 0.00019417058555258224)	(140, 0.0004895608262186215)	(145, 0.0007219446541082433)	(150, 0.00046288854719999295)
KTP-15_S27_R1_001	(1, 27.80835917329058)	(2, 0.004459432472294674)	(3, 0.009277293544966085)	(4, 0.00722092165987426)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0003407814047103511)	(9, 0.0)	(10, 0.0)	(15, 1.1751530481137389e-06)	(20, 7.0510834306990025e-06)	(25, 0.0002832256306174381)	(30, 0.0010532343056421773)	(35, 0.0007070701033771785)	(40, 0.0002319664675868427)	(45, 0.0004855375853878831)	(50, 0.0007289229625382428)	(55, 0.00309772055814644)	(60, 0.0005411790398332942)	(65, 0.001208770803099279)	(70, 0.0005754013575422918)	(75, 0.0003970452861675455)	(80, 0.06326916930827096)	(85, 4.514204693475642e-05)	(90, 0.00017484950661334953)	(95, 0.0003454040330923267)	(100, 0.00015863877340595824)	(105, 0.027665841031831343)	(110, 0.009517607016570388)	(115, 0.0002745101579007602)	(120, 0.0004312021788225704)	(125, 0.0003321903577849027)	(130, 0.0004125560592210954)	(135, 0.0007183239543080663)	(140, 0.0004088104548627706)	(145, 0.00026095946845824367)	(150, 0.0003577257885682823)
KTP-15_S27_R2_001	(1, 25.750721850192644)	(2, 0.003507620761448651)	(3, 7.638064777604818e-05)	(4, 5.287914922854316e-05)	(5, 1.762647731913031e-05)	(6, 0.00028790041512889654)	(7, 0.00012338644316720545)	(8, 8.813357760043996e-05)	(9, 0.00019977027593386876)	(10, 0.000366642179982954)	(15, 0.0006898225971357767)	(20, 0.0007356798535635128)	(25, 0.0012211034650132996)	(30, 0.0007029965073299612)	(35, 0.0014036714468013405)	(40, 0.0010009602977576616)	(45, 0.06261546151084967)	(50, 0.0006133929900481824)	(55, 0.0005513657400219625)	(60, 0.0006263241289763517)	(65, 0.06281692427638315)	(70, 0.0009567437671103795)	(75, 0.0003970921381304086)	(80, 0.05973364603941338)	(85, 0.0592759029820837)	(90, 0.000430642005979952)	(95, 0.000287084418650419)	(100, 0.0006919126835778557)	(105, 1.7064566599560622)	(110, 0.0007767050710822768)	(115, 0.0632569855411731)	(120, 0.0002570848839866619)	(125, 0.0002889125823957618)	(130, 0.060340588428841574)	(135, 0.00019473197514271738)	(140, 0.0005483948906193633)	(145, 0.0007596604081420037)	(150, 0.00034239448754657753)
KTP-16_S28_R1_001	(1, 27.749151682968666)	(2, 0.004389061023775229)	(3, 0.00942296571652495)	(4, 0.007781663806184693)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0003737016341239712)	(9, 0.0)	(10, 0.0)	(15, 4.396637492680881e-06)	(20, 1.1724608411269248e-05)	(25, 0.00033269286780797716)	(30, 0.0011023580332531284)	(35, 0.0007657489024265732)	(40, 0.00024515697893142947)	(45, 0.0005273920372675486)	(50, 0.0007806319422859252)	(55, 0.0032013741427717535)	(60, 0.0005918972883285849)	(65, 0.0012304575707726038)	(70, 0.0006400989044250037)	(75, 0.00039416301557795716)	(80, 0.06255267801020446)	(85, 7.249010768923284e-05)	(90, 0.00023550100654463223)	(95, 0.00040486485611103016)	(100, 0.00019603079227923812)	(105, 0.027461610077589908)	(110, 0.009366193402016566)	(115, 0.00030447338112361453)	(120, 0.0005040053846320084)	(125, 0.0003207384682492972)	(130, 0.00040262455322007774)	(135, 0.0007260008592114733)	(140, 0.0004034618538150416)	(145, 0.000270411893675198)	(150, 0.0003771297402113214)
KTP-16_S28_R2_001	(1, 25.697488424713193)	(2, 0.003648999379157194)	(3, 7.327338593385465e-05)	(4, 7.327371881269025e-05)	(5, 7.327405169455038e-05)	(6, 0.0004176636860622844)	(7, 0.00013922176936067386)	(8, 0.00015387744789709614)	(9, 0.00019784325933726757)	(10, 0.0004030189785300799)	(15, 0.0007474335549889065)	(20, 0.0007943524413982608)	(25, 0.0012648546590393734)	(30, 0.0007696373745760452)	(35, 0.0014685003879423004)	(40, 0.0009997712124144747)	(45, 0.06241829874273979)	(50, 0.0006513048886092215)	(55, 0.0006326699832698515)	(60, 0.0006243359436269406)	(65, 0.0620493696581913)	(70, 0.0009720245006224129)	(75, 0.0004488219015639081)	(80, 0.059379014157619314)	(85, 0.058991567617612255)	(90, 0.00047401005813792614)	(95, 0.0003485460638255476)	(100, 0.0007648973486964724)	(105, 1.6813405767567786)	(110, 0.0008373416969763502)	(115, 0.06323447779632882)	(120, 0.00035000283666828953)	(125, 0.00041221028624451874)	(130, 0.060056013715566896)	(135, 0.0002410197146444076)	(140, 0.0005455405872751977)	(145, 0.0008080516084943175)	(150, 0.00039225862746192745)
KTP-17_S29_R1_001	(1, 27.731437995747545)	(2, 0.004261754780583739)	(3, 0.009714152959137974)	(4, 0.0077603700310506386)	(5, 0.0)	(6, 1.831732643234166e-05)	(7, 0.0)	(8, 0.0003785609457478203)	(9, 0.0)	(10, 0.0)	(15, 9.769664765921398e-06)	(20, 9.769882507759332e-06)	(25, 0.00031264359393581344)	(30, 0.001144589491879345)	(35, 0.0007971184510316015)	(40, 0.0002863267277471731)	(45, 0.0005021013123617943)	(50, 0.0007476683166848435)	(55, 0.003254670894377428)	(60, 0.0005562554660081126)	(65, 0.0013409954197938839)	(70, 0.0005709134134753037)	(75, 0.00046067705040950003)	(80, 0.0617716114440225)	(85, 5.062395193757065e-05)	(90, 0.0002163698799328917)	(95, 0.00036898496162166363)	(100, 0.00019595676454595433)	(105, 0.02798107052810161)	(110, 0.009711608791051356)	(115, 0.0003218968979956266)	(120, 0.0005303283196335812)	(125, 0.00033360442664479495)	(130, 0.00043650231624859493)	(135, 0.0007863379548505951)	(140, 0.0004296672375537379)	(145, 0.00024108207738818873)	(150, 0.0003456949803872514)
KTP-17_S29_R2_001	(1, 25.665698067735498)	(2, 0.004029737755046529)	(3, 9.158527889976529e-05)	(4, 8.548000073268572e-05)	(5, 3.0528728265987774e-05)	(6, 0.000384663643698889)	(7, 0.00020149142733352107)	(8, 0.00012822230279196126)	(9, 0.00016485794099636598)	(10, 0.00042008780763280496)	(15, 0.0007583741542571132)	(20, 0.0008438850410702728)	(25, 0.0013409935902704735)	(30, 0.0008380311228389319)	(35, 0.0015466563435608642)	(40, 0.0010682893373931102)	(45, 0.06296439239973697)	(50, 0.0006717273971361344)	(55, 0.0006502509545407962)	(60, 0.0006619152856502169)	(65, 0.06209073370015598)	(70, 0.0010336478588409137)	(75, 0.0004200700760654517)	(80, 0.059463022538217114)	(85, 0.05909800791751292)	(90, 0.00045133678164526825)	(95, 0.0003232099198152101)	(100, 0.0007206631937150727)	(105, 1.676787972772658)	(110, 0.000759497242209485)	(115, 0.06303061824087025)	(120, 0.000313988890597689)	(125, 0.000337414666858646)	(130, 0.060066707964205865)	(135, 0.000184301738402163)	(140, 0.0005184325853715868)	(145, 0.000777995442196603)	(150, 0.00041603192462576807)
KTP-18_S30_R1_001	(1, 27.806710927013988)	(2, 0.004410523278639013)	(3, 0.009498699192471417)	(4, 0.007574800550419374)	(5, 0.0)	(6, 1.815066943299003e-05)	(7, 0.0)	(8, 0.00035696638350762064)	(9, 0.0)	(10, 0.0)	(15, 8.470717889952886e-06)	(20, 1.3311447377633974e-05)	(25, 0.00031464245417144916)	(30, 0.0011281672023201316)	(35, 0.0007730240862188902)	(40, 0.00028744185108962113)	(45, 0.0005305263399165056)	(50, 0.000840924009245692)	(55, 0.0033282889562080745)	(60, 0.0005382700048321302)	(65, 0.0012691916313673508)	(70, 0.0006005756737555754)	(75, 0.0004424574979238721)	(80, 0.06176851985567166)	(85, 6.618911384457716e-05)	(90, 0.00020623886563320617)	(95, 0.00038978422037401386)	(100, 0.0001909197836487158)	(105, 0.027748308208996268)	(110, 0.009326947994852088)	(115, 0.00033212361437687287)	(120, 0.0005130783420935559)	(125, 0.00034004565181382966)	(130, 0.0004222549654435531)	(135, 0.000718205088915482)	(140, 0.00039393710903551143)	(145, 0.00025714912571830743)	(150, 0.00034648636914676845)
KTP-18_S30_R2_001	(1, 25.748625951866195)	(2, 0.0035090542675242477)	(3, 7.86514970919214e-05)	(4, 6.050144444173533e-05)	(5, 3.025087046879774e-05)	(6, 0.0003569620424714648)	(7, 0.00016940631978746282)	(8, 0.0001391557553428852)	(9, 0.00018755843806657018)	(10, 0.0004319957024051064)	(15, 0.0007442141974795244)	(20, 0.000861621233774323)	(25, 0.0013094310610384026)	(30, 0.0008316394278727477)	(35, 0.0015037203507635524)	(40, 0.001054012475092739)	(45, 0.06322504577217229)	(50, 0.0006550376221283619)	(55, 0.0006289607112818143)	(60, 0.0006625298901151551)	(65, 0.06190687237489738)	(70, 0.0010193438750824967)	(75, 0.00044249091090665536)	(80, 0.0589506798569991)	(85, 0.058521965675122176)	(90, 0.0005021352904217926)	(95, 0.0003935078388114175)	(100, 0.0007452677622037072)	(105, 1.6787155315211781)	(110, 0.0008792346696253469)	(115, 0.06318369110199867)	(120, 0.00031433662119913756)	(125, 0.0003413224078272852)	(130, 0.059631560191575124)	(135, 0.0002080809463962674)	(140, 0.0005072198976601417)	(145, 0.000795311431418991)	(150, 0.0004194536635098859)
KTP-19_S31_R1_001	(1, 27.782343818521362)	(2, 0.0043453998823416665)	(3, 0.009326022618369775)	(4, 0.007626000319387804)	(5, 0.0)	(6, 1.8682180648391982e-05)	(7, 0.0)	(8, 0.00038111944720641873)	(9, 0.0)	(10, 7.473058391444208e-07)	(15, 8.220527333825086e-06)	(20, 1.0462714052089354e-05)	(25, 0.00033331990338117244)	(30, 0.0011086422370310146)	(35, 0.000786526252996564)	(40, 0.00024947797109140673)	(45, 0.0005579945400234258)	(50, 0.0007350458028513004)	(55, 0.0032344395121476016)	(60, 0.0005674400121459255)	(65, 0.0012508379672484505)	(70, 0.0006118959298870781)	(75, 0.00044274166035451296)	(80, 0.06263580501400129)	(85, 6.21345880034296e-05)	(90, 0.0002033931301799743)	(95, 0.0003664093930461852)	(100, 0.00016143930143082055)	(105, 0.02769734024970619)	(110, 0.009523668655675577)	(115, 0.00028189101840445774)	(120, 0.0005028857194889636)	(125, 0.0003532536314126982)	(130, 0.0004221022882404262)	(135, 0.0007151362266403537)	(140, 0.00038687137237686356)	(145, 0.00025319678524481667)	(150, 0.00034307906600155073)
KTP-19_S31_R2_001	(1, 25.733117934611364)	(2, 0.0036466993933028063)	(3, 9.714603627358268e-05)	(4, 8.220082086486997e-05)	(5, 3.36277442341029e-05)	(6, 0.00037737958377946325)	(7, 0.00020176809380602218)	(8, 0.00018682299317262843)	(9, 0.00019803323109712092)	(10, 0.00045137196451606554)	(15, 0.0007749745893155935)	(20, 0.000848986452545308)	(25, 0.0013071704915790642)	(30, 0.0008029372011002723)	(35, 0.0015522033567812086)	(40, 0.0010174624807900573)	(45, 0.06339112454351842)	(50, 0.0006607669141631716)	(55, 0.0006382218624725703)	(60, 0.0006660858999730449)	(65, 0.06267975685755538)	(70, 0.0010330084922805668)	(75, 0.00044354445974055745)	(80, 0.060313015667733325)	(85, 0.05990490165067605)	(90, 0.0004994384581153755)	(95, 0.00035809488503272483)	(100, 0.0007578038199451117)	(105, 1.716099640751072)	(110, 0.0008539646125168446)	(115, 0.06382336802837384)	(120, 0.00039393004028245664)	(125, 0.00041951224904180707)	(130, 0.06097892518981291)	(135, 0.00023686938557629549)	(140, 0.0005601899642239846)	(145, 0.0007853372395564818)	(150, 0.00036851415094339625)
KTP-1_S13_R1_001	(1, 27.63028350506871)	(2, 0.0044842735360180516)	(3, 0.009943792981065784)	(4, 0.0076433310019923505)	(5, 0.0)	(6, 2.5005638771542983e-05)	(7, 0.0)	(8, 0.00035841708345850143)	(9, 0.0)	(10, 0.0)	(15, 1.0002691891099427e-05)	(20, 1.6671508350550138e-05)	(25, 0.000295093584011943)	(30, 0.0011073015195378684)	(35, 0.0007711302842140868)	(40, 0.0002689681384853796)	(45, 0.0004949384931072541)	(50, 0.0007882375807646467)	(55, 0.003252956660382698)	(60, 0.0004912590841223839)	(65, 0.0012922965080688225)	(70, 0.0005678506228951727)	(75, 0.0004793244088958776)	(80, 0.06184327094311704)	(85, 6.0690421313410513e-05)	(90, 0.00023464250854921668)	(95, 0.00036683045956604495)	(100, 0.00018284790487791482)	(105, 0.027654838649668563)	(110, 0.009310863749685115)	(115, 0.0003284974424857146)	(120, 0.0005560524587394578)	(125, 0.00036754385366585075)	(130, 0.0004626865807199496)	(135, 0.0007353888965005076)	(140, 0.0004551169444537872)	(145, 0.00028604780507197777)	(150, 0.00037390559787983354)
KTP-1_S13_R2_001	(1, 25.5676335991881)	(2, 0.0033340301456337706)	(3, 6.668086413398853e-05)	(4, 9.168649387096626e-05)	(5, 5.00110566110991e-05)	(6, 0.0002833974756286506)	(7, 0.00025005749238512425)	(8, 0.0001750409887648691)	(9, 0.0003084066827227075)	(10, 0.0005034598192219158)	(15, 0.0008235626680843059)	(20, 0.000896945975643482)	(25, 0.0014121710706369137)	(30, 0.0008205203329691524)	(35, 0.0015757449847701077)	(40, 0.0010926565941883934)	(45, 0.0624741109107105)	(50, 0.0007129878230048233)	(55, 0.0006566779473440107)	(60, 0.0007193488233113286)	(65, 0.0621670582502046)	(70, 0.0011173319899810438)	(75, 0.0004322779488677085)	(80, 0.05889138896819397)	(85, 0.05844163464195925)	(90, 0.0005115498760875943)	(95, 0.00042266863882726427)	(100, 0.0007924416643137528)	(105, 1.6642936133183512)	(110, 0.0008953626686877284)	(115, 0.06286921213890569)	(120, 0.0003275362655573969)	(125, 0.00033852910539888267)	(130, 0.05950612283212056)	(135, 0.00024401555293271295)	(140, 0.0005620482084954724)	(145, 0.0008492734742741372)	(150, 0.0004998144384569573)
KTP-2_S14_R1_001	(1, 27.77528241389966)	(2, 0.004273121117037221)	(3, 0.00941349091022897)	(4, 0.007651116902212431)	(5, 0.0)	(6, 2.0981298843808042e-05)	(7, 0.0)	(8, 0.0003916544041537747)	(9, 0.0)	(10, 6.99394017047869e-07)	(15, 1.0491131185867321e-05)	(20, 1.0491363645834477e-05)	(25, 0.00032034424612353385)	(30, 0.0010962810090464241)	(35, 0.0007625096321981225)	(40, 0.0002922280089908677)	(45, 0.0005309319628995124)	(50, 0.0007693240459916795)	(55, 0.003268903661348437)	(60, 0.0005526877242705354)	(65, 0.0013358689881610968)	(70, 0.0006221008506359036)	(75, 0.00045913634352053674)	(80, 0.06172357844862622)	(85, 6.362416161470205e-05)	(90, 0.00020173483178096847)	(95, 0.00036149485778880897)	(100, 0.00020302072838087457)	(105, 0.027966640785111303)	(110, 0.009768501123423921)	(115, 0.000294677452375147)	(120, 0.0004740074375413161)	(125, 0.0003352927276741146)	(130, 0.00042221339339869356)	(135, 0.0007989749741315656)	(140, 0.00037759396949364174)	(145, 0.00022424029293706865)	(150, 0.00033839991384993157)
KTP-2_S14_R2_001	(1, 25.709463810391387)	(2, 0.004182203938950733)	(3, 8.392417115439516e-05)	(4, 8.742132954554197e-05)	(5, 6.294362580042436e-05)	(6, 0.0004231228304245737)	(7, 0.00019582640087475653)	(8, 0.00019932417913145082)	(9, 0.0002063188685389323)	(10, 0.00042872885329026626)	(15, 0.0007546658422181306)	(20, 0.0008819871656249215)	(25, 0.0013443743351441142)	(30, 0.0008682613803984642)	(35, 0.0015538275120097072)	(40, 0.0010806860758680171)	(45, 0.06292661109105614)	(50, 0.0007076076321576416)	(55, 0.0006534126707466551)	(60, 0.0007011170404844107)	(65, 0.06256224549244935)	(70, 0.0010752214422435607)	(75, 0.00045424740117761377)	(80, 0.05981111061060005)	(85, 0.059446811856189066)	(90, 0.0005040465165840791)	(95, 0.00037288466376064744)	(100, 0.0007710161155360407)	(105, 1.7008145728641608)	(110, 0.000858322325319832)	(115, 0.06363988758047398)	(120, 0.0004068680644994428)	(125, 0.0004256336047046128)	(130, 0.0604243575693679)	(135, 0.00026780744189942743)	(140, 0.0005545533119645939)	(145, 0.0008177884234915682)	(150, 0.00039473388614874247)
KTP-3_S15_R1_001	(1, 27.66599788159595)	(2, 0.0043148247162817024)	(3, 0.009558273431621356)	(4, 0.007800179218403471)	(5, 0.0)	(6, 2.4762677593280694e-05)	(7, 0.0)	(8, 0.00037763389582418013)	(9, 0.0)	(10, 2.476329907714737e-06)	(15, 1.6096468064687842e-05)	(20, 7.429303766883604e-06)	(25, 0.0003157537026022117)	(30, 0.001133301723091757)	(35, 0.0007612354886695428)	(40, 0.0002966062634009564)	(45, 0.0005204970043285599)	(50, 0.0007659769645111308)	(55, 0.003262522528645408)	(60, 0.0005520280795126292)	(65, 0.0013049098518123912)	(70, 0.0006170154192278167)	(75, 0.00044771204201950096)	(80, 0.06290515708582207)	(85, 5.643105409936056e-05)	(90, 0.0001984305973349992)	(95, 0.00034717161486637663)	(100, 0.00021041475419184618)	(105, 0.02781699238699948)	(110, 0.00954972394064705)	(115, 0.0002749495458080578)	(120, 0.000474894595620776)	(125, 0.0003397831514108465)	(130, 0.0004936733401522336)	(135, 0.0007660685010268579)	(140, 0.0003861554273285763)	(145, 0.00026179731569281973)	(150, 0.00033303140641361583)
KTP-3_S15_R2_001	(1, 25.607029238556933)	(2, 0.0037886256420002584)	(3, 8.666837898621149e-05)	(4, 4.9525008736521066e-05)	(5, 3.71439382083349e-05)	(6, 0.000340487702203265)	(7, 0.00018572116270362468)	(8, 0.00016095906841843787)	(9, 0.00025382091795139776)	(10, 0.00042840616673590296)	(15, 0.0007416847298059864)	(20, 0.0008642973535549361)	(25, 0.0013361382908827297)	(30, 0.0008398271605975095)	(35, 0.001598240918265662)	(40, 0.001079795229122122)	(45, 0.06305708228832457)	(50, 0.0006964173592423307)	(55, 0.0006473501530671886)	(60, 0.0006891814734959125)	(65, 0.06252459785777675)	(70, 0.0010605496262836725)	(75, 0.0004127494554521389)	(80, 0.05914653769193741)	(85, 0.05878444700240333)	(90, 0.00046474599539994413)	(95, 0.0003333844438943671)	(100, 0.0007397146148251814)	(105, 1.7013754095638898)	(110, 0.0008827880114858561)	(115, 0.06371937228592935)	(120, 0.0004013174235020094)	(125, 0.0003882095885782782)	(130, 0.05982776335606143)	(135, 0.0002417553124130992)	(140, 0.0005658341996733943)	(145, 0.0008084925918674853)	(150, 0.0003361867507055962)
