Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
WZP-12_S43_R1_001	(0, 303.0)	(5, 372.0)	(10, 438.0)	(15, 451.0)	(20, 457.0)	(25, 458.0)	(30, 14935.0)	(35, 18307.0)	(40, 17958.0)	(45, 17813.0)	(50, 18569.0)	(55, 18967.0)	(60, 19301.0)	(65, 20231.0)	(70, 21452.0)	(75, 22681.0)	(80, 24128.0)	(85, 26044.0)	(90, 27690.0)	(95, 29837.0)	(100, 32572.0)	(105, 35223.0)	(110, 39041.0)	(115, 44756.0)	(120, 46830.0)	(125, 53806.0)	(130, 60934.0)	(135, 70494.0)	(140, 108815.0)	(145, 126319.0)	(150, 19409503.0)
WZP-12_S43_R2_001	(0, 368.0)	(5, 443.0)	(10, 493.0)	(15, 585.0)	(20, 809.0)	(25, 1105.0)	(30, 15156.0)	(35, 18348.0)	(40, 18003.0)	(45, 17912.0)	(50, 18699.0)	(55, 19040.0)	(60, 19399.0)	(65, 20328.0)	(70, 21527.0)	(75, 22795.0)	(80, 24246.0)	(85, 26199.0)	(90, 27833.0)	(95, 29944.0)	(100, 32597.0)	(105, 35395.0)	(110, 39099.0)	(115, 44845.0)	(120, 46914.0)	(125, 53741.0)	(130, 60766.0)	(135, 70232.0)	(140, 106677.0)	(145, 122201.0)	(150, 19412986.0)
WZP-13_S44_R1_001	(0, 220.0)	(5, 249.0)	(10, 256.0)	(15, 268.0)	(20, 300.0)	(25, 305.0)	(30, 10687.0)	(35, 12963.0)	(40, 12947.0)	(45, 12630.0)	(50, 12937.0)	(55, 13873.0)	(60, 14036.0)	(65, 15102.0)	(70, 15962.0)	(75, 17047.0)	(80, 18375.0)	(85, 19895.0)	(90, 21886.0)	(95, 23961.0)	(100, 26722.0)	(105, 29505.0)	(110, 32848.0)	(115, 38238.0)	(120, 41640.0)	(125, 46614.0)	(130, 52726.0)	(135, 59832.0)	(140, 86134.0)	(145, 98606.0)	(150, 13001808.0)
WZP-13_S44_R2_001	(0, 182.0)	(5, 246.0)	(10, 289.0)	(15, 366.0)	(20, 544.0)	(25, 705.0)	(30, 10807.0)	(35, 12986.0)	(40, 12971.0)	(45, 12677.0)	(50, 12946.0)	(55, 13917.0)	(60, 14101.0)	(65, 15161.0)	(70, 15999.0)	(75, 17097.0)	(80, 18410.0)	(85, 19931.0)	(90, 21993.0)	(95, 24051.0)	(100, 26692.0)	(105, 29505.0)	(110, 32843.0)	(115, 38238.0)	(120, 41513.0)	(125, 46535.0)	(130, 52639.0)	(135, 59579.0)	(140, 84349.0)	(145, 95593.0)	(150, 13005707.0)
WZP-14_S45_R1_001	(0, 225.0)	(5, 304.0)	(10, 308.0)	(15, 295.0)	(20, 338.0)	(25, 370.0)	(30, 12728.0)	(35, 15564.0)	(40, 15937.0)	(45, 15975.0)	(50, 16582.0)	(55, 17473.0)	(60, 18468.0)	(65, 19018.0)	(70, 20626.0)	(75, 21288.0)	(80, 22833.0)	(85, 24333.0)	(90, 25566.0)	(95, 26987.0)	(100, 29013.0)	(105, 30915.0)	(110, 33326.0)	(115, 37152.0)	(120, 38529.0)	(125, 43411.0)	(130, 48802.0)	(135, 55001.0)	(140, 85333.0)	(145, 97703.0)	(150, 14405330.0)
WZP-14_S45_R2_001	(0, 237.0)	(5, 299.0)	(10, 318.0)	(15, 405.0)	(20, 567.0)	(25, 784.0)	(30, 12911.0)	(35, 15592.0)	(40, 16025.0)	(45, 15958.0)	(50, 16699.0)	(55, 17534.0)	(60, 18483.0)	(65, 19130.0)	(70, 20693.0)	(75, 21367.0)	(80, 22911.0)	(85, 24417.0)	(90, 25714.0)	(95, 27010.0)	(100, 29054.0)	(105, 30932.0)	(110, 33355.0)	(115, 37066.0)	(120, 38488.0)	(125, 43280.0)	(130, 48617.0)	(135, 54702.0)	(140, 82876.0)	(145, 94686.0)	(150, 14409623.0)
WZP-1_S32_R1_001	(0, 368.0)	(5, 483.0)	(10, 433.0)	(15, 427.0)	(20, 488.0)	(25, 537.0)	(30, 19204.0)	(35, 23302.0)	(40, 22806.0)	(45, 23060.0)	(50, 23866.0)	(55, 25119.0)	(60, 25857.0)	(65, 27215.0)	(70, 28729.0)	(75, 30857.0)	(80, 32094.0)	(85, 33694.0)	(90, 35205.0)	(95, 36865.0)	(100, 38973.0)	(105, 40667.0)	(110, 43486.0)	(115, 47951.0)	(120, 48554.0)	(125, 52496.0)	(130, 56310.0)	(135, 60967.0)	(140, 95341.0)	(145, 108384.0)	(150, 20378015.0)
WZP-1_S32_R2_001	(0, 357.0)	(5, 455.0)	(10, 502.0)	(15, 631.0)	(20, 929.0)	(25, 1408.0)	(30, 19419.0)	(35, 23364.0)	(40, 22907.0)	(45, 23168.0)	(50, 23984.0)	(55, 25276.0)	(60, 25933.0)	(65, 27296.0)	(70, 28892.0)	(75, 30990.0)	(80, 32193.0)	(85, 33865.0)	(90, 35360.0)	(95, 36931.0)	(100, 39031.0)	(105, 40760.0)	(110, 43561.0)	(115, 47929.0)	(120, 48599.0)	(125, 52531.0)	(130, 56322.0)	(135, 60766.0)	(140, 93404.0)	(145, 103980.0)	(150, 20381010.0)
WZP-2_S33_R1_001	(0, 239.0)	(5, 271.0)	(10, 248.0)	(15, 287.0)	(20, 309.0)	(25, 354.0)	(30, 11290.0)	(35, 13617.0)	(40, 13076.0)	(45, 13241.0)	(50, 13622.0)	(55, 14568.0)	(60, 15365.0)	(65, 16334.0)	(70, 17657.0)	(75, 19316.0)	(80, 21279.0)	(85, 23249.0)	(90, 25933.0)	(95, 28775.0)	(100, 32315.0)	(105, 35263.0)	(110, 39220.0)	(115, 45056.0)	(120, 48010.0)	(125, 54002.0)	(130, 60436.0)	(135, 67679.0)	(140, 95126.0)	(145, 107118.0)	(150, 12970363.0)
WZP-2_S33_R2_001	(0, 200.0)	(5, 241.0)	(10, 249.0)	(15, 362.0)	(20, 476.0)	(25, 695.0)	(30, 11401.0)	(35, 13605.0)	(40, 13164.0)	(45, 13321.0)	(50, 13690.0)	(55, 14597.0)	(60, 15413.0)	(65, 16363.0)	(70, 17676.0)	(75, 19369.0)	(80, 21298.0)	(85, 23275.0)	(90, 25919.0)	(95, 28736.0)	(100, 32257.0)	(105, 35134.0)	(110, 39265.0)	(115, 45002.0)	(120, 47963.0)	(125, 53822.0)	(130, 60091.0)	(135, 67368.0)	(140, 92731.0)	(145, 104250.0)	(150, 12975685.0)
WZP-3_S34_R1_001	(0, 310.0)	(5, 399.0)	(10, 355.0)	(15, 425.0)	(20, 487.0)	(25, 543.0)	(30, 19315.0)	(35, 23566.0)	(40, 23031.0)	(45, 22319.0)	(50, 23064.0)	(55, 23839.0)	(60, 24880.0)	(65, 25372.0)	(70, 26336.0)	(75, 27788.0)	(80, 29114.0)	(85, 30861.0)	(90, 32478.0)	(95, 34926.0)	(100, 37449.0)	(105, 40013.0)	(110, 43711.0)	(115, 48171.0)	(120, 50220.0)	(125, 54957.0)	(130, 60393.0)	(135, 66269.0)	(140, 99977.0)	(145, 112697.0)	(150, 18077723.0)
WZP-3_S34_R2_001	(0, 296.0)	(5, 416.0)	(10, 458.0)	(15, 521.0)	(20, 792.0)	(25, 1214.0)	(30, 19518.0)	(35, 23712.0)	(40, 23090.0)	(45, 22462.0)	(50, 23159.0)	(55, 23956.0)	(60, 24973.0)	(65, 25490.0)	(70, 26456.0)	(75, 27916.0)	(80, 29255.0)	(85, 30948.0)	(90, 32588.0)	(95, 34969.0)	(100, 37531.0)	(105, 40102.0)	(110, 43709.0)	(115, 48295.0)	(120, 50237.0)	(125, 54953.0)	(130, 60278.0)	(135, 65996.0)	(140, 97187.0)	(145, 108644.0)	(150, 18081867.0)
WZP-4_S35_R1_001	(0, 201.0)	(5, 286.0)	(10, 272.0)	(15, 285.0)	(20, 304.0)	(25, 358.0)	(30, 9501.0)	(35, 11802.0)	(40, 11219.0)	(45, 11439.0)	(50, 12274.0)	(55, 12706.0)	(60, 13935.0)	(65, 15012.0)	(70, 16705.0)	(75, 18417.0)	(80, 20821.0)	(85, 22769.0)	(90, 25163.0)	(95, 27582.0)	(100, 30107.0)	(105, 32785.0)	(110, 35591.0)	(115, 40258.0)	(120, 43397.0)	(125, 48348.0)	(130, 53983.0)	(135, 59904.0)	(140, 86105.0)	(145, 96710.0)	(150, 12641176.0)
WZP-4_S35_R2_001	(0, 202.0)	(5, 273.0)	(10, 288.0)	(15, 337.0)	(20, 501.0)	(25, 678.0)	(30, 9619.0)	(35, 11827.0)	(40, 11258.0)	(45, 11503.0)	(50, 12362.0)	(55, 12798.0)	(60, 13969.0)	(65, 15104.0)	(70, 16772.0)	(75, 18525.0)	(80, 20901.0)	(85, 22813.0)	(90, 25212.0)	(95, 27585.0)	(100, 30088.0)	(105, 32823.0)	(110, 35592.0)	(115, 40321.0)	(120, 43283.0)	(125, 48247.0)	(130, 53773.0)	(135, 59669.0)	(140, 84203.0)	(145, 93206.0)	(150, 12645683.0)
WZP-5_S36_R1_001	(0, 267.0)	(5, 276.0)	(10, 312.0)	(15, 310.0)	(20, 330.0)	(25, 407.0)	(30, 12490.0)	(35, 14847.0)	(40, 14682.0)	(45, 14112.0)	(50, 14846.0)	(55, 15336.0)	(60, 15654.0)	(65, 16452.0)	(70, 17025.0)	(75, 18213.0)	(80, 19181.0)	(85, 20629.0)	(90, 21657.0)	(95, 23057.0)	(100, 24765.0)	(105, 26360.0)	(110, 28177.0)	(115, 32040.0)	(120, 32392.0)	(125, 35475.0)	(130, 38490.0)	(135, 41830.0)	(140, 65589.0)	(145, 74822.0)	(150, 14280800.0)
WZP-5_S36_R2_001	(0, 266.0)	(5, 305.0)	(10, 390.0)	(15, 479.0)	(20, 715.0)	(25, 1072.0)	(30, 12708.0)	(35, 14919.0)	(40, 14758.0)	(45, 14270.0)	(50, 14954.0)	(55, 15385.0)	(60, 15731.0)	(65, 16550.0)	(70, 17169.0)	(75, 18351.0)	(80, 19312.0)	(85, 20740.0)	(90, 21801.0)	(95, 23093.0)	(100, 24818.0)	(105, 26466.0)	(110, 28292.0)	(115, 32155.0)	(120, 32448.0)	(125, 35496.0)	(130, 38481.0)	(135, 41756.0)	(140, 64160.0)	(145, 71862.0)	(150, 14281921.0)
WZP-6_S37_R1_001	(0, 167.0)	(5, 224.0)	(10, 267.0)	(15, 229.0)	(20, 255.0)	(25, 309.0)	(30, 10793.0)	(35, 13113.0)	(40, 12938.0)	(45, 12687.0)	(50, 12937.0)	(55, 13458.0)	(60, 14113.0)	(65, 14577.0)	(70, 15753.0)	(75, 16548.0)	(80, 17358.0)	(85, 18935.0)	(90, 20070.0)	(95, 21625.0)	(100, 23344.0)	(105, 25463.0)	(110, 28047.0)	(115, 31586.0)	(120, 33355.0)	(125, 36818.0)	(130, 41010.0)	(135, 46406.0)	(140, 69690.0)	(145, 79535.0)	(150, 12575341.0)
WZP-6_S37_R2_001	(0, 201.0)	(5, 263.0)	(10, 280.0)	(15, 339.0)	(20, 522.0)	(25, 749.0)	(30, 10930.0)	(35, 13059.0)	(40, 12961.0)	(45, 12708.0)	(50, 13012.0)	(55, 13521.0)	(60, 14194.0)	(65, 14639.0)	(70, 15816.0)	(75, 16635.0)	(80, 17451.0)	(85, 19031.0)	(90, 20147.0)	(95, 21718.0)	(100, 23389.0)	(105, 25559.0)	(110, 28045.0)	(115, 31737.0)	(120, 33329.0)	(125, 36800.0)	(130, 40995.0)	(135, 46162.0)	(140, 68537.0)	(145, 76914.0)	(150, 12577308.0)
WZP-7_S38_R1_001	(0, 184.0)	(5, 224.0)	(10, 246.0)	(15, 225.0)	(20, 260.0)	(25, 303.0)	(30, 9659.0)	(35, 11678.0)	(40, 11420.0)	(45, 10991.0)	(50, 11767.0)	(55, 12276.0)	(60, 12743.0)	(65, 13740.0)	(70, 14767.0)	(75, 16162.0)	(80, 17681.0)	(85, 19103.0)	(90, 20982.0)	(95, 22754.0)	(100, 25229.0)	(105, 27098.0)	(110, 30219.0)	(115, 34581.0)	(120, 37033.0)	(125, 40659.0)	(130, 46396.0)	(135, 51608.0)	(140, 76812.0)	(145, 90014.0)	(150, 12653701.0)
WZP-7_S38_R2_001	(0, 170.0)	(5, 250.0)	(10, 287.0)	(15, 323.0)	(20, 471.0)	(25, 662.0)	(30, 9812.0)	(35, 11756.0)	(40, 11455.0)	(45, 11062.0)	(50, 11864.0)	(55, 12306.0)	(60, 12821.0)	(65, 13769.0)	(70, 14800.0)	(75, 16226.0)	(80, 17786.0)	(85, 19161.0)	(90, 21030.0)	(95, 22788.0)	(100, 25243.0)	(105, 27148.0)	(110, 30253.0)	(115, 34514.0)	(120, 36932.0)	(125, 40536.0)	(130, 46211.0)	(135, 51352.0)	(140, 74810.0)	(145, 86869.0)	(150, 12657848.0)
WZP-8_S39_R1_001	(0, 252.0)	(5, 305.0)	(10, 350.0)	(15, 325.0)	(20, 358.0)	(25, 436.0)	(30, 13348.0)	(35, 16025.0)	(40, 15772.0)	(45, 15242.0)	(50, 15676.0)	(55, 16136.0)	(60, 17543.0)	(65, 17780.0)	(70, 19136.0)	(75, 20507.0)	(80, 21927.0)	(85, 23813.0)	(90, 25932.0)	(95, 27829.0)	(100, 30700.0)	(105, 33219.0)	(110, 36929.0)	(115, 42131.0)	(120, 44043.0)	(125, 48175.0)	(130, 53072.0)	(135, 58277.0)	(140, 88743.0)	(145, 101997.0)	(150, 15878939.0)
WZP-8_S39_R2_001	(0, 228.0)	(5, 345.0)	(10, 335.0)	(15, 453.0)	(20, 554.0)	(25, 778.0)	(30, 13473.0)	(35, 16081.0)	(40, 15825.0)	(45, 15327.0)	(50, 15706.0)	(55, 16256.0)	(60, 17595.0)	(65, 17825.0)	(70, 19217.0)	(75, 20547.0)	(80, 22008.0)	(85, 23900.0)	(90, 25881.0)	(95, 27814.0)	(100, 30696.0)	(105, 33293.0)	(110, 36924.0)	(115, 42136.0)	(120, 43983.0)	(125, 48071.0)	(130, 52899.0)	(135, 58062.0)	(140, 86433.0)	(145, 98068.0)	(150, 15884204.0)
WZP-9_S40_R1_001	(0, 357.0)	(5, 452.0)	(10, 432.0)	(15, 478.0)	(20, 502.0)	(25, 518.0)	(30, 17184.0)	(35, 20512.0)	(40, 20000.0)	(45, 19250.0)	(50, 19978.0)	(55, 20427.0)	(60, 20740.0)	(65, 21260.0)	(70, 21976.0)	(75, 22898.0)	(80, 24347.0)	(85, 25623.0)	(90, 27158.0)	(95, 28743.0)	(100, 31156.0)	(105, 32952.0)	(110, 36574.0)	(115, 41025.0)	(120, 42145.0)	(125, 45909.0)	(130, 50344.0)	(135, 55095.0)	(140, 91806.0)	(145, 108273.0)	(150, 21388018.0)
WZP-9_S40_R2_001	(0, 341.0)	(5, 460.0)	(10, 513.0)	(15, 608.0)	(20, 898.0)	(25, 1228.0)	(30, 17423.0)	(35, 20598.0)	(40, 20129.0)	(45, 19410.0)	(50, 20070.0)	(55, 20547.0)	(60, 20866.0)	(65, 21366.0)	(70, 22125.0)	(75, 23049.0)	(80, 24482.0)	(85, 25760.0)	(90, 27324.0)	(95, 28889.0)	(100, 31211.0)	(105, 33044.0)	(110, 36763.0)	(115, 41315.0)	(120, 42163.0)	(125, 45946.0)	(130, 50263.0)	(135, 54992.0)	(140, 88976.0)	(145, 102935.0)	(150, 21392438.0)
