Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
KTP-1_S13_R2_001	(0, 181.0)	(5, 246.0)	(10, 305.0)	(15, 354.0)	(20, 466.0)	(25, 687.0)	(30, 9280.0)	(35, 10877.0)	(40, 10788.0)	(45, 10501.0)	(50, 10536.0)	(55, 11203.0)	(60, 11616.0)	(65, 12200.0)	(70, 12562.0)	(75, 13346.0)	(80, 14333.0)	(85, 15234.0)	(90, 16333.0)	(95, 17477.0)	(100, 18856.0)	(105, 19820.0)	(110, 21776.0)	(115, 24757.0)	(120, 25264.0)	(125, 27422.0)	(130, 29789.0)	(135, 32510.0)	(140, 51339.0)	(145, 59186.0)	(150, 11508284.0)
KTP-2_S14_R1_001	(0, 464.0)	(5, 591.0)	(10, 596.0)	(15, 599.0)	(20, 679.0)	(25, 756.0)	(30, 20380.0)	(35, 24444.0)	(40, 23782.0)	(45, 23130.0)	(50, 23879.0)	(55, 24991.0)	(60, 26265.0)	(65, 27717.0)	(70, 29135.0)	(75, 31585.0)	(80, 33447.0)	(85, 35232.0)	(90, 37691.0)	(95, 40686.0)	(100, 43184.0)	(105, 46273.0)	(110, 49719.0)	(115, 55741.0)	(120, 56483.0)	(125, 61152.0)	(130, 65365.0)	(135, 70580.0)	(140, 117148.0)	(145, 134993.0)	(150, 27490790.0)
KTP-2_S14_R2_001	(0, 459.0)	(5, 607.0)	(10, 659.0)	(15, 799.0)	(20, 1141.0)	(25, 1527.0)	(30, 20678.0)	(35, 24546.0)	(40, 23851.0)	(45, 23293.0)	(50, 24019.0)	(55, 25166.0)	(60, 26406.0)	(65, 27879.0)	(70, 29288.0)	(75, 31767.0)	(80, 33598.0)	(85, 35467.0)	(90, 37857.0)	(95, 40833.0)	(100, 43275.0)	(105, 46392.0)	(110, 49862.0)	(115, 56045.0)	(120, 56620.0)	(125, 61087.0)	(130, 65296.0)	(135, 70492.0)	(140, 113977.0)	(145, 129208.0)	(150, 27495383.0)
KTP-3_S15_R1_001	(0, 265.0)	(5, 322.0)	(10, 342.0)	(15, 321.0)	(20, 414.0)	(25, 442.0)	(30, 13316.0)	(35, 16334.0)	(40, 15647.0)	(45, 15782.0)	(50, 16406.0)	(55, 17160.0)	(60, 17713.0)	(65, 18866.0)	(70, 19658.0)	(75, 20908.0)	(80, 21894.0)	(85, 23184.0)	(90, 24597.0)	(95, 25886.0)	(100, 27243.0)	(105, 28750.0)	(110, 30356.0)	(115, 33587.0)	(120, 34076.0)	(125, 36468.0)	(130, 39137.0)	(135, 41307.0)	(140, 67145.0)	(145, 77333.0)	(150, 15468811.0)
KTP-3_S15_R2_001	(0, 294.0)	(5, 328.0)	(10, 416.0)	(15, 522.0)	(20, 700.0)	(25, 1048.0)	(30, 13521.0)	(35, 16385.0)	(40, 15725.0)	(45, 15903.0)	(50, 16580.0)	(55, 17192.0)	(60, 17774.0)	(65, 18898.0)	(70, 19741.0)	(75, 21046.0)	(80, 21988.0)	(85, 23203.0)	(90, 24620.0)	(95, 25970.0)	(100, 27324.0)	(105, 28832.0)	(110, 30439.0)	(115, 33669.0)	(120, 34081.0)	(125, 36483.0)	(130, 39080.0)	(135, 41162.0)	(140, 64958.0)	(145, 73379.0)	(150, 15472409.0)
KTP-4_S16_R1_001	(0, 273.0)	(5, 355.0)	(10, 391.0)	(15, 393.0)	(20, 440.0)	(25, 422.0)	(30, 15321.0)	(35, 18377.0)	(40, 18083.0)	(45, 17560.0)	(50, 18422.0)	(55, 19576.0)	(60, 20302.0)	(65, 21222.0)	(70, 22164.0)	(75, 23289.0)	(80, 24521.0)	(85, 26464.0)	(90, 27081.0)	(95, 28293.0)	(100, 29968.0)	(105, 31566.0)	(110, 33743.0)	(115, 37088.0)	(120, 37229.0)	(125, 39872.0)	(130, 42844.0)	(135, 45214.0)	(140, 72224.0)	(145, 82769.0)	(150, 16986249.0)
KTP-4_S16_R2_001	(0, 274.0)	(5, 366.0)	(10, 442.0)	(15, 526.0)	(20, 795.0)	(25, 1198.0)	(30, 15512.0)	(35, 18511.0)	(40, 18153.0)	(45, 17702.0)	(50, 18549.0)	(55, 19677.0)	(60, 20405.0)	(65, 21282.0)	(70, 22298.0)	(75, 23385.0)	(80, 24693.0)	(85, 26615.0)	(90, 27206.0)	(95, 28386.0)	(100, 30067.0)	(105, 31661.0)	(110, 33813.0)	(115, 37283.0)	(120, 37301.0)	(125, 39828.0)	(130, 42880.0)	(135, 45185.0)	(140, 70255.0)	(145, 78760.0)	(150, 16988707.0)
KTP-5_S17_R1_001	(0, 531.0)	(5, 604.0)	(10, 650.0)	(15, 669.0)	(20, 709.0)	(25, 921.0)	(30, 27233.0)	(35, 33767.0)	(40, 33264.0)	(45, 32546.0)	(50, 33591.0)	(55, 35669.0)	(60, 37047.0)	(65, 38853.0)	(70, 40373.0)	(75, 42995.0)	(80, 44719.0)	(85, 47749.0)	(90, 50070.0)	(95, 53413.0)	(100, 57520.0)	(105, 61372.0)	(110, 66188.0)	(115, 74709.0)	(120, 78152.0)	(125, 85115.0)	(130, 94558.0)	(135, 105010.0)	(140, 161645.0)	(145, 186993.0)	(150, 30679994.0)
KTP-5_S17_R2_001	(0, 515.0)	(5, 671.0)	(10, 759.0)	(15, 940.0)	(20, 1300.0)	(25, 1880.0)	(30, 27605.0)	(35, 33939.0)	(40, 33436.0)	(45, 32749.0)	(50, 33764.0)	(55, 35865.0)	(60, 37173.0)	(65, 38980.0)	(70, 40538.0)	(75, 43120.0)	(80, 44849.0)	(85, 47891.0)	(90, 50223.0)	(95, 53483.0)	(100, 57562.0)	(105, 61464.0)	(110, 66371.0)	(115, 74963.0)	(120, 78073.0)	(125, 85041.0)	(130, 94373.0)	(135, 104570.0)	(140, 157580.0)	(145, 179856.0)	(150, 30687096.0)
KTP-6_S18_R1_001	(0, 212.0)	(5, 263.0)	(10, 235.0)	(15, 255.0)	(20, 330.0)	(25, 486.0)	(30, 10692.0)	(35, 13665.0)	(40, 14924.0)	(45, 16030.0)	(50, 18059.0)	(55, 20195.0)	(60, 21896.0)	(65, 23907.0)	(70, 26373.0)	(75, 28587.0)	(80, 30338.0)	(85, 32482.0)	(90, 33933.0)	(95, 36302.0)	(100, 38377.0)	(105, 40852.0)	(110, 43672.0)	(115, 46897.0)	(120, 48087.0)	(125, 50722.0)	(130, 54314.0)	(135, 57110.0)	(140, 77826.0)	(145, 86256.0)	(150, 11017141.0)
KTP-6_S18_R2_001	(0, 195.0)	(5, 239.0)	(10, 276.0)	(15, 359.0)	(20, 488.0)	(25, 965.0)	(30, 10820.0)	(35, 13725.0)	(40, 15000.0)	(45, 16122.0)	(50, 18086.0)	(55, 20224.0)	(60, 21891.0)	(65, 24014.0)	(70, 26402.0)	(75, 28609.0)	(80, 30329.0)	(85, 32580.0)	(90, 33942.0)	(95, 36222.0)	(100, 38355.0)	(105, 40790.0)	(110, 43578.0)	(115, 46777.0)	(120, 47979.0)	(125, 50553.0)	(130, 54121.0)	(135, 56697.0)	(140, 75755.0)	(145, 83849.0)	(150, 11021476.0)
KTP-7_S19_R1_001	(0, 169.0)	(5, 188.0)	(10, 192.0)	(15, 206.0)	(20, 254.0)	(25, 423.0)	(30, 5989.0)	(35, 7748.0)	(40, 8168.0)	(45, 8818.0)	(50, 9919.0)	(55, 11062.0)	(60, 12460.0)	(65, 13936.0)	(70, 15000.0)	(75, 16400.0)	(80, 17667.0)	(85, 19310.0)	(90, 20665.0)	(95, 22298.0)	(100, 23893.0)	(105, 25980.0)	(110, 28058.0)	(115, 31350.0)	(120, 32315.0)	(125, 35017.0)	(130, 38157.0)	(135, 41210.0)	(140, 58625.0)	(145, 69801.0)	(150, 10407142.0)
KTP-7_S19_R2_001	(0, 154.0)	(5, 184.0)	(10, 235.0)	(15, 302.0)	(20, 409.0)	(25, 702.0)	(30, 6103.0)	(35, 7788.0)	(40, 8256.0)	(45, 8927.0)	(50, 10023.0)	(55, 11135.0)	(60, 12538.0)	(65, 14007.0)	(70, 15108.0)	(75, 16417.0)	(80, 17621.0)	(85, 19321.0)	(90, 20674.0)	(95, 22291.0)	(100, 23891.0)	(105, 25934.0)	(110, 28021.0)	(115, 31341.0)	(120, 32273.0)	(125, 34853.0)	(130, 37926.0)	(135, 40954.0)	(140, 56449.0)	(145, 65217.0)	(150, 10413366.0)
KTP-8_S20_R1_001	(0, 353.0)	(5, 425.0)	(10, 443.0)	(15, 428.0)	(20, 455.0)	(25, 632.0)	(30, 13280.0)	(35, 15944.0)	(40, 16027.0)	(45, 16525.0)	(50, 17532.0)	(55, 19100.0)	(60, 20086.0)	(65, 21199.0)	(70, 22715.0)	(75, 24247.0)	(80, 25675.0)	(85, 27208.0)	(90, 29464.0)	(95, 31042.0)	(100, 33818.0)	(105, 36171.0)	(110, 38502.0)	(115, 43833.0)	(120, 45039.0)	(125, 49149.0)	(130, 53638.0)	(135, 58841.0)	(140, 92068.0)	(145, 106851.0)	(150, 19430227.0)
KTP-8_S20_R2_001	(0, 336.0)	(5, 405.0)	(10, 474.0)	(15, 549.0)	(20, 769.0)	(25, 1103.0)	(30, 13469.0)	(35, 16040.0)	(40, 16138.0)	(45, 16624.0)	(50, 17612.0)	(55, 19204.0)	(60, 20183.0)	(65, 21356.0)	(70, 22831.0)	(75, 24350.0)	(80, 25804.0)	(85, 27354.0)	(90, 29550.0)	(95, 31072.0)	(100, 33853.0)	(105, 36247.0)	(110, 38494.0)	(115, 44002.0)	(120, 44998.0)	(125, 49097.0)	(130, 53438.0)	(135, 58717.0)	(140, 89086.0)	(145, 102034.0)	(150, 19435728.0)
KTP-9_S21_R1_001	(0, 221.0)	(5, 285.0)	(10, 297.0)	(15, 281.0)	(20, 338.0)	(25, 427.0)	(30, 10602.0)	(35, 13022.0)	(40, 12613.0)	(45, 12728.0)	(50, 13105.0)	(55, 13983.0)	(60, 14662.0)	(65, 15898.0)	(70, 16727.0)	(75, 18156.0)	(80, 19714.0)	(85, 20603.0)	(90, 22295.0)	(95, 24395.0)	(100, 26087.0)	(105, 28230.0)	(110, 31444.0)	(115, 35451.0)	(120, 36649.0)	(125, 40829.0)	(130, 45141.0)	(135, 50062.0)	(140, 76441.0)	(145, 91180.0)	(150, 14805739.0)
KTP-9_S21_R2_001	(0, 209.0)	(5, 312.0)	(10, 363.0)	(15, 418.0)	(20, 602.0)	(25, 806.0)	(30, 10755.0)	(35, 13055.0)	(40, 12653.0)	(45, 12843.0)	(50, 13160.0)	(55, 14072.0)	(60, 14754.0)	(65, 15926.0)	(70, 16775.0)	(75, 18206.0)	(80, 19848.0)	(85, 20706.0)	(90, 22343.0)	(95, 24436.0)	(100, 26054.0)	(105, 28248.0)	(110, 31487.0)	(115, 35379.0)	(120, 36562.0)	(125, 40642.0)	(130, 44961.0)	(135, 49702.0)	(140, 73775.0)	(145, 86378.0)	(150, 14812175.0)
STP-1_S46_R1_001	(0, 175.0)	(5, 240.0)	(10, 248.0)	(15, 225.0)	(20, 267.0)	(25, 295.0)	(30, 9281.0)	(35, 11366.0)	(40, 10833.0)	(45, 10853.0)	(50, 11011.0)	(55, 11398.0)	(60, 11536.0)	(65, 12013.0)	(70, 12716.0)	(75, 13259.0)	(80, 14696.0)	(85, 15439.0)	(90, 16825.0)	(95, 18231.0)	(100, 19746.0)	(105, 21516.0)	(110, 23732.0)	(115, 27065.0)	(120, 28822.0)	(125, 32350.0)	(130, 36578.0)	(135, 40479.0)	(140, 61317.0)	(145, 68657.0)	(150, 10640815.0)
STP-1_S46_R2_001	(0, 156.0)	(5, 228.0)	(10, 257.0)	(15, 312.0)	(20, 457.0)	(25, 678.0)	(30, 9357.0)	(35, 11391.0)	(40, 10893.0)	(45, 10917.0)	(50, 11057.0)	(55, 11444.0)	(60, 11595.0)	(65, 12057.0)	(70, 12765.0)	(75, 13307.0)	(80, 14686.0)	(85, 15510.0)	(90, 16876.0)	(95, 18250.0)	(100, 19809.0)	(105, 21562.0)	(110, 23766.0)	(115, 27121.0)	(120, 28902.0)	(125, 32378.0)	(130, 36508.0)	(135, 40327.0)	(140, 59886.0)	(145, 66217.0)	(150, 10643315.0)
STP-2_S47_R1_001	(0, 231.0)	(5, 239.0)	(10, 230.0)	(15, 271.0)	(20, 351.0)	(25, 484.0)	(30, 10562.0)	(35, 13006.0)	(40, 14284.0)	(45, 15034.0)	(50, 17274.0)	(55, 19674.0)	(60, 21873.0)	(65, 24860.0)	(70, 28506.0)	(75, 31154.0)	(80, 34986.0)	(85, 38526.0)	(90, 42613.0)	(95, 47036.0)	(100, 51777.0)	(105, 56489.0)	(110, 61069.0)	(115, 67214.0)	(120, 71743.0)	(125, 78085.0)	(130, 83720.0)	(135, 89140.0)	(140, 114376.0)	(145, 125557.0)	(150, 12596876.0)
STP-2_S47_R2_001	(0, 211.0)	(5, 263.0)	(10, 330.0)	(15, 388.0)	(20, 498.0)	(25, 895.0)	(30, 10641.0)	(35, 13110.0)	(40, 14318.0)	(45, 15101.0)	(50, 17330.0)	(55, 19729.0)	(60, 21911.0)	(65, 24911.0)	(70, 28577.0)	(75, 31206.0)	(80, 35025.0)	(85, 38547.0)	(90, 42636.0)	(95, 46947.0)	(100, 51698.0)	(105, 56437.0)	(110, 60998.0)	(115, 66990.0)	(120, 71505.0)	(125, 77865.0)	(130, 83351.0)	(135, 88770.0)	(140, 111877.0)	(145, 122465.0)	(150, 12602710.0)
STP-3_S48_R1_001	(0, 261.0)	(5, 266.0)	(10, 282.0)	(15, 333.0)	(20, 321.0)	(25, 378.0)	(30, 11337.0)	(35, 13943.0)	(40, 14015.0)	(45, 13820.0)	(50, 14588.0)	(55, 15508.0)	(60, 16309.0)	(65, 17439.0)	(70, 18308.0)	(75, 20089.0)	(80, 21217.0)	(85, 22873.0)	(90, 24685.0)	(95, 26355.0)	(100, 28753.0)	(105, 31172.0)	(110, 33840.0)	(115, 37999.0)	(120, 40442.0)	(125, 45384.0)	(130, 50686.0)	(135, 56554.0)	(140, 84705.0)	(145, 97362.0)	(150, 13417350.0)
STP-3_S48_R2_001	(0, 240.0)	(5, 285.0)	(10, 301.0)	(15, 408.0)	(20, 544.0)	(25, 800.0)	(30, 11442.0)	(35, 13985.0)	(40, 14036.0)	(45, 13912.0)	(50, 14622.0)	(55, 15523.0)	(60, 16373.0)	(65, 17492.0)	(70, 18321.0)	(75, 20155.0)	(80, 21285.0)	(85, 22929.0)	(90, 24747.0)	(95, 26355.0)	(100, 28756.0)	(105, 31165.0)	(110, 33779.0)	(115, 38006.0)	(120, 40335.0)	(125, 45245.0)	(130, 50498.0)	(135, 56269.0)	(140, 81908.0)	(145, 93869.0)	(150, 13422989.0)
WBP-1_S5_R1_001	(0, 203.0)	(5, 242.0)	(10, 231.0)	(15, 241.0)	(20, 317.0)	(25, 409.0)	(30, 8054.0)	(35, 10247.0)	(40, 10676.0)	(45, 11364.0)	(50, 13034.0)	(55, 14887.0)	(60, 17131.0)	(65, 19226.0)	(70, 22950.0)	(75, 26594.0)	(80, 30271.0)	(85, 34716.0)	(90, 38792.0)	(95, 43351.0)	(100, 48190.0)	(105, 52852.0)	(110, 57896.0)	(115, 63438.0)	(120, 66594.0)	(125, 72169.0)	(130, 77141.0)	(135, 82086.0)	(140, 103662.0)	(145, 112863.0)	(150, 10216434.0)
WBP-1_S5_R2_001	(0, 177.0)	(5, 231.0)	(10, 260.0)	(15, 313.0)	(20, 447.0)	(25, 713.0)	(30, 8154.0)	(35, 10286.0)	(40, 10704.0)	(45, 11403.0)	(50, 13069.0)	(55, 14934.0)	(60, 17108.0)	(65, 19266.0)	(70, 23009.0)	(75, 26558.0)	(80, 30231.0)	(85, 34743.0)	(90, 38865.0)	(95, 43319.0)	(100, 48074.0)	(105, 52747.0)	(110, 57776.0)	(115, 63416.0)	(120, 66430.0)	(125, 71972.0)	(130, 76776.0)	(135, 81571.0)	(140, 101155.0)	(145, 109940.0)	(150, 10222614.0)
WBP-2_S6_R1_001	(0, 201.0)	(5, 251.0)	(10, 257.0)	(15, 213.0)	(20, 275.0)	(25, 285.0)	(30, 10141.0)	(35, 12057.0)	(40, 11556.0)	(45, 11170.0)	(50, 11954.0)	(55, 12480.0)	(60, 13113.0)	(65, 13845.0)	(70, 14989.0)	(75, 16492.0)	(80, 18043.0)	(85, 19570.0)	(90, 21194.0)	(95, 23212.0)	(100, 25154.0)	(105, 27096.0)	(110, 29390.0)	(115, 32978.0)	(120, 34255.0)	(125, 37081.0)	(130, 41015.0)	(135, 45104.0)	(140, 67821.0)	(145, 78248.0)	(150, 11581879.0)
WBP-2_S6_R2_001	(0, 216.0)	(5, 229.0)	(10, 297.0)	(15, 319.0)	(20, 455.0)	(25, 584.0)	(30, 10222.0)	(35, 12056.0)	(40, 11572.0)	(45, 11194.0)	(50, 11968.0)	(55, 12461.0)	(60, 13124.0)	(65, 13876.0)	(70, 14993.0)	(75, 16547.0)	(80, 18040.0)	(85, 19600.0)	(90, 21260.0)	(95, 23198.0)	(100, 25157.0)	(105, 27090.0)	(110, 29314.0)	(115, 33052.0)	(120, 34110.0)	(125, 36924.0)	(130, 40780.0)	(135, 44874.0)	(140, 66125.0)	(145, 75505.0)	(150, 11586177.0)
WBP-3_S7_R1_001	(0, 143.0)	(5, 195.0)	(10, 192.0)	(15, 205.0)	(20, 218.0)	(25, 314.0)	(30, 8224.0)	(35, 10228.0)	(40, 10645.0)	(45, 11819.0)	(50, 13128.0)	(55, 14954.0)	(60, 17077.0)	(65, 19419.0)	(70, 21861.0)	(75, 24312.0)	(80, 26889.0)	(85, 29136.0)	(90, 31764.0)	(95, 34436.0)	(100, 36970.0)	(105, 39274.0)	(110, 43054.0)	(115, 46533.0)	(120, 49118.0)	(125, 53451.0)	(130, 57733.0)	(135, 63530.0)	(140, 82531.0)	(145, 92757.0)	(150, 8636154.0)
WBP-3_S7_R2_001	(0, 129.0)	(5, 209.0)	(10, 223.0)	(15, 238.0)	(20, 338.0)	(25, 580.0)	(30, 8279.0)	(35, 10228.0)	(40, 10639.0)	(45, 11863.0)	(50, 13182.0)	(55, 14985.0)	(60, 17065.0)	(65, 19442.0)	(70, 21838.0)	(75, 24332.0)	(80, 26881.0)	(85, 29142.0)	(90, 31820.0)	(95, 34329.0)	(100, 36891.0)	(105, 39239.0)	(110, 42981.0)	(115, 46458.0)	(120, 48959.0)	(125, 53221.0)	(130, 57495.0)	(135, 63228.0)	(140, 80774.0)	(145, 90686.0)	(150, 8640590.0)
WBP-4_S8_R1_001	(0, 432.0)	(5, 574.0)	(10, 580.0)	(15, 617.0)	(20, 593.0)	(25, 700.0)	(30, 24044.0)	(35, 28653.0)	(40, 28262.0)	(45, 27760.0)	(50, 28565.0)	(55, 29632.0)	(60, 30599.0)	(65, 32262.0)	(70, 33418.0)	(75, 35360.0)	(80, 37665.0)	(85, 39740.0)	(90, 42265.0)	(95, 44314.0)	(100, 47517.0)	(105, 51173.0)	(110, 54735.0)	(115, 60840.0)	(120, 62623.0)	(125, 67247.0)	(130, 73223.0)	(135, 80560.0)	(140, 129934.0)	(145, 148118.0)	(150, 27528626.0)
WBP-4_S8_R2_001	(0, 470.0)	(5, 550.0)	(10, 613.0)	(15, 759.0)	(20, 1038.0)	(25, 1381.0)	(30, 24277.0)	(35, 28715.0)	(40, 28339.0)	(45, 27856.0)	(50, 28738.0)	(55, 29738.0)	(60, 30700.0)	(65, 32353.0)	(70, 33519.0)	(75, 35463.0)	(80, 37781.0)	(85, 39870.0)	(90, 42394.0)	(95, 44326.0)	(100, 47538.0)	(105, 51273.0)	(110, 54798.0)	(115, 61075.0)	(120, 62586.0)	(125, 67165.0)	(130, 73104.0)	(135, 80217.0)	(140, 126171.0)	(145, 141789.0)	(150, 27536035.0)
WBP-5_S9_R1_001	(0, 348.0)	(5, 411.0)	(10, 522.0)	(15, 477.0)	(20, 494.0)	(25, 534.0)	(30, 17363.0)	(35, 21431.0)	(40, 20508.0)	(45, 20563.0)	(50, 21244.0)	(55, 21987.0)	(60, 23191.0)	(65, 24048.0)	(70, 25854.0)	(75, 26948.0)	(80, 28866.0)	(85, 30538.0)	(90, 32450.0)	(95, 34537.0)	(100, 36868.0)	(105, 39716.0)	(110, 41926.0)	(115, 47641.0)	(120, 49391.0)	(125, 53845.0)	(130, 59504.0)	(135, 66118.0)	(140, 107718.0)	(145, 124686.0)	(150, 22755012.0)
WBP-5_S9_R2_001	(0, 376.0)	(5, 450.0)	(10, 485.0)	(15, 588.0)	(20, 788.0)	(25, 1080.0)	(30, 17480.0)	(35, 21547.0)	(40, 20649.0)	(45, 20624.0)	(50, 21369.0)	(55, 22034.0)	(60, 23286.0)	(65, 24189.0)	(70, 25893.0)	(75, 27085.0)	(80, 28978.0)	(85, 30752.0)	(90, 32553.0)	(95, 34576.0)	(100, 36947.0)	(105, 39712.0)	(110, 41974.0)	(115, 47913.0)	(120, 49340.0)	(125, 53836.0)	(130, 59426.0)	(135, 65820.0)	(140, 104641.0)	(145, 119699.0)	(150, 22760649.0)
WBP-6_S10_R1_001	(0, 359.0)	(5, 509.0)	(10, 447.0)	(15, 571.0)	(20, 578.0)	(25, 625.0)	(30, 21191.0)	(35, 25587.0)	(40, 25081.0)	(45, 24366.0)	(50, 25262.0)	(55, 26409.0)	(60, 26884.0)	(65, 28775.0)	(70, 29757.0)	(75, 31411.0)	(80, 33393.0)	(85, 35600.0)	(90, 37720.0)	(95, 39795.0)	(100, 42587.0)	(105, 45187.0)	(110, 48873.0)	(115, 53936.0)	(120, 55191.0)	(125, 59361.0)	(130, 64283.0)	(135, 70208.0)	(140, 112513.0)	(145, 127330.0)	(150, 24089838.0)
WBP-6_S10_R2_001	(0, 409.0)	(5, 518.0)	(10, 576.0)	(15, 657.0)	(20, 936.0)	(25, 1418.0)	(30, 21430.0)	(35, 25684.0)	(40, 25199.0)	(45, 24413.0)	(50, 25332.0)	(55, 26493.0)	(60, 27032.0)	(65, 28947.0)	(70, 29867.0)	(75, 31541.0)	(80, 33443.0)	(85, 35690.0)	(90, 37930.0)	(95, 39832.0)	(100, 42643.0)	(105, 45264.0)	(110, 48928.0)	(115, 54019.0)	(120, 55106.0)	(125, 59267.0)	(130, 64221.0)	(135, 69941.0)	(140, 109246.0)	(145, 122755.0)	(150, 24094890.0)
WBP-7_S11_R1_001	(0, 405.0)	(5, 538.0)	(10, 490.0)	(15, 473.0)	(20, 598.0)	(25, 652.0)	(30, 18882.0)	(35, 23417.0)	(40, 22430.0)	(45, 22103.0)	(50, 22720.0)	(55, 23822.0)	(60, 25017.0)	(65, 26061.0)	(70, 27085.0)	(75, 29073.0)	(80, 30533.0)	(85, 32312.0)	(90, 34127.0)	(95, 36635.0)	(100, 38912.0)	(105, 42299.0)	(110, 45011.0)	(115, 50780.0)	(120, 51426.0)	(125, 56069.0)	(130, 60936.0)	(135, 65887.0)	(140, 110559.0)	(145, 126701.0)	(150, 26102757.0)
WBP-7_S11_R2_001	(0, 411.0)	(5, 543.0)	(10, 586.0)	(15, 719.0)	(20, 1012.0)	(25, 1398.0)	(30, 19160.0)	(35, 23415.0)	(40, 22560.0)	(45, 22244.0)	(50, 22894.0)	(55, 24011.0)	(60, 25146.0)	(65, 26193.0)	(70, 27225.0)	(75, 29314.0)	(80, 30707.0)	(85, 32467.0)	(90, 34319.0)	(95, 36808.0)	(100, 39004.0)	(105, 42477.0)	(110, 45173.0)	(115, 50859.0)	(120, 51517.0)	(125, 56110.0)	(130, 60894.0)	(135, 65810.0)	(140, 107824.0)	(145, 122059.0)	(150, 26105851.0)
WBP-8_S12_R1_001	(0, 137.0)	(5, 170.0)	(10, 182.0)	(15, 181.0)	(20, 205.0)	(25, 242.0)	(30, 6452.0)	(35, 8136.0)	(40, 8240.0)	(45, 8532.0)	(50, 9337.0)	(55, 10440.0)	(60, 11831.0)	(65, 13326.0)	(70, 14681.0)	(75, 16717.0)	(80, 18410.0)	(85, 20377.0)	(90, 22369.0)	(95, 24646.0)	(100, 26607.0)	(105, 29590.0)	(110, 32143.0)	(115, 35868.0)	(120, 38048.0)	(125, 41443.0)	(130, 45092.0)	(135, 48840.0)	(140, 67746.0)	(145, 76203.0)	(150, 8860531.0)
WBP-8_S12_R2_001	(0, 145.0)	(5, 159.0)	(10, 204.0)	(15, 222.0)	(20, 318.0)	(25, 515.0)	(30, 6555.0)	(35, 8134.0)	(40, 8249.0)	(45, 8549.0)	(50, 9450.0)	(55, 10462.0)	(60, 11798.0)	(65, 13327.0)	(70, 14726.0)	(75, 16784.0)	(80, 18452.0)	(85, 20375.0)	(90, 22360.0)	(95, 24618.0)	(100, 26625.0)	(105, 29593.0)	(110, 32102.0)	(115, 35828.0)	(120, 37967.0)	(125, 41271.0)	(130, 44906.0)	(135, 48612.0)	(140, 66229.0)	(145, 74440.0)	(150, 8863747.0)
WZP-10_S41_R1_001	(0, 324.0)	(5, 419.0)	(10, 411.0)	(15, 443.0)	(20, 438.0)	(25, 531.0)	(30, 17531.0)	(35, 21210.0)	(40, 20512.0)	(45, 20202.0)	(50, 20967.0)	(55, 21493.0)	(60, 21867.0)	(65, 22910.0)	(70, 23851.0)	(75, 24871.0)	(80, 25951.0)	(85, 27929.0)	(90, 29984.0)	(95, 31736.0)	(100, 33513.0)	(105, 35845.0)	(110, 39594.0)	(115, 44396.0)	(120, 45723.0)	(125, 50687.0)	(130, 55782.0)	(135, 61842.0)	(140, 98389.0)	(145, 112821.0)	(150, 20271668.0)
WZP-10_S41_R2_001	(0, 345.0)	(5, 433.0)	(10, 483.0)	(15, 545.0)	(20, 693.0)	(25, 1028.0)	(30, 17696.0)	(35, 21230.0)	(40, 20599.0)	(45, 20321.0)	(50, 21047.0)	(55, 21551.0)	(60, 21959.0)	(65, 22910.0)	(70, 23939.0)	(75, 25005.0)	(80, 26060.0)	(85, 28011.0)	(90, 30055.0)	(95, 31766.0)	(100, 33542.0)	(105, 35910.0)	(110, 39662.0)	(115, 44436.0)	(120, 45711.0)	(125, 50556.0)	(130, 55639.0)	(135, 61590.0)	(140, 96443.0)	(145, 108662.0)	(150, 20276013.0)
WZP-11_S42_R1_001	(0, 396.0)	(5, 469.0)	(10, 482.0)	(15, 532.0)	(20, 535.0)	(25, 625.0)	(30, 18058.0)	(35, 21673.0)	(40, 20856.0)	(45, 20845.0)	(50, 21662.0)	(55, 23168.0)	(60, 23966.0)	(65, 25464.0)	(70, 27301.0)	(75, 29196.0)	(80, 31221.0)	(85, 33710.0)	(90, 35420.0)	(95, 38429.0)	(100, 40856.0)	(105, 44600.0)	(110, 48614.0)	(115, 55358.0)	(120, 57730.0)	(125, 64490.0)	(130, 72533.0)	(135, 80895.0)	(140, 126154.0)	(145, 145747.0)	(150, 25445729.0)
WZP-11_S42_R2_001	(0, 453.0)	(5, 490.0)	(10, 585.0)	(15, 745.0)	(20, 1068.0)	(25, 1497.0)	(30, 18406.0)	(35, 21738.0)	(40, 20984.0)	(45, 20989.0)	(50, 21837.0)	(55, 23291.0)	(60, 24124.0)	(65, 25655.0)	(70, 27524.0)	(75, 29422.0)	(80, 31377.0)	(85, 33819.0)	(90, 35635.0)	(95, 38572.0)	(100, 40912.0)	(105, 44682.0)	(110, 48743.0)	(115, 55520.0)	(120, 57788.0)	(125, 64584.0)	(130, 72416.0)	(135, 80621.0)	(140, 123386.0)	(145, 140684.0)	(150, 25449167.0)
