Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
KTP-11_S23_R1_001	(1, 21.25291153496615)	(2, 31.64361981586479)	(3, 34.24491159296525)	(4, 36.09604092045176)	(5, 36.39018855224479)	(6, 39.952119395525564)	(7, 40.10860736908348)	(8, 40.1652968771825)	(9, 40.19777610969986)	(10, 40.22167524001147)	(15, 40.187856971857535)	(20, 40.13944544613915)	(25, 40.02776551719346)	(30, 39.96522251328931)	(35, 39.917502885862454)	(40, 39.85435590134696)	(45, 39.80358778901583)	(50, 39.7295548585178)	(55, 39.65088825215093)	(60, 39.58519763291154)	(65, 39.484491696063145)	(70, 39.387152994073816)	(75, 39.00231882383963)	(80, 39.26629606602073)	(85, 39.25549544994834)	(90, 39.111080939443774)	(95, 38.96251792280963)	(100, 38.764145495704526)	(105, 38.4546332780722)	(110, 38.16346362353612)	(115, 37.80014760488787)	(120, 37.37607510925787)	(125, 36.83645215123029)	(130, 36.24329174807677)	(135, 35.507137993737786)	(140, 34.81044215102119)	(145, 34.14219048768904)	(150, 31.39745028306634)
KTP-11_S23_R2_001	(1, 21.170661893255588)	(2, 31.223574852845356)	(3, 33.29785854722297)	(4, 35.310897362672165)	(5, 35.63659336785238)	(6, 39.03519167002142)	(7, 39.176729310324184)	(8, 39.161952288174)	(9, 39.28017735666997)	(10, 39.32390585554599)	(15, 39.25527161556063)	(20, 39.17091025007525)	(25, 39.02601711451577)	(30, 38.97579528488297)	(35, 38.63635966364537)	(40, 38.429411516660394)	(45, 38.22600922483654)	(50, 38.10102857838108)	(55, 37.90056611341983)	(60, 37.694520338876394)	(65, 37.34482649867712)	(70, 36.97297008028232)	(75, 35.68742343634437)	(80, 36.17771815151048)	(85, 35.6472598256378)	(90, 34.91473911020883)	(95, 33.959274550719854)	(100, 33.44852692505587)	(105, 32.34415860896009)	(110, 32.12262295955189)	(115, 31.319292689524605)	(120, 30.665250976334114)	(125, 29.751902978735842)	(130, 28.709879199780012)	(135, 27.769754365098613)	(140, 26.43208016013608)	(145, 25.400675980453595)	(150, 22.002798948911177)
KTP-12_S24_R1_001	(1, 21.224988256119442)	(2, 31.65655881162233)	(3, 34.2666384495054)	(4, 36.116400202636356)	(5, 36.40363607135105)	(6, 39.97374024126479)	(7, 40.12893659822922)	(8, 40.18671494371503)	(9, 40.216993854891015)	(10, 40.24285630495766)	(15, 40.21263035941733)	(20, 40.16575680643441)	(25, 40.05908350009422)	(30, 40.00047596791179)	(35, 39.951022534462034)	(40, 39.888712209748725)	(45, 39.843606654909976)	(50, 39.777981069636)	(55, 39.70567712350747)	(60, 39.64758786252986)	(65, 39.556311941157645)	(70, 39.469993272088814)	(75, 39.110888304310905)	(80, 39.3634531291893)	(85, 39.35588068894033)	(90, 39.224066810415906)	(95, 39.092222881737655)	(100, 38.91306754654803)	(105, 38.627781782268315)	(110, 38.36803292735278)	(115, 38.0377648024651)	(120, 37.65490860765586)	(125, 37.16552480847164)	(130, 36.622949448312326)	(135, 35.952754850516634)	(140, 35.32432188644403)	(145, 34.70535812532389)	(150, 32.020111007584845)
KTP-12_S24_R2_001	(1, 21.17229552560467)	(2, 31.339577008238578)	(3, 33.483771763894744)	(4, 35.46527083106763)	(5, 35.828603442643654)	(6, 39.20787982688664)	(7, 39.336164749997565)	(8, 39.342885484161734)	(9, 39.44298714536897)	(10, 39.45325325815384)	(15, 39.38253515561159)	(20, 39.30390039908762)	(25, 39.17998213890678)	(30, 39.13130835418848)	(35, 38.82007080514549)	(40, 38.64153447286184)	(45, 38.45126581993973)	(50, 38.34125680523168)	(55, 38.158183308870505)	(60, 37.97532040917365)	(65, 37.653450076159956)	(70, 37.308705713264416)	(75, 36.10499617118982)	(80, 36.60837037146386)	(85, 36.11232595824182)	(90, 35.43936022429635)	(95, 34.55668987844209)	(100, 34.079411135504174)	(105, 32.98020247354639)	(110, 32.79997666930011)	(115, 32.01692864273275)	(120, 31.37652755803188)	(125, 30.48099484466893)	(130, 29.44751273327766)	(135, 28.51345958448)	(140, 27.17428519044583)	(145, 26.1282794423661)	(150, 22.633201506456054)
KTP-13_S25_R1_001	(1, 21.221865364443975)	(2, 31.640217254585917)	(3, 34.23383487509989)	(4, 36.090630791120475)	(5, 36.38955561270213)	(6, 39.959699924853815)	(7, 40.11953306448759)	(8, 40.17743616015531)	(9, 40.20672014363946)	(10, 40.22953287587409)	(15, 40.19424493469654)	(20, 40.145857837303346)	(25, 40.03463067674107)	(30, 39.96599601277826)	(35, 39.91607963803299)	(40, 39.849227887926766)	(45, 39.80081467936802)	(50, 39.72780528196923)	(55, 39.65238668500726)	(60, 39.587698374912506)	(65, 39.48832542071383)	(70, 39.39405117520823)	(75, 39.01263549737648)	(80, 39.27507010858109)	(85, 39.26309725254181)	(90, 39.118090905265454)	(95, 38.972149161289046)	(100, 38.78053671396524)	(105, 38.480670413020114)	(110, 38.19476950164953)	(115, 37.83842837642453)	(120, 37.42586802960776)	(125, 36.90395055377181)	(130, 36.33368662791735)	(135, 35.62158867713357)	(140, 34.95153559061551)	(145, 34.301572685884345)	(150, 31.60680846996511)
KTP-13_S25_R2_001	(1, 21.104813414281413)	(2, 31.226400367878917)	(3, 33.27980275623318)	(4, 35.29603858337448)	(5, 35.711788598321526)	(6, 39.06260902811982)	(7, 39.205314799672934)	(8, 39.21286261112704)	(9, 39.315350273736826)	(10, 39.34836261772254)	(15, 39.28969848285587)	(20, 39.19893969936247)	(25, 39.07140450846136)	(30, 39.01763587584104)	(35, 38.71602718927792)	(40, 38.51898107031347)	(45, 38.31474733814951)	(50, 38.19276172334714)	(55, 37.98805175734644)	(60, 37.79294814789492)	(65, 37.45742894857716)	(70, 37.09360473121495)	(75, 35.83453895217649)	(80, 36.31678793870029)	(85, 35.800763921836094)	(90, 35.08798927866259)	(95, 34.15835578363989)	(100, 33.66105969171764)	(105, 32.55675356223943)	(110, 32.35412501355269)	(115, 31.558142549530793)	(120, 30.9099043442741)	(125, 30.009299687736064)	(130, 28.972880463310027)	(135, 28.040325204857584)	(140, 26.704213099571707)	(145, 25.674921310642578)	(150, 22.28422295486557)
KTP-14_S26_R1_001	(1, 21.205363959013987)	(2, 31.63405966742517)	(3, 34.21444496094043)	(4, 36.07106355795989)	(5, 36.37322602598706)	(6, 39.93297327571573)	(7, 40.097237521694574)	(8, 40.15644270830144)	(9, 40.1872028360684)	(10, 40.21411930562884)	(15, 40.18279020048665)	(20, 40.13371937926975)	(25, 40.01792758567182)	(30, 39.95248455904802)	(35, 39.903908120838196)	(40, 39.839801410750724)	(45, 39.79008201984615)	(50, 39.71902559786777)	(55, 39.64237730005998)	(60, 39.576765812930404)	(65, 39.47743561742292)	(70, 39.38182734935968)	(75, 38.98570834894319)	(80, 39.25442742821556)	(85, 39.24216176243054)	(90, 39.09346437501289)	(95, 38.943744980601785)	(100, 38.742581940487774)	(105, 38.43069586085773)	(110, 38.13857815573586)	(115, 37.770172338155035)	(120, 37.343243569937734)	(125, 36.797403394164476)	(130, 36.19723621627598)	(135, 35.4627624245361)	(140, 34.77902063545153)	(145, 34.09646387036132)	(150, 31.430725576480704)
KTP-14_S26_R2_001	(1, 21.09066478861367)	(2, 31.048337121888345)	(3, 33.174984215042834)	(4, 35.11023565141355)	(5, 35.491099568002326)	(6, 38.779621911615706)	(7, 38.949043542343325)	(8, 38.987838712941304)	(9, 39.08559630188067)	(10, 39.11494082337062)	(15, 39.05067034532896)	(20, 38.94763418197303)	(25, 38.78988937266998)	(30, 38.734920561081346)	(35, 38.41846615663037)	(40, 38.21190473183863)	(45, 37.99999312097979)	(50, 37.86858519854077)	(55, 37.65928920776596)	(60, 37.450533882040425)	(65, 37.095579453860076)	(70, 36.71422402544055)	(75, 35.436848105965524)	(80, 35.93975256797156)	(85, 35.396307401237706)	(90, 34.67193300939959)	(95, 33.740135709784894)	(100, 33.23078434679709)	(105, 32.12751548749058)	(110, 31.901714056485417)	(115, 31.093441787457643)	(120, 30.433302406031647)	(125, 29.526211826133647)	(130, 28.4890526185078)	(135, 27.554665860991285)	(140, 26.229872048288065)	(145, 25.21080379428927)	(150, 21.964399824562484)
KTP-15_S27_R1_001	(1, 21.18488395403284)	(2, 31.62351491057369)	(3, 34.19365042993411)	(4, 36.05491384600271)	(5, 36.36282059673434)	(6, 39.926506670683935)	(7, 40.09564080606236)	(8, 40.153950643571555)	(9, 40.18395104293579)	(10, 40.21687821956552)	(15, 40.18648247352087)	(20, 40.13707916903586)	(25, 40.0148686337413)	(30, 39.94326274592979)	(35, 39.89157163760342)	(40, 39.82408216764905)	(45, 39.77168609246128)	(50, 39.698420704286434)	(55, 39.62045510346844)	(60, 39.55218823433377)	(65, 39.45055838456672)	(70, 39.352554949105176)	(75, 38.944593192467586)	(80, 39.214410925789444)	(85, 39.198437714269836)	(90, 39.04743475520847)	(95, 38.89378177945313)	(100, 38.69711192075867)	(105, 38.38961902889638)	(110, 38.10050065496716)	(115, 37.735130391122595)	(120, 37.3198062709152)	(125, 36.79367327977622)	(130, 36.21656065226448)	(135, 35.5152839274795)	(140, 34.857253872490986)	(145, 34.202826509439674)	(150, 31.568631464187433)
KTP-15_S27_R2_001	(1, 21.033922258743637)	(2, 31.056313118078616)	(3, 33.08793392580431)	(4, 35.046087233792406)	(5, 35.451018781011584)	(6, 38.72902331135537)	(7, 38.866472718846126)	(8, 38.89000641612445)	(9, 38.99017688424059)	(10, 39.02758853290114)	(15, 38.95648718090586)	(20, 38.842818318489236)	(25, 38.68357419580056)	(30, 38.61723115891336)	(35, 38.294886042734404)	(40, 38.07908068112445)	(45, 37.87425398970292)	(50, 37.737953546626294)	(55, 37.52550947053708)	(60, 37.31127772932774)	(65, 36.959511339958226)	(70, 36.57182824656816)	(75, 35.28100350704146)	(80, 35.777131318665184)	(85, 35.232462124130436)	(90, 34.51225055979883)	(95, 33.592319513886935)	(100, 33.09578316342901)	(105, 31.97911136908935)	(110, 31.784435318308784)	(115, 30.98553644634554)	(120, 30.342862647860073)	(125, 29.463418657490564)	(130, 28.439152485269677)	(135, 27.528590912902054)	(140, 26.230659190793062)	(145, 25.237088087800032)	(150, 22.01583170944739)
KTP-16_S28_R1_001	(1, 21.19983857979529)	(2, 31.620381392550144)	(3, 34.191782192030956)	(4, 36.048481670627964)	(5, 36.35742857856755)	(6, 39.91583711587586)	(7, 40.0849759293047)	(8, 40.1413839314599)	(9, 40.1710209439391)	(10, 40.20188959100257)	(15, 40.1683300119862)	(20, 40.118460505744636)	(25, 39.995991084778815)	(30, 39.92422305306234)	(35, 39.872034050936186)	(40, 39.80420175865587)	(45, 39.75083089151168)	(50, 39.67400855745801)	(55, 39.59567752724057)	(60, 39.530015611406014)	(65, 39.42663703221272)	(70, 39.328128490754565)	(75, 38.928384060993736)	(80, 39.19553736515732)	(85, 39.18116820959695)	(90, 39.030720305299134)	(95, 38.87776416444698)	(100, 38.682801626894964)	(105, 38.37685885644963)	(110, 38.08624446059704)	(115, 37.72208107010223)	(120, 37.30436839345617)	(125, 36.776633489369075)	(130, 36.20236218876802)	(135, 35.49503701479678)	(140, 34.82468451668255)	(145, 34.17285409724825)	(150, 31.499964111744326)
KTP-16_S28_R2_001	(1, 21.04969382917595)	(2, 31.079558957608374)	(3, 33.16797447448327)	(4, 35.07675575920439)	(5, 35.46301294400778)	(6, 38.7592178375514)	(7, 38.91640824541662)	(8, 38.92891565346916)	(9, 39.028331008186534)	(10, 39.05636966160715)	(15, 38.99135326232884)	(20, 38.884002599269174)	(25, 38.72116283190859)	(30, 38.65836981841094)	(35, 38.330953198176914)	(40, 38.11284862688702)	(45, 37.903907835478385)	(50, 37.76619953491678)	(55, 37.55033598758156)	(60, 37.333159657959904)	(65, 36.970671356990955)	(70, 36.58020903329326)	(75, 35.27824776163983)	(80, 35.754306591181695)	(85, 35.196594400940405)	(90, 34.448025167001376)	(95, 33.48753010828692)	(100, 32.97304330969423)	(105, 31.85732756441959)	(110, 31.62792202957586)	(115, 30.81246857534871)	(120, 30.159096451519396)	(125, 29.256817009402084)	(130, 28.216230638416597)	(135, 27.289826000140586)	(140, 25.973612343095112)	(145, 24.9709677082009)	(150, 21.761087388712554)
KTP-17_S29_R1_001	(1, 21.20009731171057)	(2, 31.623291405725773)	(3, 34.19347985564927)	(4, 36.055125187102156)	(5, 36.35969103448411)	(6, 39.923953970756756)	(7, 40.088568144524245)	(8, 40.14639843222037)	(9, 40.178103234371186)	(10, 40.20926192593299)	(15, 40.17648259293565)	(20, 40.126180987793276)	(25, 40.00278140909282)	(30, 39.93090358642765)	(35, 39.87899435186294)	(40, 39.81232264154884)	(45, 39.761850697630834)	(50, 39.68823377681489)	(55, 39.610423544871225)	(60, 39.54072625499954)	(65, 39.43855798803981)	(70, 39.342861704036004)	(75, 38.938538167579715)	(80, 39.20926688659456)	(85, 39.193008220370565)	(90, 39.04081296172042)	(95, 38.88542484106007)	(100, 38.686224520862865)	(105, 38.37522933620293)	(110, 38.082236454145196)	(115, 37.71118427154388)	(120, 37.28684388333014)	(125, 36.75335286542987)	(130, 36.1656419803549)	(135, 35.447972881681224)	(140, 34.78153545427629)	(145, 34.113945036504006)	(150, 31.481226128021337)
KTP-17_S29_R2_001	(1, 21.025291092553218)	(2, 31.018700242278825)	(3, 32.96425011377944)	(4, 34.97413192006399)	(5, 35.443008786900684)	(6, 38.74454145498718)	(7, 38.885215951184854)	(8, 38.86514640605707)	(9, 39.00763957804427)	(10, 39.06022991888835)	(15, 39.00888240155479)	(20, 38.905188485699355)	(25, 38.75574334157401)	(30, 38.6996764291507)	(35, 38.39603243798048)	(40, 38.19481202550533)	(45, 37.9914456023209)	(50, 37.86033115433631)	(55, 37.6487264963724)	(60, 37.44734768517144)	(65, 37.10409245831245)	(70, 36.72588393094573)	(75, 35.44479044050976)	(80, 35.95541916371765)	(85, 35.42297506720844)	(90, 34.71925284303235)	(95, 33.81201451436129)	(100, 33.316690987884456)	(105, 32.2153987866477)	(110, 32.0147431785681)	(115, 31.216976831242487)	(120, 30.572804641878566)	(125, 29.689908054340048)	(130, 28.660460145217627)	(135, 27.74120162440236)	(140, 26.434789172282148)	(145, 25.419899519927423)	(150, 22.150668346663593)
KTP-18_S30_R1_001	(1, 21.17326476982633)	(2, 31.629294308410287)	(3, 34.191395279654714)	(4, 36.06518158224757)	(5, 36.36630009171483)	(6, 39.932054663040084)	(7, 40.09727532998069)	(8, 40.15764391780407)	(9, 40.19751834904293)	(10, 40.22747677582021)	(15, 40.18975808335769)	(20, 40.132708873416114)	(25, 40.0179153384178)	(30, 39.94375259780039)	(35, 39.8725111192697)	(40, 39.80779673911019)	(45, 39.765435106414174)	(50, 39.70009656074624)	(55, 39.62559004942955)	(60, 39.56098351135646)	(65, 39.462891533311506)	(70, 39.367611140024835)	(75, 38.9573965395423)	(80, 39.24179102329036)	(85, 39.23140882369106)	(90, 39.08503151569039)	(95, 38.937901138807725)	(100, 38.746915909434264)	(105, 38.44532996510079)	(110, 38.16596829089187)	(115, 37.8095837515743)	(120, 37.40312448868401)	(125, 36.8886418560423)	(130, 36.323157574281794)	(135, 35.6348569382292)	(140, 34.992147336032836)	(145, 34.35121394736347)	(150, 31.717397870516912)
KTP-18_S30_R2_001	(1, 21.089581736995285)	(2, 31.069992564435008)	(3, 33.344737921413966)	(4, 35.22683939667718)	(5, 35.610733916368446)	(6, 38.82391534360803)	(7, 39.04575120177146)	(8, 39.134263523005046)	(9, 39.20528857922789)	(10, 39.16966712214226)	(15, 39.130672844662406)	(20, 39.00791798390108)	(25, 38.82559467950818)	(30, 38.79199864686586)	(35, 38.57200863950715)	(40, 38.41299405557511)	(45, 38.208455688712604)	(50, 38.078132175595314)	(55, 37.87201964898367)	(60, 37.666650316077764)	(65, 37.32130961957611)	(70, 36.94853634520382)	(75, 35.724479870472514)	(80, 36.210605395697385)	(85, 35.684733876716635)	(90, 34.99233074911079)	(95, 34.094465460293065)	(100, 33.60384162092002)	(105, 32.49120408821034)	(110, 32.29847084742573)	(115, 31.49683413566284)	(120, 30.846350317692917)	(125, 29.95135272838301)	(130, 28.91012329578981)	(135, 27.982907934659057)	(140, 26.65331583413945)	(145, 25.62708710091501)	(150, 22.326494999051953)
KTP-19_S31_R1_001	(1, 21.192500196812816)	(2, 31.618542826381844)	(3, 34.18296371060022)	(4, 36.04390599626315)	(5, 36.35359535781105)	(6, 39.91467448299213)	(7, 40.085194629960185)	(8, 40.141589648467004)	(9, 40.17398950161145)	(10, 40.208306077005204)	(15, 40.174362917777295)	(20, 40.124520032254864)	(25, 40.0000128184319)	(30, 39.92829998829496)	(35, 39.87357334972917)	(40, 39.80677608287132)	(45, 39.75237725808192)	(50, 39.67824320018736)	(55, 39.60161593304429)	(60, 39.53142299114072)	(65, 39.42802385226726)	(70, 39.33059871363224)	(75, 38.92475676964908)	(80, 39.19425616689027)	(85, 39.17960811950337)	(90, 39.025232975381)	(95, 38.87260156141998)	(100, 38.6757440620889)	(105, 38.371292864958185)	(110, 38.08245850533142)	(115, 37.721803239557794)	(120, 37.30993839811001)	(125, 36.7913650287144)	(130, 36.21941273798712)	(135, 35.52907869645336)	(140, 34.884608607615085)	(145, 34.24113300457943)	(150, 31.63755642189099)
KTP-19_S31_R2_001	(1, 21.032922235230156)	(2, 31.06192854053411)	(3, 33.173095704164915)	(4, 35.0530126544801)	(5, 35.42710724989879)	(6, 38.68718875525417)	(7, 38.85735074233284)	(8, 38.86329350777768)	(9, 38.95862062007941)	(10, 38.97693948465597)	(15, 38.907527337111404)	(20, 38.798253502926755)	(25, 38.63104565487734)	(30, 38.56373426087096)	(35, 38.254609253838936)	(40, 38.041993262790385)	(45, 37.83835850121078)	(50, 37.69890199656257)	(55, 37.48989801709972)	(60, 37.26985643405886)	(65, 36.91990431828251)	(70, 36.53179249455074)	(75, 35.25892574468491)	(80, 35.75079470257152)	(85, 35.20810449531526)	(90, 34.49344310000994)	(95, 33.584836737219035)	(100, 33.08820771239998)	(105, 31.972863721972118)	(110, 31.777656270754107)	(115, 30.97878204503263)	(120, 30.3343815776007)	(125, 29.453193274644057)	(130, 28.429465907801625)	(135, 27.516224492321207)	(140, 26.22155377084823)	(145, 25.220056802440702)	(150, 22.035860776083812)
KTP-1_S13_R1_001	(1, 21.244799595383316)	(2, 31.636214142898627)	(3, 34.226527355766244)	(4, 36.07650099142422)	(5, 36.377174388420634)	(6, 39.93984560184988)	(7, 40.10012841282548)	(8, 40.15841785030435)	(9, 40.188230574370436)	(10, 40.21508380191311)	(15, 40.1827036988067)	(20, 40.13483818700088)	(25, 40.02008065902929)	(30, 39.95381352769355)	(35, 39.90328223304734)	(40, 39.837997965795765)	(45, 39.788574205182655)	(50, 39.7165904662827)	(55, 39.63896540606383)	(60, 39.57383469233326)	(65, 39.474400025464796)	(70, 39.3791059091396)	(75, 38.99547762177871)	(80, 39.26044689834366)	(85, 39.24723943427267)	(90, 39.10329057528173)	(95, 38.957688128780845)	(100, 38.76497489483431)	(105, 38.46380642537481)	(110, 38.18001789770491)	(115, 37.822270336108254)	(120, 37.409630224085866)	(125, 36.88684403960373)	(130, 36.31327628937474)	(135, 35.60134017170228)	(140, 34.93202696380664)	(145, 34.279011708492796)	(150, 31.57547581240392)
KTP-1_S13_R2_001	(1, 21.167062664908972)	(2, 31.171675630206714)	(3, 33.3504046069809)	(4, 35.28011724202025)	(5, 35.661246607270755)	(6, 38.942405297732385)	(7, 39.121384491651035)	(8, 39.151142392510245)	(9, 39.24246616653661)	(10, 39.25515004387969)	(15, 39.19743400204494)	(20, 39.081571803326554)	(25, 38.92744614600291)	(30, 38.87371675804019)	(35, 38.58670559139324)	(40, 38.394342094877764)	(45, 38.19573468472289)	(50, 38.07093027900852)	(55, 37.86368903515816)	(60, 37.65832327922412)	(65, 37.308200378020764)	(70, 36.93450419140841)	(75, 35.675685341443604)	(80, 36.15355097495369)	(85, 35.61977195684403)	(90, 34.896458251703464)	(95, 33.960182910902915)	(100, 33.45690481515194)	(105, 32.34728855918468)	(110, 32.13577074515026)	(115, 31.328841938635207)	(120, 30.675316048526156)	(125, 29.77380621499998)	(130, 28.735457927738214)	(135, 27.80256247287759)	(140, 26.472381692583042)	(145, 25.45057610437713)	(150, 22.101489963729318)
KTP-2_S14_R1_001	(1, 21.177142864735934)	(2, 31.619706033045563)	(3, 34.18143349772557)	(4, 36.04489950250955)	(5, 36.35382674407288)	(6, 39.91739452832204)	(7, 40.08628163730322)	(8, 40.142632316244146)	(9, 40.175558788970505)	(10, 40.20709323550146)	(15, 40.175660554773074)	(20, 40.1260146459245)	(25, 40.00367742155577)	(30, 39.92757326317183)	(35, 39.867057902214675)	(40, 39.797385227816534)	(45, 39.74313762448743)	(50, 39.67207238047249)	(55, 39.595443923671546)	(60, 39.52543202516215)	(65, 39.425009430480294)	(70, 39.32866504426588)	(75, 38.92543982971253)	(80, 39.19609014466636)	(85, 39.18199573767157)	(90, 39.03166660562843)	(95, 38.877685949506514)	(100, 38.68182830472321)	(105, 38.37835483942656)	(110, 38.09305437342332)	(115, 37.733201411157005)	(120, 37.324993895093115)	(125, 36.80821733821672)	(130, 36.24018076513336)	(135, 35.5516983292035)	(140, 34.9092083237788)	(145, 34.27063987037197)	(150, 31.653989317232174)
KTP-2_S14_R2_001	(1, 20.933228585165047)	(2, 30.84838178430584)	(3, 32.79653182663336)	(4, 34.817791569366726)	(5, 35.358385933806105)	(6, 38.506852614114045)	(7, 38.789961707895756)	(8, 38.8530264981214)	(9, 38.973231700425565)	(10, 38.992620875428315)	(15, 38.95549869169206)	(20, 38.83847178687634)	(25, 38.685321463694265)	(30, 38.64534981179806)	(35, 38.375175371510196)	(40, 38.20397427411884)	(45, 38.00042818989551)	(50, 37.86235026383876)	(55, 37.645116169855555)	(60, 37.44760372534132)	(65, 37.10624250424844)	(70, 36.72985227864972)	(75, 35.48032576596624)	(80, 35.97607566855228)	(85, 35.44232880384233)	(90, 34.744110789910664)	(95, 33.84079053013327)	(100, 33.35085016899014)	(105, 32.236746276979815)	(110, 32.05004491878136)	(115, 31.25577478116432)	(120, 30.611814932562417)	(125, 29.730547946921273)	(130, 28.700261208796043)	(135, 27.78873842494898)	(140, 26.483519636563454)	(145, 25.480531964800086)	(150, 22.211482528334137)
KTP-3_S15_R1_001	(1, 21.210840756311104)	(2, 31.616707372735423)	(3, 34.18991589771781)	(4, 36.041709601184884)	(5, 36.35240464781264)	(6, 39.901800073322285)	(7, 40.06964400231062)	(8, 40.12988389738734)	(9, 40.1607012475706)	(10, 40.18993031069601)	(15, 40.15862094626543)	(20, 40.108747551920295)	(25, 39.986187555812)	(30, 39.91304094221262)	(35, 39.85745505825345)	(40, 39.788512835679505)	(45, 39.734932607776244)	(50, 39.6611053320118)	(55, 39.58112447970272)	(60, 39.51273675271928)	(65, 39.41122878105094)	(70, 39.313177814089364)	(75, 38.91810108394276)	(80, 39.185724346198825)	(85, 39.17231494294418)	(90, 39.02339116490827)	(95, 38.8732132898539)	(100, 38.676670267736164)	(105, 38.3707452262961)	(110, 38.081888758228864)	(115, 37.719943870927366)	(120, 37.303354005162916)	(125, 36.77899280021377)	(130, 36.20574512630465)	(135, 35.49902198532349)	(140, 34.83595312405043)	(145, 34.18555479027161)	(150, 31.512076576624956)
KTP-3_S15_R2_001	(1, 21.00298495635976)	(2, 31.03741051151708)	(3, 32.95719281615712)	(4, 34.96610941745899)	(5, 35.440788848102095)	(6, 38.720487949830684)	(7, 38.8387778730321)	(8, 38.81165845104755)	(9, 38.9604548867058)	(10, 38.99456136550448)	(15, 38.93520475226295)	(20, 38.82738367643376)	(25, 38.67702301516993)	(30, 38.60239132027124)	(35, 38.25515864425156)	(40, 38.03542872646925)	(45, 37.81953722936358)	(50, 37.68177868008596)	(55, 37.460335179154676)	(60, 37.25289995152103)	(65, 36.88964092777826)	(70, 36.50303307460966)	(75, 35.20997040051709)	(80, 35.69306117003167)	(85, 35.13432312275616)	(90, 34.39319528790823)	(95, 33.44334334455162)	(100, 32.93468058784969)	(105, 31.819112471286825)	(110, 31.607068631850744)	(115, 30.79838630928644)	(120, 30.151877730396613)	(125, 29.26292011125343)	(130, 28.23196460277934)	(135, 27.314196429090792)	(140, 26.009316407430465)	(145, 25.012306346110584)	(150, 21.794640383592657)
KTP-4_S16_R1_001	(1, 21.196580713871235)	(2, 31.61115363190351)	(3, 34.1715475622333)	(4, 36.02953738231419)	(5, 36.34379956262856)	(6, 39.899972211825926)	(7, 40.0683649426541)	(8, 40.127736939716236)	(9, 40.15959683105062)	(10, 40.18970258992296)	(15, 40.158116120879335)	(20, 40.10642393899522)	(25, 39.97892191171196)	(30, 39.90374359987196)	(35, 39.84623968286498)	(40, 39.773923563807685)	(45, 39.718441998427544)	(50, 39.641922141009104)	(55, 39.560171717856136)	(60, 39.4893448563585)	(65, 39.38451388821792)	(70, 39.282129970476035)	(75, 38.87305311700196)	(80, 39.145213975868856)	(85, 39.12848249646949)	(90, 38.97388071480232)	(95, 38.81557351320012)	(100, 38.61270057643631)	(105, 38.300018069765954)	(110, 38.0027343725802)	(115, 37.62948005886681)	(120, 37.201857830664764)	(125, 36.66837574669775)	(130, 36.08339200031422)	(135, 35.37222972271918)	(140, 34.6996828682756)	(145, 34.04061811086977)	(150, 31.393228465558188)
KTP-4_S16_R2_001	(1, 21.029125312857296)	(2, 31.043319560478608)	(3, 33.15962440361911)	(4, 35.06198385212003)	(5, 35.469220228503424)	(6, 38.6998692829467)	(7, 38.91543841724852)	(8, 38.931467794691244)	(9, 39.01881039384766)	(10, 39.03074371524755)	(15, 38.97402164162024)	(20, 38.85543472211153)	(25, 38.681543384380916)	(30, 38.61959374622525)	(35, 38.32539744250821)	(40, 38.127950134590186)	(45, 37.90923671850267)	(50, 37.76812231597878)	(55, 37.55211556499875)	(60, 37.333867310055595)	(65, 36.978589603536385)	(70, 36.591777373531)	(75, 35.31534334026547)	(80, 35.789783467533944)	(85, 35.23972063187043)	(90, 34.513011866779664)	(95, 33.582643760196014)	(100, 33.080967117205915)	(105, 31.963114765321478)	(110, 31.75766100324156)	(115, 30.956137247796782)	(120, 30.308541106127798)	(125, 29.420925959130606)	(130, 28.392283546647768)	(135, 27.482763264559452)	(140, 26.180826765307707)	(145, 25.185738541317978)	(150, 21.958296786457197)
KTP-5_S17_R1_001	(1, 21.19345601180428)	(2, 31.626503077001466)	(3, 34.20122512272869)	(4, 36.05944969167963)	(5, 36.364916699936764)	(6, 39.924388342497835)	(7, 40.089115038243825)	(8, 40.14781699702612)	(9, 40.17802487342889)	(10, 40.2074778782584)	(15, 40.17285257130884)	(20, 40.12259516514406)	(25, 40.00438105288388)	(30, 39.93340012693682)	(35, 39.878374220993265)	(40, 39.81339896895126)	(45, 39.76245018327312)	(50, 39.68967554663883)	(55, 39.61395204993318)	(60, 39.54730237279929)	(65, 39.44769359400866)	(70, 39.35146232990075)	(75, 38.96241669133)	(80, 39.22795742445612)	(85, 39.21651266803703)	(90, 39.07118583382999)	(95, 38.92403993900772)	(100, 38.73213124315022)	(105, 38.432116848204984)	(110, 38.14998016813395)	(115, 37.79549166290841)	(120, 37.389228030357984)	(125, 36.87102882521309)	(130, 36.305783323212275)	(135, 35.61221485418895)	(140, 34.95965273900756)	(145, 34.31521435748955)	(150, 31.658343155614574)
