Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
KTP-5_S17_R1_001 - polya	(1, 0.005064174831833534)	(2, 0.014500120456568118)	(3, 0.02186506386619972)	(4, 0.02919895776735901)	(5, 0.03663531504647692)	(6, 0.04355004058326005)	(7, 0.04988103536076377)	(8, 0.05519671121122301)	(9, 0.060490652405751626)	(10, 0.07595020267411408)	(15, 0.09867099099381062)	(20, 0.11852094176015751)	(25, 0.13720777793913172)	(30, 0.15539285406119344)	(35, 0.17375304941103895)	(40, 0.1921107608002067)	(45, 0.21061440487919425)	(50, 0.2290795475676762)	(55, 0.24742359717311616)	(60, 0.26632219099987153)	(65, 0.2856505100238836)	(70, 0.304641010395717)	(75, 0.3236097761116198)	(80, 0.34287475413834834)	(85, 0.3623365860487914)	(90, 0.3820412251154879)	(95, 0.4014186023628863)	(100, 0.4208052944628262)	(105, 0.44006903050921603)	(110, 0.4596531974830399)	(115, 0.47950004329853957)	(120, 0.4993530990157337)	(125, 0.5192887464254641)	(130, 0.5389058258782689)	(135, 0.5583515120443062)	(140, 0.5703763656854618)
KTP-5_S17_R2_001 - polya	(1, 0.00768475334689638)	(2, 0.0197102279782215)	(3, 0.028739425041968844)	(4, 0.03766305377691034)	(5, 0.0469965360236863)	(6, 0.0566249886009492)	(7, 0.06565418566469654)	(8, 0.07339482812684307)	(9, 0.08155463895336577)	(10, 0.10591918825158635)	(15, 0.14076170467887214)	(20, 0.17259800769586908)	(25, 0.20382077242545318)	(30, 0.23400151565070654)	(35, 0.2639040552800481)	(40, 0.29337935367281065)	(45, 0.3228329174096426)	(50, 0.3519318957597207)	(55, 0.38070361229050087)	(60, 0.4091002507589354)	(65, 0.437236694346372)	(70, 0.46585626828563775)	(75, 0.49461866996387605)	(80, 0.5236350566214178)	(85, 0.5522850590789865)	(90, 0.5801600658050863)	(95, 0.6077003588298545)	(100, 0.6335223720557652)	(105, 0.6596275567989435)	(110, 0.6872293278504868)	(115, 0.7136810251082161)	(120, 0.7395794201249687)	(125, 0.765175392929201)	(130, 0.7903372936049904)	(135, 0.8148316298486252)	(140, 0.8302793813037682)
KTP-6_S18_R1_001 - polya	(1, 0.004642393564296898)	(2, 0.0131618585654432)	(3, 0.019654481448843936)	(4, 0.025583625403244863)	(5, 0.03157164029052637)	(6, 0.03756806531107653)	(7, 0.04274029727129862)	(8, 0.046903313239282256)	(9, 0.05101586840765396)	(10, 0.06351500847152725)	(15, 0.08221578080770585)	(20, 0.09886784467964035)	(25, 0.11508762770156608)	(30, 0.13068169680830397)	(35, 0.14613447567612847)	(40, 0.16162594115698875)	(45, 0.17697275234562823)	(50, 0.1927636185708526)	(55, 0.20902881631242903)	(60, 0.22442272424737295)	(65, 0.24027077937882418)	(70, 0.25605659952408744)	(75, 0.27204762692110573)	(80, 0.2882993684494523)	(85, 0.3044030916322706)	(90, 0.32044289780224716)	(95, 0.33639187453292224)	(100, 0.352229837504451)	(105, 0.36865482777813197)	(110, 0.3852850253035679)	(115, 0.40224994613309645)	(120, 0.41864129587370275)	(125, 0.43460372881760756)	(130, 0.45063680688096924)	(135, 0.46655382510522336)	(140, 0.47600513287253654)
KTP-6_S18_R2_001 - polya	(1, 0.007417737542952653)	(2, 0.018704136389486054)	(3, 0.026693762994707167)	(4, 0.034145141070734436)	(5, 0.042218869008642086)	(6, 0.05112520014014646)	(7, 0.058904573413651226)	(8, 0.06591021442643985)	(9, 0.0733447722359298)	(10, 0.09421199490211361)	(15, 0.12430513376401064)	(20, 0.1510073068919865)	(25, 0.17734784428941017)	(30, 0.20267243758798048)	(35, 0.2289591501324848)	(40, 0.2547109782011027)	(45, 0.28058223016213557)	(50, 0.3054223997844315)	(55, 0.3298101042368738)	(60, 0.35471755492531887)	(65, 0.37953585820111624)	(70, 0.4048570874463791)	(75, 0.4297191234151735)	(80, 0.45473926988941854)	(85, 0.47882925562415046)	(90, 0.5027342184269721)	(95, 0.5255105413451403)	(100, 0.546621657876115)	(105, 0.5688664603717044)	(110, 0.5922853174715976)	(115, 0.6148059723383988)	(120, 0.6366521345170539)	(125, 0.6579600481665152)	(130, 0.6793890677350451)	(135, 0.6998744703508321)	(140, 0.7131372505154991)
KTP-7_S19_R1_001 - polya	(1, 0.0033599152099446205)	(2, 0.009487890647052289)	(3, 0.014341101505861185)	(4, 0.01836571538877588)	(5, 0.02260886034225608)	(6, 0.02641494315460527)	(7, 0.029865912977285518)	(8, 0.03304371896175888)	(9, 0.036385423249156376)	(10, 0.04549452670722846)	(15, 0.058396965331866744)	(20, 0.06976058100127294)	(25, 0.08054691042593527)	(30, 0.09116752045541876)	(35, 0.10172075007147788)	(40, 0.11201538458736782)	(45, 0.122650563354889)	(50, 0.1339431564263614)	(55, 0.1447294858510237)	(60, 0.15513884917896056)	(65, 0.16634767200671619)	(70, 0.17762569634015088)	(75, 0.18863055683537872)	(80, 0.19970097665177622)	(85, 0.21076046991464542)	(90, 0.22198204038818403)	(95, 0.23329830765896772)	(100, 0.24458361636142123)	(105, 0.255861640694856)	(110, 0.266782730946367)	(115, 0.2779933748663773)	(120, 0.28920037660187825)	(125, 0.30029811280209645)	(130, 0.311437734124173)	(135, 0.323138251860701)	(140, 0.3301458148568348)
KTP-7_S19_R2_001 - polya	(1, 0.005008003700459462)	(2, 0.012774962166808408)	(3, 0.01887562122009539)	(4, 0.02442995259696861)	(5, 0.029875018438559078)	(6, 0.03566609180854493)	(7, 0.041275055953059525)	(8, 0.04672922725592356)	(9, 0.05210144940732553)	(10, 0.0660637637242065)	(15, 0.08668945460108064)	(20, 0.1048348178270363)	(25, 0.12213337315455064)	(30, 0.13941007537500844)	(35, 0.15723310527187997)	(40, 0.17446974346273406)	(45, 0.19242207090969018)	(50, 0.20943107256870527)	(55, 0.22734333598605772)	(60, 0.2444998461177045)	(65, 0.2621371246045954)	(70, 0.2798873108112784)	(75, 0.2969782616217555)	(80, 0.3139726945427328)	(85, 0.33072856437834286)	(90, 0.3478158730043105)	(95, 0.3639252550894976)	(100, 0.37862875395404655)	(105, 0.39435752775799865)	(110, 0.4111225030548823)	(115, 0.427169968003409)	(120, 0.4430298604497005)	(125, 0.4580921144884279)	(130, 0.47282475082905223)	(135, 0.48701652277002705)	(140, 0.49649348686355105)
KTP-8_S20_R1_001 - polya	(1, 0.0042432779159266186)	(2, 0.013360657874653965)	(3, 0.021590941404964595)	(4, 0.029003124895735366)	(5, 0.03643502164047096)	(6, 0.04398026959550423)	(7, 0.0510129729474523)	(8, 0.05690230756944105)	(9, 0.06277192893746497)	(10, 0.07986824843845156)	(15, 0.1041155508151751)	(20, 0.1263156317676525)	(25, 0.14745809664491752)	(30, 0.1676809382247239)	(35, 0.1883709839234964)	(40, 0.20890923756673985)	(45, 0.22959435495202113)	(50, 0.25088269790862583)	(55, 0.27187829904385297)	(60, 0.29274182137751587)	(65, 0.3146343755681421)	(70, 0.33615139227073865)	(75, 0.3573874951043366)	(80, 0.3795106943663512)	(85, 0.40141704783475285)	(90, 0.4230681146643101)	(95, 0.4447871922200461)	(100, 0.4663623630218388)	(105, 0.48861961241081414)	(110, 0.5114189762838219)	(115, 0.5338644872481613)	(120, 0.5557550701133911)	(125, 0.5774061369429484)	(130, 0.5990887449788493)	(135, 0.6208206361496624)	(140, 0.634007817389426)
KTP-8_S20_R2_001 - polya	(1, 0.0070376316654392704)	(2, 0.0189887918816089)	(3, 0.028805992356087207)	(4, 0.0381106482274803)	(5, 0.04769621796787203)	(6, 0.05762184133915683)	(7, 0.06720741107954854)	(8, 0.07637407417318794)	(9, 0.08544709931049445)	(10, 0.11097280620683629)	(15, 0.14748569520046828)	(20, 0.18127519815886092)	(25, 0.2145649701292455)	(30, 0.24755805762745964)	(35, 0.28030670077651)	(40, 0.312128820989214)	(45, 0.3443728048367652)	(50, 0.37656060591051654)	(55, 0.40917125628181317)	(60, 0.4420342363038595)	(65, 0.4738100303697463)	(70, 0.5054369893681987)	(75, 0.5363010454382126)	(80, 0.5681754057739234)	(85, 0.5993095334232553)	(90, 0.6304436610725873)	(95, 0.6602983985396027)	(100, 0.6882015238641015)	(105, 0.7165718533075661)	(110, 0.7467124329570713)	(115, 0.7761571347416186)	(120, 0.8055081985698329)	(125, 0.8334694779935278)	(130, 0.8611370299331469)	(135, 0.8882545820871476)	(140, 0.9052621919452926)
KTP-9_S21_R1_001 - polya	(1, 0.003258568017445276)	(2, 0.010240291967694362)	(3, 0.015499169065155551)	(4, 0.021087129269329034)	(5, 0.02655248988472735)	(6, 0.03183072481199514)	(7, 0.03624431000790122)	(8, 0.04005780247980253)	(9, 0.043993894540478994)	(10, 0.05534274489509831)	(15, 0.07179044762077755)	(20, 0.08621332134868581)	(25, 0.09985542927439434)	(30, 0.11353754338170319)	(35, 0.12772683262994508)	(40, 0.14186191995472847)	(45, 0.15624220645706224)	(50, 0.17043278622729124)	(55, 0.184282668192924)	(60, 0.19850163944686935)	(65, 0.21304840328553992)	(70, 0.22745191918364163)	(75, 0.24140633343023002)	(80, 0.2562589509798449)	(85, 0.2708573356979998)	(90, 0.28542216684448984)	(95, 0.29998957903495416)	(100, 0.31515321238346183)	(105, 0.33055301125561015)	(110, 0.34533335957394706)	(115, 0.3598827044565919)	(120, 0.37469144425864515)	(125, 0.3892937005427613)	(130, 0.4036597913032368)	(135, 0.41796006544236997)	(140, 0.42691757855487994)
KTP-9_S21_R2_001 - polya	(1, 0.0053234031968165405)	(2, 0.014350604496630285)	(3, 0.02152590674494543)	(4, 0.028146284538804543)	(5, 0.035631312064025374)	(6, 0.04294857173092229)	(7, 0.04934310817703768)	(8, 0.05511819406934168)	(9, 0.06185471884204043)	(10, 0.07981620385859621)	(15, 0.10580086406899647)	(20, 0.12909478593627854)	(25, 0.15222481151119802)	(30, 0.17582974917737287)	(35, 0.19938822805201192)	(40, 0.2225724555503899)	(45, 0.2452895140894351)	(50, 0.2686957113695955)	(55, 0.29163215864644887)	(60, 0.31430275839395827)	(65, 0.3367010580021881)	(70, 0.35916646475374747)	(75, 0.38189126642471527)	(80, 0.40480061273983947)	(85, 0.42712664311679127)	(90, 0.44961915083007986)	(95, 0.47049334397153625)	(100, 0.4899118283115359)	(105, 0.5105253360115967)	(110, 0.5321712613013431)	(115, 0.5526260347969896)	(120, 0.5734860321965878)	(125, 0.5935420343982183)	(130, 0.6130160111836636)	(135, 0.6319492592565109)	(140, 0.6444737751413847)
STP-1_S46_R1_001 - polya	(1, 0.004480421363507585)	(2, 0.012019333957194001)	(3, 0.02054197180035314)	(4, 0.02860851884602947)	(5, 0.036818153200720016)	(6, 0.044607468585181304)	(7, 0.051752891079078635)	(8, 0.05702923559897778)	(9, 0.06284215752768024)	(10, 0.08138984995864777)	(15, 0.1092650463459794)	(20, 0.13426239923076264)	(25, 0.15739425132427304)	(30, 0.17990546221493428)	(35, 0.2030569888134342)	(40, 0.22650721016950123)	(45, 0.2503437672599066)	(50, 0.27326098838989576)	(55, 0.29598683024407835)	(60, 0.31942274286924394)	(65, 0.34297312534162094)	(70, 0.3671191087377696)	(75, 0.3910397296222209)	(80, 0.415682941417194)	(85, 0.43980567312562774)	(90, 0.46403214313309693)	(95, 0.4881512976588055)	(100, 0.5123241099253943)	(105, 0.5378008052953751)	(110, 0.5626765339674964)	(115, 0.587437792792406)	(120, 0.6125728672121155)	(125, 0.637502253625117)	(130, 0.6622813983636535)	(135, 0.6871624928098627)	(140, 0.7028359189210073)
STP-1_S46_R2_001 - polya	(1, 0.008030775218422777)	(2, 0.019218414191971657)	(3, 0.02937761313198087)	(4, 0.03913437901538761)	(5, 0.050500877125204256)	(6, 0.0607942204174143)	(7, 0.07043472786224698)	(8, 0.07825981507396183)	(9, 0.08694342613976196)	(10, 0.11563958596256263)	(15, 0.15802562407529827)	(20, 0.19697577818033007)	(25, 0.23463456932150856)	(30, 0.271245245924158)	(35, 0.3077092580350679)	(40, 0.34519992158815466)	(45, 0.38158702427046937)	(50, 0.4173964119426391)	(55, 0.4531718163789181)	(60, 0.48870218379851016)	(65, 0.5241645847463205)	(70, 0.5600043784716559)	(75, 0.5953737726686069)	(80, 0.6303460995830436)	(85, 0.665175339188466)	(90, 0.6990423166407679)	(95, 0.7324764549833017)	(100, 0.7644171195379996)	(105, 0.7958569785111479)	(110, 0.8295039592258405)	(115, 0.8623961543854829)	(120, 0.8952972925019388)	(125, 0.9274561652028834)	(130, 0.9589156986810213)	(135, 0.989770688278574)	(140, 1.0097581967564968)
STP-2_S47_R1_001 - polya	(1, 0.003707138931936929)	(2, 0.010161922013427112)	(3, 0.015824395009464108)	(4, 0.02089808711631112)	(5, 0.026364299815951456)	(6, 0.03162698331932859)	(7, 0.03655529742884474)	(8, 0.0404877722566445)	(9, 0.04397684419258514)	(10, 0.0554486219619633)	(15, 0.07210021777624)	(20, 0.08622078265698643)	(25, 0.09981653296736845)	(30, 0.11316368690231471)	(35, 0.12680305061189598)	(40, 0.1405151033201427)	(45, 0.1544292314446793)	(50, 0.1684073258880415)	(55, 0.18256568904809395)	(60, 0.1963576996548726)	(65, 0.21022094548034342)	(70, 0.22394753598832323)	(75, 0.23723508494436385)	(80, 0.25084828061442555)	(85, 0.2652901308692732)	(90, 0.2791504691347974)	(95, 0.29373624360700257)	(100, 0.30788733786718847)	(105, 0.3223219192221696)	(110, 0.3363610724244107)	(115, 0.35050489778473004)	(120, 0.3645556812267577)	(125, 0.37873439730643643)	(130, 0.3924013828355106)	(135, 0.4055232008745941)	(140, 0.4139493095998907)
STP-2_S47_R2_001 - polya	(1, 0.006316673984025866)	(2, 0.015722630411332504)	(3, 0.022504513986817125)	(4, 0.029344548761234084)	(5, 0.03688239792283918)	(6, 0.044238524587780687)	(7, 0.05114397946099654)	(8, 0.0572571242487592)	(9, 0.0636973695305163)	(10, 0.08216328275148214)	(15, 0.10779487746088605)	(20, 0.1312152728308876)	(25, 0.15375031619714422)	(30, 0.17582305753188865)	(35, 0.19793068958599253)	(40, 0.21959928008815727)	(45, 0.24152518964559752)	(50, 0.2637331325178597)	(55, 0.28518220224405477)	(60, 0.3065367762719847)	(65, 0.3282911397925747)	(70, 0.3496747894199709)	(75, 0.3706310277352144)	(80, 0.3922501897182865)	(85, 0.41377049466317367)	(90, 0.43530969874771397)	(95, 0.45555213109606285)	(100, 0.474297170071904)	(105, 0.49359028409768235)	(110, 0.5140275229624547)	(115, 0.5335314350843628)	(120, 0.5530484312260308)	(125, 0.5717353190029396)	(130, 0.5902128624636919)	(135, 0.6084287255292486)	(140, 0.6199135873183865)
STP-3_S48_R1_001 - polya	(1, 0.0038725858588965147)	(2, 0.010601997351405212)	(3, 0.01654842700359057)	(4, 0.022043407666760672)	(5, 0.02782759783851867)	(6, 0.03330141683032868)	(7, 0.038189762914509526)	(8, 0.04244325885788767)	(9, 0.046506299759025)	(10, 0.05913135289245484)	(15, 0.07754765008809604)	(20, 0.09409748786977727)	(25, 0.10981778813414297)	(30, 0.12545344171306833)	(35, 0.1414558975955686)	(40, 0.1569363655845199)	(45, 0.17329856988014172)	(50, 0.1896452556167661)	(55, 0.20565194383353833)	(60, 0.22204800680333622)	(65, 0.23809560758473802)	(70, 0.2546383914759659)	(75, 0.2705632545634792)	(80, 0.28705242888726146)	(85, 0.30406218032650206)	(90, 0.3205753378778257)	(95, 0.3379547131768225)	(100, 0.3549898586216952)	(105, 0.3712476653386072)	(110, 0.38816712698004463)	(115, 0.40495961859332164)	(120, 0.42155460127390443)	(125, 0.4380832773842256)	(130, 0.45410266260381393)	(135, 0.46982719520245164)	(140, 0.47992554477548666)
STP-3_S48_R2_001 - polya	(1, 0.005882944638105088)	(2, 0.015158810584277978)	(3, 0.02265709613620329)	(4, 0.029816794946367155)	(5, 0.03765366724005391)	(6, 0.04573037180915502)	(7, 0.0531369567851866)	(8, 0.0600991466626563)	(9, 0.06696963596423226)	(10, 0.08741039971998878)	(15, 0.11759117541374946)	(20, 0.14550624149388983)	(25, 0.17185957622765555)	(30, 0.19840618755984343)	(35, 0.22488084920940699)	(40, 0.25162496947428903)	(45, 0.2782900861660934)	(50, 0.30510474533550913)	(55, 0.33103061430780106)	(60, 0.3570411299655333)	(65, 0.38269189721014396)	(70, 0.4083215027833947)	(75, 0.43448861480919154)	(80, 0.4605470969220066)	(85, 0.48709794058846656)	(90, 0.5126203270268261)	(95, 0.5382330032629886)	(100, 0.5617252800288701)	(105, 0.5852147352385704)	(110, 0.6102489924575571)	(115, 0.6343591900271532)	(120, 0.6573181926747605)	(125, 0.6802757845442771)	(130, 0.7037652397539773)	(135, 0.7266438280504162)	(140, 0.7412087010585209)
WBP-1_S5_R1_001 - polya	(1, 0.004344248947319185)	(2, 0.01169127119564836)	(3, 0.017687933852990792)	(4, 0.02297388093612968)	(5, 0.02845527480217454)	(6, 0.03370568610660325)	(7, 0.03847636439844456)	(8, 0.04221650510769073)	(9, 0.046098788931777615)	(10, 0.05694253180518823)	(15, 0.07324634707741762)	(20, 0.0875637123197481)	(25, 0.1007083968646427)	(30, 0.11379444737466553)	(35, 0.12680231917152598)	(40, 0.13995944123896914)	(45, 0.15361051063048378)	(50, 0.16795097412897583)	(55, 0.18144923967203672)	(60, 0.19521402355542394)	(65, 0.2085434941496115)	(70, 0.22184098254295986)	(75, 0.2350052117661451)	(80, 0.24874156702656416)	(85, 0.26239085962914327)	(90, 0.2759832949857861)	(95, 0.289970177486112)	(100, 0.30375628283672534)	(105, 0.3171532714104622)	(110, 0.3303263845783249)	(115, 0.34443053514839433)	(120, 0.3584263015933976)	(125, 0.37126004807457824)	(130, 0.3841932947361473)	(135, 0.39678006755529205)	(140, 0.40484135895569584)
WBP-1_S5_R2_001 - polya	(1, 0.00766684425672077)	(2, 0.01831869392509644)	(3, 0.025310358386323843)	(4, 0.03227537101351861)	(5, 0.039844491878786394)	(6, 0.04795553336938438)	(7, 0.05443192903931421)	(8, 0.06097051232198685)	(9, 0.06734918460046369)	(10, 0.08606587924711413)	(15, 0.11220599806632059)	(20, 0.13550147779977736)	(25, 0.15829234947554965)	(30, 0.18038138952179594)	(35, 0.20271207286327142)	(40, 0.22474425566358133)	(45, 0.24648326828953238)	(50, 0.2681423254133854)	(55, 0.2899008827176271)	(60, 0.31111751939653853)	(65, 0.33220978084996433)	(70, 0.35380665036107456)	(75, 0.37477098301114375)	(80, 0.395449252642596)	(85, 0.41528532431861703)	(90, 0.43580190615693787)	(95, 0.45603064818770633)	(100, 0.47445950302680434)	(105, 0.49360618059584793)	(110, 0.5137514135466474)	(115, 0.533480877886538)	(120, 0.5521993493221239)	(125, 0.5706708470956741)	(130, 0.5879163605037232)	(135, 0.6047461053008633)	(140, 0.6153553120347867)
WBP-2_S6_R1_001 - polya	(1, 0.004897095882926325)	(2, 0.01366764720502347)	(3, 0.020620213099010843)	(4, 0.026893081738344565)	(5, 0.0330758700186278)	(6, 0.039021173715959756)	(7, 0.04420488892313763)	(8, 0.04860244826951126)	(9, 0.05305733148073521)	(10, 0.0657783160033736)	(15, 0.08381240388528052)	(20, 0.10057717761693064)	(25, 0.11631503525540525)	(30, 0.13124872096126555)	(35, 0.14695709775495996)	(40, 0.1625000542529435)	(45, 0.1783296300751786)	(50, 0.19526309975195963)	(55, 0.21191650140332915)	(60, 0.22800649135445566)	(65, 0.24440111670164377)	(70, 0.26092185455150263)	(75, 0.2775212079874418)	(80, 0.2939960867454204)	(85, 0.310855854310251)	(90, 0.3274290025508301)	(95, 0.34469986411787296)	(100, 0.3615219617143734)	(105, 0.37838336710391396)	(110, 0.3954478627574957)	(115, 0.41195058453554445)	(120, 0.42866131005176433)	(125, 0.4453360034243639)	(130, 0.46150133331215076)	(135, 0.477530723749007)	(140, 0.48780152250547215)
WBP-2_S6_R2_001 - polya	(1, 0.0067150813110360965)	(2, 0.017467400532243896)	(3, 0.02599227814783972)	(4, 0.034165023450783656)	(5, 0.04298470951418106)	(6, 0.05091178111062367)	(7, 0.05874058322446576)	(8, 0.06591425545430432)	(9, 0.07303060381929258)	(10, 0.09327739288442141)	(15, 0.12336750845670315)	(20, 0.15048497218031892)	(25, 0.1773420217750433)	(30, 0.20310336663877177)	(35, 0.22931183764833268)	(40, 0.25519765719002185)	(45, 0.28048567071255776)	(50, 0.3053789684799816)	(55, 0.3298873774405533)	(60, 0.35522943917851957)	(65, 0.37994093840313237)	(70, 0.4046737293489754)	(75, 0.42973899871095006)	(80, 0.45520717295158697)	(85, 0.48002840643177036)	(90, 0.5046924087397929)	(95, 0.5284326779113705)	(100, 0.5513720507997539)	(105, 0.5748535436671501)	(110, 0.5989181021313095)	(115, 0.6221850399616946)	(120, 0.644598671118165)	(125, 0.6668763628237048)	(130, 0.6888576082567329)	(135, 0.7104490514087791)	(140, 0.724041358677142)
WBP-3_S7_R1_001 - polya	(1, 0.003450726995364418)	(2, 0.009244149382077156)	(3, 0.013961198210602828)	(4, 0.018045086122547873)	(5, 0.02239279108306818)	(6, 0.026286730720039037)	(7, 0.030022380127864737)	(8, 0.03305099984550874)	(9, 0.03607961956315273)	(10, 0.04500718848693958)	(15, 0.05858004800203962)	(20, 0.07054889986180209)	(25, 0.08197745440608238)	(30, 0.09263777370491155)	(35, 0.10340995143233662)	(40, 0.11455780463693285)	(45, 0.12583017948845662)	(50, 0.13743601908937952)	(55, 0.1486936201861831)	(60, 0.15988579465493996)	(65, 0.17125103310756223)	(70, 0.18271757730683738)	(75, 0.19458934449272416)	(80, 0.20603056225533609)	(85, 0.2174738905543366)	(90, 0.22912405141942016)	(95, 0.24054416381814608)	(100, 0.25226819345683066)	(105, 0.2637706167747121)	(110, 0.2749416858795829)	(115, 0.2863428034508114)	(120, 0.2979169850059053)	(125, 0.30879891062553766)	(130, 0.3201177172776107)	(135, 0.33143019232051785)	(140, 0.3381079294540549)
WBP-3_S7_R2_001 - polya	(1, 0.0055084999742514565)	(2, 0.013845118709229713)	(3, 0.01986014741674567)	(4, 0.02519980447990896)	(5, 0.031510308281829214)	(6, 0.03727207262271292)	(7, 0.04291775746222351)	(8, 0.047972492112925515)	(9, 0.053776467181581265)	(10, 0.06948941059472383)	(15, 0.0913756729445275)	(20, 0.1111450672965633)	(25, 0.13069918693696164)	(30, 0.14998104738323037)	(35, 0.1697187836894371)	(40, 0.18852577344827032)	(45, 0.20632392681335174)	(50, 0.22478056753167702)	(55, 0.24286575384560835)	(60, 0.2618289232971981)	(65, 0.28009350520416065)	(70, 0.2987823049252321)	(75, 0.31702367093191997)	(80, 0.3352755896205509)	(85, 0.35263264088041446)	(90, 0.3701205453963714)	(95, 0.386857098957986)	(100, 0.40276421171887994)	(105, 0.4190723263936083)	(110, 0.4362394293784977)	(115, 0.453550048837812)	(120, 0.47024861274443175)	(125, 0.48593622972091105)	(130, 0.5016175150882247)	(135, 0.5173114636738698)	(140, 0.5273069640102893)
WBP-4_S8_R1_001 - polya	(1, 0.0059261821542947735)	(2, 0.01598157509996913)	(3, 0.023951508049997235)	(4, 0.03163642813395368)	(5, 0.039561176117409454)	(6, 0.04746854526756817)	(7, 0.054427030119707835)	(8, 0.060471388340422566)	(9, 0.06606737266207335)	(10, 0.08266207300076248)	(15, 0.10767855595520306)	(20, 0.12981849442231558)	(25, 0.15057646806564653)	(30, 0.17085270044998319)	(35, 0.19090439830812192)	(40, 0.21108400437932695)	(45, 0.23189063875588967)	(50, 0.25300939697846736)	(55, 0.27326546991617945)	(60, 0.2941520469259086)	(65, 0.3151734836820228)	(70, 0.33603781578513175)	(75, 0.357176733454334)	(80, 0.37875012195596264)	(85, 0.4007037593301308)	(90, 0.42204844238557027)	(95, 0.4435634380073208)	(100, 0.46594459468059635)	(105, 0.48823051534740414)	(110, 0.5101876284882316)	(115, 0.5323532876286239)	(120, 0.554518251615684)	(125, 0.5765108175764375)	(130, 0.5981210492046559)	(135, 0.6198842145658884)	(140, 0.6329822936452106)
WBP-4_S8_R2_001 - polya	(1, 0.009648728246523339)	(2, 0.024347745449170025)	(3, 0.03488279419384302)	(4, 0.04467402887340219)	(5, 0.0553481082844516)	(6, 0.06593529352901575)	(7, 0.07618185364095768)	(8, 0.08554556902140936)	(9, 0.09483629330201343)	(10, 0.12172899509920376)	(15, 0.16116156785021504)	(20, 0.19722056148160255)	(25, 0.23203870641558053)	(30, 0.26620757813758067)	(35, 0.29970562689431457)	(40, 0.33269621371877456)	(45, 0.3662088606954779)	(50, 0.3997034336855525)	(55, 0.43263423732347056)	(60, 0.4653203469885662)	(65, 0.49768321035433666)	(70, 0.5304047728393583)	(75, 0.5630797600511438)	(80, 0.5958659717960304)	(85, 0.6282455188417662)	(90, 0.6605200977343876)	(95, 0.6920355691885938)	(100, 0.7219007466329119)	(105, 0.7522622635561937)	(110, 0.7836046418307614)	(115, 0.8135497619082459)	(120, 0.8435407621056348)	(125, 0.8726252823582493)	(130, 0.9010987628321395)	(135, 0.9291468094669177)	(140, 0.9468162168566967)
WBP-5_S9_R1_001 - polya	(1, 0.0059532990862044026)	(2, 0.016465316934810195)	(3, 0.025026607623534432)	(4, 0.03286743536552056)	(5, 0.04080516748045976)	(6, 0.04889878923884522)	(7, 0.05564838947670754)	(8, 0.061580622394878666)	(9, 0.06771509052616925)	(10, 0.0852783761388739)	(15, 0.11159928912637293)	(20, 0.13479314013101218)	(25, 0.15669100047824414)	(30, 0.17813214630251464)	(35, 0.19965334356531161)	(40, 0.22084675125351075)	(45, 0.24315160996714563)	(50, 0.2654716363217645)	(55, 0.28742595399932563)	(60, 0.30982518914574964)	(65, 0.33291960783727176)	(70, 0.3555101237894379)	(75, 0.37771470754323444)	(80, 0.40075182625770606)	(85, 0.4238403464221789)	(90, 0.44650670057926484)	(95, 0.469863182401121)	(100, 0.4933679700459314)	(105, 0.5167042283464756)	(110, 0.5401786807093181)	(115, 0.5635570713459289)	(120, 0.587045848703034)	(125, 0.6099430880617647)	(130, 0.6327484789278703)	(135, 0.6556794241554541)	(140, 0.6702538418475973)
WBP-5_S9_R2_001 - polya	(1, 0.00918484926250927)	(2, 0.02314750543496602)	(3, 0.03382805262783804)	(4, 0.044028291189551316)	(5, 0.05483944862422966)	(6, 0.0658696942064541)	(7, 0.07633957971899333)	(8, 0.08571823772740876)	(9, 0.09526963831369707)	(10, 0.12228152161268761)	(15, 0.16261396428248062)	(20, 0.19953115979071856)	(25, 0.23550627626450832)	(30, 0.2703168549694185)	(35, 0.3050962557456393)	(40, 0.3392782199964365)	(45, 0.3733851886890351)	(50, 0.40753344707097894)	(55, 0.44149716582095133)	(60, 0.47439325117499714)	(65, 0.5078235745503669)	(70, 0.5411746891339316)	(75, 0.5752193019691517)	(80, 0.6088552311445261)	(85, 0.6423816162461277)	(90, 0.6751184413698419)	(95, 0.70690813157878)	(100, 0.7369990459975144)	(105, 0.7678070527761017)	(110, 0.8002051339178408)	(115, 0.8320748755653053)	(120, 0.8630758484430775)	(125, 0.8927656630224583)	(130, 0.9220788145174043)	(135, 0.9509891808795539)	(140, 0.9694060676209669)
