Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
KTP-11_S23_R1_001 - polya	(1, 0.003458422669353995)	(2, 0.010186197064862677)	(3, 0.015858325360841894)	(4, 0.021057776298822845)	(5, 0.026146935853270863)	(6, 0.0312597292756188)	(7, 0.03537990024617037)	(8, 0.03909829546242341)	(9, 0.04287971432640956)	(10, 0.053929335365215735)	(15, 0.07001612144909013)	(20, 0.08490545822603558)	(25, 0.09889355684039766)	(30, 0.11207180158138937)	(35, 0.1258739804349388)	(40, 0.13998497516238043)	(45, 0.154119603757722)	(50, 0.1680588590450909)	(55, 0.18160421653412795)	(60, 0.19529137723056444)	(65, 0.20903683480115406)	(70, 0.22269878603849733)	(75, 0.23647575543295357)	(80, 0.2511240267573199)	(85, 0.26545087747824736)	(90, 0.2803339118904195)	(95, 0.2945662271397474)	(100, 0.30862995413138916)	(105, 0.32286857174549033)	(110, 0.33687242627178565)	(115, 0.3515726921055319)	(120, 0.36653923285095036)	(125, 0.38108351515655703)	(130, 0.3953567957769114)	(135, 0.4094803952338997)	(140, 0.4179491978980353)
KTP-11_S23_R2_001 - polya	(1, 0.006026636314477919)	(2, 0.014637242186013037)	(3, 0.0215068197889212)	(4, 0.027895842077864455)	(5, 0.03498600244783848)	(6, 0.042257355805045166)	(7, 0.049071787716186865)	(8, 0.0555395895647965)	(9, 0.061408666759941666)	(10, 0.07944918592354225)	(15, 0.10513132237478147)	(20, 0.12927883300371965)	(25, 0.15302141669597266)	(30, 0.1767120058788459)	(35, 0.19954704904374218)	(40, 0.2222103527685658)	(45, 0.24503436679510887)	(50, 0.2671619695142011)	(55, 0.28861994597612917)	(60, 0.3104970296954823)	(65, 0.33273649938930083)	(70, 0.3548814336115197)	(75, 0.3766072605763135)	(80, 0.3984260474215135)	(85, 0.42050008004003264)	(90, 0.4424181291304123)	(95, 0.46312769977550977)	(100, 0.4829265787108639)	(105, 0.5029145285894173)	(110, 0.5245001279380049)	(115, 0.545039534734223)	(120, 0.5655568832537344)	(125, 0.5854944142141014)	(130, 0.6047087488167311)	(135, 0.6238789668659475)	(140, 0.6366176216640008)
KTP-12_S24_R1_001 - polya	(1, 0.003509266083904583)	(2, 0.010371444812331862)	(3, 0.015722206960067563)	(4, 0.020742889624663724)	(5, 0.0261226061130257)	(6, 0.030952190129488445)	(7, 0.035277968619053995)	(8, 0.03856139084607363)	(9, 0.04213435647935602)	(10, 0.05295517265820767)	(15, 0.06810292550024993)	(20, 0.08134664090270831)	(25, 0.09448727885253717)	(30, 0.10678708275057898)	(35, 0.11948761472288842)	(40, 0.13202600238769074)	(45, 0.14502071046076317)	(50, 0.15761353228594288)	(55, 0.17028047722312584)	(60, 0.1830829284744398)	(65, 0.19555182572173904)	(70, 0.2080751571294157)	(75, 0.2214543788460051)	(80, 0.23449657203770458)	(85, 0.24769859318966114)	(90, 0.2607929041944879)	(95, 0.27411190088257464)	(100, 0.28749343894641405)	(105, 0.30052520857548815)	(110, 0.3129721005239114)	(115, 0.3260177682364861)	(120, 0.3393761428278245)	(125, 0.35260480197315724)	(130, 0.3650968626929575)	(135, 0.37761556140613395)	(140, 0.3857007714826151)
KTP-12_S24_R2_001 - polya	(1, 0.00557660600462065)	(2, 0.015021511916911697)	(3, 0.02171575546970658)	(4, 0.028132037352489217)	(5, 0.035179523860924655)	(6, 0.041810067864341736)	(7, 0.04817423193399707)	(8, 0.053994054399878436)	(9, 0.05986020381076184)	(10, 0.07749223907853853)	(15, 0.10209647956912235)	(20, 0.12394195048483465)	(25, 0.14574456897642005)	(30, 0.16710708149048606)	(35, 0.187899772581027)	(40, 0.2085106304124349)	(45, 0.22888522082433238)	(50, 0.24940689928661136)	(55, 0.26974558631613227)	(60, 0.2893824201288723)	(65, 0.31002686499540666)	(70, 0.3297505618300255)	(75, 0.3501633719715497)	(80, 0.37028548053318605)	(85, 0.3901180456885597)	(90, 0.4095521991169157)	(95, 0.4281536257088602)	(100, 0.44596401971489474)	(105, 0.4641983052676979)	(110, 0.4833394407689161)	(115, 0.5016455330864725)	(120, 0.5196933526856424)	(125, 0.5372628465776664)	(130, 0.5550245972914488)	(135, 0.5724226814869653)	(140, 0.583290982784444)
KTP-13_S25_R1_001 - polya	(1, 0.0028243345473478116)	(2, 0.008877442956699446)	(3, 0.013905971768922519)	(4, 0.019615306760816544)	(5, 0.024475319191932944)	(6, 0.029045483447545872)	(7, 0.033386465424853726)	(8, 0.03688486549662822)	(9, 0.040780964227814465)	(10, 0.05080027418289272)	(15, 0.06586429052278028)	(20, 0.07918247715440273)	(25, 0.0920139884773891)	(30, 0.10445723805830573)	(35, 0.11683038482468196)	(40, 0.12937744049636027)	(45, 0.14258238411987906)	(50, 0.15577789082605584)	(55, 0.16849076661674314)	(60, 0.1810944437924733)	(65, 0.19386798548035897)	(70, 0.2070877585454151)	(75, 0.21990039603371758)	(80, 0.23359201496587242)	(85, 0.24677404036156067)	(90, 0.26020277373918904)	(95, 0.2734454650320758)	(100, 0.28666388996608305)	(105, 0.3002692285111112)	(110, 0.3138718707940418)	(115, 0.3272129756534947)	(120, 0.3407643889565688)	(125, 0.35444117844718626)	(130, 0.36818672262129526)	(135, 0.381786668642128)	(140, 0.39030416060878365)
KTP-13_S25_R2_001 - polya	(1, 0.005277933056260947)	(2, 0.013663308180128913)	(3, 0.02028937228524323)	(4, 0.026699735422541008)	(5, 0.033224689698991325)	(6, 0.040059714116677914)	(7, 0.04611956318127381)	(8, 0.0517143070340153)	(9, 0.05782134068532107)	(10, 0.07457052083627533)	(15, 0.09804013426576368)	(20, 0.11959809786797793)	(25, 0.14055749128450126)	(30, 0.16131196878159892)	(35, 0.18261648374662875)	(40, 0.20399110152619895)	(45, 0.2243195696118589)	(50, 0.24438919653613903)	(55, 0.26395731871024575)	(60, 0.2842210765055607)	(65, 0.3044160796173842)	(70, 0.32519751973545896)	(75, 0.34570798551271414)	(80, 0.366818369606709)	(85, 0.3872991765008894)	(90, 0.4073768922114628)	(95, 0.4266066334923072)	(100, 0.44500997044020457)	(105, 0.4642504967694399)	(110, 0.4839305138206013)	(115, 0.5037763509907719)	(120, 0.5229036343119036)	(125, 0.5419378965906643)	(130, 0.5601471026675267)	(135, 0.5784560704420043)	(140, 0.5900365161516548)
KTP-14_S26_R1_001 - polya	(1, 0.004203772869600179)	(2, 0.012523050412063527)	(3, 0.019650707298577215)	(4, 0.026314956152221593)	(5, 0.03316125816163606)	(6, 0.03960483652343791)	(7, 0.04517676644246177)	(8, 0.05008116812366198)	(9, 0.05470973169005903)	(10, 0.06900586950407728)	(15, 0.08981068347499092)	(20, 0.108142884584809)	(25, 0.12605360505520788)	(30, 0.14369952093539573)	(35, 0.1614171547254324)	(40, 0.17900459292528195)	(45, 0.19737320466625408)	(50, 0.21535233298912412)	(55, 0.23317257855786755)	(60, 0.251252111954526)	(65, 0.2696438940971416)	(70, 0.2877267375511776)	(75, 0.30582171788226503)	(80, 0.32478613995121197)	(85, 0.3434625870283044)	(90, 0.3621268972283455)	(95, 0.381156417092386)	(100, 0.40022786434987656)	(105, 0.41901906008272716)	(110, 0.4374726299630587)	(115, 0.45618548767130507)	(120, 0.47495682305988984)	(125, 0.49349204102220307)	(130, 0.5122026920255311)	(135, 0.53073018652063)	(140, 0.5421432643587255)
KTP-14_S26_R2_001 - polya	(1, 0.006901469632375097)	(2, 0.01820531557700865)	(3, 0.02702110172611769)	(4, 0.035307278694804656)	(5, 0.0438968775897751)	(6, 0.0529278174684306)	(7, 0.061114692715788434)	(8, 0.06864507324991474)	(9, 0.07646232542343633)	(10, 0.09876659538641995)	(15, 0.13123825826104812)	(20, 0.16144253183199428)	(25, 0.19094396988642198)	(30, 0.2194435639078846)	(35, 0.24747092307680427)	(40, 0.27550490236047914)	(45, 0.3040033930294826)	(50, 0.33227459309188817)	(55, 0.36048069535920024)	(60, 0.3881604985034679)	(65, 0.41642838850849595)	(70, 0.4440772977839056)	(75, 0.47244779956764027)	(80, 0.5001794602774909)	(85, 0.527809612561094)	(90, 0.5547711332544142)	(95, 0.5809889943902251)	(100, 0.6055573435995132)	(105, 0.6301069358169944)	(110, 0.6561063331658812)	(115, 0.6816169453753368)	(120, 0.7069499178388591)	(125, 0.7315359206874945)	(130, 0.7556474819786685)	(135, 0.7793695598517403)	(140, 0.7947723601823489)
KTP-15_S27_R1_001 - polya	(1, 0.005834260469589226)	(2, 0.016979871860133798)	(3, 0.026562629992963636)	(4, 0.03502318898209605)	(5, 0.04363063267590089)	(6, 0.05206181472409882)	(7, 0.05971157014343938)	(8, 0.066039363220728)	(9, 0.07223789775790486)	(10, 0.09163842955104043)	(15, 0.11958177576792499)	(20, 0.14363208977217126)	(25, 0.1664274208596962)	(30, 0.18969748331272246)	(35, 0.21279010904250445)	(40, 0.23565947002118431)	(45, 0.2586310627543162)	(50, 0.2818611725676715)	(55, 0.3053697757810859)	(60, 0.3289888362924138)	(65, 0.3527747578282497)	(70, 0.37655832920881077)	(75, 0.399961175434861)	(80, 0.424150148600318)	(85, 0.44814758411088224)	(90, 0.47219084764930425)	(95, 0.49706371599971605)	(100, 0.5216498654066074)	(105, 0.5473335373268112)	(110, 0.5723591657700824)	(115, 0.5968524840436207)	(120, 0.6218064327510119)	(125, 0.6471375813800018)	(130, 0.6726943449153685)	(135, 0.6972687435458861)	(140, 0.7125377023659953)
KTP-15_S27_R2_001 - polya	(1, 0.00910097630150424)	(2, 0.022820007717909922)	(3, 0.03391274061477242)	(4, 0.04455306862124381)	(5, 0.05537553366150902)	(6, 0.06706168076524816)	(7, 0.07798402740469063)	(8, 0.08682061123778448)	(9, 0.09712016672941581)	(10, 0.12572155642323288)	(15, 0.1675613707797674)	(20, 0.20559040835828024)	(25, 0.24207539392127636)	(30, 0.27776837715667874)	(35, 0.31366699897862255)	(40, 0.3488723249945124)	(45, 0.38448422787293557)	(50, 0.41936758261618345)	(55, 0.45420628440921096)	(60, 0.48874416632706924)	(65, 0.5243631196713167)	(70, 0.5605273090393081)	(75, 0.5955128955370081)	(80, 0.6302387898768471)	(85, 0.6649129808006415)	(90, 0.6995201922991052)	(95, 0.7332707721999192)	(100, 0.7644232554444871)	(105, 0.7963830170259348)	(110, 0.8299044567874599)	(115, 0.8621156849833069)	(120, 0.8938639325900262)	(125, 0.9248707062075591)	(130, 0.9561418722935023)	(135, 0.9859465414879962)	(140, 1.0053611742127802)
KTP-16_S28_R1_001 - polya	(1, 0.004638174742683884)	(2, 0.013650741778230767)	(3, 0.021681451917222136)	(4, 0.028906160126205248)	(5, 0.0365851603321021)	(6, 0.0440809782811789)	(7, 0.050910012815430686)	(8, 0.056676590260126135)	(9, 0.06228196731881992)	(10, 0.07926222979701207)	(15, 0.10402407454492033)	(20, 0.1263268806772761)	(25, 0.14810065645193554)	(30, 0.1684661270361624)	(35, 0.1893093369461759)	(40, 0.2106083043111578)	(45, 0.23168745296795556)	(50, 0.2527006560122981)	(55, 0.27345740389709255)	(60, 0.2947739567587292)	(65, 0.31607438958176565)	(70, 0.33767817222209606)	(75, 0.359403587880955)	(80, 0.3813971823637985)	(85, 0.40374834861195474)	(90, 0.42567892839845217)	(95, 0.448308531676975)	(100, 0.47095278953604336)	(105, 0.49361902926593004)	(110, 0.5160859667003967)	(115, 0.5382026596598232)	(120, 0.5609436377504926)	(125, 0.5841052023028208)	(130, 0.6069443660831457)	(135, 0.6294259580981578)	(140, 0.6431602309854986)
KTP-16_S28_R2_001 - polya	(1, 0.007210053628437507)	(2, 0.019556537738109458)	(3, 0.028898832835932444)	(4, 0.03783812696875131)	(5, 0.04707784000275506)	(6, 0.05705760935431185)	(7, 0.06619474032449638)	(8, 0.07518532548922485)	(9, 0.08390480091385964)	(10, 0.10942428747597563)	(15, 0.14604608425944177)	(20, 0.1808214038941617)	(25, 0.21448004449130656)	(30, 0.2469238203612208)	(35, 0.2794027672244444)	(40, 0.31125303258226167)	(45, 0.34395326361172396)	(50, 0.3767018547569868)	(55, 0.4090064121117177)	(60, 0.4409724486558453)	(65, 0.47262927355046047)	(70, 0.5047403904419896)	(75, 0.5375138943741797)	(80, 0.5700734414304044)	(85, 0.6014005382627434)	(90, 0.6326323803215361)	(95, 0.6625995320792432)	(100, 0.6908564942872781)	(105, 0.7195574902858449)	(110, 0.7502954729802507)	(115, 0.7797497144188617)	(120, 0.8086822527900491)	(125, 0.8370212806491393)	(130, 0.8641747529420902)	(135, 0.8913238288608776)	(140, 0.9082249566041234)
KTP-17_S29_R1_001 - polya	(1, 0.004615864800587314)	(2, 0.013719375935078961)	(3, 0.02202915370439025)	(4, 0.030345037114972155)	(5, 0.03821520871279894)	(6, 0.046006006974107685)	(7, 0.05297254366388298)	(8, 0.058736269023346506)	(9, 0.06507392466224814)	(10, 0.08233823591904799)	(15, 0.10692443218757312)	(20, 0.12883879983607574)	(25, 0.14969200703174496)	(30, 0.17046339863438784)	(35, 0.19178674020789463)	(40, 0.21309420711409785)	(45, 0.23459583341270668)	(50, 0.25580438893032587)	(55, 0.2772095460968589)	(60, 0.2985707426462435)	(65, 0.3202164620788389)	(70, 0.34224439465497514)	(75, 0.364230808870471)	(80, 0.38640039232408546)	(85, 0.40896928471679833)	(90, 0.431219462635185)	(95, 0.45357465758342624)	(100, 0.4758700172472155)	(105, 0.4984437941529449)	(110, 0.5206854241735526)	(115, 0.5436035592469448)	(120, 0.5668782637705412)	(125, 0.5894923379086567)	(130, 0.6122382938982175)	(135, 0.6343455998108717)	(140, 0.6483030957555047)
KTP-17_S29_R2_001 - polya	(1, 0.007454987991424749)	(2, 0.019837228488238337)	(3, 0.02977721247680467)	(4, 0.03888072361129632)	(5, 0.04902829940306366)	(6, 0.059206403401184104)	(7, 0.06911585918339734)	(8, 0.07766986260353335)	(9, 0.08635819013162298)	(10, 0.11234135712286553)	(15, 0.15105722841985517)	(20, 0.18643697732657905)	(25, 0.22126599739069314)	(30, 0.2549434935111687)	(35, 0.2881239904322159)	(40, 0.3218698697349224)	(45, 0.3551260766077252)	(50, 0.3874456781096153)	(55, 0.41951128493464757)	(60, 0.45198596972481137)	(65, 0.48470243790929163)	(70, 0.5169646463832379)	(75, 0.5498361978559918)	(80, 0.5821521359731195)	(85, 0.6140345735600333)	(90, 0.6456300460072281)	(95, 0.6759567661983884)	(100, 0.7044273714432808)	(105, 0.7345977872179132)	(110, 0.766431379674662)	(115, 0.7959973369635034)	(120, 0.8252250417259525)	(125, 0.8543123167391773)	(130, 0.8827377402386671)	(135, 0.9108151421857315)	(140, 0.9285153962292536)
KTP-18_S30_R1_001 - polya	(1, 0.0043742057383166204)	(2, 0.013612673459491558)	(3, 0.021701626532976095)	(4, 0.02953042629145702)	(5, 0.038417989541231726)	(6, 0.04605318683273322)	(7, 0.05268407132677888)	(8, 0.058352993563020476)	(9, 0.06373756217588603)	(10, 0.08013811115988145)	(15, 0.1047340945742001)	(20, 0.1268797967658103)	(25, 0.14807684686922123)	(30, 0.16793924996589266)	(35, 0.1884865217895039)	(40, 0.2091342248928607)	(45, 0.22983395865921824)	(50, 0.25103705883972227)	(55, 0.27183238382415087)	(60, 0.29204690140764117)	(65, 0.3130116285506768)	(70, 0.33406226678843454)	(75, 0.35528593723105517)	(80, 0.37639344619348813)	(85, 0.39745013450833894)	(90, 0.41916507121091995)	(95, 0.44117404166022584)	(100, 0.4632604530963236)	(105, 0.48546786607428344)	(110, 0.5083177972395313)	(115, 0.53073696291575)	(120, 0.5531887990082714)	(125, 0.5754361424950457)	(130, 0.5977403567064954)	(135, 0.6204704963452997)	(140, 0.6345078852167274)
KTP-18_S30_R2_001 - polya	(1, 0.008191804384067363)	(2, 0.02011650633458197)	(3, 0.030129383923674646)	(4, 0.0400394102021845)	(5, 0.050566544344191305)	(6, 0.06085772547956692)	(7, 0.07067700060168017)	(8, 0.07880830421481645)	(9, 0.08811332278401557)	(10, 0.1145061790949871)	(15, 0.15388008081692983)	(20, 0.19000993120154835)	(25, 0.2256836057733466)	(30, 0.2592240231621151)	(35, 0.2932181963328668)	(40, 0.3268784052480789)	(45, 0.3599517566852596)	(50, 0.3928944264572291)	(55, 0.42617832057724997)	(60, 0.45839014103637216)	(65, 0.49031155779502517)	(70, 0.5227617512916158)	(75, 0.5557020010327481)	(80, 0.5883639472275976)	(85, 0.6207851003541413)	(90, 0.6526968369894453)	(95, 0.6832630364792424)	(100, 0.7120117928102699)	(105, 0.7413994372823296)	(110, 0.773105471296468)	(115, 0.8036837709404512)	(120, 0.8340055473156867)	(125, 0.8637961269221472)	(130, 0.8924759123743133)	(135, 0.9205615802559365)	(140, 0.9393773200155003)
KTP-19_S31_R1_001 - polya	(1, 0.005253323595878331)	(2, 0.015887007062357513)	(3, 0.025272745947738994)	(4, 0.03342922205712903)	(5, 0.0424151703132367)	(6, 0.05070989178041302)	(7, 0.0581975592669992)	(8, 0.06488938185605901)	(9, 0.07137570458895004)	(10, 0.08969732449275443)	(15, 0.1175847758831646)	(20, 0.1425847674763523)	(25, 0.1668031123438944)	(30, 0.18942902014417945)	(35, 0.2123471113763263)	(40, 0.23554169332404573)	(45, 0.258968676927287)	(50, 0.2824666513899319)	(55, 0.30589662408199014)	(60, 0.32974133284740714)	(65, 0.35357109616873916)	(70, 0.3773358468083014)	(75, 0.40088164669201837)	(80, 0.4252307641953042)	(85, 0.449448361790642)	(90, 0.474069486376275)	(95, 0.4990911488633859)	(100, 0.5238736842451368)	(105, 0.5488064213399421)	(110, 0.5735583185613187)	(115, 0.5981973776798537)	(120, 0.6234544309113033)	(125, 0.6491254729439075)	(130, 0.6744251206909997)	(135, 0.6995551376477269)	(140, 0.7151918085216605)
KTP-19_S31_R2_001 - polya	(1, 0.008967266451001418)	(2, 0.02290015669924487)	(3, 0.03391121262887036)	(4, 0.04412642366096948)	(5, 0.05534297944676375)	(6, 0.06690701680753433)	(7, 0.077458500331546)	(8, 0.08676951199650247)	(9, 0.09682779586570905)	(10, 0.12558432482966211)	(15, 0.16834548217346662)	(20, 0.20716926227307725)	(25, 0.24447607979806016)	(30, 0.28140701940430524)	(35, 0.31836411353769906)	(40, 0.3549468242967636)	(45, 0.3914391151191139)	(50, 0.427139297404959)	(55, 0.46265789254517137)	(60, 0.4988131636034049)	(65, 0.534372858714851)	(70, 0.5698376502563574)	(75, 0.6046508204357576)	(80, 0.6401200956104894)	(85, 0.675122325657565)	(90, 0.7097397105194517)	(95, 0.7427003929045158)	(100, 0.7741568163424246)	(105, 0.806628035433705)	(110, 0.8410638331499589)	(115, 0.8742935335285532)	(120, 0.9064232492224912)	(125, 0.9378430563223917)	(130, 0.9684446003586384)	(135, 0.9988533481661884)	(140, 1.01912609579529)
KTP-1_S13_R1_001 - polya	(1, 0.00480098900373477)	(2, 0.013619472277955926)	(3, 0.020462548618348713)	(4, 0.027080578599191434)	(5, 0.033690273529680445)	(6, 0.03983320564036191)	(7, 0.04524265331991724)	(8, 0.05006031242435942)	(9, 0.05507801273729055)	(10, 0.06940263027517002)	(15, 0.09040695716650962)	(20, 0.10849735045419355)	(25, 0.12594927888478358)	(30, 0.1424293404441315)	(35, 0.15891940406390384)	(40, 0.17574286969782443)	(45, 0.19293641156744956)	(50, 0.21037500391747366)	(55, 0.22736350354839763)	(60, 0.24483210207969508)	(65, 0.2626357696352115)	(70, 0.2803194124656346)	(75, 0.29783468727891277)	(80, 0.31559167855244846)	(85, 0.33351537083305827)	(90, 0.35169244864442073)	(95, 0.3701445831174555)	(100, 0.38823997743535166)	(105, 0.40585527285287437)	(110, 0.4238356434758893)	(115, 0.4421327460123452)	(120, 0.4601881320885436)	(125, 0.4776683996903362)	(130, 0.4956154301119364)	(135, 0.5135907997047392)	(140, 0.5245830641112069)
KTP-1_S13_R2_001 - polya	(1, 0.006851411390746494)	(2, 0.01847047158381293)	(3, 0.02688887244105619)	(4, 0.034490438363636244)	(5, 0.04363398860165194)	(6, 0.05263584298365463)	(7, 0.06138764585504614)	(8, 0.06916424783505402)	(9, 0.0770825456710749)	(10, 0.09972054243174093)	(15, 0.13177214506188273)	(20, 0.16071143988995068)	(25, 0.1884054781951749)	(30, 0.21653627313893326)	(35, 0.24497213092563735)	(40, 0.27262616098916376)	(45, 0.29905827267083684)	(50, 0.3268706686910837)	(55, 0.35437300083817264)	(60, 0.38149858870927406)	(65, 0.4085741662782533)	(70, 0.4360581613145641)	(75, 0.46319875227630225)	(80, 0.4898992525793647)	(85, 0.5168364683124723)	(90, 0.5429601831310583)	(95, 0.5681870465315855)	(100, 0.5920452946640341)	(105, 0.6161419252365988)	(110, 0.6416605153995056)	(115, 0.6660288686136011)	(120, 0.6898871167460496)	(125, 0.7134553051261893)	(130, 0.7370801718487342)	(135, 0.7602116035903396)	(140, 0.7746429097727465)
KTP-2_S14_R1_001 - polya	(1, 0.005846669620540301)	(2, 0.016917576330247593)	(3, 0.02614566312965301)	(4, 0.03468138115820497)	(5, 0.04373113054693601)	(6, 0.05208151754086558)	(7, 0.059540217481423276)	(8, 0.06591490571003869)	(9, 0.07211475333995374)	(10, 0.09155003429148663)	(15, 0.1197182534669055)	(20, 0.14443372049918946)	(25, 0.16760709345093625)	(30, 0.19030839678619205)	(35, 0.2132160120279142)	(40, 0.23617887689882572)	(45, 0.25970332977276284)	(50, 0.2828221524577151)	(55, 0.3064256332822647)	(60, 0.3299843549135471)	(65, 0.35347104221816483)	(70, 0.37762981678418694)	(75, 0.4012514810310014)	(80, 0.4252633894941152)	(85, 0.44979282612938193)	(90, 0.474162808138634)	(95, 0.49855027420775616)	(100, 0.5225377049870519)	(105, 0.5471811376926713)	(110, 0.5715860878216634)	(115, 0.596140701503143)	(120, 0.6204491396216526)	(125, 0.6449981584039739)	(130, 0.6695401835623472)	(135, 0.6936059429298604)	(140, 0.708188348223866)
KTP-2_S14_R2_001 - polya	(1, 0.009833035270908688)	(2, 0.025026683297970656)	(3, 0.03570944387856313)	(4, 0.04653907056206392)	(5, 0.057484092040706945)	(6, 0.06871585210121858)	(7, 0.07930070194653885)	(8, 0.08875957833622876)	(9, 0.0987604605818898)	(10, 0.12747977732441224)	(15, 0.16793159760212412)	(20, 0.2058748049696832)	(25, 0.24321096577855453)	(30, 0.2794400359164551)	(35, 0.3151110148633042)	(40, 0.35055120421986874)	(45, 0.3869229442863089)	(50, 0.4225820340724463)	(55, 0.45733824700689507)	(60, 0.49220985473648604)	(65, 0.526728983819097)	(70, 0.5619691555307483)	(75, 0.5968757313800795)	(80, 0.6317571301831977)	(85, 0.6665608997604928)	(90, 0.7009821181078317)	(95, 0.7341346930710007)	(100, 0.765359125911702)	(105, 0.7966520962670938)	(110, 0.829380857619013)	(115, 0.8617256690161863)	(120, 0.8932473308746782)	(125, 0.9242521639234118)	(130, 0.9544247557223317)	(135, 0.9842099007545316)	(140, 1.003368234197723)
KTP-3_S15_R1_001 - polya	(1, 0.005676728570040121)	(2, 0.015922078388378617)	(3, 0.02367882964057084)	(4, 0.030575095318896572)	(5, 0.037861365250125824)	(6, 0.04460286733602952)	(7, 0.05110912876145173)	(8, 0.05681681004997626)	(9, 0.06214686817299103)	(10, 0.07728769994682323)	(15, 0.1006842407948163)	(20, 0.12111427310326384)	(25, 0.14022571960427568)	(30, 0.15880973178231322)	(35, 0.17768346140536484)	(40, 0.19694348095510184)	(45, 0.21616635724265754)	(50, 0.2360231452047739)	(55, 0.2551977352514939)	(60, 0.27462242326356795)	(65, 0.29426378030503286)	(70, 0.3139175184338915)	(75, 0.3341333579304269)	(80, 0.35415976678983785)	(85, 0.3742691289347869)	(90, 0.39435496701368794)	(95, 0.41499795402530826)	(100, 0.43569665593020035)	(105, 0.4561489741959567)	(110, 0.47641929047702475)	(115, 0.49726656543064207)	(120, 0.5182624134329845)	(125, 0.5391802605847464)	(130, 0.5593502900579249)	(135, 0.5792120304549988)	(140, 0.5920016937327555)
KTP-3_S15_R2_001 - polya	(1, 0.007843418863948563)	(2, 0.020595938879523972)	(3, 0.02987556388114899)	(4, 0.03862280212484222)	(5, 0.048187192136523775)	(6, 0.0579930133523837)	(7, 0.06700644497504282)	(8, 0.0751408193927448)	(9, 0.08378281839359106)	(10, 0.10887804443200833)	(15, 0.14474234028552024)	(20, 0.1768192615052802)	(25, 0.20772369374885086)	(30, 0.23779487881082134)	(35, 0.2681359715779758)	(40, 0.2983408723837988)	(45, 0.32895806339983424)	(50, 0.35955544467603956)	(55, 0.3894012939474435)	(60, 0.41841265792850785)	(65, 0.44873765528205045)	(70, 0.4792978932960745)	(75, 0.5092093623306655)	(80, 0.5392074989770126)	(85, 0.5690521101396773)	(90, 0.5981984279733337)	(95, 0.6261091132850926)	(100, 0.6529141674925883)	(105, 0.6794951240182572)	(110, 0.7072844746735572)	(115, 0.7342938168230501)	(120, 0.7609490598730815)	(125, 0.7871709648643311)	(130, 0.8127540057460626)	(135, 0.8376437057337434)	(140, 0.8533478769839918)
KTP-4_S16_R1_001 - polya	(1, 0.006053529774320014)	(2, 0.017022029719223876)	(3, 0.02647996543738866)	(4, 0.03487825162336335)	(5, 0.04326526494197432)	(6, 0.05185518987313233)	(7, 0.05934601023632721)	(8, 0.06622809576188096)	(9, 0.07281145030229604)	(10, 0.09209707178815577)	(15, 0.12008196501860165)	(20, 0.14430059326282715)	(25, 0.16718338672445138)	(30, 0.18985086841942844)	(35, 0.2127156252932707)	(40, 0.23538423427498412)	(45, 0.2587089241372663)	(50, 0.2817844836308102)	(55, 0.3049017527335999)	(60, 0.3284575363768384)	(65, 0.3526355822985546)	(70, 0.37690268387244413)	(75, 0.40114160327792436)	(80, 0.42553947011323306)	(85, 0.4499102820668689)	(90, 0.4747184812742173)	(95, 0.4994455158365468)	(100, 0.5241669139651945)	(105, 0.5492163525341265)	(110, 0.5735161454233708)	(115, 0.5978148110258787)	(120, 0.6228743951754383)	(125, 0.6476318664796497)	(130, 0.6718166761217842)	(135, 0.6962032700897292)	(140, 0.710867015956462)
KTP-4_S16_R2_001 - polya	(1, 0.009503027187619686)	(2, 0.02402248035209674)	(3, 0.03488388805704522)	(4, 0.045271835332717274)	(5, 0.05640379185439513)	(6, 0.06725956312566175)	(7, 0.07782223984547153)	(8, 0.08764654375295737)	(9, 0.09699175079748491)	(10, 0.12530468446821516)	(15, 0.16562096730783918)	(20, 0.20178770767087623)	(25, 0.23718902033991637)	(30, 0.27259822401611117)	(35, 0.308652235705511)	(40, 0.3436589980168208)	(45, 0.3787593251272495)	(50, 0.4138449975101054)	(55, 0.44818440607348276)	(60, 0.48215744644753905)	(65, 0.516689621042836)	(70, 0.5516591828918456)	(75, 0.5870266769587946)	(80, 0.6221653318182601)	(85, 0.6568158715208761)	(90, 0.6908385125113327)	(95, 0.7232637881963496)	(100, 0.7539282419991529)	(105, 0.7843570928740542)	(110, 0.8177924174748608)	(115, 0.8499877266656577)	(120, 0.8813928078542576)	(125, 0.9117630398188676)	(130, 0.9416812298021922)	(135, 0.9709827939407208)	(140, 0.9897408452339584)
