Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
KTP-6_S18_R2_001	(1.0, 80.05328823025263)	(2.0, 9.426126931584038)	(3.0, 2.76206709912923)	(4.0, 1.6767618691398458)	(5.0, 1.0833131089881138)	(6.0, 0.8407935063431574)	(7.0, 0.6185784262405875)	(8.0, 0.4888476429738229)	(9.0, 0.3455696898252007)	('>10', 2.356872606212288)	('>50', 0.3010329196728245)	('>100', 0.046747969638280325)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-7_S19_R1_001	(1.0, 84.13445377258681)	(2.0, 9.617055847412)	(3.0, 2.225314180114033)	(4.0, 1.056818983943538)	(5.0, 0.7028767936129732)	(6.0, 0.4497295726060224)	(7.0, 0.33790050617798884)	(8.0, 0.2084659125937328)	(9.0, 0.160732122708875)	('>10', 1.06306581157055)	('>50', 0.03355714955406903)	('>100', 0.010029347119438056)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-7_S19_R2_001	(1.0, 85.44921133419756)	(2.0, 8.739642495919494)	(3.0, 2.12595910191399)	(4.0, 1.0023058147330586)	(5.0, 0.6449759475528821)	(6.0, 0.3996840579058405)	(7.0, 0.2978656857304622)	(8.0, 0.20434625256862035)	(9.0, 0.14206845800047)	('>10', 0.9520543174088603)	('>50', 0.03700295647325679)	('>100', 0.004883577595454789)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-8_S20_R1_001	(1.0, 79.6216158387136)	(2.0, 10.494757205706719)	(3.0, 3.0049693783628153)	(4.0, 1.74879760622761)	(5.0, 1.1827111742232381)	(6.0, 0.9138792814628207)	(7.0, 0.6203124957344955)	(8.0, 0.4288537960026929)	(9.0, 0.3372574056068768)	('>10', 1.2899185941621414)	('>50', 0.3138593271894905)	('>100', 0.04306789660750017)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-8_S20_R2_001	(1.0, 82.07825075709954)	(2.0, 9.232149154182078)	(3.0, 2.6915114992028975)	(4.0, 1.5066752894145388)	(5.0, 1.1173234350273042)	(6.0, 0.7340169240314004)	(7.0, 0.5575212914726833)	(8.0, 0.3536766084858358)	(9.0, 0.2832691143482297)	('>10', 1.0986100033371278)	('>50', 0.31331088242270466)	('>100', 0.033685040975606796)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-9_S21_R1_001	(1.0, 80.2940562740589)	(2.0, 11.016039940258251)	(3.0, 2.8246533409386023)	(4.0, 1.392577847583676)	(5.0, 0.9019667554761549)	(6.0, 0.6433205029950173)	(7.0, 0.4541336405178169)	(8.0, 0.3259480599311959)	(9.0, 0.2635105239948492)	('>10', 1.5925856469153035)	('>50', 0.2630263871804158)	('>100', 0.028181080149804187)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-9_S21_R2_001	(1.0, 81.9336601419241)	(2.0, 10.236295005457713)	(3.0, 2.558172108840461)	(4.0, 1.3092256077733886)	(5.0, 0.8232514783204999)	(6.0, 0.5480281877534551)	(7.0, 0.3930933647625129)	(8.0, 0.3218966688581283)	(9.0, 0.2307194541864641)	('>10', 1.4014081768499276)	('>50', 0.21943158675469301)	('>100', 0.0248182185186424)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-1_S46_R1_001	(1.0, 80.4854199337843)	(2.0, 10.219640461397022)	(3.0, 2.962249171872723)	(4.0, 1.6326419006818453)	(5.0, 1.0770166258398155)	(6.0, 0.7445331342747786)	(7.0, 0.506219615859792)	(8.0, 0.35417509530663027)	(9.0, 0.23171377686520261)	('>10', 1.4405840394720582)	('>50', 0.26569191540325726)	('>100', 0.08011432924262443)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-1_S46_R2_001	(1.0, 82.57802524365293)	(2.0, 9.141374512806324)	(3.0, 2.6977449764240555)	(4.0, 1.497738642139415)	(5.0, 0.9696916759952962)	(6.0, 0.6192388628466764)	(7.0, 0.40383290709919983)	(8.0, 0.28421519229199443)	(9.0, 0.21829819178008095)	('>10', 1.259591702635189)	('>50', 0.26214275938605924)	('>100', 0.06810533294277857)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-2_S47_R1_001	(1.0, 79.20506454766668)	(2.0, 10.117342259095508)	(3.0, 2.819022569216451)	(4.0, 1.7112903245614448)	(5.0, 1.2343212375580603)	(6.0, 0.8460451423295573)	(7.0, 0.6158336843147566)	(8.0, 0.509719927683849)	(9.0, 0.3760598139018039)	('>10', 2.183481126155444)	('>50', 0.3196905823698224)	('>100', 0.062128785146656304)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-2_S47_R2_001	(1.0, 80.86667515843293)	(2.0, 9.377700067855395)	(3.0, 2.675365105618148)	(4.0, 1.5717020807556177)	(5.0, 1.0585927103533308)	(6.0, 0.7985289921261377)	(7.0, 0.5802954478228628)	(8.0, 0.43203201402019664)	(9.0, 0.3638070819820245)	('>10', 1.9291039318897019)	('>50', 0.2987508044653343)	('>100', 0.04744660467831522)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-3_S48_R1_001	(1.0, 77.08234262468271)	(2.0, 11.375332058268137)	(3.0, 3.351467994128179)	(4.0, 1.9875278688529003)	(5.0, 1.328392721176877)	(6.0, 1.0348782568501254)	(7.0, 0.7278878662312207)	(8.0, 0.5372477851054804)	(9.0, 0.4304039894634717)	('>10', 1.8436192558211808)	('>50', 0.27036048695495024)	('>100', 0.030539092464703384)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-3_S48_R2_001	(1.0, 78.87688547093884)	(2.0, 10.623519006039658)	(3.0, 3.1575929024519436)	(4.0, 1.7279462996799746)	(5.0, 1.2760809849046162)	(6.0, 0.9131969907179901)	(7.0, 0.6760173469775086)	(8.0, 0.47899127175405465)	(9.0, 0.37087220477816263)	('>10', 1.6197247291299832)	('>50', 0.25027160629144135)	('>100', 0.02890118633573268)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-1_S5_R1_001	(1.0, 77.663018508169)	(2.0, 10.282899891882492)	(3.0, 3.162130450827638)	(4.0, 1.723282078212365)	(5.0, 1.1668147603624177)	(6.0, 0.9034518231161806)	(7.0, 0.7532006458322235)	(8.0, 0.5254143898589267)	(9.0, 0.4762411130361856)	('>10', 3.0360217250588084)	('>50', 0.2792135911855356)	('>100', 0.028311022458219755)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-1_S5_R2_001	(1.0, 79.1648440889848)	(2.0, 9.710513039459343)	(3.0, 2.8085318392391074)	(4.0, 1.64707158482786)	(5.0, 1.0870111026468847)	(6.0, 0.8028030703086785)	(7.0, 0.6520225124963793)	(8.0, 0.5059706805866534)	(9.0, 0.40812309707552363)	('>10', 2.9508268771018997)	('>50', 0.2333957319645025)	('>100', 0.028886375308320916)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-2_S6_R1_001	(1.0, 74.41472624629405)	(2.0, 10.124445507188248)	(3.0, 3.3541917526615004)	(4.0, 2.3312284334996343)	(5.0, 1.8476483144510214)	(6.0, 1.4786854236215978)	(7.0, 1.179945899857342)	(8.0, 0.9667287149904848)	(9.0, 0.7876626051928454)	('>10', 3.043246723978718)	('>50', 0.43489357586055644)	('>100', 0.03659680240397036)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-2_S6_R2_001	(1.0, 76.39493824948987)	(2.0, 9.319662043152231)	(3.0, 3.3298481008989467)	(4.0, 2.232589428691655)	(5.0, 1.708802643887518)	(6.0, 1.3451195344857383)	(7.0, 1.112007522264613)	(8.0, 0.8573579352051974)	(9.0, 0.6550678699122781)	('>10', 2.616878421110127)	('>50', 0.4025062496717395)	('>100', 0.025222001230083255)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-3_S7_R1_001	(1.0, 74.09977190505688)	(2.0, 11.27372973574305)	(3.0, 3.568911952278717)	(4.0, 2.1538379752159105)	(5.0, 1.5555408460480753)	(6.0, 1.2200739399818126)	(7.0, 0.9629244339733858)	(8.0, 0.8681562396447995)	(9.0, 0.6059661238783519)	('>10', 3.4119539047989553)	('>50', 0.26109938934425325)	('>100', 0.01803355403581235)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-3_S7_R2_001	(1.0, 75.65139620388057)	(2.0, 10.695895422747254)	(3.0, 3.418841725640748)	(4.0, 2.0334877503145106)	(5.0, 1.5073666141633497)	(6.0, 1.1326009400399448)	(7.0, 0.9375332340765612)	(8.0, 0.7205672969164152)	(9.0, 0.5676486497148093)	('>10', 3.05917936742352)	('>50', 0.2608830081325263)	('>100', 0.014599786949723232)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-4_S8_R1_001	(1.0, 69.9968399386188)	(2.0, 10.989903878866096)	(3.0, 2.8977393439602475)	(4.0, 1.6082162755079288)	(5.0, 1.3024294276239923)	(6.0, 1.2717294055462511)	(7.0, 1.1744845487905302)	(8.0, 1.126275285332168)	(9.0, 1.0930324531340194)	('>10', 7.556122929092901)	('>50', 0.6023151214155514)	('>100', 0.38091139211159203)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-4_S8_R2_001	(1.0, 72.8985131596329)	(2.0, 9.871564693453449)	(3.0, 2.624668650209533)	(4.0, 1.6071775565187982)	(5.0, 1.276099355089613)	(6.0, 1.2533486059970116)	(7.0, 1.1217553928753299)	(8.0, 1.100638670946833)	(9.0, 0.9925172010843081)	('>10', 6.339755241332271)	('>50', 0.5705738528348396)	('>100', 0.34338762002508527)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-5_S9_R1_001	(1.0, 67.96965140649945)	(2.0, 9.094374881739228)	(3.0, 2.276263854098602)	(4.0, 1.3822610909397732)	(5.0, 1.2721187026400795)	(6.0, 1.3302621301177506)	(7.0, 1.3997372551790062)	(8.0, 1.4119885237253738)	(9.0, 1.360556932017205)	('>10', 11.87291702170038)	('>50', 0.4838601491139602)	('>100', 0.1460080522292654)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-5_S9_R2_001	(1.0, 70.79606229512535)	(2.0, 8.362730447169458)	(3.0, 2.1073770939855225)	(4.0, 1.4184240655387574)	(5.0, 1.3072431109910179)	(6.0, 1.3614621754920362)	(7.0, 1.3292477854535605)	(8.0, 1.3312206893844098)	(9.0, 1.3311689045106785)	('>10', 10.053542290506483)	('>50', 0.4747182681078735)	('>100', 0.1268028737348477)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-6_S10_R1_001	(1.0, 70.85132327704869)	(2.0, 10.260693884882537)	(3.0, 2.786478897095696)	(4.0, 1.6009778806860442)	(5.0, 1.5492200935941995)	(6.0, 1.4479601445767833)	(7.0, 1.3442423374060515)	(8.0, 1.2380528027068285)	(9.0, 1.1405094929712418)	('>10', 6.917666220753301)	('>50', 0.4441230934974459)	('>100', 0.4187518747812029)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-6_S10_R2_001	(1.0, 73.61476882210579)	(2.0, 9.200091611494468)	(3.0, 2.6040513770239175)	(4.0, 1.6468910029566768)	(5.0, 1.4626592564229701)	(6.0, 1.3229068913160016)	(7.0, 1.2793353707403277)	(8.0, 1.1446462762720355)	(9.0, 0.9435724507654746)	('>10', 5.978316844449885)	('>50', 0.41021419053255914)	('>100', 0.39254590591979877)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-7_S11_R1_001	(1.0, 67.64982913381925)	(2.0, 10.276271040992187)	(3.0, 2.360947417537812)	(4.0, 1.269838072396724)	(5.0, 1.1852277974677135)	(6.0, 1.0842082623531382)	(7.0, 1.1738999889053419)	(8.0, 1.2830965693374545)	(9.0, 1.1957840394933563)	('>10', 11.822642850076361)	('>50', 0.35507096342508176)	('>100', 0.34318386419567876)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-7_S11_R2_001	(1.0, 70.91237129803012)	(2.0, 9.175860767263867)	(3.0, 2.212142886121323)	(4.0, 1.2818924821808875)	(5.0, 1.0829008086669807)	(6.0, 1.138299931771416)	(7.0, 1.2100200614761871)	(8.0, 1.276975419442467)	(9.0, 1.2178562615450716)	('>10', 9.857110149693659)	('>50', 0.30762265812852807)	('>100', 0.3269472756792414)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-8_S12_R1_001	(1.0, 72.21892488331044)	(2.0, 10.054951118405647)	(3.0, 3.508873751188239)	(4.0, 2.4023152127552883)	(5.0, 1.9063412449522736)	(6.0, 1.5567620220174094)	(7.0, 1.2863113167448814)	(8.0, 1.1304388661105602)	(9.0, 0.8845162296103388)	('>10', 4.962962630784638)	('>50', 0.07829568801457529)	('>100', 0.009307036105709588)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-8_S12_R2_001	(1.0, 74.19086153573227)	(2.0, 9.433552668783229)	(3.0, 3.3588009875390465)	(4.0, 2.229258306445096)	(5.0, 1.8141573048233477)	(6.0, 1.4147316118653115)	(7.0, 1.2305726832654693)	(8.0, 1.0370643461124838)	(9.0, 0.9119760155472842)	('>10', 4.302494719471962)	('>50', 0.0691929379589566)	('>100', 0.007336882455454792)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-10_S41_R1_001	(1.0, 73.20242743384686)	(2.0, 10.170201587654802)	(3.0, 2.9181617399763082)	(4.0, 1.867473522371164)	(5.0, 1.690220632187963)	(6.0, 1.547333886953201)	(7.0, 1.4400897381114133)	(8.0, 1.1823434354295481)	(9.0, 0.9842234884249701)	('>10', 4.134766031662758)	('>50', 0.5919981546528226)	('>100', 0.27076034872822086)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-10_S41_R2_001	(1.0, 76.06332037442796)	(2.0, 9.121401481888059)	(3.0, 2.620396443102977)	(4.0, 1.8874572067238633)	(5.0, 1.57733673252358)	(6.0, 1.3917030109102142)	(7.0, 1.2748842909157898)	(8.0, 0.9841520401657731)	(9.0, 0.8596065092011095)	('>10', 3.4575141776161007)	('>50', 0.5266239480216475)	('>100', 0.23560378450290903)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-11_S42_R1_001	(1.0, 72.81660769153207)	(2.0, 8.774421144916982)	(3.0, 2.1682687761626687)	(4.0, 1.338228794042234)	(5.0, 1.2355255448741407)	(6.0, 1.2259325087755064)	(7.0, 1.2727256664941966)	(8.0, 1.271233103930155)	(9.0, 1.1776598573162504)	('>10', 8.204910931025148)	('>50', 0.39293519865600346)	('>100', 0.11651655889553479)	('>500', 0.005034223379157757)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-11_S42_R2_001	(1.0, 75.53093410216142)	(2.0, 7.95229055317644)	(3.0, 2.135572289760415)	(4.0, 1.3149647697041607)	(5.0, 1.215147400108978)	(6.0, 1.2175637116738267)	(7.0, 1.217966710402874)	(8.0, 1.1799752817487954)	(9.0, 1.0871647335246597)	('>10', 6.665184291669999)	('>50', 0.36571303302228425)	('>100', 0.11264719779150803)	('>500', 0.004875925254676569)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-12_S43_R1_001	(1.0, 74.29694696913)	(2.0, 9.983817278589884)	(3.0, 2.8391485791516744)	(4.0, 1.8990826225156858)	(5.0, 1.7994097553506858)	(6.0, 1.515553641039407)	(7.0, 1.2949385730482088)	(8.0, 1.1086543702953655)	(9.0, 0.8817204573511077)	('>10', 3.7635561077982627)	('>50', 0.49481226991320815)	('>100', 0.12235937581648901)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-12_S43_R2_001	(1.0, 76.77792301643154)	(2.0, 9.109838836719362)	(3.0, 2.671277983011347)	(4.0, 1.8748735786502997)	(5.0, 1.631072624382645)	(6.0, 1.4182873611210658)	(7.0, 1.2013436664104378)	(8.0, 0.9771707939048243)	(9.0, 0.7385968818002527)	('>10', 3.0386548708671164)	('>50', 0.45557024793516565)	('>100', 0.10539013876586015)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-13_S44_R1_001	(1.0, 74.58531621139593)	(2.0, 10.218269978213701)	(3.0, 3.305090587493556)	(4.0, 2.3815280181645373)	(5.0, 2.011740684161351)	(6.0, 1.5771103426779423)	(7.0, 1.2042549925782122)	(8.0, 0.9542678821170762)	(9.0, 0.7474901905422218)	('>10', 2.6678298288699973)	('>50', 0.3287017625973529)	('>100', 0.018399521188093505)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-13_S44_R2_001	(1.0, 76.93702958329787)	(2.0, 9.222564766292237)	(3.0, 3.121269705131173)	(4.0, 2.3092390653844266)	(5.0, 1.8165267374474607)	(6.0, 1.5027134127322508)	(7.0, 1.149741844343031)	(8.0, 0.8349413942441732)	(9.0, 0.6296492788085363)	('>10', 2.192782359277155)	('>50', 0.2698248619127882)	('>100', 0.01371699112886643)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-14_S45_R1_001	(1.0, 72.53150923103186)	(2.0, 10.104507662911685)	(3.0, 3.249260674130187)	(4.0, 2.279741546753609)	(5.0, 1.8671792181022089)	(6.0, 1.6520946716507354)	(7.0, 1.298311749084754)	(8.0, 1.1255083769685699)	(9.0, 0.9391869124148214)	('>10', 4.513017102493609)	('>50', 0.3939243640520121)	('>100', 0.04575849040601478)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-14_S45_R2_001	(1.0, 74.72349692682675)	(2.0, 9.374324526521043)	(3.0, 3.127788838412471)	(4.0, 2.172331452250685)	(5.0, 1.7328840647687942)	(6.0, 1.5404708776926155)	(7.0, 1.220648278817581)	(8.0, 0.9862691726742996)	(9.0, 0.8935171019546005)	('>10', 3.8196351200137637)	('>50', 0.3786493414376391)	('>100', 0.029984298629815366)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-1_S32_R1_001	(1.0, 76.13772478097488)	(2.0, 10.493074642307505)	(3.0, 3.088632823097407)	(4.0, 1.9772587836152027)	(5.0, 1.516337243961173)	(6.0, 1.2276016961406777)	(7.0, 0.9070741397875763)	(8.0, 0.7278758613508741)	(9.0, 0.5670856938484263)	('>10', 2.552316084882489)	('>50', 0.5461534311924304)	('>100', 0.25886481884123036)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-1_S32_R2_001	(1.0, 78.76656136738698)	(2.0, 9.266491969745669)	(3.0, 2.8724911106827897)	(4.0, 1.7952472742724217)	(5.0, 1.3115277880406897)	(6.0, 1.0857273446061144)	(7.0, 0.8385666047725945)	(8.0, 0.6591283948990345)	(9.0, 0.48489508275659604)	('>10', 2.1845841599329767)	('>50', 0.5089513887685134)	('>100', 0.22582751413553373)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-2_S33_R1_001	(1.0, 74.29017167482539)	(2.0, 10.131554878162397)	(3.0, 3.3275169789550008)	(4.0, 2.154847148341166)	(5.0, 1.7257275771333704)	(6.0, 1.391620607856004)	(7.0, 1.1292197098129615)	(8.0, 0.9250675424188683)	(9.0, 0.7470196061843255)	('>10', 3.8224032933321177)	('>50', 0.3355932627730638)	('>100', 0.019257720205299884)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-2_S33_R2_001	(1.0, 76.34677385527296)	(2.0, 9.486747215852102)	(3.0, 3.0604590685698327)	(4.0, 2.0179768570881595)	(5.0, 1.6072650984986983)	(6.0, 1.272499679784997)	(7.0, 1.0227310542454935)	(8.0, 0.918268066715088)	(9.0, 0.7052013366520292)	('>10', 3.2523552601242596)	('>50', 0.29465611089316956)	('>100', 0.015066396303247066)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-3_S34_R1_001	(1.0, 77.69238958974606)	(2.0, 10.903842711972935)	(3.0, 3.118446845767409)	(4.0, 1.6971815982409284)	(5.0, 1.17827914248852)	(6.0, 0.8634715010475901)	(7.0, 0.6076472764944605)	(8.0, 0.4488898992432313)	(9.0, 0.382931871195125)	('>10', 2.159277875784472)	('>50', 0.6841076676389053)	('>100', 0.26353402038038143)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-3_S34_R2_001	(1.0, 79.94848336955526)	(2.0, 9.69502510791851)	(3.0, 2.8710695671036777)	(4.0, 1.6284091692112337)	(5.0, 1.0486803050661193)	(6.0, 0.7162247734317547)	(7.0, 0.5257509257268129)	(8.0, 0.42055371858069)	(9.0, 0.31069072401059816)	('>10', 1.9701758052756795)	('>50', 0.6374069017058354)	('>100', 0.22752963241387966)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-4_S35_R1_001	(1.0, 74.57568673659482)	(2.0, 10.76276498711256)	(3.0, 3.451224014281678)	(4.0, 2.2197561213549313)	(5.0, 1.7471513248953443)	(6.0, 1.4321956293894074)	(7.0, 1.1595416990408498)	(8.0, 0.9174327080276301)	(9.0, 0.7504590535777217)	('>10', 2.7490790978366832)	('>50', 0.21504341715797054)	('>100', 0.019665210730420647)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-4_S35_R2_001	(1.0, 76.80618090449491)	(2.0, 9.87496111502669)	(3.0, 3.158607443046529)	(4.0, 2.172303596829657)	(5.0, 1.5808412197659918)	(6.0, 1.3077279572864495)	(7.0, 1.0742281699770035)	(8.0, 0.8122099806554002)	(9.0, 0.608753505363465)	('>10', 2.3811554326721036)	('>50', 0.2052364496325433)	('>100', 0.017794225249287487)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-5_S36_R1_001	(1.0, 78.92923226499015)	(2.0, 11.128780052231066)	(3.0, 3.299961792361556)	(4.0, 1.805539515588515)	(5.0, 1.2194786522800958)	(6.0, 0.7540006617643207)	(7.0, 0.49088988974171405)	(8.0, 0.36795253834828495)	(9.0, 0.2195095635712662)	('>10', 1.4018647395780315)	('>50', 0.3576404500788974)	('>100', 0.025149879466130808)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-5_S36_R2_001	(1.0, 81.63093628426232)	(2.0, 9.890180218521415)	(3.0, 2.789935051749501)	(4.0, 1.584378677234701)	(5.0, 0.9861745987426802)	(6.0, 0.6780575585998987)	(7.0, 0.4064452489238174)	(8.0, 0.2760133766114201)	(9.0, 0.18363470474293964)	('>10', 1.2210829221399992)	('>50', 0.330240305232771)	('>100', 0.022921053238428878)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-6_S37_R1_001	(1.0, 72.60299075910319)	(2.0, 9.384054435470873)	(3.0, 3.2958559564011267)	(4.0, 2.5481528640588755)	(5.0, 2.326014148141204)	(6.0, 1.9578884685726883)	(7.0, 1.6427759369837)	(8.0, 1.3578111780337476)	(9.0, 1.05509520410954)	('>10', 3.613709345045398)	('>50', 0.19691019319682707)	('>100', 0.018741510882800055)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-6_S37_R2_001	(1.0, 75.08091715013619)	(2.0, 8.655880495686477)	(3.0, 3.1190090081852926)	(4.0, 2.45975675442916)	(5.0, 2.129869968100586)	(6.0, 1.8307805772436871)	(7.0, 1.4609327755256358)	(8.0, 1.130041033797374)	(9.0, 0.8447645531560388)	('>10', 3.0689011662385037)	('>50', 0.20226622097534022)	('>100', 0.016880296525707147)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-7_S38_R1_001	(1.0, 73.87687514772894)	(2.0, 9.430760303739541)	(3.0, 3.187698203201589)	(4.0, 2.3918456394439955)	(5.0, 2.1062148567180707)	(6.0, 1.844632407016031)	(7.0, 1.5350376128337597)	(8.0, 1.202454623654923)	(9.0, 0.9442364467195525)	('>10', 3.275813723690741)	('>50', 0.19205089637738335)	('>100', 0.012380138875463657)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-7_S38_R2_001	(1.0, 76.0135879423065)	(2.0, 8.80124048210322)	(3.0, 3.027788495410227)	(4.0, 2.2912583143819485)	(5.0, 2.0282851554704413)	(6.0, 1.6981639708583252)	(7.0, 1.3174442599757326)	(8.0, 1.0585572086314288)	(9.0, 0.8150583754850671)	('>10', 2.758444451035209)	('>50', 0.18098248918301565)	('>100', 0.00918885515882357)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-8_S39_R1_001	(1.0, 73.03095283314558)	(2.0, 10.643909032700858)	(3.0, 3.258331035213)	(4.0, 2.0529856305331653)	(5.0, 1.720901193260562)	(6.0, 1.4554140079784617)	(7.0, 1.1871714145922216)	(8.0, 1.0301687336260483)	(9.0, 0.8813276617641712)	('>10', 4.308386955604722)	('>50', 0.3888853999888189)	('>100', 0.041566101592354306)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-8_S39_R2_001	(1.0, 75.2853053294611)	(2.0, 9.720665807408881)	(3.0, 3.081306676513036)	(4.0, 1.918061659758354)	(5.0, 1.6347829302467074)	(6.0, 1.3597771230063596)	(7.0, 1.1418547495435967)	(8.0, 0.947973935227271)	(9.0, 0.7456867865203611)	('>10', 3.7411990178885928)	('>50', 0.3925958905877974)	('>100', 0.030790093837931257)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-9_S40_R1_001	(1.0, 75.85999683837444)	(2.0, 10.604304789144855)	(3.0, 2.965730684140674)	(4.0, 1.8704864877728495)	(5.0, 1.5469032670101035)	(6.0, 1.2197260815418243)	(7.0, 1.0467000176645826)	(8.0, 0.857624676400832)	(9.0, 0.7245370702848646)	('>10', 2.795620985817936)	('>50', 0.3705270054190727)	('>100', 0.13784209642791234)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-9_S40_R2_001	(1.0, 78.43035557778187)	(2.0, 9.427232795094826)	(3.0, 2.7625073926449004)	(4.0, 1.7988776703382552)	(5.0, 1.3974427974819195)	(6.0, 1.1434368337648084)	(7.0, 0.8983221226762695)	(8.0, 0.7372071987243446)	(9.0, 0.6241065222815052)	('>10', 2.3357884460402105)	('>50', 0.30973415727983056)	('>100', 0.13498848589114168)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
