Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
KTP-16_S28_R1_001	(14.0, 5.0)	(15.0, 27.0)	(16.0, 137.0)	(17.0, 356.0)	(18.0, 771.0)	(19.0, 1734.0)	(20.0, 3806.0)	(21.0, 7192.0)	(22.0, 12684.0)	(23.0, 20846.0)	(24.0, 31771.0)	(25.0, 46408.0)	(26.0, 64211.0)	(27.0, 86099.0)	(28.0, 110256.0)	(29.0, 137805.0)	(30.0, 170344.0)	(31.0, 206279.0)	(32.0, 247807.0)	(33.0, 299191.0)	(34.0, 362711.0)	(35.0, 452102.0)	(36.0, 589310.0)	(37.0, 839059.0)	(38.0, 1415485.0)	(39.0, 3339805.0)	(40.0, 5208184.0)				
KTP-16_S28_R2_001	(10.0, 2.0)	(11.0, 60.0)	(12.0, 592.0)	(13.0, 2232.0)	(14.0, 6391.0)	(15.0, 17080.0)	(16.0, 36129.0)	(17.0, 54601.0)	(18.0, 68026.0)	(19.0, 80147.0)	(20.0, 94876.0)	(21.0, 111683.0)	(22.0, 132928.0)	(23.0, 156718.0)	(24.0, 184742.0)	(25.0, 219143.0)	(26.0, 257419.0)	(27.0, 300661.0)	(28.0, 350493.0)	(29.0, 408112.0)	(30.0, 480222.0)	(31.0, 567512.0)	(32.0, 676489.0)	(33.0, 817316.0)	(34.0, 992720.0)	(35.0, 1213046.0)	(36.0, 1477451.0)	(37.0, 1748791.0)	(38.0, 1835731.0)	(39.0, 1216685.0)	(40.0, 146387.0)
KTP-17_S29_R1_001	(12.0, 1.0)	(13.0, 0.0)	(14.0, 3.0)	(15.0, 27.0)	(16.0, 174.0)	(17.0, 533.0)	(18.0, 1281.0)	(19.0, 2565.0)	(20.0, 5281.0)	(21.0, 9755.0)	(22.0, 16578.0)	(23.0, 26273.0)	(24.0, 40113.0)	(25.0, 57218.0)	(26.0, 78833.0)	(27.0, 105664.0)	(28.0, 134708.0)	(29.0, 167217.0)	(30.0, 206046.0)	(31.0, 247935.0)	(32.0, 298457.0)	(33.0, 357317.0)	(34.0, 433103.0)	(35.0, 536370.0)	(36.0, 698284.0)	(37.0, 991577.0)	(38.0, 1679504.0)	(39.0, 4049293.0)	(40.0, 6242778.0)		
KTP-17_S29_R2_001	(10.0, 3.0)	(11.0, 58.0)	(12.0, 548.0)	(13.0, 2296.0)	(14.0, 7129.0)	(15.0, 19427.0)	(16.0, 41769.0)	(17.0, 64024.0)	(18.0, 79670.0)	(19.0, 93184.0)	(20.0, 109675.0)	(21.0, 130004.0)	(22.0, 153591.0)	(23.0, 180939.0)	(24.0, 215571.0)	(25.0, 254061.0)	(26.0, 299276.0)	(27.0, 347992.0)	(28.0, 401420.0)	(29.0, 465979.0)	(30.0, 542564.0)	(31.0, 638345.0)	(32.0, 762194.0)	(33.0, 923689.0)	(34.0, 1133178.0)	(35.0, 1412941.0)	(36.0, 1765085.0)	(37.0, 2157250.0)	(38.0, 2344705.0)	(39.0, 1632414.0)	(40.0, 207907.0)
KTP-18_S30_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 1.0)	(15.0, 11.0)	(16.0, 74.0)	(17.0, 252.0)	(18.0, 652.0)	(19.0, 1690.0)	(20.0, 4112.0)	(21.0, 8259.0)	(22.0, 15085.0)	(23.0, 24649.0)	(24.0, 38218.0)	(25.0, 55342.0)	(26.0, 76999.0)	(27.0, 102646.0)	(28.0, 133134.0)	(29.0, 166542.0)	(30.0, 203734.0)	(31.0, 246559.0)	(32.0, 296033.0)	(33.0, 356082.0)	(34.0, 430112.0)	(35.0, 532233.0)	(36.0, 689539.0)	(37.0, 970416.0)	(38.0, 1625709.0)	(39.0, 3992819.0)	(40.0, 6566711.0)		
KTP-18_S30_R2_001	(10.0, 1.0)	(11.0, 46.0)	(12.0, 471.0)	(13.0, 1901.0)	(14.0, 5669.0)	(15.0, 16020.0)	(16.0, 35088.0)	(17.0, 54526.0)	(18.0, 69933.0)	(19.0, 84589.0)	(20.0, 102839.0)	(21.0, 122975.0)	(22.0, 146607.0)	(23.0, 173718.0)	(24.0, 206091.0)	(25.0, 244446.0)	(26.0, 288915.0)	(27.0, 339621.0)	(28.0, 392891.0)	(29.0, 454695.0)	(30.0, 528534.0)	(31.0, 621017.0)	(32.0, 741767.0)	(33.0, 898605.0)	(34.0, 1111831.0)	(35.0, 1394223.0)	(36.0, 1763085.0)	(37.0, 2189740.0)	(38.0, 2452389.0)	(39.0, 1829959.0)	(40.0, 265423.0)
KTP-19_S31_R1_001	(13.0, 1.0)	(14.0, 5.0)	(15.0, 38.0)	(16.0, 181.0)	(17.0, 525.0)	(18.0, 1262.0)	(19.0, 3137.0)	(20.0, 7079.0)	(21.0, 14094.0)	(22.0, 25511.0)	(23.0, 41419.0)	(24.0, 63860.0)	(25.0, 93000.0)	(26.0, 127574.0)	(27.0, 170973.0)	(28.0, 221170.0)	(29.0, 276301.0)	(30.0, 339112.0)	(31.0, 410749.0)	(32.0, 494685.0)	(33.0, 594473.0)	(34.0, 720760.0)	(35.0, 891365.0)	(36.0, 1151779.0)	(37.0, 1613551.0)	(38.0, 2681761.0)	(39.0, 6456716.0)	(40.0, 10377528.0)			
KTP-19_S31_R2_001	(10.0, 3.0)	(11.0, 171.0)	(12.0, 2088.0)	(13.0, 7547.0)	(14.0, 17887.0)	(15.0, 41883.0)	(16.0, 83550.0)	(17.0, 123761.0)	(18.0, 148593.0)	(19.0, 170300.0)	(20.0, 196306.0)	(21.0, 230638.0)	(22.0, 269003.0)	(23.0, 316558.0)	(24.0, 370415.0)	(25.0, 436579.0)	(26.0, 513860.0)	(27.0, 597888.0)	(28.0, 685558.0)	(29.0, 785864.0)	(30.0, 908757.0)	(31.0, 1061682.0)	(32.0, 1256790.0)	(33.0, 1515381.0)	(34.0, 1848136.0)	(35.0, 2287523.0)	(36.0, 2849879.0)	(37.0, 3462761.0)	(38.0, 3723532.0)	(39.0, 2548833.0)	(40.0, 316883.0)
KTP-1_S13_R1_001	(15.0, 14.0)	(16.0, 83.0)	(17.0, 250.0)	(18.0, 697.0)	(19.0, 1502.0)	(20.0, 3229.0)	(21.0, 6115.0)	(22.0, 10814.0)	(23.0, 17403.0)	(24.0, 26648.0)	(25.0, 38704.0)	(26.0, 53902.0)	(27.0, 72020.0)	(28.0, 92767.0)	(29.0, 116731.0)	(30.0, 143706.0)	(31.0, 173916.0)	(32.0, 208811.0)	(33.0, 252023.0)	(34.0, 306758.0)	(35.0, 384865.0)	(36.0, 503874.0)	(37.0, 727528.0)	(38.0, 1255680.0)	(39.0, 3026110.0)	(40.0, 4579313.0)					
KTP-1_S13_R2_001	(11.0, 28.0)	(12.0, 268.0)	(13.0, 1065.0)	(14.0, 3372.0)	(15.0, 10058.0)	(16.0, 22722.0)	(17.0, 36002.0)	(18.0, 46706.0)	(19.0, 57130.0)	(20.0, 70172.0)	(21.0, 84949.0)	(22.0, 102295.0)	(23.0, 122514.0)	(24.0, 146390.0)	(25.0, 175405.0)	(26.0, 209516.0)	(27.0, 246896.0)	(28.0, 288687.0)	(29.0, 337545.0)	(30.0, 397231.0)	(31.0, 472760.0)	(32.0, 569461.0)	(33.0, 695395.0)	(34.0, 855707.0)	(35.0, 1063439.0)	(36.0, 1315468.0)	(37.0, 1588049.0)	(38.0, 1717034.0)	(39.0, 1208356.0)	(40.0, 158843.0)	
KTP-2_S14_R1_001	(12.0, 1.0)	(13.0, 2.0)	(14.0, 2.0)	(15.0, 48.0)	(16.0, 205.0)	(17.0, 528.0)	(18.0, 1421.0)	(19.0, 3581.0)	(20.0, 7763.0)	(21.0, 15630.0)	(22.0, 27504.0)	(23.0, 44445.0)	(24.0, 68659.0)	(25.0, 98946.0)	(26.0, 136622.0)	(27.0, 182452.0)	(28.0, 235342.0)	(29.0, 294235.0)	(30.0, 360321.0)	(31.0, 436375.0)	(32.0, 524180.0)	(33.0, 632402.0)	(34.0, 765524.0)	(35.0, 944786.0)	(36.0, 1219256.0)	(37.0, 1706916.0)	(38.0, 2835699.0)	(39.0, 6856718.0)	(40.0, 11212895.0)		
KTP-2_S14_R2_001	(10.0, 3.0)	(11.0, 140.0)	(12.0, 1597.0)	(13.0, 5743.0)	(14.0, 15390.0)	(15.0, 37993.0)	(16.0, 78049.0)	(17.0, 118186.0)	(18.0, 146092.0)	(19.0, 170113.0)	(20.0, 198226.0)	(21.0, 232627.0)	(22.0, 274388.0)	(23.0, 320761.0)	(24.0, 377269.0)	(25.0, 444291.0)	(26.0, 520608.0)	(27.0, 606883.0)	(28.0, 698312.0)	(29.0, 805210.0)	(30.0, 936962.0)	(31.0, 1100882.0)	(32.0, 1312163.0)	(33.0, 1582746.0)	(34.0, 1940345.0)	(35.0, 2414241.0)	(36.0, 3027131.0)	(37.0, 3728917.0)	(38.0, 4121637.0)	(39.0, 2986494.0)	(40.0, 409059.0)
KTP-3_S15_R1_001	(14.0, 6.0)	(15.0, 19.0)	(16.0, 105.0)	(17.0, 350.0)	(18.0, 912.0)	(19.0, 2165.0)	(20.0, 4764.0)	(21.0, 9052.0)	(22.0, 15964.0)	(23.0, 26124.0)	(24.0, 39135.0)	(25.0, 56458.0)	(26.0, 77835.0)	(27.0, 103063.0)	(28.0, 133098.0)	(29.0, 165642.0)	(30.0, 203115.0)	(31.0, 245323.0)	(32.0, 295922.0)	(33.0, 354156.0)	(34.0, 431703.0)	(35.0, 535401.0)	(36.0, 698466.0)	(37.0, 993198.0)	(38.0, 1679091.0)	(39.0, 3991480.0)	(40.0, 6099684.0)				
KTP-3_S15_R2_001	(11.0, 53.0)	(12.0, 598.0)	(13.0, 2336.0)	(14.0, 7267.0)	(15.0, 19718.0)	(16.0, 42303.0)	(17.0, 65424.0)	(18.0, 81325.0)	(19.0, 97202.0)	(20.0, 114293.0)	(21.0, 137234.0)	(22.0, 161951.0)	(23.0, 191979.0)	(24.0, 226871.0)	(25.0, 269018.0)	(26.0, 316149.0)	(27.0, 367999.0)	(28.0, 426716.0)	(29.0, 491168.0)	(30.0, 572873.0)	(31.0, 676741.0)	(32.0, 805746.0)	(33.0, 967224.0)	(34.0, 1175602.0)	(35.0, 1436642.0)	(36.0, 1744475.0)	(37.0, 2061874.0)	(38.0, 2141399.0)	(39.0, 1396474.0)	(40.0, 163577.0)	
KTP-4_S16_R1_001	(13.0, 1.0)	(14.0, 3.0)	(15.0, 35.0)	(16.0, 175.0)	(17.0, 471.0)	(18.0, 1131.0)	(19.0, 2468.0)	(20.0, 5436.0)	(21.0, 10390.0)	(22.0, 18648.0)	(23.0, 29524.0)	(24.0, 44544.0)	(25.0, 64215.0)	(26.0, 88088.0)	(27.0, 116852.0)	(28.0, 150236.0)	(29.0, 187770.0)	(30.0, 229901.0)	(31.0, 278691.0)	(32.0, 334525.0)	(33.0, 401983.0)	(34.0, 489852.0)	(35.0, 606162.0)	(36.0, 785966.0)	(37.0, 1109036.0)	(38.0, 1850424.0)	(39.0, 4337486.0)	(40.0, 6607178.0)			
KTP-4_S16_R2_001	(10.0, 3.0)	(11.0, 80.0)	(12.0, 802.0)	(13.0, 3354.0)	(14.0, 9344.0)	(15.0, 23515.0)	(16.0, 49900.0)	(17.0, 75688.0)	(18.0, 93285.0)	(19.0, 108362.0)	(20.0, 126847.0)	(21.0, 149457.0)	(22.0, 176244.0)	(23.0, 207668.0)	(24.0, 244274.0)	(25.0, 289986.0)	(26.0, 341301.0)	(27.0, 398887.0)	(28.0, 458215.0)	(29.0, 528199.0)	(30.0, 613193.0)	(31.0, 715740.0)	(32.0, 849471.0)	(33.0, 1020284.0)	(34.0, 1236359.0)	(35.0, 1512322.0)	(36.0, 1861217.0)	(37.0, 2240667.0)	(38.0, 2435900.0)	(39.0, 1743361.0)	(40.0, 237266.0)
KTP-5_S17_R1_001	(13.0, 1.0)	(14.0, 8.0)	(15.0, 64.0)	(16.0, 263.0)	(17.0, 810.0)	(18.0, 1923.0)	(19.0, 4359.0)	(20.0, 9105.0)	(21.0, 17430.0)	(22.0, 30643.0)	(23.0, 48672.0)	(24.0, 74357.0)	(25.0, 107958.0)	(26.0, 149932.0)	(27.0, 199331.0)	(28.0, 255929.0)	(29.0, 321584.0)	(30.0, 394784.0)	(31.0, 476330.0)	(32.0, 573265.0)	(33.0, 691610.0)	(34.0, 840160.0)	(35.0, 1043427.0)	(36.0, 1358576.0)	(37.0, 1934693.0)	(38.0, 3283714.0)	(39.0, 7968644.0)	(40.0, 12435655.0)			
KTP-5_S17_R2_001	(11.0, 90.0)	(12.0, 1223.0)	(13.0, 4639.0)	(14.0, 13518.0)	(15.0, 34545.0)	(16.0, 73936.0)	(17.0, 111935.0)	(18.0, 142313.0)	(19.0, 170177.0)	(20.0, 203598.0)	(21.0, 241970.0)	(22.0, 287591.0)	(23.0, 342099.0)	(24.0, 403615.0)	(25.0, 478289.0)	(26.0, 568594.0)	(27.0, 665133.0)	(28.0, 768529.0)	(29.0, 888154.0)	(30.0, 1036062.0)	(31.0, 1223803.0)	(32.0, 1465025.0)	(33.0, 1783624.0)	(34.0, 2206158.0)	(35.0, 2756456.0)	(36.0, 3455170.0)	(37.0, 4236888.0)	(38.0, 4699105.0)	(39.0, 3472454.0)	(40.0, 488534.0)	
KTP-6_S18_R1_001	(12.0, 1.0)	(13.0, 1.0)	(14.0, 3.0)	(15.0, 14.0)	(16.0, 69.0)	(17.0, 234.0)	(18.0, 631.0)	(19.0, 1604.0)	(20.0, 3383.0)	(21.0, 6495.0)	(22.0, 11274.0)	(23.0, 17991.0)	(24.0, 27276.0)	(25.0, 39786.0)	(26.0, 54913.0)	(27.0, 73582.0)	(28.0, 94172.0)	(29.0, 117754.0)	(30.0, 144043.0)	(31.0, 174314.0)	(32.0, 209833.0)	(33.0, 252846.0)	(34.0, 308212.0)	(35.0, 384676.0)	(36.0, 502901.0)	(37.0, 722046.0)	(38.0, 1239707.0)	(39.0, 3027141.0)	(40.0, 4481970.0)		
KTP-6_S18_R2_001	(11.0, 31.0)	(12.0, 313.0)	(13.0, 1187.0)	(14.0, 3688.0)	(15.0, 9682.0)	(16.0, 20891.0)	(17.0, 32905.0)	(18.0, 42270.0)	(19.0, 51514.0)	(20.0, 62889.0)	(21.0, 76728.0)	(22.0, 92064.0)	(23.0, 110648.0)	(24.0, 133437.0)	(25.0, 160470.0)	(26.0, 193517.0)	(27.0, 226190.0)	(28.0, 263843.0)	(29.0, 306758.0)	(30.0, 359963.0)	(31.0, 429475.0)	(32.0, 521652.0)	(33.0, 645219.0)	(34.0, 809537.0)	(35.0, 1031629.0)	(36.0, 1322813.0)	(37.0, 1657054.0)	(38.0, 1853344.0)	(39.0, 1310625.0)	(40.0, 166536.0)	
KTP-7_S19_R1_001	(13.0, 1.0)	(14.0, 2.0)	(15.0, 20.0)	(16.0, 86.0)	(17.0, 289.0)	(18.0, 730.0)	(19.0, 1655.0)	(20.0, 3432.0)	(21.0, 6506.0)	(22.0, 11077.0)	(23.0, 17578.0)	(24.0, 26954.0)	(25.0, 38965.0)	(26.0, 54144.0)	(27.0, 71832.0)	(28.0, 92115.0)	(29.0, 115179.0)	(30.0, 140897.0)	(31.0, 170190.0)	(32.0, 205824.0)	(33.0, 249367.0)	(34.0, 308528.0)	(35.0, 391882.0)	(36.0, 525924.0)	(37.0, 781883.0)	(38.0, 1353036.0)	(39.0, 2899150.0)	(40.0, 3519940.0)			
KTP-7_S19_R2_001	(11.0, 34.0)	(12.0, 240.0)	(13.0, 1092.0)	(14.0, 3331.0)	(15.0, 8874.0)	(16.0, 18326.0)	(17.0, 29181.0)	(18.0, 39524.0)	(19.0, 50464.0)	(20.0, 63563.0)	(21.0, 78210.0)	(22.0, 94754.0)	(23.0, 115204.0)	(24.0, 139294.0)	(25.0, 166897.0)	(26.0, 200565.0)	(27.0, 239081.0)	(28.0, 283479.0)	(29.0, 334287.0)	(30.0, 399692.0)	(31.0, 481039.0)	(32.0, 581082.0)	(33.0, 701092.0)	(34.0, 841204.0)	(35.0, 1002313.0)	(36.0, 1176893.0)	(37.0, 1354932.0)	(38.0, 1436423.0)	(39.0, 1013536.0)	(40.0, 132580.0)	
KTP-8_S20_R1_001	(12.0, 1.0)	(13.0, 0.0)	(14.0, 1.0)	(15.0, 18.0)	(16.0, 77.0)	(17.0, 267.0)	(18.0, 812.0)	(19.0, 2151.0)	(20.0, 5174.0)	(21.0, 10035.0)	(22.0, 18368.0)	(23.0, 30168.0)	(24.0, 46574.0)	(25.0, 67641.0)	(26.0, 94247.0)	(27.0, 126517.0)	(28.0, 162852.0)	(29.0, 204167.0)	(30.0, 251061.0)	(31.0, 303551.0)	(32.0, 365595.0)	(33.0, 442241.0)	(34.0, 538503.0)	(35.0, 669969.0)	(36.0, 873498.0)	(37.0, 1246156.0)	(38.0, 2116368.0)	(39.0, 5051988.0)	(40.0, 7673709.0)		
KTP-8_S20_R2_001	(10.0, 1.0)	(11.0, 75.0)	(12.0, 769.0)	(13.0, 3278.0)	(14.0, 9154.0)	(15.0, 24912.0)	(16.0, 52667.0)	(17.0, 80295.0)	(18.0, 99227.0)	(19.0, 116727.0)	(20.0, 137226.0)	(21.0, 162757.0)	(22.0, 191631.0)	(23.0, 226716.0)	(24.0, 268760.0)	(25.0, 317081.0)	(26.0, 374336.0)	(27.0, 437156.0)	(28.0, 506973.0)	(29.0, 589960.0)	(30.0, 691189.0)	(31.0, 820848.0)	(32.0, 979951.0)	(33.0, 1187288.0)	(34.0, 1450052.0)	(35.0, 1780590.0)	(36.0, 2186933.0)	(37.0, 2608318.0)	(38.0, 2791048.0)	(39.0, 1948817.0)	(40.0, 256974.0)
KTP-9_S21_R1_001	(13.0, 1.0)	(14.0, 5.0)	(15.0, 16.0)	(16.0, 97.0)	(17.0, 363.0)	(18.0, 835.0)	(19.0, 1974.0)	(20.0, 4298.0)	(21.0, 8100.0)	(22.0, 14006.0)	(23.0, 23125.0)	(24.0, 34754.0)	(25.0, 51083.0)	(26.0, 70474.0)	(27.0, 93583.0)	(28.0, 121236.0)	(29.0, 152322.0)	(30.0, 185957.0)	(31.0, 225723.0)	(32.0, 270123.0)	(33.0, 327641.0)	(34.0, 400675.0)	(35.0, 504616.0)	(36.0, 670527.0)	(37.0, 979851.0)	(38.0, 1697932.0)	(39.0, 3945985.0)	(40.0, 5719396.0)			
KTP-9_S21_R2_001	(11.0, 44.0)	(12.0, 331.0)	(13.0, 1238.0)	(14.0, 3957.0)	(15.0, 11457.0)	(16.0, 24663.0)	(17.0, 39516.0)	(18.0, 53059.0)	(19.0, 66146.0)	(20.0, 82426.0)	(21.0, 101716.0)	(22.0, 123544.0)	(23.0, 149861.0)	(24.0, 180854.0)	(25.0, 219012.0)	(26.0, 262680.0)	(27.0, 313613.0)	(28.0, 368334.0)	(29.0, 434071.0)	(30.0, 518916.0)	(31.0, 622934.0)	(32.0, 757948.0)	(33.0, 925514.0)	(34.0, 1132977.0)	(35.0, 1384618.0)	(36.0, 1683027.0)	(37.0, 2012329.0)	(38.0, 2202060.0)	(39.0, 1606552.0)	(40.0, 221301.0)	
STP-1_S46_R1_001	(13.0, 1.0)	(14.0, 10.0)	(15.0, 62.0)	(16.0, 267.0)	(17.0, 803.0)	(18.0, 1679.0)	(19.0, 2919.0)	(20.0, 5155.0)	(21.0, 8500.0)	(22.0, 13588.0)	(23.0, 20678.0)	(24.0, 30332.0)	(25.0, 42653.0)	(26.0, 57442.0)	(27.0, 75649.0)	(28.0, 96360.0)	(29.0, 119736.0)	(30.0, 145530.0)	(31.0, 176266.0)	(32.0, 209604.0)	(33.0, 250756.0)	(34.0, 303127.0)	(35.0, 373489.0)	(36.0, 479009.0)	(37.0, 670390.0)	(38.0, 1114547.0)	(39.0, 2692186.0)	(40.0, 4297161.0)			
STP-1_S46_R2_001	(11.0, 45.0)	(12.0, 551.0)	(13.0, 2207.0)	(14.0, 6220.0)	(15.0, 15957.0)	(16.0, 33537.0)	(17.0, 50058.0)	(18.0, 60799.0)	(19.0, 69456.0)	(20.0, 80757.0)	(21.0, 94225.0)	(22.0, 110371.0)	(23.0, 129544.0)	(24.0, 151883.0)	(25.0, 178905.0)	(26.0, 208632.0)	(27.0, 243963.0)	(28.0, 280072.0)	(29.0, 322934.0)	(30.0, 374991.0)	(31.0, 436713.0)	(32.0, 516819.0)	(33.0, 621709.0)	(34.0, 760065.0)	(35.0, 945482.0)	(36.0, 1180152.0)	(37.0, 1450611.0)	(38.0, 1589405.0)	(39.0, 1126093.0)	(40.0, 145743.0)	
STP-2_S47_R1_001	(13.0, 2.0)	(14.0, 3.0)	(15.0, 14.0)	(16.0, 47.0)	(17.0, 149.0)	(18.0, 444.0)	(19.0, 1225.0)	(20.0, 2978.0)	(21.0, 6050.0)	(22.0, 11172.0)	(23.0, 18182.0)	(24.0, 28547.0)	(25.0, 42353.0)	(26.0, 59615.0)	(27.0, 80162.0)	(28.0, 103757.0)	(29.0, 130610.0)	(30.0, 160740.0)	(31.0, 194291.0)	(32.0, 234034.0)	(33.0, 283043.0)	(34.0, 346640.0)	(35.0, 433592.0)	(36.0, 572075.0)	(37.0, 827491.0)	(38.0, 1437969.0)	(39.0, 3518976.0)	(40.0, 5269887.0)			
STP-2_S47_R2_001	(10.0, 2.0)	(11.0, 20.0)	(12.0, 285.0)	(13.0, 1135.0)	(14.0, 3432.0)	(15.0, 9114.0)	(16.0, 19540.0)	(17.0, 31447.0)	(18.0, 41713.0)	(19.0, 51767.0)	(20.0, 64233.0)	(21.0, 78806.0)	(22.0, 95814.0)	(23.0, 116725.0)	(24.0, 141827.0)	(25.0, 172120.0)	(26.0, 205897.0)	(27.0, 243001.0)	(28.0, 286454.0)	(29.0, 335925.0)	(30.0, 399047.0)	(31.0, 481258.0)	(32.0, 590414.0)	(33.0, 734607.0)	(34.0, 928591.0)	(35.0, 1189827.0)	(36.0, 1533522.0)	(37.0, 1959744.0)	(38.0, 2238639.0)	(39.0, 1607640.0)	(40.0, 201502.0)
STP-3_S48_R1_001	(15.0, 24.0)	(16.0, 83.0)	(17.0, 273.0)	(18.0, 708.0)	(19.0, 1732.0)	(20.0, 3553.0)	(21.0, 6793.0)	(22.0, 11896.0)	(23.0, 19392.0)	(24.0, 29615.0)	(25.0, 43544.0)	(26.0, 60845.0)	(27.0, 81099.0)	(28.0, 104877.0)	(29.0, 132585.0)	(30.0, 162350.0)	(31.0, 196341.0)	(32.0, 236041.0)	(33.0, 283991.0)	(34.0, 345033.0)	(35.0, 428931.0)	(36.0, 559705.0)	(37.0, 800771.0)	(38.0, 1377365.0)	(39.0, 3464983.0)	(40.0, 5831437.0)					
STP-3_S48_R2_001	(11.0, 20.0)	(12.0, 236.0)	(13.0, 939.0)	(14.0, 2944.0)	(15.0, 8761.0)	(16.0, 19817.0)	(17.0, 32125.0)	(18.0, 43037.0)	(19.0, 53535.0)	(20.0, 65664.0)	(21.0, 80699.0)	(22.0, 98489.0)	(23.0, 119425.0)	(24.0, 145184.0)	(25.0, 175548.0)	(26.0, 211979.0)	(27.0, 250646.0)	(28.0, 292127.0)	(29.0, 342473.0)	(30.0, 404892.0)	(31.0, 486438.0)	(32.0, 591900.0)	(33.0, 735257.0)	(34.0, 929205.0)	(35.0, 1194748.0)	(36.0, 1557411.0)	(37.0, 1997444.0)	(38.0, 2321478.0)	(39.0, 1770056.0)	(40.0, 251490.0)	
WBP-1_S5_R1_001	(14.0, 1.0)	(15.0, 8.0)	(16.0, 28.0)	(17.0, 120.0)	(18.0, 388.0)	(19.0, 1024.0)	(20.0, 2345.0)	(21.0, 4826.0)	(22.0, 8815.0)	(23.0, 14613.0)	(24.0, 22326.0)	(25.0, 33214.0)	(26.0, 47061.0)	(27.0, 63793.0)	(28.0, 82343.0)	(29.0, 103640.0)	(30.0, 127351.0)	(31.0, 154574.0)	(32.0, 186658.0)	(33.0, 225081.0)	(34.0, 274598.0)	(35.0, 344294.0)	(36.0, 451667.0)	(37.0, 656313.0)	(38.0, 1149893.0)	(39.0, 2897467.0)	(40.0, 4409840.0)				
WBP-1_S5_R2_001	(11.0, 18.0)	(12.0, 191.0)	(13.0, 851.0)	(14.0, 2551.0)	(15.0, 6979.0)	(16.0, 15427.0)	(17.0, 24103.0)	(18.0, 31994.0)	(19.0, 39873.0)	(20.0, 48850.0)	(21.0, 60130.0)	(22.0, 73362.0)	(23.0, 89276.0)	(24.0, 108042.0)	(25.0, 131696.0)	(26.0, 158313.0)	(27.0, 187762.0)	(28.0, 221502.0)	(29.0, 260653.0)	(30.0, 309769.0)	(31.0, 375060.0)	(32.0, 465853.0)	(33.0, 583905.0)	(34.0, 749889.0)	(35.0, 975070.0)	(36.0, 1279113.0)	(37.0, 1651191.0)	(38.0, 1890417.0)	(39.0, 1352119.0)	(40.0, 168322.0)	
WBP-2_S6_R1_001	(13.0, 2.0)	(14.0, 3.0)	(15.0, 9.0)	(16.0, 47.0)	(17.0, 115.0)	(18.0, 372.0)	(19.0, 1099.0)	(20.0, 2622.0)	(21.0, 5422.0)	(22.0, 9833.0)	(23.0, 16073.0)	(24.0, 25309.0)	(25.0, 36889.0)	(26.0, 51935.0)	(27.0, 69925.0)	(28.0, 90482.0)	(29.0, 113464.0)	(30.0, 140522.0)	(31.0, 169660.0)	(32.0, 203682.0)	(33.0, 244541.0)	(34.0, 296740.0)	(35.0, 368119.0)	(36.0, 479289.0)	(37.0, 683600.0)	(38.0, 1175631.0)	(39.0, 3009084.0)	(40.0, 5023453.0)			
WBP-2_S6_R2_001	(11.0, 19.0)	(12.0, 263.0)	(13.0, 941.0)	(14.0, 2913.0)	(15.0, 8306.0)	(16.0, 18673.0)	(17.0, 30330.0)	(18.0, 39404.0)	(19.0, 48723.0)	(20.0, 59943.0)	(21.0, 72712.0)	(22.0, 88301.0)	(23.0, 106234.0)	(24.0, 128413.0)	(25.0, 155570.0)	(26.0, 185409.0)	(27.0, 219514.0)	(28.0, 254531.0)	(29.0, 296966.0)	(30.0, 349925.0)	(31.0, 418794.0)	(32.0, 512660.0)	(33.0, 639406.0)	(34.0, 813645.0)	(35.0, 1058646.0)	(36.0, 1382445.0)	(37.0, 1766147.0)	(38.0, 1984993.0)	(39.0, 1399463.0)	(40.0, 174633.0)	
WBP-3_S7_R1_001	(12.0, 2.0)	(13.0, 0.0)	(14.0, 2.0)	(15.0, 6.0)	(16.0, 29.0)	(17.0, 111.0)	(18.0, 309.0)	(19.0, 744.0)	(20.0, 1780.0)	(21.0, 3538.0)	(22.0, 6248.0)	(23.0, 10531.0)	(24.0, 16674.0)	(25.0, 24691.0)	(26.0, 35446.0)	(27.0, 48750.0)	(28.0, 64023.0)	(29.0, 80001.0)	(30.0, 99715.0)	(31.0, 122002.0)	(32.0, 146687.0)	(33.0, 178797.0)	(34.0, 218067.0)	(35.0, 271814.0)	(36.0, 357222.0)	(37.0, 514098.0)	(38.0, 895389.0)	(39.0, 2356862.0)	(40.0, 4027820.0)		
WBP-3_S7_R2_001	(10.0, 1.0)	(11.0, 10.0)	(12.0, 153.0)	(13.0, 463.0)	(14.0, 1543.0)	(15.0, 4428.0)	(16.0, 10094.0)	(17.0, 16411.0)	(18.0, 21927.0)	(19.0, 28025.0)	(20.0, 35054.0)	(21.0, 43880.0)	(22.0, 53754.0)	(23.0, 66174.0)	(24.0, 81020.0)	(25.0, 99502.0)	(26.0, 122058.0)	(27.0, 145947.0)	(28.0, 171498.0)	(29.0, 200614.0)	(30.0, 238857.0)	(31.0, 290510.0)	(32.0, 359792.0)	(33.0, 458534.0)	(34.0, 595266.0)	(35.0, 792162.0)	(36.0, 1065738.0)	(37.0, 1412836.0)	(38.0, 1680733.0)	(39.0, 1301872.0)	(40.0, 182502.0)
