Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
KTP-11_S23_R1_001	(1, 27.623975101234898)	(2, 0.004338779117952191)	(3, 0.010748518141569402)	(4, 0.007401909928992848)	(5, 0.0)	(6, 7.874372264886009e-06)	(7, 0.0)	(8, 0.0004409648468336165)	(9, 0.0)	(10, 0.0)	(15, 1.5748744529772018e-05)	(20, 1.1024121170840412e-05)	(25, 0.00031969951395437196)	(30, 0.001203204082074582)	(35, 0.0007764131053177605)	(40, 0.0003023758949716227)	(45, 0.0005653799286188154)	(50, 0.0007291668717284444)	(55, 0.003252115745397921)	(60, 0.0005197085694824766)	(65, 0.0012047789565275593)	(70, 0.0006362492790027895)	(75, 0.00043938997238063927)	(80, 0.06221541526486435)	(85, 4.409648468336165e-05)	(90, 0.00021103317669894504)	(95, 0.0003716703709026196)	(100, 0.00013543920295603935)	(105, 0.027845355203089905)	(110, 0.009734298993852083)	(115, 0.0002582794102882611)	(120, 0.0004960854526878186)	(125, 0.00033702313293712115)	(130, 0.00041261710668002684)	(135, 0.0007433407418052392)	(140, 0.0003637959986377336)	(145, 0.0002456804146644435)	(150, 0.0003464723796549844)
KTP-11_S23_R2_001	(1, 25.54797559732035)	(2, 0.0037324524535559678)	(3, 0.00011024121170840412)	(4, 0.00012598995623817614)	(5, 2.3623116794658025e-05)	(6, 0.00039371861324430043)	(7, 0.00020473367888703623)	(8, 0.00015748744529772018)	(9, 0.00015748744529772018)	(10, 0.00041419198113300406)	(15, 0.000694519633762946)	(20, 0.0007890121009415781)	(25, 0.0012598995623817615)	(30, 0.0007685387330528745)	(35, 0.0014803819857985695)	(40, 0.0009937457798286143)	(45, 0.061998082590353505)	(50, 0.0005953025432253822)	(55, 0.0006047517899432454)	(60, 0.0006362492790027895)	(65, 0.061618537847185996)	(70, 0.0009905960309226599)	(75, 0.00042049147894491286)	(80, 0.05816011354844806)	(85, 0.057782143679733534)	(90, 0.0004535638424574341)	(95, 0.000327573886219258)	(100, 0.000710268378292718)	(105, 1.6442508223797534)	(110, 0.0008551568279666205)	(115, 0.06225321225173581)	(120, 0.00039056886433834606)	(125, 0.00039056886433834606)	(130, 0.05858847939965786)	(135, 0.00021733267451085384)	(140, 0.0005134090716705677)	(145, 0.0007323166206343988)	(150, 0.0003346608212576554)
KTP-12_S24_R1_001	(1, 27.766847771446923)	(2, 0.004259972459509569)	(3, 0.010030614500448483)	(4, 0.007634379991974351)	(5, 0.0)	(6, 5.788006059116263e-06)	(7, 0.0)	(8, 0.00041094843019725473)	(9, 0.0)	(10, 0.0)	(15, 1.0418410906409273e-05)	(20, 1.2733613330055778e-05)	(25, 0.00030907952355680845)	(30, 0.001172650027576955)	(35, 0.0007779080143452256)	(40, 0.00031602513082774794)	(45, 0.0004827197053302963)	(50, 0.000783696020404342)	(55, 0.0033142122694499723)	(60, 0.0005128173368377009)	(65, 0.001265258124522815)	(70, 0.0006065830349953844)	(75, 0.000463040484729301)	(80, 0.06158206926657339)	(85, 6.945607270939515e-05)	(90, 0.00021184102176365522)	(95, 0.00034843796475879905)	(100, 0.00018521619389172042)	(105, 0.027517338406250536)	(110, 0.009398564238792989)	(115, 0.00029634591022675264)	(120, 0.0005012413247194684)	(125, 0.00032644354173415725)	(130, 0.0004364156568573662)	(135, 0.0006771967089166027)	(140, 0.00042136684110366394)	(145, 0.00023730824842376679)	(150, 0.00034438636051741764)
KTP-12_S24_R2_001	(1, 25.691494530884135)	(2, 0.00401108819896757)	(3, 0.00012154812724144151)	(4, 0.000109972115123209)	(5, 3.4728036354697576e-05)	(6, 0.00037622039384255706)	(7, 0.00022573223630553425)	(8, 0.0002025802120690692)	(9, 0.00020836821812818544)	(10, 0.0004283124483746035)	(15, 0.000769804805862463)	(20, 0.0008716737125029092)	(25, 0.0013416598045031497)	(30, 0.0008381032773600349)	(35, 0.00152687599839487)	(40, 0.001012901060345346)	(45, 0.06195365925556866)	(50, 0.00066909350043384)	(55, 0.0006308926604436726)	(60, 0.0006841423161875423)	(65, 0.062251162767007234)	(70, 0.0010117434591335227)	(75, 0.00041905163868001744)	(80, 0.05843223636920232)	(85, 0.057993505509921314)	(90, 0.0004665132883647708)	(95, 0.00035654117324156176)	(100, 0.0007339191682959422)	(105, 1.65901964952813)	(110, 0.0008080056458526303)	(115, 0.062429433353628015)	(120, 0.0004132636326209012)	(125, 0.0004294700495864267)	(130, 0.058815402370315815)	(135, 0.00024772665933017605)	(140, 0.0004966109198721754)	(145, 0.0007802232167688722)	(150, 0.00045725247867018477)
KTP-13_S25_R1_001	(1, 27.703830957204346)	(2, 0.004190711604390357)	(3, 0.010025367953911336)	(4, 0.008017599371743608)	(5, 0.0)	(6, 6.737478463650092e-06)	(7, 0.0)	(8, 0.00030992400932790417)	(9, 0.0)	(10, 0.0)	(15, 6.737478463650092e-06)	(20, 1.48224526200302e-05)	(25, 0.00030318653086425413)	(30, 0.0011507613215914355)	(35, 0.0007936749630179808)	(40, 0.0002870165825514939)	(45, 0.0005403457727847373)	(50, 0.0007694200405488404)	(55, 0.003240727141015694)	(60, 0.0005538207297120374)	(65, 0.001335368231495448)	(70, 0.0006009830789575881)	(75, 0.0004204186561317657)	(80, 0.06132857146322132)	(85, 3.638238370371049e-05)	(90, 0.00019808186683131266)	(95, 0.0003395689145679646)	(100, 0.00016708946589852228)	(105, 0.0279928755207734)	(110, 0.00959012684515954)	(115, 0.00029105906962968394)	(120, 0.00046084352691366624)	(125, 0.0003463063930316147)	(130, 0.0004082911948971955)	(135, 0.00074920760515789)	(140, 0.0004082911948971955)	(145, 0.0002519816945405134)	(150, 0.0003335051839506795)
KTP-13_S25_R2_001	(1, 25.635647405653067)	(2, 0.003975112293553554)	(3, 0.00012127461234570164)	(4, 0.00010106217695475136)	(5, 4.716234924555064e-05)	(6, 0.0003301364447188545)	(7, 0.00021559931083680293)	(8, 0.00012127461234570164)	(9, 0.00026276166008235355)	(10, 0.0004945309192319167)	(15, 0.0008219723725653111)	(20, 0.0008448797993417215)	(25, 0.0012774259167080573)	(30, 0.0007909799716325207)	(35, 0.0015105426715503504)	(40, 0.0010254442221675438)	(45, 0.062425432957103545)	(50, 0.0006791378291359292)	(55, 0.000661620385130439)	(60, 0.0007047402472977996)	(65, 0.061448498579874285)	(70, 0.0010874290240331247)	(75, 0.0004514110570645561)	(80, 0.05878180460396158)	(85, 0.05831557109427699)	(90, 0.0005336082943210872)	(95, 0.00037325630688621504)	(100, 0.0008408373122635314)	(105, 1.6566651044699936)	(110, 0.0009068646012073022)	(115, 0.06253458010821468)	(120, 0.0003934687422771653)	(125, 0.0003867312638135152)	(130, 0.05912541600560774)	(135, 0.0002546766859259734)	(140, 0.0005511257383265775)	(145, 0.0008233198682580412)	(150, 0.0004244611432099558)
KTP-14_S26_R1_001	(1, 27.746330724245787)	(2, 0.004510246502615364)	(3, 0.010338278963818835)	(4, 0.008121751953976077)	(5, 0.0)	(6, 1.1027497561406757e-05)	(7, 0.0)	(8, 0.00046315489757908383)	(9, 0.0)	(10, 0.0)	(15, 6.616498536844055e-06)	(20, 9.924747805266082e-06)	(25, 0.0003275166775737807)	(30, 0.0012030999839494775)	(35, 0.0007796440775914579)	(40, 0.0003330304263544841)	(45, 0.0005767381224615735)	(50, 0.0007895688253967239)	(55, 0.0033854417513518743)	(60, 0.000567916124412448)	(65, 0.0013332244551740769)	(70, 0.0006936295966124851)	(75, 0.00043338065416328563)	(80, 0.06264059714781495)	(85, 5.513748780703379e-05)	(90, 0.00019298120732461828)	(95, 0.0003308249268422027)	(100, 0.0001775427107386488)	(105, 0.027776060857671342)	(110, 0.00962479987159582)	(115, 0.0003275166775737807)	(120, 0.0005182923853861177)	(125, 0.0003705239180632671)	(130, 0.00046315489757908383)	(135, 0.0007564863327125036)	(140, 0.00039919541172292466)	(145, 0.00028120118781587236)	(150, 0.00035563679635536793)
KTP-14_S26_R2_001	(1, 25.67543836094775)	(2, 0.0035453404659922727)	(3, 8.821998049125406e-05)	(4, 8.821998049125406e-05)	(5, 2.7568743903516896e-05)	(6, 0.000319797429280796)	(7, 0.00019298120732461828)	(8, 0.00014335746829828786)	(9, 0.00019849495610532164)	(10, 0.00040470916050362797)	(15, 0.0007278148390528461)	(20, 0.0008193430688125221)	(25, 0.0013453547024916243)	(30, 0.0008281650668616476)	(35, 0.0014986369185951785)	(40, 0.0010553315166266267)	(45, 0.06205724252681653)	(50, 0.0006484168566107173)	(55, 0.0006186426131949191)	(60, 0.0006406976083177326)	(65, 0.06193594005364106)	(70, 0.001023351773698547)	(75, 0.0004201476570895975)	(80, 0.058465586571066354)	(85, 0.05800794542226797)	(90, 0.0004366889034317076)	(95, 0.0003286194273299214)	(100, 0.0006947323463686257)	(105, 1.6583691180223994)	(110, 0.0007873633258844425)	(115, 0.06272220062976935)	(120, 0.0003275166775737807)	(125, 0.00033854417513518747)	(130, 0.05877987025156644)	(135, 0.00018967295805619625)	(140, 0.00047749064440891264)	(145, 0.0007068625936861732)	(150, 0.0004603980231887322)
KTP-15_S27_R1_001	(1, 27.796483330070348)	(2, 0.0044569963274115375)	(3, 0.009278068771159723)	(4, 0.007216928177060315)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0003405873346375088)	(9, 0.0)	(10, 0.0)	(15, 1.174439084956927e-06)	(20, 7.046634509741561e-06)	(25, 0.00028303981947461936)	(30, 0.0010522974201214066)	(35, 0.00070701232914407)	(40, 0.0002313644997365146)	(45, 0.00048504334208721077)	(50, 0.0007281522326732946)	(55, 0.0031063913797110716)	(60, 0.0005390675399952294)	(65, 0.001206148940250764)	(70, 0.0005731262734589803)	(75, 0.00039461153254552743)	(80, 0.06325528911578009)	(85, 4.462868522836322e-05)	(90, 0.00017264254548866824)	(95, 0.0003417617737224657)	(100, 0.00015620039829927128)	(105, 0.027655691572565717)	(110, 0.009514131027236064)	(115, 0.0002759931849648778)	(120, 0.00042984470509423525)	(125, 0.00033236626104281026)	(130, 0.00041222811881988134)	(135, 0.0007081867682290269)	(140, 0.0004040070452251828)	(145, 0.00025955103777548083)	(150, 0.0003552678231994704)
KTP-15_S27_R2_001	(1, 25.739147918606204)	(2, 0.003505700668596427)	(3, 7.633854052220024e-05)	(4, 5.284975882306171e-05)	(5, 1.7616586274353906e-05)	(6, 0.0002877375758144471)	(7, 0.00012331610392047734)	(8, 8.808293137176952e-05)	(9, 0.00019965464444267756)	(10, 0.00036642499450656116)	(15, 0.000689395742869716)	(20, 0.0007351988671830362)	(25, 0.0012214166483552039)	(30, 0.0007023145728042422)	(35, 0.0014022802674385707)	(40, 0.000998273222213388)	(45, 0.06258820771552455)	(50, 0.0006118827632625588)	(55, 0.0005484630526748849)	(60, 0.0006248015931970851)	(65, 0.0628536309487248)	(70, 0.0009559934151549385)	(75, 0.00039461153254552743)	(80, 0.0596227490260083)	(85, 0.05912243797581666)	(90, 0.0004263213878393645)	(95, 0.0002842142585595763)	(100, 0.0006835235474449314)	(105, 1.7057048261107872)	(110, 0.000770432039731744)	(115, 0.06327525458022434)	(120, 0.00025602772052061006)	(125, 0.00029008645398436096)	(130, 0.05996333636064581)	(135, 0.00019143357084797907)	(140, 0.0005367186618253155)	(145, 0.0007375477453529501)	(150, 0.00033765123692511647)
KTP-16_S28_R1_001	(1, 27.73809292765657)	(2, 0.004386869126657846)	(3, 0.009418219861238716)	(4, 0.007785044877524692)	(5, 0.0)	(6, 0.0)	(7, 0.0)	(8, 0.0003735063864099335)	(9, 0.0)	(10, 0.0)	(15, 4.394192781293335e-06)	(20, 1.1717847416782228e-05)	(25, 0.00033249392045119573)	(30, 0.0011014776571775294)	(35, 0.0007645895439450404)	(40, 0.000244610064825329)	(45, 0.0005273031337552003)	(50, 0.0007807015841431159)	(55, 0.0032092254612712326)	(60, 0.000588821832693307)	(65, 0.0012274445169079384)	(70, 0.0006371579532875336)	(75, 0.00039401261938930244)	(80, 0.06255865789634611)	(85, 7.177181542779114e-05)	(90, 0.00023435694833564457)	(95, 0.00040280100495188905)	(100, 0.00019480921330400453)	(105, 0.027430016071760096)	(110, 0.009352306969519315)	(115, 0.0003017345709821424)	(120, 0.0004994732461403424)	(125, 0.00031931134210731575)	(130, 0.00039840681217059577)	(135, 0.0007191828852050092)	(140, 0.0004013362740247913)	(145, 0.0002665810287317957)	(150, 0.0003735063864099335)
KTP-16_S28_R2_001	(1, 25.686913031967386)	(2, 0.0036471800084734683)	(3, 7.323654635488893e-05)	(4, 7.323654635488893e-05)	(5, 7.323654635488893e-05)	(6, 0.00041744831422286686)	(7, 0.00013914943807428895)	(8, 0.00015379674734526674)	(9, 0.00019773867515820008)	(10, 0.00040280100495188905)	(15, 0.000747012772819867)	(20, 0.0007938841624869959)	(25, 0.0012640627900853828)	(30, 0.0007689837367263337)	(35, 0.0014661956580248763)	(40, 0.000997481761353587)	(45, 0.062437085229397005)	(50, 0.0006488758007043158)	(55, 0.0006312990295791426)	(60, 0.0006239753749436536)	(65, 0.062032819493518014)	(70, 0.0009696518737387293)	(75, 0.0004452782018377246)	(80, 0.059317208354678734)	(85, 0.0588777890765494)	(90, 0.00046871389667128914)	(95, 0.0003471412297221735)	(100, 0.0007572658893095515)	(105, 1.6808739463549622)	(110, 0.0008305024356644405)	(115, 0.06314015607440394)	(120, 0.0003456764987950757)	(125, 0.0004042657358789868)	(130, 0.059755162901880966)	(135, 0.00023728641018984012)	(140, 0.000536091519317787)	(145, 0.0007968136243411915)	(150, 0.00038449186836316684)
KTP-17_S29_R1_001	(1, 27.720309066614725)	(2, 0.004265605525588507)	(3, 0.009708981961675701)	(4, 0.007762303617379944)	(5, 0.0)	(6, 1.830731985231119e-05)	(7, 0.0)	(8, 0.00037835127694776455)	(9, 0.0)	(10, 0.0)	(15, 9.763903921232635e-06)	(20, 9.763903921232635e-06)	(25, 0.0003124449254794443)	(30, 0.0011435972467743723)	(35, 0.0007957581695804597)	(40, 0.00028559418969605456)	(45, 0.0005004000759631725)	(50, 0.0007481591379644506)	(55, 0.0032440570778295426)	(60, 0.0005553220355201061)	(65, 0.001340095813189179)	(70, 0.0005699678914019551)	(75, 0.0004576829963077797)	(80, 0.061782322549589645)	(85, 5.004000759631725e-05)	(90, 0.00021480588626711795)	(95, 0.0003661463970462238)	(100, 0.0001952780784246527)	(105, 0.02792354472673518)	(110, 0.009678469761921849)	(115, 0.0003185473654302147)	(120, 0.0005199278838056377)	(125, 0.0003295317573416014)	(130, 0.0004296117725342359)	(135, 0.0007750098737478404)	(140, 0.00042228884459331146)	(145, 0.0002355541820997373)	(150, 0.0003295317573416014)
KTP-17_S29_R2_001	(1, 25.65490165063678)	(2, 0.004027610367508461)	(3, 9.153659926155595e-05)	(4, 8.543415931078555e-05)	(5, 3.0512199753851984e-05)	(6, 0.00038445371689853493)	(7, 0.00020138051837542307)	(8, 0.00012815123896617832)	(9, 0.0001647658786708007)	(10, 0.0004198478686130033)	(15, 0.0007579230418856833)	(20, 0.0008433572011964688)	(25, 0.001340095813189179)	(30, 0.0008372547612456985)	(35, 0.0015439173075449102)	(40, 0.0010667065033946653)	(45, 0.06293690418827541)	(50, 0.0006700479065945896)	(55, 0.000648079122771816)	(60, 0.0006578430266930488)	(65, 0.062158232850557105)	(70, 0.0010300918636900428)	(75, 0.00041740689263269513)	(80, 0.05940969389673012)	(85, 0.05898496407615649)	(90, 0.00044791909238654705)	(95, 0.00031976785342036876)	(100, 0.0007164264502204445)	(105, 1.6761718271339865)	(110, 0.000754261577915221)	(115, 0.06291859686842309)	(120, 0.00030878346150898205)	(125, 0.0003307522453317555)	(130, 0.05977950175774681)	(135, 0.00017941173455264967)	(140, 0.0005113844678745592)	(145, 0.000770127921787224)	(150, 0.00040276103675084614)
KTP-18_S30_R1_001	(1, 27.79520505224)	(2, 0.004408132611625075)	(3, 0.009511649654439288)	(4, 0.0075706200682504705)	(5, 0.0)	(6, 1.814046342232541e-05)	(7, 0.0)	(8, 0.00035676244730573303)	(9, 0.0)	(10, 0.0)	(15, 8.46554959708519e-06)	(20, 1.33030065097053e-05)	(25, 0.0003144346993203071)	(30, 0.0011295461890967954)	(35, 0.0007715743775629073)	(40, 0.00029024741475720654)	(45, 0.0005297015319319019)	(50, 0.0008417175027958988)	(55, 0.0033184954420573945)	(60, 0.0005357483530726771)	(65, 0.0012734605322472436)	(70, 0.0005974259287085834)	(75, 0.00044262730750473995)	(80, 0.06172957829771705)	(85, 6.772439677668152e-05)	(90, 0.00020801064724266467)	(95, 0.00039183400992222876)	(100, 0.00018866081959218424)	(105, 0.02775853712884234)	(110, 0.00931694201370633)	(115, 0.0003289470700581674)	(120, 0.0005103517042814215)	(125, 0.0003349938911989425)	(130, 0.0004208587513979494)	(135, 0.0007159436230677761)	(140, 0.00038578718878145364)	(145, 0.0002491290309999356)	(150, 0.00034769221559457033)
KTP-18_S30_R2_001	(1, 25.73740530300167)	(2, 0.0035071562616495787)	(3, 7.860867483007678e-05)	(4, 6.046821140775136e-05)	(5, 3.023410570387568e-05)	(6, 0.00035676244730573303)	(7, 0.0001693109919417038)	(8, 0.00013907688623782813)	(9, 0.00018745145536402922)	(10, 0.00043174302945134474)	(15, 0.0007437590003153417)	(20, 0.0008610673304463794)	(25, 0.0013085320948637395)	(30, 0.0008320425889706587)	(35, 0.0015032397355966988)	(40, 0.0010521468784948737)	(45, 0.0632098401129788)	(50, 0.0006518473189755596)	(55, 0.0006264506701843042)	(60, 0.0006578941401163348)	(65, 0.06192186720999371)	(70, 0.0010146565874220679)	(75, 0.0004389992148202749)	(80, 0.05885975698430517)	(85, 0.05837480192881501)	(90, 0.0004958393335435611)	(95, 0.00038699655300960867)	(100, 0.0007377121791745666)	(105, 1.6778876518772505)	(110, 0.0008767890654123947)	(115, 0.06318686219264386)	(120, 0.00030959724240768697)	(125, 0.0003349938911989425)	(130, 0.05926610336496526)	(135, 0.00020559191878635462)	(140, 0.0004982580619998712)	(145, 0.0007715743775629073)	(150, 0.00041420724814309677)
KTP-19_S31_R1_001	(1, 27.770624680318534)	(2, 0.004346753037097632)	(3, 0.009335809787580826)	(4, 0.007621755110580986)	(5, 0.0)	(6, 1.867161957516165e-05)	(7, 0.0)	(8, 0.00038463536324833005)	(9, 0.0)	(10, 7.468647830064661e-07)	(15, 8.215512613071126e-06)	(20, 1.0456106962090524e-05)	(25, 0.00033384855800389036)	(30, 0.0011083473379815956)	(35, 0.0007857017517228024)	(40, 0.00025019970230716614)	(45, 0.0005564142633398173)	(50, 0.0007334212169123497)	(55, 0.003225708997804927)	(60, 0.0005661235055189012)	(65, 0.0012502516467528242)	(70, 0.0006101885277162828)	(75, 0.0004391564924078021)	(80, 0.06262237146074316)	(85, 6.198977698953668e-05)	(90, 0.00020165349141174584)	(95, 0.00036596374367316837)	(100, 0.0001583353339973708)	(105, 0.027666859021691532)	(110, 0.009519538524200417)	(115, 0.0002778336992784054)	(120, 0.0005026399989633516)	(125, 0.0003480389888810132)	(130, 0.0004249660615306792)	(135, 0.0007125090029881687)	(140, 0.0003801541745502912)	(145, 0.0002509465670901726)	(150, 0.00034169063822545823)
KTP-19_S31_R2_001	(1, 25.721784130012132)	(2, 0.0036447001410715545)	(3, 9.70924217908406e-05)	(4, 8.215512613071126e-05)	(5, 3.360891523529098e-05)	(6, 0.0003771667154182654)	(7, 0.00020165349141174584)	(8, 0.00018671619575161651)	(9, 0.0001979191674967135)	(10, 0.0004511063289359056)	(15, 0.0007744987799777052)	(20, 0.0008484383934953454)	(25, 0.001306266505478309)	(30, 0.0008021327769489445)	(35, 0.00155123815430443)	(40, 0.0010157361048887938)	(45, 0.0633886547281078)	(50, 0.0006594816033947096)	(55, 0.0006355819303385026)	(60, 0.0006624690625267355)	(65, 0.06271423582905296)	(70, 0.0010261922118508845)	(75, 0.0004399033571908085)	(80, 0.06022717610164143)	(85, 0.05975590442356435)	(90, 0.0004929307567842677)	(95, 0.00035401390714506493)	(100, 0.0007491053773554855)	(105, 1.7156402709341625)	(110, 0.0008461977991463261)	(115, 0.063758352795696)	(120, 0.0003876228223803559)	(125, 0.0004115224954365628)	(130, 0.06061928011271982)	(135, 0.00023152808273200448)	(140, 0.0005504393450757655)	(145, 0.0007662832673646343)	(150, 0.00036596374367316837)
KTP-1_S13_R1_001	(1, 27.619462816688817)	(2, 0.004482039891321362)	(3, 0.009938798495067631)	(4, 0.007639462045244776)	(5, 0.0)	(6, 2.4992787498074513e-05)	(7, 0.0)	(8, 0.00035822995413906805)	(9, 0.0)	(10, 0.0)	(15, 9.997114999229805e-06)	(20, 1.6661858332049677e-05)	(25, 0.00029491489247727927)	(30, 0.0011080135790813034)	(35, 0.0007714440407739)	(40, 0.0002682559191459998)	(45, 0.0004965233782950803)	(50, 0.0007847735274395396)	(55, 0.0032540609322493017)	(60, 0.0004931910066286704)	(65, 0.0012929602065670548)	(70, 0.000568169369122894)	(75, 0.0004765291482966207)	(80, 0.06184381957106878)	(85, 5.9982689995378836e-05)	(90, 0.00023159983081549052)	(95, 0.00036322851163868297)	(100, 0.0001799480699861365)	(105, 0.02766868194620169)	(110, 0.009267325604286029)	(115, 0.00032157386580855876)	(120, 0.0005448427674580245)	(125, 0.000359896139972273)	(130, 0.0004532025466317512)	(135, 0.0007214584657777509)	(140, 0.0004415392457993164)	(145, 0.00027658684831202463)	(150, 0.00036239541872208045)
KTP-1_S13_R2_001	(1, 25.55706632327687)	(2, 0.0033323716664099357)	(3, 6.664743332819871e-05)	(4, 9.164022082627321e-05)	(5, 4.9985574996149025e-05)	(6, 0.0002832515916448445)	(7, 0.00024992787498074513)	(8, 0.0001749495124865216)	(9, 0.000308244379142919)	(10, 0.0005031881216279003)	(15, 0.000823095801603254)	(20, 0.0008964079782642726)	(25, 0.0014112594007246076)	(30, 0.000821429615770049)	(35, 0.0015745456123786943)	(40, 0.0010913517207492539)	(45, 0.062453643586021804)	(50, 0.0007114613507785212)	(55, 0.0006531448466163474)	(60, 0.0007147937224449312)	(65, 0.06226203221520323)	(70, 0.0011113459507477135)	(75, 0.0004282097591336767)	(80, 0.0588313555846342)	(85, 0.05832483509133989)	(90, 0.0005048543074611052)	(95, 0.00041821264413444684)	(100, 0.0007814411557731298)	(105, 1.6637382062159896)	(110, 0.0008830784915986328)	(115, 0.06287019004432305)	(120, 0.00031990767997535377)	(125, 0.00032990479497458356)	(130, 0.059219576883770955)	(135, 0.00023826457414831035)	(140, 0.0005481751391244343)	(145, 0.0008197634299368441)	(150, 0.0004831938916294406)
KTP-2_S14_R1_001	(1, 27.763962117480435)	(2, 0.0042778568692001225)	(3, 0.00940848912735844)	(4, 0.0076470186518054475)	(5, 0.0)	(6, 2.0969886613726093e-05)	(7, 0.0)	(8, 0.0003914378834562204)	(9, 0.0)	(10, 6.989962204575363e-07)	(15, 1.0484943306863046e-05)	(20, 1.0484943306863046e-05)	(25, 0.00032014026896955166)	(30, 0.0010953270774569596)	(35, 0.0007633038727396298)	(40, 0.00029148142393079266)	(45, 0.0005305381313272701)	(50, 0.00076889584250329)	(55, 0.003269904319300355)	(60, 0.0005536050066023688)	(65, 0.001332985792412522)	(70, 0.0006207086437662923)	(75, 0.0004578425243996863)	(80, 0.06173604518703007)	(85, 6.290965984117827e-05)	(90, 0.00020131091149177047)	(95, 0.0003599830535356312)	(100, 0.000202009907712228)	(105, 0.027945169897671845)	(110, 0.009764278203571326)	(115, 0.00029287941637170774)	(120, 0.0004697254601474644)	(125, 0.0003348191895991599)	(130, 0.00042289271337680946)	(135, 0.0007905647253374737)	(140, 0.000375360970385697)	(145, 0.00022297979432595413)	(150, 0.00033202320471732976)
KTP-2_S14_R2_001	(1, 25.698505175612663)	(2, 0.004179997398336068)	(3, 8.387954645490437e-05)	(4, 8.737452755719204e-05)	(5, 6.290965984117827e-05)	(6, 0.00042289271337680946)	(7, 0.0001957189417281102)	(8, 0.00019921392283039785)	(9, 0.00020620388503497322)	(10, 0.00042848468314046984)	(15, 0.0007542169218736817)	(20, 0.0008814342339969534)	(25, 0.001343470735719385)	(30, 0.0008681533058082601)	(35, 0.0015524706056361881)	(40, 0.0010792501643864362)	(45, 0.0628844959772418)	(50, 0.0007059861826621118)	(55, 0.0006521634736868815)	(60, 0.0006982972242370788)	(65, 0.06259371354953147)	(70, 0.0010708622097409459)	(75, 0.00045294955085648355)	(80, 0.05973272201919877)	(85, 0.059309829305821966)	(90, 0.000499083301406681)	(95, 0.0003683710081811217)	(100, 0.0007667988538419174)	(105, 1.700196466867684)	(110, 0.0008534743851786519)	(115, 0.06359257914856528)	(120, 0.0003991268418812532)	(125, 0.00042149472093589444)	(130, 0.060116470944229956)	(135, 0.0002635215751124912)	(140, 0.0005466150443977935)	(145, 0.0008003506724238791)	(150, 0.000384447921251645)
KTP-3_S15_R1_001	(1, 27.65464743079096)	(2, 0.004318710702748897)	(3, 0.009559323833448489)	(4, 0.007795953417569641)	(5, 0.0)	(6, 2.474905846847505e-05)	(7, 0.0)	(8, 0.00037742314164424456)	(9, 0.0)	(10, 2.474905846847505e-06)	(15, 1.6086888004508784e-05)	(20, 7.424717540542515e-06)	(25, 0.0003155504954730569)	(30, 0.0011322694249327335)	(35, 0.0007610335479056078)	(40, 0.00029575124869827684)	(45, 0.0005197302278379761)	(50, 0.0007647459066758791)	(55, 0.003252026282757622)	(60, 0.0005506665509235699)	(65, 0.0013018004754417878)	(70, 0.0006174890087884525)	(75, 0.0004467205053559747)	(80, 0.06283290963976446)	(85, 5.5685381554068864e-05)	(90, 0.0001979924677478004)	(95, 0.00034401191271180324)	(100, 0.00020789209113519043)	(105, 0.0277523567136245)	(110, 0.009560561286371913)	(115, 0.0002685272843829543)	(120, 0.000475181922594721)	(125, 0.0003390621010181082)	(130, 0.0004875564518289585)	(135, 0.0007659833595993028)	(140, 0.0003786605945676683)	(145, 0.0002623400197658355)	(150, 0.00032792502470729444)
KTP-3_S15_R2_001	(1, 25.596150679940166)	(2, 0.003786605945676683)	(3, 8.662170463966268e-05)	(4, 4.94981169369501e-05)	(5, 3.7123587702712576e-05)	(6, 0.000340299553941532)	(7, 0.00018561793851356288)	(8, 0.00016086888004508785)	(9, 0.0002536778493018693)	(10, 0.00042815871150461845)	(15, 0.0007412343011308279)	(20, 0.0008637421405497793)	(25, 0.001335211704374229)	(30, 0.0008389930820813042)	(35, 0.0015963142712166409)	(40, 0.0010765840433786646)	(45, 0.06301110286073748)	(50, 0.0006929736371173015)	(55, 0.0006434755201803514)	(60, 0.0006843114666533352)	(65, 0.06258913141384997)	(70, 0.001055547343680461)	(75, 0.0004095969176532621)	(80, 0.0591205508694932)	(85, 0.05869610451675885)	(90, 0.00045909503459021217)	(95, 0.0003303999305541419)	(100, 0.0007313346777434378)	(105, 1.7003271392421009)	(110, 0.0008748792168605931)	(115, 0.06361374243444486)	(120, 0.00039351002964875336)	(125, 0.00038237295333793953)	(130, 0.05952891033422304)	(135, 0.000235116055450513)	(140, 0.0005568538155406886)	(145, 0.0007870200592975067)	(150, 0.00032792502470729444)
