Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37
KTP-12_S24_R2_001	(1, 21.175016627494408)	(2, 31.33956767183302)	(3, 33.48393101923835)	(4, 35.465325531641376)	(5, 35.82853008897844)	(6, 39.20779184848482)	(7, 39.33611663110033)	(8, 39.34286093152054)	(9, 39.44303539938718)	(10, 39.453207704275954)	(15, 39.38244260454022)	(20, 39.30371786202401)	(25, 39.17958042396797)	(30, 39.1289487412447)	(35, 38.80768987539407)	(40, 38.6153750277752)	(45, 38.40950698516829)	(50, 38.284147618001086)	(55, 38.08547454154217)	(60, 37.88769948579933)	(65, 37.55078347318217)	(70, 37.192130001857365)	(75, 35.968605056390516)	(80, 36.450403357460246)	(85, 35.94059293607431)	(90, 35.25987303314149)	(95, 34.37431750581853)	(100, 33.8962406842766)	(105, 32.80588397119958)	(110, 32.62728058580641)	(115, 31.850371766523175)	(120, 31.21575189642572)	(125, 30.327278033295734)	(130, 29.303316579563926)	(135, 28.37568993466325)	(140, 27.048015793384856)	(145, 26.009700385602752)	(150, 22.532377121933663)
KTP-13_S25_R1_001	(1, 21.224601996934716)	(2, 31.64019675323608)	(3, 34.23413269921983)	(4, 36.09063107804776)	(5, 36.38949174348964)	(6, 39.95963718139475)	(7, 40.11948823730585)	(8, 40.17740562342293)	(9, 40.20665739679463)	(10, 40.229488097166296)	(15, 40.194175449868176)	(20, 40.14578999225729)	(25, 40.03450086199299)	(30, 39.965692274564645)	(35, 39.914993220749174)	(40, 39.847080030733686)	(45, 39.797139118419814)	(50, 39.722339053093215)	(55, 39.6447755974998)	(60, 39.57760956689602)	(65, 39.47522879803115)	(70, 39.3778096026316)	(75, 38.99199882660075)	(80, 39.25135636221439)	(85, 39.235665057846646)	(90, 39.08693263356984)	(95, 38.93703961125288)	(100, 38.7416181455926)	(105, 38.43757491739178)	(110, 38.148488675780946)	(115, 37.78802981846268)	(120, 37.3712890035997)	(125, 36.844967211387306)	(130, 36.27114823072468)	(135, 35.5572151387368)	(140, 34.88611650932857)	(145, 34.23390157675861)	(150, 31.540380066550114)
KTP-13_S25_R2_001	(1, 21.10739634995757)	(2, 31.22639463782954)	(3, 33.27989183382575)	(4, 35.296056324780956)	(5, 35.711707675901415)	(6, 39.06250015159326)	(7, 39.20524353693904)	(8, 39.21286093009004)	(9, 39.31541795139152)	(10, 39.34832362103354)	(15, 39.28958505756636)	(20, 39.19873024133379)	(25, 39.070934113659106)	(30, 39.01592114670806)	(35, 38.70850851900252)	(40, 38.50353361880478)	(45, 38.29022250387876)	(50, 38.15911322116959)	(55, 37.945247571341135)	(60, 37.74097458164975)	(65, 37.39629165142874)	(70, 37.02396897040819)	(75, 35.75267266338183)	(80, 36.22171698170667)	(85, 35.69694129257716)	(90, 34.979887656589106)	(95, 34.04860043707371)	(100, 33.5506257769997)	(105, 32.45177886948885)	(110, 32.25126294033801)	(115, 31.460235105658484)	(120, 30.816739642541734)	(125, 29.922491293156583)	(130, 28.893965887338044)	(135, 27.967342754663882)	(140, 26.64156172594794)	(145, 25.619226176343524)	(150, 22.233938996713995)
KTP-14_S26_R1_001	(1, 21.20831808552056)	(2, 31.63402547605569)	(3, 34.214782184041105)	(4, 36.07111335434917)	(5, 36.37318115901315)	(6, 39.93294862437757)	(7, 40.09723065902366)	(8, 40.15642141383436)	(9, 40.18722308919796)	(10, 40.21410948463487)	(15, 40.18273903300204)	(20, 40.133679515888446)	(25, 40.01785343033194)	(30, 39.95224307295335)	(35, 39.902864287730345)	(40, 39.83727699987666)	(45, 39.78585566847285)	(50, 39.71247224861317)	(55, 39.63289682270778)	(60, 39.56396245776675)	(65, 39.46067199033815)	(70, 39.36066632771815)	(75, 38.9578551649573)	(80, 39.22235055411245)	(85, 39.20489828208681)	(90, 39.05099504143059)	(95, 38.89549500809998)	(100, 38.688207265786566)	(105, 38.37050549111484)	(110, 38.07316039974899)	(115, 37.698500387147874)	(120, 37.26605746726722)	(125, 36.71453550443441)	(130, 36.109851166827795)	(135, 35.374052551870456)	(140, 34.68898034850311)	(145, 34.006549054361756)	(150, 31.345606984067086)
KTP-14_S26_R2_001	(1, 21.093524151680803)	(2, 31.04836914062877)	(3, 33.175009088036425)	(4, 35.11028418357453)	(5, 35.49106069694557)	(6, 38.77957416325692)	(7, 38.94900747283886)	(8, 38.98785723647272)	(9, 39.08561473419237)	(10, 39.114910726066434)	(15, 39.05057718749299)	(20, 38.94744539472679)	(25, 38.78948466353533)	(30, 38.73295116070201)	(35, 38.40845127563611)	(40, 38.19058620026674)	(45, 37.96545253734724)	(50, 37.820960582154825)	(55, 37.59804163773556)	(60, 37.375691006430635)	(65, 37.00702905927561)	(70, 36.612607087339605)	(75, 35.317730446165385)	(80, 35.800586442320316)	(85, 35.24391169378448)	(90, 34.51236078266781)	(95, 33.57708447410499)	(100, 33.06585021647805)	(105, 31.969292532548074)	(110, 31.74541893766492)	(115, 30.943658739531667)	(120, 30.289617649642178)	(125, 29.391440136595406)	(130, 28.365965238791365)	(135, 27.44076247205839)	(140, 26.12947663882536)	(145, 25.12016772162141)	(150, 21.88836492040545)
KTP-15_S27_R1_001	(1, 21.18812411895048)	(2, 31.62349097790023)	(3, 34.193953799680386)	(4, 36.05492916194493)	(5, 36.36276309343967)	(6, 39.92647923245238)	(7, 40.09561090974048)	(8, 40.15395123000767)	(9, 40.1839378895541)	(10, 40.21684597806876)	(15, 40.186440607499755)	(20, 40.13703601875485)	(25, 40.014794784973716)	(30, 39.94303761387802)	(35, 39.890584674532974)	(40, 39.82193329585307)	(45, 39.767671919971846)	(50, 39.69212105225514)	(55, 39.61129514441079)	(60, 39.539631388199915)	(65, 39.43435802752016)	(70, 39.33237053600108)	(75, 38.91871705918574)	(80, 39.18464050948107)	(85, 39.16383831591072)	(90, 39.00775880262647)	(95, 38.84860558260223)	(100, 38.64622634518198)	(105, 38.33307094798256)	(110, 38.038759296712996)	(115, 37.667616780056804)	(120, 37.24693656372982)	(125, 36.71586262022292)	(130, 36.13467957719723)	(135, 35.43180473822751)	(140, 34.77227815227378)	(145, 34.11861593998052)	(150, 31.488257605696877)
KTP-15_S27_R2_001	(1, 21.03704333551035)	(2, 31.056296796259364)	(3, 33.08799772581616)	(4, 35.04601963215863)	(5, 35.4509284704352)	(6, 38.728876744144806)	(7, 38.86642117757953)	(8, 38.89000268124443)	(9, 38.99019942327994)	(10, 39.02751966803775)	(15, 38.956374262261406)	(20, 38.84250010834201)	(25, 38.68289066571083)	(30, 38.61481578394454)	(35, 38.284290420934234)	(40, 38.0578667042174)	(45, 37.841004753777085)	(50, 37.692888924017666)	(55, 37.468274583388286)	(60, 37.24242174976625)	(65, 36.87866910918678)	(70, 36.47980805672259)	(75, 35.17293814006196)	(80, 35.65103865631015)	(85, 35.09497387049202)	(90, 34.3681893425995)	(95, 33.445477346655544)	(100, 32.94770420060453)	(105, 31.83760430633928)	(110, 31.644203526535215)	(115, 30.8512249575822)	(120, 30.214617303739193)	(125, 29.343150747595068)	(130, 28.32909938256214)	(135, 27.427657042177515)	(140, 26.142949014193448)	(145, 25.158239330250275)	(150, 21.949873442444208)
KTP-16_S28_R1_001	(1, 21.202771783569894)	(2, 31.62037982670036)	(3, 34.19207126501853)	(4, 36.048491015889766)	(5, 36.357381529816244)	(6, 39.915794449914806)	(7, 40.08498551930387)	(8, 40.141355615796684)	(9, 40.17101246229691)	(10, 40.2018437447018)	(15, 40.16828450347636)	(20, 40.11841243673736)	(25, 39.99594372064359)	(30, 39.924059106287096)	(35, 39.87133579432542)	(40, 39.80260944744124)	(45, 39.7479184305994)	(50, 39.669289389452544)	(55, 39.58900045662987)	(60, 39.52085371842086)	(65, 39.4146670977858)	(70, 39.31306241914227)	(75, 38.90892358755081)	(80, 39.17324418492667)	(85, 39.15527567151504)	(90, 39.0011490814123)	(95, 38.844136575905836)	(100, 38.645058653319055)	(105, 38.33494596790702)	(110, 38.040759668048025)	(115, 37.67256039726432)	(120, 37.251073248630384)	(125, 36.72025886189675)	(130, 36.14270391526239)	(135, 35.43432655516891)	(140, 34.763041176882005)	(145, 34.11104797469824)	(150, 31.438982019329323)
KTP-16_S28_R2_001	(1, 21.052518073864185)	(2, 31.07949534160638)	(3, 33.1680782400672)	(4, 35.076735056174265)	(5, 35.46291348896344)	(6, 38.75909885359172)	(7, 38.916390375692494)	(8, 38.928898445444446)	(9, 39.028344301116455)	(10, 39.05630104907691)	(15, 38.99124711951508)	(20, 38.88373702660355)	(25, 38.7206570929412)	(30, 38.65653070423896)	(35, 38.32272025433588)	(40, 38.09631237144698)	(45, 37.87762912793217)	(50, 37.730244489224525)	(55, 37.504750657023365)	(60, 37.27791668390777)	(65, 36.90608461677329)	(70, 36.5070134612434)	(75, 35.19265270460735)	(80, 35.655173748213485)	(85, 35.088395998794525)	(90, 34.33597025424434)	(95, 33.3739446046087)	(100, 32.859381553984306)	(105, 31.750096470840685)	(110, 31.523408428867356)	(115, 30.713852070232385)	(120, 30.06642028915985)	(125, 29.172038477016724)	(130, 28.141165303307325)	(135, 27.221897214704292)	(140, 25.916249615050408)	(145, 24.92060477275249)	(150, 21.718037978275845)
KTP-17_S29_R1_001	(1, 21.203188671332835)	(2, 31.62326953110316)	(3, 34.19382594181397)	(4, 36.05514427144434)	(5, 36.35964986152343)	(6, 39.923925702061304)	(7, 40.088572766226264)	(8, 40.146395398565)	(9, 40.178120946454264)	(10, 40.209225571078534)	(15, 40.17644492352667)	(20, 40.126143743705335)	(25, 40.002712363689795)	(30, 39.93068153025761)	(35, 39.87803676939758)	(40, 39.8101031385581)	(45, 39.75775825159725)	(50, 39.681817194332446)	(55, 39.60101488458333)	(60, 39.527925619556314)	(65, 39.42172085389245)	(70, 39.32179950213854)	(75, 38.91142298647553)	(80, 39.17841098322024)	(85, 39.15689205906576)	(90, 38.999563541289845)	(95, 38.83864853412069)	(100, 38.63391833763678)	(105, 38.31716248991266)	(110, 38.01972839504365)	(115, 37.64321143831581)	(120, 37.214919513699)	(125, 36.677579306089115)	(130, 36.087731154322896)	(135, 35.3709943706212)	(140, 34.70645450191641)	(145, 34.04222036545316)	(150, 31.413706861241742)
KTP-17_S29_R2_001	(1, 21.028218719747155)	(2, 31.01868799005644)	(3, 32.96429596638483)	(4, 34.97419680905856)	(5, 35.44296385012212)	(6, 38.74444940369398)	(7, 38.885221525893144)	(8, 38.86513131718481)	(9, 39.00770365916945)	(10, 39.06019129440563)	(15, 39.0087855729532)	(20, 38.904940193647505)	(25, 38.7552068458636)	(30, 38.69760021548935)	(35, 38.38613635487104)	(40, 38.17457480639399)	(45, 37.95944331834086)	(50, 37.816506807149715)	(55, 37.592670774341045)	(60, 37.37899297291835)	(65, 37.02364230474999)	(70, 36.63386511215552)	(75, 35.33677318109454)	(80, 35.8296563691654)	(85, 35.28554373472254)	(90, 34.57493023690649)	(95, 33.66471445951178)	(100, 33.16705343931075)	(105, 32.07201519898104)	(110, 31.87363913148122)	(115, 31.082123170671576)	(120, 30.444977655305877)	(125, 29.571578288690326)	(130, 28.555031766861408)	(135, 27.646532398341897)	(140, 26.3546262475218)	(145, 25.35170900051309)	(150, 22.08869136714671)
KTP-18_S30_R1_001	(1, 21.1763385470033)	(2, 31.629252464759883)	(3, 34.191717487678844)	(4, 36.065210430887404)	(5, 36.366250212016666)	(6, 39.93201274790833)	(7, 40.09723905170123)	(8, 40.15762436119114)	(9, 40.19749474153316)	(10, 40.22744150229643)	(15, 40.189716437346014)	(20, 40.13267602371926)	(25, 40.017866469862795)	(30, 39.94353346598044)	(35, 39.87166849633396)	(40, 39.80581346221932)	(45, 39.761745995417115)	(50, 39.69418886580683)	(55, 39.616905835575444)	(60, 39.54907433750272)	(65, 39.44720541625863)	(70, 39.34789032154878)	(75, 38.93170970542003)	(80, 39.21230603082729)	(85, 39.19710252052669)	(90, 39.045596828805124)	(95, 38.89300441448177)	(100, 38.69653651992745)	(105, 38.38959710937762)	(110, 38.10542425857658)	(115, 37.74329022655322)	(120, 37.33204446953203)	(125, 36.81283512767712)	(130, 36.24380780420877)	(135, 35.55357380130086)	(140, 34.910407867156174)	(145, 34.2706481073601)	(150, 31.637418515305864)
KTP-18_S30_R2_001	(1, 21.09252156372004)	(2, 31.069981312299266)	(3, 33.34478943910594)	(4, 35.226840145933984)	(5, 35.61065123356663)	(6, 38.82376890500837)	(7, 39.04567768689741)	(8, 39.134215181572436)	(9, 39.20525057573296)	(10, 39.16961391349356)	(15, 39.13056350628552)	(20, 39.00766418857859)	(25, 38.82508590265283)	(30, 38.78983655140115)	(35, 38.56211568596802)	(40, 38.39227085646873)	(45, 38.17480360983128)	(50, 38.03198135885979)	(55, 37.8122145303298)	(60, 37.59368755410016)	(65, 37.23467163795989)	(70, 36.84896726644078)	(75, 35.60700033227282)	(80, 36.07376703351723)	(85, 35.53475918988319)	(90, 34.83526704425033)	(95, 33.9344609243836)	(100, 33.442581629817845)	(105, 32.337484455890404)	(110, 32.14761398182265)	(115, 31.353188352734055)	(120, 30.71059794293192)	(125, 29.826527960652122)	(130, 28.7984650386407)	(135, 27.881466172722003)	(140, 26.56666041626921)	(145, 25.551108717913678)	(150, 22.2599103014552)
KTP-19_S31_R1_001	(1, 21.19569227811646)	(2, 31.618528355972487)	(3, 34.18329712346149)	(4, 36.043941378732555)	(5, 36.35355891711926)	(6, 39.91462009845246)	(7, 40.08518407360143)	(8, 40.14158775013295)	(9, 40.173994437127035)	(10, 40.2082627518106)	(15, 40.174330436655616)	(20, 40.12447049060689)	(25, 39.99994820492731)	(30, 39.92806581551715)	(35, 39.87252919671817)	(40, 39.80437185516246)	(45, 39.74794553369071)	(50, 39.67136302710869)	(55, 39.591484755612214)	(60, 39.517551729441955)	(65, 39.40989961801227)	(70, 39.30776526891296)	(75, 38.89528052782727)	(80, 39.160189186824454)	(85, 39.13949358609329)	(90, 38.978957906290056)	(95, 38.8199231184861)	(100, 38.61659029414111)	(105, 38.305156111730824)	(110, 38.01044228249496)	(115, 37.64270451090272)	(120, 37.22456479348871)	(125, 36.6995645292853)	(130, 36.12257936175848)	(135, 35.42962826784618)	(140, 34.783720461357795)	(145, 34.140375521372306)	(150, 31.540880409434266)
KTP-19_S31_R2_001	(1, 21.03599630585741)	(2, 31.061902095064013)	(3, 33.173164334263966)	(4, 35.05297579123695)	(5, 35.42699256708965)	(6, 38.6870508845325)	(7, 38.85729886119178)	(8, 38.86326728173222)	(9, 38.95867104224868)	(10, 38.97688915805895)	(15, 38.90740383863852)	(20, 38.79799913430902)	(25, 38.63049817113354)	(30, 38.561406807948835)	(35, 38.24314361511458)	(40, 38.01765806431544)	(45, 37.79927902155037)	(50, 37.64512671289236)	(55, 37.42108335052056)	(60, 37.18597387190649)	(65, 36.821005310619384)	(70, 36.41889012233607)	(75, 35.1258502934189)	(80, 35.59478242503186)	(85, 35.03725066526047)	(90, 34.31384683946802)	(95, 33.400912086210305)	(100, 32.901434783263014)	(105, 31.79329341565127)	(110, 31.599462765224292)	(115, 30.806822684479243)	(120, 30.16903122936669)	(125, 29.297317250496473)	(130, 28.28592925047003)	(135, 27.38283585230286)	(140, 26.103727015843127)	(145, 25.113982865950952)	(150, 21.947154387294724)
KTP-1_S13_R1_001	(1, 21.24772684349508)	(2, 31.63620165280636)	(3, 34.226858615717816)	(4, 36.07648484441532)	(5, 36.377122252136736)	(6, 39.93979345793793)	(7, 40.10009419781608)	(8, 40.15842344829988)	(9, 40.18818319346675)	(10, 40.215039843085286)	(15, 40.18266526918107)	(20, 40.1347852698842)	(25, 40.020005809989996)	(30, 39.95356679984768)	(35, 39.90225888978872)	(40, 39.835669589684244)	(45, 39.78452066707749)	(50, 39.710324995378414)	(55, 39.62996540248426)	(60, 39.561559726555586)	(65, 39.45824799060071)	(70, 39.35900174807887)	(75, 38.969400780424785)	(80, 39.23059555396638)	(85, 39.2127318924547)	(90, 39.06367747374237)	(95, 38.91242050731526)	(100, 38.71446028533599)	(105, 38.40763777919755)	(110, 38.119219478578806)	(115, 37.75555489278386)	(120, 37.338178673937676)	(125, 36.81104421282426)	(130, 36.23403909355159)	(135, 35.52106759524314)	(140, 34.851613171965454)	(145, 34.19898960824889)	(150, 31.500747825856585)
KTP-1_S13_R2_001	(1, 21.169864646560747)	(2, 31.171679039623815)	(3, 33.350437369615754)	(4, 35.280091336975005)	(5, 35.66116394910369)	(6, 38.942231920904824)	(7, 39.121340983014655)	(8, 39.15109214732448)	(9, 39.24244695051753)	(10, 39.25508691949981)	(15, 39.19729927938296)	(20, 39.081323981254414)	(25, 38.92685462520274)	(30, 38.871419672806084)	(35, 38.576287776285895)	(40, 38.372924280268116)	(45, 38.16171176601286)	(50, 38.02444337938143)	(55, 37.80476817398445)	(60, 37.58688120253297)	(65, 37.224090664502405)	(70, 36.83864146538379)	(75, 35.56329474252556)	(80, 36.02266450940033)	(85, 35.476924984065015)	(90, 34.746168551525514)	(95, 33.807195190254674)	(100, 33.30246258100683)	(105, 32.19943084758123)	(110, 31.989615580103838)	(115, 31.18844836694211)	(120, 30.541291425649415)	(125, 29.648815362699917)	(130, 28.620866744871876)	(135, 27.697015436295345)	(140, 26.37923171004901)	(145, 25.366318819827242)	(150, 22.032671571528983)
KTP-2_S14_R1_001	(1, 21.180210487333873)	(2, 31.619685068650867)	(3, 34.18175331179167)	(4, 36.044907990778)	(5, 36.35376733449465)	(6, 39.917344011479194)	(7, 40.08625934898708)	(8, 40.14262567025874)	(9, 40.17552937954509)	(10, 40.20704470758856)	(15, 40.175600851908634)	(20, 40.12597562921717)	(25, 40.00358322238516)	(30, 39.92732160235936)	(35, 39.86598703963148)	(40, 39.795107110336346)	(45, 39.739206746935196)	(50, 39.66599507808802)	(55, 39.58669387299756)	(60, 39.51356337858145)	(65, 39.40959209446459)	(70, 39.309400317861545)	(75, 38.90071432520757)	(80, 39.1676828044623)	(85, 39.148982488676786)	(90, 38.99404501353921)	(95, 38.834952914566095)	(100, 38.63398968379438)	(105, 38.32540626883576)	(110, 38.03557771932772)	(115, 37.670302432597715)	(120, 37.25741748576792)	(125, 36.73585682152858)	(130, 36.164525592313666)	(135, 35.4739093229949)	(140, 34.83040757980318)	(145, 34.19134756615458)	(150, 31.578520342432657)
KTP-2_S14_R2_001	(1, 20.93614589141555)	(2, 30.848327081860635)	(3, 32.796536075299784)	(4, 34.81784371688724)	(5, 35.358288476998375)	(6, 38.506717283778976)	(7, 38.789928324228555)	(8, 38.853006092660756)	(9, 38.97322030145051)	(10, 38.99253309869429)	(15, 38.955338594118686)	(20, 38.838147879500596)	(25, 38.68473293696054)	(30, 38.64315450982925)	(35, 38.365679690993346)	(40, 38.184308324716454)	(45, 37.969277068051966)	(50, 37.82009254150762)	(55, 37.591254278118996)	(60, 37.38231468264628)	(65, 37.02948356271943)	(70, 36.64236149861714)	(75, 35.3773734154542)	(80, 35.85631832120121)	(85, 35.31168636403066)	(90, 34.60726216531275)	(95, 33.700969577657396)	(100, 33.20937709021714)	(105, 32.10142379938138)	(110, 31.916424300212167)	(115, 31.12734030050826)	(120, 30.489015630883586)	(125, 29.615223774203532)	(130, 28.594897341570583)	(135, 27.69110486068691)	(140, 26.396982412346397)	(145, 25.401701790178247)	(150, 22.144444720547952)
KTP-3_S15_R1_001	(1, 21.213905679234507)	(2, 31.616681013902102)	(3, 34.19022268645956)	(4, 36.04172883062988)	(5, 36.352362306911715)	(6, 39.90175855053674)	(7, 40.06959546612098)	(8, 40.12981196717211)	(9, 40.16066816518091)	(10, 40.18987937989501)	(15, 40.15856617814706)	(20, 40.10868704945499)	(25, 39.986103329422775)	(30, 39.912797311212785)	(35, 39.85633306441419)	(40, 39.78592798234352)	(45, 39.73041495323263)	(50, 39.654239195071526)	(55, 39.571265736766165)	(60, 39.49924509803133)	(65, 39.39366443902453)	(70, 39.29108799397806)	(75, 38.8892478891064)	(80, 39.15255878968689)	(85, 39.13396313912356)	(90, 38.979639605448035)	(95, 38.82341955142208)	(100, 38.62073476118489)	(105, 38.3086054023111)	(110, 38.014008338329035)	(115, 37.64557691323679)	(120, 37.22336558610009)	(125, 36.692308011189795)	(130, 36.11386319128838)	(135, 35.40470604584231)	(140, 34.73945316089097)	(145, 34.0882079955422)	(150, 31.42281000686106)
KTP-3_S15_R2_001	(1, 21.00584999682284)	(2, 31.03739155813328)	(3, 32.95722675910275)	(4, 34.96608556083625)	(5, 35.440658099738826)	(6, 38.72036700873784)	(7, 38.83869361847383)	(8, 38.811585850988024)	(9, 38.9604425898875)	(10, 38.994456396521)	(15, 38.93500659655217)	(20, 38.82700425454877)	(25, 38.67629650881737)	(30, 38.599795721271406)	(35, 38.243358927365904)	(40, 38.01135634059432)	(45, 37.78176895256602)	(50, 37.6306841301798)	(55, 37.395396006900285)	(60, 37.174607577382105)	(65, 36.79835045050402)	(70, 36.39966344992841)	(75, 35.0891344022988)	(80, 35.55220517513949)	(85, 34.98179516181894)	(90, 34.23418372129442)	(95, 33.28119309766083)	(100, 32.77063550199227)	(105, 31.66257626190345)	(110, 31.452120712790208)	(115, 30.649559148115134)	(120, 30.008936823140324)	(125, 29.128263567078086)	(130, 28.1073386217534)	(135, 27.197932525528188)	(140, 25.90477779955007)	(145, 24.9155304487357)	(150, 21.71730285874518)
KTP-4_S16_R1_001	(1, 21.199779271148625)	(2, 31.61112665623394)	(3, 34.17189511396728)	(4, 36.02957835336232)	(5, 36.34375715973086)	(6, 39.899926827444986)	(7, 40.06834313258192)	(8, 40.12771075473189)	(9, 40.159592784506685)	(10, 40.18965955580107)	(15, 40.15806854875259)	(20, 40.10637770727609)	(25, 39.978850331789005)	(30, 39.903494711988614)	(35, 39.84517757709891)	(40, 39.77146033750637)	(45, 39.713997534024614)	(50, 39.63486021867491)	(55, 39.55007922566998)	(60, 39.475404641863186)	(65, 39.36620551263293)	(70, 39.2590485787686)	(75, 38.843248219232166)	(80, 39.11099064845847)	(85, 39.088631821943665)	(90, 38.92811979770822)	(95, 38.763721127219014)	(100, 38.554696989064)	(105, 38.23591733084276)	(110, 37.933106370158484)	(115, 37.552831683237486)	(120, 37.119721071110106)	(125, 36.58042754427013)	(130, 35.991031880621414)	(135, 35.27778619474039)	(140, 34.60468561236257)	(145, 33.944811083380266)	(150, 31.304715103341515)
KTP-4_S16_R2_001	(1, 21.032240878935955)	(2, 31.04329202474358)	(3, 33.15978161690672)	(4, 35.06201313478065)	(5, 35.46911432590636)	(6, 38.69974741413125)	(7, 38.91535232762692)	(8, 38.93141006707663)	(9, 39.01882780710319)	(10, 39.03067679233467)	(15, 38.97389490091116)	(20, 38.85511145702843)	(25, 38.680832277676465)	(30, 38.6169776439226)	(35, 38.313419860109676)	(40, 38.10324252609304)	(45, 37.87037019656878)	(50, 37.71587892891243)	(55, 37.485438357347405)	(60, 37.25335131597649)	(65, 36.88406434249961)	(70, 36.48424250519304)	(75, 35.189410986564226)	(80, 35.64323000073629)	(85, 35.0804672768154)	(90, 34.34648156284274)	(95, 33.413204466111594)	(100, 32.90980785458282)	(105, 31.79993547475209)	(110, 31.59665292317569)	(115, 30.801477703665068)	(120, 30.160674740078)	(125, 29.282332413639175)	(130, 28.264319808175124)	(135, 27.362792085331062)	(140, 26.074333513734377)	(145, 25.08820311831471)	(150, 21.87893172914426)
KTP-5_S17_R1_001	(1, 21.196413878721707)	(2, 31.62649240561785)	(3, 34.20151367831657)	(4, 36.059451742682384)	(5, 36.36486947753557)	(6, 39.924318815120536)	(7, 40.08907419483467)	(8, 40.1477965878464)	(9, 40.17801941438081)	(10, 40.20743263857465)	(15, 40.172795145563796)	(20, 40.1225668366486)	(25, 40.00429952592892)	(30, 39.933168487439204)	(35, 39.87735514509456)	(40, 39.8110048444248)	(45, 39.75814851194141)	(50, 39.68290581200945)	(55, 39.604267592441936)	(60, 39.534119776396075)	(65, 39.430331772792336)	(70, 39.3294235490443)	(75, 38.933798480208075)	(80, 39.19510975111214)	(85, 39.17827055620469)	(90, 39.02711130080175)	(95, 38.87401626162395)	(100, 38.6758808979622)	(105, 38.369586242867605)	(110, 38.081966346821815)	(115, 37.72082467097414)	(120, 37.30822916649534)	(125, 36.78419137226697)	(130, 36.214194829090204)	(135, 35.518188200083124)	(140, 34.86425298124239)	(145, 34.21984989895642)	(150, 31.56547382731096)
KTP-5_S17_R2_001	(1, 21.11916854261679)	(2, 31.15491067980249)	(3, 33.364717909848075)	(4, 35.282261425896294)	(5, 35.64483135100032)	(6, 38.91233829560274)	(7, 39.10614002129582)	(8, 39.172940376207514)	(9, 39.23307020119369)	(10, 39.205181368085825)	(15, 39.15083400554513)	(20, 39.035613596366375)	(25, 38.861345258809735)	(30, 38.81312416040765)	(35, 38.544217027053186)	(40, 38.356367374378735)	(45, 38.12954949546177)	(50, 37.97990068468313)	(55, 37.753702110592464)	(60, 37.534346438983285)	(65, 37.1719046636763)	(70, 36.78563518793446)	(75, 35.527894596031615)	(80, 35.98454696048909)	(85, 35.44219027473567)	(90, 34.73136806565029)	(95, 33.815715092718676)	(100, 33.32370065232759)	(105, 32.218343972811915)	(110, 32.02753847713639)	(115, 31.235690671204345)	(120, 30.595674827974243)	(125, 29.716123844455428)	(130, 28.693110686896752)	(135, 27.78240085637605)	(140, 26.4747957055946)	(145, 25.46816015044055)	(150, 22.153495737717392)
KTP-6_S18_R1_001	(1, 21.228178717901645)	(2, 31.637838416686336)	(3, 34.230601455575886)	(4, 36.084202973689216)	(5, 36.37898667817894)	(6, 39.943892058349455)	(7, 40.10174716513719)	(8, 40.1592919550618)	(9, 40.190640867616295)	(10, 40.2160626255372)	(15, 40.18388757986133)	(20, 40.136061815240176)	(25, 40.01941464949778)	(30, 39.94984434563976)	(35, 39.89346722398963)	(40, 39.824965150503424)	(45, 39.77248111940685)	(50, 39.69975939894117)	(55, 39.62276191590529)	(60, 39.554620861685315)	(65, 39.45053590557249)	(70, 39.351000935371914)	(75, 38.95845191912631)	(80, 39.21691012561958)	(85, 39.199649285963574)	(90, 39.04844673457023)	(95, 38.89697713819229)	(100, 38.69371735696576)	(105, 38.38204859226862)	(110, 38.09032122056958)	(115, 37.719629210098255)	(120, 37.292517898822474)	(125, 36.749738906159536)	(130, 36.15362703742631)	(135, 35.42031259981616)	(140, 34.738604382731864)	(145, 34.066714746531694)	(150, 31.381360117180378)
KTP-6_S18_R2_001	(1, 21.13551797480884)	(2, 31.275494012207577)	(3, 33.207694341840444)	(4, 35.33731000888301)	(5, 35.731403599198174)	(6, 39.08279722602715)	(7, 39.22597696268397)	(8, 39.20731020725448)	(9, 39.34012848083093)	(10, 39.360066864634675)	(15, 39.30176715358457)	(20, 39.205629681482655)	(25, 39.06566117547537)	(30, 39.01455195954029)	(35, 38.71420361587483)	(40, 38.52371668788233)	(45, 38.30216155977807)	(50, 38.16734770282475)	(55, 37.95698257491549)	(60, 37.762763422183575)	(65, 37.422140357566256)	(70, 37.05830929340082)	(75, 35.820587529226174)	(80, 36.29582238087457)	(85, 35.78237442581546)	(90, 35.09039545857096)	(95, 34.19686984948649)	(100, 33.71538703618901)	(105, 32.6346137371235)	(110, 32.441524377164015)	(115, 31.65868070195258)	(120, 31.01119531251576)	(125, 30.120718656130794)	(130, 29.09414160293563)	(135, 28.159568969053378)	(140, 26.83068613329622)	(145, 25.80154538100435)	(150, 22.385019314320605)
