Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67	68	69	70	71	72	73	74	75	76	77	78	79	80	81	82	83	84	85	86	87	88	89	90	91	92	93	94	95	96	97	98	99	100
CZP-1_S3_R1_001	(0.0, 0.00020441580556295637)	(1.0, 0.00024018857153647376)	(2.0, 0.00043438358682128237)	(3.0, 0.0007691144684306235)	(4.0, 0.0014513522194969904)	(5.0, 0.0025679735573846396)	(6.0, 0.0041905240140406065)	(7.0, 0.007302754653736618)	(8.0, 0.012604789610525798)	(9.0, 0.020630665176441375)	(10.0, 0.032305362871655724)	(11.0, 0.04764165868401653)	(12.0, 0.06737289431598088)	(13.0, 0.09164982642415151)	(14.0, 0.11967012297169374)	(15.0, 0.15452046262260827)	(16.0, 0.1966147873831601)	(17.0, 0.24373007536785202)	(18.0, 0.2999035387365524)	(19.0, 0.3729464164593358)	(20.0, 0.4623604450101425)	(21.0, 0.5671669837198398)	(22.0, 0.6912959264503754)	(23.0, 0.8374660034157371)	(24.0, 0.999889692120923)	(25.0, 1.181413482658398)	(26.0, 1.3831565515636186)	(27.0, 1.5991269605360212)	(28.0, 1.836208411827938)	(29.0, 2.1010980782691253)	(30.0, 2.4079338680118316)	(31.0, 2.763765571150409)	(32.0, 3.166549029629228)	(33.0, 3.586222344042686)	(34.0, 3.9552567530230607)	(35.0, 4.2289874030548456)	(36.0, 4.381629795463845)	(37.0, 4.434683362600141)	(38.0, 4.422640716454913)	(39.0, 4.358336614419946)	(40.0, 4.283482101620361)	(41.0, 4.211330987849346)	(42.0, 4.106409465249019)	(43.0, 3.931894581644784)	(44.0, 3.685468772841071)	(45.0, 3.3862551374482934)	(46.0, 3.057490642163821)	(47.0, 2.7074081335567017)	(48.0, 2.3598143873823116)	(49.0, 2.0460029082747697)	(50.0, 1.7525870161672716)	(51.0, 1.489447660061217)	(52.0, 1.2700405103577872)	(53.0, 1.0889945417658158)	(54.0, 0.9427580296636463)	(55.0, 0.8144641148947653)	(56.0, 0.6981975150856948)	(57.0, 0.6019023394801252)	(58.0, 0.5268153037017121)	(59.0, 0.4636508197827586)	(60.0, 0.4123526733767347)	(61.0, 0.3762758388924424)	(62.0, 0.35069320082623845)	(63.0, 0.33338429249019513)	(64.0, 0.3260840930340281)	(65.0, 0.3245049809360542)	(66.0, 0.32691964263926665)	(67.0, 0.3322753367450161)	(68.0, 0.3317234140699961)	(69.0, 0.3255858295079683)	(70.0, 0.31432251862144944)	(71.0, 0.29432809763982276)	(72.0, 0.26998728559241375)	(73.0, 0.2424243694098186)	(74.0, 0.21238035638720307)	(75.0, 0.18163110883539535)	(76.0, 0.151216592165197)	(77.0, 0.1212287934891113)	(78.0, 0.09333625682004588)	(79.0, 0.0697798904264847)	(80.0, 0.050334836922308474)	(81.0, 0.034763462933550274)	(82.0, 0.022761699949435197)	(83.0, 0.014416424687327501)	(84.0, 0.00874388608295546)	(85.0, 0.005158943892895113)	(86.0, 0.0030074675393449964)	(87.0, 0.0016966511861725383)	(88.0, 0.0009377575080200624)	(89.0, 0.0005800298482848888)	(90.0, 0.0003245100913311933)	(91.0, 0.0001763086322980499)	(92.0, 0.00010476310035101515)	(93.0, 6.899033437749779e-05)	(94.0, 5.365914896027605e-05)	(95.0, 2.8107173264906505e-05)	(96.0, 1.2775987847684773e-05)	(97.0, 1.533118541722173e-05)	(98.0, 1.022079027814782e-05)	(99.0, 5.11039513907391e-06)	(100.0, 1.022079027814782e-05)
CZP-1_S3_R2_001	(0.0, 0.00013798109536343657)	(1.0, 0.00019419561569668852)	(2.0, 0.0003858360259236838)	(3.0, 0.0006694638330596367)	(4.0, 0.001295489173134488)	(5.0, 0.0023916723196329005)	(6.0, 0.004264637928918067)	(7.0, 0.007701389285655516)	(8.0, 0.013294734058814085)	(9.0, 0.021752464163498807)	(10.0, 0.03350385411861816)	(11.0, 0.04941511857839815)	(12.0, 0.07006628918445916)	(13.0, 0.09443272854345418)	(14.0, 0.12372049363707845)	(15.0, 0.16054100445535846)	(16.0, 0.20278621648579728)	(17.0, 0.25203780191413505)	(18.0, 0.31255017784741107)	(19.0, 0.3851691172960939)	(20.0, 0.47333392682239045)	(21.0, 0.5775863099858758)	(22.0, 0.6977908408966563)	(23.0, 0.8435653129426575)	(24.0, 1.0067586206755574)	(25.0, 1.188640701213794)	(26.0, 1.387341144153552)	(27.0, 1.6018276464850747)	(28.0, 1.8385061083208836)	(29.0, 2.093323973786045)	(30.0, 2.3918051903173247)	(31.0, 2.7358073922911905)	(32.0, 3.1058573588231093)	(33.0, 3.485985055727498)	(34.0, 3.828121957708488)	(35.0, 4.1008620343380775)	(36.0, 4.2754438928494)	(37.0, 4.352626429266956)	(38.0, 4.370507757143869)	(39.0, 4.339569329316824)	(40.0, 4.285720929248507)	(41.0, 4.220458426347071)	(42.0, 4.111371594434926)	(43.0, 3.9340122275780467)	(44.0, 3.6864920289343286)	(45.0, 3.3872161435019748)	(46.0, 3.062873692411929)	(47.0, 2.7248506712371454)	(48.0, 2.389290868135147)	(49.0, 2.077213403299629)	(50.0, 1.7874096645434272)	(51.0, 1.5264056466361384)	(52.0, 1.3072942224044708)	(53.0, 1.1238534665297213)	(54.0, 0.9704951446496706)	(55.0, 0.8399854700796171)	(56.0, 0.7257243470913431)	(57.0, 0.6267407976063653)	(58.0, 0.5478411631131764)	(59.0, 0.4831612470588308)	(60.0, 0.4299082098649533)	(61.0, 0.3926252068566588)	(62.0, 0.3645383883337904)	(63.0, 0.3448249781351068)	(64.0, 0.3342822003671524)	(65.0, 0.3289852594284782)	(66.0, 0.3284818839509486)	(67.0, 0.33087866668152094)	(68.0, 0.3298233668225376)	(69.0, 0.32297797136922934)	(70.0, 0.3111422596336101)	(71.0, 0.29426768271175574)	(72.0, 0.27325367292899827)	(73.0, 0.24746653932885382)	(74.0, 0.22014628244689335)	(75.0, 0.19350571021987134)	(76.0, 0.16380400184015678)	(77.0, 0.13325141003903432)	(78.0, 0.10637575890880052)	(79.0, 0.08309783707989483)	(80.0, 0.06266385893875775)	(81.0, 0.045784171605964014)	(82.0, 0.03317678781849742)	(83.0, 0.023272811417966305)	(84.0, 0.015617415830765266)	(85.0, 0.010351137357727438)	(86.0, 0.006916941206459681)	(87.0, 0.004839559159599053)	(88.0, 0.003462303411434381)	(89.0, 0.002424889990738913)	(90.0, 0.0018269719108306881)	(91.0, 0.0013184860223617275)	(92.0, 0.0009045427362714176)	(93.0, 0.0006515773947717838)	(94.0, 0.0005289275322265069)	(95.0, 0.00047782342283264145)	(96.0, 0.0004037224642115367)	(97.0, 0.00034750794387828477)	(98.0, 0.0003296215055904319)	(99.0, 0.00047782342283264145)	(100.0, 0.0006030284908476117)
CZP-2_S4_R1_001	(0.0, 0.00016497264875685574)	(1.0, 0.0001955231392673846)	(2.0, 0.00031976180067686856)	(3.0, 0.0005509271788732035)	(4.0, 0.0009725239479185014)	(5.0, 0.001696570573018035)	(6.0, 0.002968489327939719)	(7.0, 0.005052032780757786)	(8.0, 0.00869976134771493)	(9.0, 0.014732464873860691)	(10.0, 0.023230592984206128)	(11.0, 0.03440799911232494)	(12.0, 0.04900909687699036)	(13.0, 0.06795040099351825)	(14.0, 0.09085410372926171)	(15.0, 0.11936280312400355)	(16.0, 0.153991784117688)	(17.0, 0.19435509218019867)	(18.0, 0.24357804249076276)	(19.0, 0.30578596961798526)	(20.0, 0.38318156392767533)	(21.0, 0.47647461514936096)	(22.0, 0.5884503096679187)	(23.0, 0.7226270456404776)	(24.0, 0.874568891844909)	(25.0, 1.0481618706741525)	(26.0, 1.2428061741645176)	(27.0, 1.4565262039296567)	(28.0, 1.6967121236240672)	(29.0, 1.9597457368216182)	(30.0, 2.2709147028675587)	(31.0, 2.6431276223522704)	(32.0, 3.0607660661770875)	(33.0, 3.5041585735022807)	(34.0, 3.9071215800355232)	(35.0, 4.226087031259751)	(36.0, 4.438142059292066)	(37.0, 4.552332664372638)	(38.0, 4.5981421065434915)	(39.0, 4.595443479881728)	(40.0, 4.5796183257972745)	(41.0, 4.550036285835929)	(42.0, 4.470615194005391)	(43.0, 4.308318768217258)	(44.0, 4.053147832927433)	(45.0, 3.7320204253247433)	(46.0, 3.375761990334314)	(47.0, 2.9830384898705162)	(48.0, 2.590811944052357)	(49.0, 2.2310748265424616)	(50.0, 1.8913472619672789)	(51.0, 1.5895715534036423)	(52.0, 1.3454802626723028)	(53.0, 1.1540427423358595)	(54.0, 0.9966293032809923)	(55.0, 0.856267111329735)	(56.0, 0.7259713060016968)	(57.0, 0.6113305903609373)	(58.0, 0.5236863248346485)	(59.0, 0.4477428971738922)	(60.0, 0.37650322670207376)	(61.0, 0.32072414112795017)	(62.0, 0.2773903070381324)	(63.0, 0.2401961031912472)	(64.0, 0.21465080137602668)	(65.0, 0.20029716258449654)	(66.0, 0.19342228386994387)	(67.0, 0.19332044890157546)	(68.0, 0.18968799557987356)	(69.0, 0.18072346331440073)	(70.0, 0.16953689203912872)	(71.0, 0.15388485740090113)	(72.0, 0.1367684359175355)	(73.0, 0.11949926198161723)	(74.0, 0.10232377621659791)	(75.0, 0.08598028214314868)	(76.0, 0.07004209124380578)	(77.0, 0.05524852538892404)	(78.0, 0.04248962220204351)	(79.0, 0.031529124556549444)	(80.0, 0.02256153724202555)	(81.0, 0.015751832907228668)	(82.0, 0.010563341268857189)	(83.0, 0.006751658402826873)	(84.0, 0.004171160304370871)	(85.0, 0.002519397117434945)	(86.0, 0.001531597924261179)	(87.0, 0.0008523586852437546)	(88.0, 0.0004348353149331938)	(89.0, 0.0002769911139621282)	(90.0, 0.000176174495277383)	(91.0, 0.00010081661868474516)	(92.0, 6.415603007211056e-05)	(93.0, 3.7678938296318905e-05)	(94.0, 2.0366993673685894e-05)	(95.0, 1.731194462263301e-05)	(96.0, 1.6293594938948714e-05)	(97.0, 1.3238545887895831e-05)	(98.0, 1.3238545887895831e-05)	(99.0, 1.3238545887895831e-05)	(100.0, 1.1201846520527241e-05)
CZP-2_S4_R2_001	(0.0, 0.00011609229663455561)	(1.0, 0.00014664290101207023)	(2.0, 0.0002454231884993676)	(3.0, 0.000457240712183469)	(4.0, 0.0008910592943441769)	(5.0, 0.0017301825612465785)	(6.0, 0.0031029230512762363)	(7.0, 0.0053993101469860865)	(8.0, 0.009115281992771116)	(9.0, 0.01543009191760339)	(10.0, 0.024442520208970205)	(11.0, 0.03598148348235748)	(12.0, 0.05173744851332103)	(13.0, 0.07103626529859702)	(14.0, 0.09403883368790704)	(15.0, 0.12366375475278298)	(16.0, 0.15910041912374145)	(17.0, 0.20054740572923632)	(18.0, 0.25041312054769493)	(19.0, 0.3135652932099347)	(20.0, 0.3934164262249239)	(21.0, 0.4872526075704602)	(22.0, 0.596446577736573)	(23.0, 0.7299578106337081)	(24.0, 0.8847210622893218)	(25.0, 1.0573604909196983)	(26.0, 1.247468755133138)	(27.0, 1.4582791272262607)	(28.0, 1.6948955948370699)	(29.0, 1.9566429896088229)	(30.0, 2.262858825759007)	(31.0, 2.6179485004388594)	(32.0, 3.0128262639065078)	(33.0, 3.4232135508631414)	(34.0, 3.8004025143962084)	(35.0, 4.120762262019703)	(36.0, 4.344006730094473)	(37.0, 4.474493453158235)	(38.0, 4.546954394974303)	(39.0, 4.570390781945774)	(40.0, 4.566250156699141)	(41.0, 4.542942082266056)	(42.0, 4.46674174647418)	(43.0, 4.3067757268930755)	(44.0, 4.056913535577655)	(45.0, 3.7381200156052485)	(46.0, 3.3842818973513946)	(47.0, 2.9968757933610073)	(48.0, 2.6119066092464664)	(49.0, 2.2614239657067428)	(50.0, 1.9284366349405428)	(51.0, 1.6274999432267936)	(52.0, 1.381356778817596)	(53.0, 1.1828949610138646)	(54.0, 1.0194492275941613)	(55.0, 0.8783288575000664)	(56.0, 0.7505305876215265)	(57.0, 0.6369790829177009)	(58.0, 0.5456806384424568)	(59.0, 0.4663305353392589)	(60.0, 0.3948176806123726)	(61.0, 0.3374691044283814)	(62.0, 0.29216561319696494)	(63.0, 0.2536239890677717)	(64.0, 0.2251426789600941)	(65.0, 0.20787445901244359)	(66.0, 0.1988935996789335)	(67.0, 0.1964006703617283)	(68.0, 0.19129159095632864)	(69.0, 0.18162232467084524)	(70.0, 0.17103348519359868)	(71.0, 0.15732339230244935)	(72.0, 0.14120183837243488)	(73.0, 0.12488883398832132)	(74.0, 0.10908398799035375)	(75.0, 0.09288911260983325)	(76.0, 0.07725942341029675)	(77.0, 0.06329779720977258)	(78.0, 0.05040136874854439)	(79.0, 0.038828799810341846)	(80.0, 0.02912898292048095)	(81.0, 0.021537157732668566)	(82.0, 0.015292614197904574)	(83.0, 0.010621426788582588)	(84.0, 0.007451292407675819)	(85.0, 0.005119262940192202)	(86.0, 0.0034888790199121707)	(87.0, 0.002436919875846417)	(88.0, 0.0017149072590578213)	(89.0, 0.0012332260633723406)	(90.0, 0.0009572522704954585)	(91.0, 0.0007209942633093453)	(92.0, 0.0005539842927122653)	(93.0, 0.0004226166938889524)	(94.0, 0.00034420347598666486)	(95.0, 0.00034725853642441636)	(96.0, 0.000290230741586389)	(97.0, 0.0002342213002276122)	(98.0, 0.0002617168441673754)	(99.0, 0.0004725160143722263)	(100.0, 0.0006822968310978268)
ELP-1_S49_R1_001	(0.0, 0.0008454302840475878)	(1.0, 0.0008111916744132618)	(2.0, 0.0011061704651089935)	(3.0, 0.002105674492511048)	(4.0, 0.0039874811527976575)	(5.0, 0.008077678134498292)	(6.0, 0.014399969090436717)	(7.0, 0.02363780934369813)	(8.0, 0.038729134974827974)	(9.0, 0.061783571085141244)	(10.0, 0.09132885746036193)	(11.0, 0.1278245815913508)	(12.0, 0.17193576262677454)	(13.0, 0.218689900952048)	(14.0, 0.270043864794733)	(15.0, 0.3288539443200932)	(16.0, 0.39400080036700624)	(17.0, 0.4661310159097206)	(18.0, 0.5487395628701399)	(19.0, 0.6473283224425803)	(20.0, 0.7648260126203779)	(21.0, 0.8977982374832895)	(22.0, 1.0477514958552254)	(23.0, 1.2195700570874823)	(24.0, 1.4032035723827845)	(25.0, 1.6020614171389498)	(26.0, 1.8160869659631218)	(27.0, 2.035950197729946)	(28.0, 2.2752227705506294)	(29.0, 2.523558039967598)	(30.0, 2.8052943899524534)	(31.0, 3.1326418354486365)	(32.0, 3.483511205763601)	(33.0, 3.843838333555248)	(34.0, 4.158925723063139)	(35.0, 4.404366513096406)	(36.0, 4.55957408117761)	(37.0, 4.618642267144829)	(38.0, 4.58568760537179)	(39.0, 4.4670034156832035)	(40.0, 4.32287862216671)	(41.0, 4.180767322270636)	(42.0, 4.017957465981011)	(43.0, 3.801652415876954)	(44.0, 3.5094969936064535)	(45.0, 3.17018973839108)	(46.0, 2.8102629389582345)	(47.0, 2.4348510698834644)	(48.0, 2.081633721069346)	(49.0, 1.7685993312699129)	(50.0, 1.4826529491696367)	(51.0, 1.234800970896352)	(52.0, 1.0302713687673006)	(53.0, 0.8670809371628938)	(54.0, 0.7337386719420111)	(55.0, 0.6145922610233607)	(56.0, 0.5123926450041003)	(57.0, 0.42330773334438804)	(58.0, 0.34857670033906624)	(59.0, 0.2854946958270233)	(60.0, 0.23096312563635255)	(61.0, 0.1861421518858172)	(62.0, 0.1470732645538486)	(63.0, 0.11355761633064741)	(64.0, 0.09103782927847015)	(65.0, 0.07799160213819065)	(66.0, 0.06972956225950751)	(67.0, 0.06607788285504651)	(68.0, 0.05943559258598727)	(69.0, 0.05218359169151676)	(70.0, 0.04594689725966416)	(71.0, 0.03732798571902325)	(72.0, 0.02927401123734872)	(73.0, 0.02298727576064594)	(74.0, 0.018299219979945918)	(75.0, 0.014352561784789188)	(76.0, 0.01092870082135659)	(77.0, 0.0082343856170554)	(78.0, 0.00618006903899584)	(79.0, 0.004602459256614204)	(80.0, 0.0033567006137652667)	(81.0, 0.002417772588023943)	(82.0, 0.001680325611284614)	(83.0, 0.0010903680298931507)	(84.0, 0.0006913565406931209)	(85.0, 0.0004490525340501985)	(86.0, 0.00028971131229045067)	(87.0, 0.00017514365697559063)	(88.0, 0.0001303700905307028)	(89.0, 8.954713288977566e-05)	(90.0, 5.7942262458090134e-05)	(91.0, 4.477356644488783e-05)	(92.0, 2.8971131229045067e-05)	(93.0, 1.8436174418483225e-05)	(94.0, 1.1851826411882071e-05)	(95.0, 9.218087209241612e-06)	(96.0, 1.1851826411882071e-05)	(97.0, 1.1851826411882071e-05)	(98.0, 1.3168696013202302e-05)	(99.0, 1.1851826411882071e-05)	(100.0, 1.0534956810561843e-05)
ELP-1_S49_R2_001	(0.0, 0.0006874087290426263)	(1.0, 0.0006966268537615888)	(2.0, 0.0010376974683631985)	(3.0, 0.001980579939617069)	(4.0, 0.003998032378109988)	(5.0, 0.008260756623150182)	(6.0, 0.014995255167832159)	(7.0, 0.024692722372180623)	(8.0, 0.040388555018653925)	(9.0, 0.06325345494656029)	(10.0, 0.09247095968079161)	(11.0, 0.12985308916610394)	(12.0, 0.17359045720766092)	(13.0, 0.21971136892654963)	(14.0, 0.27210192232929264)	(15.0, 0.33335899483671766)	(16.0, 0.39996916405594013)	(17.0, 0.47124238750799774)	(18.0, 0.5526845194000307)	(19.0, 0.6523403488617736)	(20.0, 0.7710948158662468)	(21.0, 0.9031286499658653)	(22.0, 1.0505264642220744)	(23.0, 1.215403159820396)	(24.0, 1.3961784868090084)	(25.0, 1.5926443789442544)	(26.0, 1.802955894407382)	(27.0, 2.0227765639555995)	(28.0, 2.2531533031819886)	(29.0, 2.495371382047365)	(30.0, 2.7713857398823776)	(31.0, 3.082392099150571)	(32.0, 3.407694452982915)	(33.0, 3.7385487516459945)	(34.0, 4.033699936397573)	(35.0, 4.27297611660264)	(36.0, 4.438699562800147)	(37.0, 4.518945972228635)	(38.0, 4.517982019758024)	(39.0, 4.434829267293143)	(40.0, 4.315646815926718)	(41.0, 4.187406898586432)	(42.0, 4.02981778901593)	(43.0, 3.818617382954902)	(44.0, 3.535883012199767)	(45.0, 3.2029230304758842)	(46.0, 2.8528897648975233)	(47.0, 2.493165616489613)	(48.0, 2.143148153410771)	(49.0, 1.8246421912462212)	(50.0, 1.5368957943938895)	(51.0, 1.2863484814074506)	(52.0, 1.078702320863063)	(53.0, 0.9114302297127709)	(54.0, 0.7733861782963889)	(55.0, 0.6507600989099515)	(56.0, 0.5453376739990177)	(57.0, 0.4542968405246251)	(58.0, 0.3758071422925798)	(59.0, 0.3104466874102566)	(60.0, 0.25481530473131836)	(61.0, 0.20831381614903255)	(62.0, 0.1669613086597671)	(63.0, 0.1306985228903288)	(64.0, 0.10586094427256446)	(65.0, 0.08966206539142779)	(66.0, 0.07853183823076058)	(67.0, 0.07251898716407738)	(68.0, 0.06516687426322491)	(69.0, 0.05756060449512107)	(70.0, 0.050739192203088875)	(71.0, 0.042382303707869516)	(72.0, 0.034316444578777396)	(73.0, 0.02799149414660932)	(74.0, 0.022887286802223843)	(75.0, 0.01840859506376796)	(76.0, 0.014713443926423877)	(77.0, 0.01177681276595442)	(78.0, 0.009424874087659152)	(79.0, 0.007287586027819721)	(80.0, 0.0054584467085856065)	(81.0, 0.0041560573732922)	(82.0, 0.003185520527881443)	(83.0, 0.002344037428536159)	(84.0, 0.001776464320840044)	(85.0, 0.0013537474587276244)	(86.0, 0.0010429649682026055)	(87.0, 0.0007993431006300272)	(88.0, 0.0006347337306485554)	(89.0, 0.0005135812343421921)	(90.0, 0.0004293012369116785)	(91.0, 0.00036609123883879334)	(92.0, 0.00026864249180976206)	(93.0, 0.00022781936805435702)	(94.0, 0.00022781936805435702)	(95.0, 0.00023176999293391236)	(96.0, 0.00023835436773317123)	(97.0, 0.00023176999293391236)	(98.0, 0.00023835436773317123)	(99.0, 0.00039242873803582885)	(100.0, 0.0006110299813712235)
FRUpstream-1_S1_R1_001	(0.0, 0.0007387419332984502)	(1.0, 0.0007207238373643418)	(2.0, 0.0011441490918158925)	(3.0, 0.002189198655994188)	(4.0, 0.004189207304680236)	(5.0, 0.008297333177656985)	(6.0, 0.015864933469982575)	(7.0, 0.027216333908470954)	(8.0, 0.04451370600521516)	(9.0, 0.07197328420879658)	(10.0, 0.10717163461607762)	(11.0, 0.15028893818639935)	(12.0, 0.19882067958492075)	(13.0, 0.2494605382077328)	(14.0, 0.3096860238674906)	(15.0, 0.3768394674139131)	(16.0, 0.450686633599857)	(17.0, 0.5315788752960373)	(18.0, 0.6202549344357525)	(19.0, 0.7333455135661848)	(20.0, 0.8652740119957276)	(21.0, 1.0106890552319505)	(22.0, 1.1737167872437646)	(23.0, 1.358213080561069)	(24.0, 1.5502049017869626)	(25.0, 1.7591517512868522)	(26.0, 1.9876302167793156)	(27.0, 2.2082527924445077)	(28.0, 2.4469925635714462)	(29.0, 2.691606233972904)	(30.0, 2.9664903055436636)	(31.0, 3.2910682857006948)	(32.0, 3.6466283818164262)	(33.0, 4.029864273286948)	(34.0, 4.368892766383134)	(35.0, 4.602461343976983)	(36.0, 4.6816959208472255)	(37.0, 4.619938897033069)	(38.0, 4.495938360814533)	(39.0, 4.346045820738684)	(40.0, 4.195531656353109)	(41.0, 4.0547382547239845)	(42.0, 3.8772960459648833)	(43.0, 3.643448187884056)	(44.0, 3.3527532371311155)	(45.0, 3.0147607845511404)	(46.0, 2.6510565090731926)	(47.0, 2.271883698235812)	(48.0, 1.9206659632402014)	(49.0, 1.6168358205512963)	(50.0, 1.3457896034145012)	(51.0, 1.103229995949532)	(52.0, 0.9078237455441248)	(53.0, 0.7574086806861867)	(54.0, 0.6357504969390858)	(55.0, 0.5343356439739559)	(56.0, 0.4381190116858163)	(57.0, 0.35333486126786856)	(58.0, 0.288667914960353)	(59.0, 0.23439741000681802)	(60.0, 0.1835233161368626)	(61.0, 0.14088349210879472)	(62.0, 0.10587433170882181)	(63.0, 0.0757120391151241)	(64.0, 0.05542366309331788)	(65.0, 0.041558738272021355)	(66.0, 0.03409924655530042)	(67.0, 0.032738880312275224)	(68.0, 0.028036157273472896)	(69.0, 0.022900999932251958)	(70.0, 0.02014423125433335)	(71.0, 0.015828897278114356)	(72.0, 0.010693739936893421)	(73.0, 0.00742345552485272)	(74.0, 0.005738763555013571)	(75.0, 0.0042162344485814)	(76.0, 0.002954967733193801)	(77.0, 0.002351361519401165)	(78.0, 0.0019099181690155056)	(79.0, 0.001423429578794575)	(80.0, 0.0010000043243430243)	(81.0, 0.0005855881178585277)	(82.0, 0.0003333347747810081)	(83.0, 0.00028828953494573675)	(84.0, 0.00024324429511046533)	(85.0, 0.00015315381543992262)	(86.0, 9.009047967054272e-05)	(87.0, 7.207238373643419e-05)	(88.0, 5.405428780232563e-05)	(89.0, 3.603619186821709e-05)	(90.0, 3.603619186821709e-05)	(91.0, 2.7027143901162817e-05)	(92.0, 9.009047967054273e-06)	(93.0, 9.009047967054273e-06)	(94.0, 0.0)	(95.0, 0.0)	(96.0, 1.8018095934108547e-05)	(97.0, 2.7027143901162817e-05)	(98.0, 9.009047967054273e-06)	(99.0, 0.0)	(100.0, 9.009047967054273e-06)
FRUpstream-1_S1_R2_001	(0.0, 0.0007747800795753195)	(1.0, 0.0007117165847261656)	(2.0, 0.0010180249882791991)	(3.0, 0.0020540681179438704)	(4.0, 0.004495526275675401)	(5.0, 0.009414478873909407)	(6.0, 0.01717128874035534)	(7.0, 0.028351545470041054)	(8.0, 0.0454507616448545)	(9.0, 0.07307257238878392)	(10.0, 0.10723496845563987)	(11.0, 0.1488208387733105)	(12.0, 0.1994608251371811)	(13.0, 0.2556413899770845)	(14.0, 0.31679496183937833)	(15.0, 0.383146767491381)	(16.0, 0.45658871177856714)	(17.0, 0.5365171869645233)	(18.0, 0.6316709916212039)	(19.0, 0.7469060148519936)	(20.0, 0.8783753834710941)	(21.0, 1.0200250019729864)	(22.0, 1.1777648207321059)	(23.0, 1.357657944324664)	(24.0, 1.5536232500330633)	(25.0, 1.7642913591120084)	(26.0, 1.9824009605831534)	(27.0, 2.2008258795285442)	(28.0, 2.43543108943809)	(29.0, 2.674216508149065)	(30.0, 2.9395606672622265)	(31.0, 3.2441303201715614)	(32.0, 3.5734388812031503)	(33.0, 3.9100267713544703)	(34.0, 4.208118902435729)	(35.0, 4.444958361877072)	(36.0, 4.564229448778208)	(37.0, 4.55011223500269)	(38.0, 4.465967514732534)	(39.0, 4.350561319158581)	(40.0, 4.2288667922411)	(41.0, 4.0920640537718995)	(42.0, 3.9065222428549964)	(43.0, 3.672124241571384)	(44.0, 3.3768969949704157)	(45.0, 3.0421109189576434)	(46.0, 2.687694077905398)	(47.0, 2.3214212998215125)	(48.0, 1.968644109635345)	(49.0, 1.6593266764709382)	(50.0, 1.383180641597186)	(51.0, 1.1348636260932958)	(52.0, 0.9438893455486721)	(53.0, 0.7921405588002225)	(54.0, 0.6617162423814793)	(55.0, 0.5520488248388007)	(56.0, 0.4577508818979301)	(57.0, 0.3760205925734266)	(58.0, 0.3081912993278152)	(59.0, 0.24940711305771104)	(60.0, 0.197379729807159)	(61.0, 0.1554244875910862)	(62.0, 0.11815396213523624)	(63.0, 0.08754113992131837)	(64.0, 0.06652297799516466)	(65.0, 0.0504688140207086)	(66.0, 0.04087415373294448)	(67.0, 0.03712638032476619)	(68.0, 0.03192814653505736)	(69.0, 0.026045223372700568)	(70.0, 0.0227749307112373)	(71.0, 0.01884697588920429)	(72.0, 0.01443253124976351)	(73.0, 0.0111262023055293)	(74.0, 0.00887393463234523)	(75.0, 0.007045093281719766)	(76.0, 0.0056216601122674355)	(77.0, 0.004432462780826247)	(78.0, 0.003504528499474411)	(79.0, 0.0029189389044465526)	(80.0, 0.0023513674508041675)	(81.0, 0.0018378504213182)	(82.0, 0.0014684785229160128)	(83.0, 0.0011982064021339245)	(84.0, 0.0008648707865026824)	(85.0, 0.0005045079587932314)	(86.0, 0.00040540818117313233)	(87.0, 0.0003693718984021873)	(88.0, 0.00041441725186586864)	(89.0, 0.00040540818117313233)	(90.0, 0.00030630840355303337)	(91.0, 0.0002522539793966157)	(92.0, 0.00023423583801114315)	(93.0, 0.00029729933286029705)	(94.0, 0.0002162176966256706)	(95.0, 0.00016216327246925294)	(96.0, 0.0002432449087038794)	(97.0, 0.0002162176966256706)	(98.0, 0.00020720862593293432)	(99.0, 0.0004774807467150225)	(100.0, 0.0006306349484915393)
