Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
KTP-13_S25_R2_001 - polya	(1, 0.005275445637038021)	(2, 0.013656868845818734)	(3, 0.020279810175586773)	(4, 0.02668715219451801)	(5, 0.033209031347331296)	(6, 0.04004083450947249)	(7, 0.04610456512675757)	(8, 0.051696672251587146)	(9, 0.05780082773965413)	(10, 0.07455558918305918)	(15, 0.09801818418487425)	(20, 0.1195713777900909)	(25, 0.14053302078619906)	(30, 0.16129119193270497)	(35, 0.18260992128738662)	(40, 0.203994677931012)	(45, 0.2243418628912353)	(50, 0.2444357186612253)	(55, 0.2642061754649601)	(60, 0.28478108719725476)	(65, 0.305078414816847)	(70, 0.3260252353603352)	(75, 0.3467699315499138)	(80, 0.3681897230815502)	(85, 0.3893454054574114)	(90, 0.41090129405401354)	(95, 0.4327118593365416)	(100, 0.4552352498405239)	(105, 0.4810034099726)	(110, 0.5102090316168304)	(115, 0.5432213285930232)	(120, 0.5790229416531669)	(125, 0.6196580217631336)	(130, 0.6640997772050621)	(135, 0.7131001105754965)	(140, 0.7475771353696868)
KTP-14_S26_R1_001 - illumina_universal_adapter	(1, 1.6541246342110135e-05)	(2, 3.859624146492365e-05)	(3, 6.0651236587737166e-05)	(4, 7.167873414914393e-05)	(5, 8.270623171055068e-05)	(6, 8.821998049125407e-05)	(7, 8.821998049125407e-05)	(8, 9.924747805266082e-05)	(9, 0.00010476122683336421)	(10, 0.00014997396683513192)	(15, 0.0002745846892790283)	(20, 0.0004510246502615364)	(25, 0.0007256093395405647)	(30, 0.001254929222488089)	(35, 0.0024778787020480987)	(40, 0.0050053811431225274)	(45, 0.009491367151102797)	(50, 0.016661446065529474)	(55, 0.027434208433267732)	(60, 0.04242498861824408)	(65, 0.06212340751218497)	(70, 0.08839090670345587)	(75, 0.12081505778326015)	(80, 0.16242401158196013)	(85, 0.21291010091759258)	(90, 0.2726107672155365)	(95, 0.3435881525197749)	(100, 0.42837527302016304)	(105, 0.5270316772035325)	(110, 0.6412930931860485)	(115, 0.7725522939097169)	(120, 0.9252048399025148)	(125, 1.0984291825961168)	(130, 1.297155716150228)	(135, 1.5210822871316658)	(140, 1.6688187747115881)
KTP-14_S26_R1_001 - polya	(1, 0.004201476570895975)	(2, 0.01251620973219667)	(3, 0.019639973156865435)	(4, 0.026300581683955118)	(5, 0.03314314392080801)	(6, 0.03958320249666956)	(7, 0.04515208876517997)	(8, 0.05005932518000598)	(9, 0.05468536040701611)	(10, 0.06897699724659927)	(15, 0.08977816589668083)	(20, 0.10810476409398273)	(25, 0.126011214634195)	(30, 0.14365521073244586)	(35, 0.1613730910643581)	(40, 0.17896194967480186)	(45, 0.1973304523628371)	(50, 0.21532181463427222)	(55, 0.23315548369057923)	(60, 0.2512505044390916)	(65, 0.27155653844866595)	(70, 0.2901500020869539)	(75, 0.3082803108276627)	(80, 0.32730384687084557)	(85, 0.34606051747304234)	(90, 0.3648458595688987)	(95, 0.3841296445545307)	(100, 0.4038401936957892)	(105, 0.42405469947560387)	(110, 0.4451844875530154)	(115, 0.46836980117587307)	(120, 0.4939745477637034)	(125, 0.5222887505023714)	(130, 0.5535175208465193)	(135, 0.5884989486108138)	(140, 0.612323857092233)
KTP-14_S26_R2_001 - illumina_universal_adapter	(1, 1.1027497561406759e-05)	(2, 2.2054995122813517e-05)	(3, 2.7568743903516896e-05)	(4, 3.308249268422027e-05)	(5, 3.308249268422027e-05)	(6, 4.4109990245627034e-05)	(7, 4.962373902633041e-05)	(8, 7.71924829298473e-05)	(9, 8.270623171055068e-05)	(10, 0.00014776846732285055)	(15, 0.0003528799219650163)	(20, 0.0008491173122283204)	(25, 0.0021536702737427397)	(30, 0.004321676294315309)	(35, 0.0077005015471303395)	(40, 0.01318337333466178)	(45, 0.02127976204424662)	(50, 0.03304830744177992)	(55, 0.04930063334778119)	(60, 0.07029919420421195)	(65, 0.09696588880720577)	(70, 0.13124265947732638)	(75, 0.17241382162283853)	(80, 0.2237192540272835)	(85, 0.28424918814184513)	(90, 0.35422858491677633)	(95, 0.4335449638769505)	(100, 0.5226636854194593)	(105, 0.6245401188907594)	(110, 0.746644291138948)	(115, 0.8857286041321908)	(120, 1.0450274229052483)	(125, 1.2230553435365992)	(130, 1.423106279547835)	(135, 1.6427431539778858)	(140, 1.783813519281938)
KTP-14_S26_R2_001 - polya	(1, 0.0069032134734406305)	(2, 0.018200884725101854)	(3, 0.027011855276665855)	(4, 0.03529901969406303)	(5, 0.0438949540431796)	(6, 0.05292096079719103)	(7, 0.061103363987754844)	(8, 0.06862963107341497)	(9, 0.07644812684445235)	(10, 0.09874682966337295)	(15, 0.13122280998171584)	(20, 0.1614249203028967)	(25, 0.19092568177917205)	(30, 0.21941742722857865)	(35, 0.2474680727755291)	(40, 0.27550879357467417)	(45, 0.3040192857699352)	(50, 0.33232135826128567)	(55, 0.36165891277365214)	(60, 0.39103065252845914)	(65, 0.41934154701785864)	(70, 0.4470481346408931)	(75, 0.4755310580922506)	(80, 0.503480250661636)	(85, 0.53155846495249)	(90, 0.559481191527728)	(95, 0.5873818631078432)	(100, 0.6148171742908671)	(105, 0.6437875131344388)	(110, 0.6770949667689117)	(115, 0.7121657172634537)	(120, 0.749559961494184)	(125, 0.7896647646255082)	(130, 0.8329840832959823)	(135, 0.8791892980782766)	(140, 0.911284829730751)
KTP-15_S27_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 5.872195424784634e-06)	(4, 1.1744390849569269e-05)	(5, 1.7616586274353902e-05)	(6, 1.7616586274353902e-05)	(7, 2.9360977123923173e-05)	(8, 3.5233172548707804e-05)	(9, 4.110536797349244e-05)	(10, 5.167531973810478e-05)	(15, 0.00010100176130629573)	(20, 0.000192608009932936)	(25, 0.00041340255790483826)	(30, 0.0008268051158096765)	(35, 0.0017205532594618978)	(40, 0.0032907783160493085)	(45, 0.006101211046351235)	(50, 0.010485392150495444)	(55, 0.0173276742594545)	(60, 0.02718004374315816)	(65, 0.040567474872582165)	(70, 0.05852817179882845)	(75, 0.08209211759940423)	(80, 0.11264867371181356)	(85, 0.14881082757672232)	(90, 0.19287930536156106)	(95, 0.24630688821442157)	(100, 0.30987692700497005)	(105, 0.38273325564027305)	(110, 0.46805390628422394)	(115, 0.5663673765250532)	(120, 0.6799250660886234)	(125, 0.8081550231405605)	(130, 0.9555447794244849)	(135, 1.1267063572270224)	(140, 1.2401783127373909)
KTP-15_S27_R1_001 - polya	(1, 0.005842834447660711)	(2, 0.016982389168477163)	(3, 0.0265599399063009)	(4, 0.035015901317990775)	(5, 0.04361866761530026)	(6, 0.052045268049866214)	(7, 0.059690866492935805)	(8, 0.06601522096542886)	(9, 0.07221038713857665)	(10, 0.09160977194389516)	(15, 0.11956142216587003)	(20, 0.1436139346257879)	(25, 0.16641332058205668)	(30, 0.18968835436773307)	(35, 0.21280718775511023)	(40, 0.23570992435085522)	(45, 0.2586866506089525)	(50, 0.2819252767829953)	(55, 0.3054528149719373)	(60, 0.329076657165846)	(65, 0.3529823647401441)	(70, 0.3768528391418937)	(75, 0.40029346883854905)	(80, 0.4245268449175502)	(85, 0.4486004972809973)	(90, 0.47274813930679677)	(95, 0.4978188904533722)	(100, 0.5228133030594255)	(105, 0.5493661963312167)	(110, 0.576052975658693)	(115, 0.6031014822243359)	(120, 0.6322017338713988)	(125, 0.6635169776326901)	(130, 0.6973760564519984)	(135, 0.7331353777107669)	(140, 0.7568144185416684)
KTP-15_S27_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 5.872195424784634e-06)	(3, 1.7616586274353902e-05)	(4, 2.9360977123923173e-05)	(5, 5.284975882306171e-05)	(6, 5.284975882306171e-05)	(7, 7.046634509741561e-05)	(8, 8.808293137176952e-05)	(9, 0.00011157171307090805)	(10, 0.0001961313271878068)	(15, 0.0005331953445704449)	(20, 0.0012801386026030503)	(25, 0.003064111572652622)	(30, 0.005894509767398816)	(35, 0.010014442077427715)	(40, 0.015809124522605193)	(45, 0.02422632944449149)	(50, 0.03538350075158229)	(55, 0.050238980737202454)	(60, 0.06882447925664582)	(65, 0.09141951281213215)	(70, 0.1196271907546276)	(75, 0.1546289988035989)	(80, 0.19724117212309106)	(85, 0.2457666462353414)	(90, 0.3027386862466019)	(95, 0.3674960829520419)	(100, 0.43911455279180023)	(105, 0.5196211776265127)	(110, 0.6162528510976836)	(115, 0.726044114515797)	(120, 0.8501095105724767)	(125, 0.9866345308814648)	(130, 1.140494272084417)	(135, 1.3135361268619703)	(140, 1.4253991008259477)
KTP-15_S27_R2_001 - polya	(1, 0.009096030712991398)	(2, 0.022813479225288303)	(3, 0.03392954516440562)	(4, 0.04456409107869059)	(5, 0.055380675051143885)	(6, 0.06706047175104052)	(7, 0.07798275524113994)	(8, 0.08681453716001604)	(9, 0.0971084957396635)	(10, 0.12571195965378945)	(15, 0.1675642708853145)	(20, 0.20559965509072953)	(25, 0.2420742097522368)	(30, 0.27778420456943714)	(35, 0.3136785863229757)	(40, 0.3488835723336446)	(45, 0.3845219263666625)	(50, 0.4194145115807328)	(55, 0.45432001562473756)	(60, 0.48897888746090146)	(65, 0.5247041499862062)	(70, 0.5609755266860159)	(75, 0.5961159185470122)	(80, 0.6310531324463108)	(85, 0.6662604673351497)	(90, 0.7018107384367958)	(95, 0.7372189024091622)	(100, 0.7705588791529193)	(105, 0.8059423799045016)	(110, 0.8446636365355316)	(115, 0.8838652387523089)	(120, 0.9249929210684155)	(125, 0.9676567697076457)	(130, 1.0131909474705107)	(135, 1.0609412917866894)	(140, 1.0934967432216955)
KTP-16_S28_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 7.323654635488893e-06)	(3, 7.323654635488893e-06)	(4, 7.323654635488893e-06)	(5, 1.4647309270977785e-05)	(6, 1.4647309270977785e-05)	(7, 1.4647309270977785e-05)	(8, 1.4647309270977785e-05)	(9, 1.4647309270977785e-05)	(10, 4.394192781293335e-05)	(15, 9.813697211555115e-05)	(20, 0.0002123859844291779)	(25, 0.00037936531011832457)	(30, 0.0007133239614966182)	(35, 0.001447154155972605)	(40, 0.0033088271643138822)	(45, 0.006418450922542465)	(50, 0.011580162709635036)	(55, 0.0194530914427856)	(60, 0.0306582830350836)	(65, 0.04676153484759658)	(70, 0.06759733228556249)	(75, 0.09456009919157837)	(80, 0.1296858115543102)	(85, 0.17164742315380738)	(90, 0.2243162178303893)	(95, 0.28606341479312325)	(100, 0.35964270818495303)	(105, 0.4442558196506104)	(110, 0.5438941409664368)	(115, 0.6593207969454502)	(120, 0.7907056963751937)	(125, 0.9401961347947931)	(130, 1.110756727600694)	(135, 1.3019158314343706)	(140, 1.4279368862090822)
KTP-16_S28_R1_001 - polya	(1, 0.004635873384264469)	(2, 0.013643968585915807)	(3, 0.021678017721047122)	(4, 0.02889914119163917)	(5, 0.036574331249631525)	(6, 0.044066429941736665)	(7, 0.05089207606201231)	(8, 0.05666311591477756)	(9, 0.06227303536556205)	(10, 0.07925512573433369)	(15, 0.10402811990433843)	(20, 0.1263330424621834)	(25, 0.14811212661720025)	(30, 0.16847628069664067)	(35, 0.18932819017480465)	(40, 0.21064588408778576)	(45, 0.23174240363077506)	(50, 0.2527686160892636)	(55, 0.27353703590458306)	(60, 0.29487670078147055)	(65, 0.31624712500782715)	(70, 0.33787680660828007)	(75, 0.3596397787230988)	(80, 0.3816956970233372)	(85, 0.4041075449388602)	(90, 0.426123915504067)	(95, 0.44889462249672907)	(100, 0.47185720924084096)	(105, 0.4955448377938662)	(110, 0.5199721554650758)	(115, 0.5452563407286377)	(120, 0.5729778382548902)	(125, 0.6032259966303866)	(130, 0.6363523512776299)	(135, 0.6721064332080867)	(140, 0.6959083107734255)
KTP-16_S28_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 7.323654635488893e-06)	(4, 1.4647309270977785e-05)	(5, 3.661827317744446e-05)	(6, 4.394192781293335e-05)	(7, 5.126558244842225e-05)	(8, 8.056020099037781e-05)	(9, 0.00010985481953233339)	(10, 0.00018162663496012452)	(15, 0.0004028010049518891)	(20, 0.0009769755283742182)	(25, 0.002180984350448592)	(30, 0.0042228192628228954)	(35, 0.0071786462737062125)	(40, 0.01177643665386614)	(45, 0.018449750757723614)	(50, 0.02785332330969135)	(55, 0.0407488143918602)	(60, 0.05771918691321506)	(65, 0.08026432534310406)	(70, 0.10761817540665511)	(75, 0.1422151199047046)	(80, 0.1860149688177095)	(85, 0.23659945138503127)	(90, 0.2981884574076386)	(95, 0.36695464497302516)	(100, 0.44406247516823355)	(105, 0.5316182310664302)	(110, 0.6388306760062792)	(115, 0.7620760656741405)	(120, 0.9000991256654913)	(125, 1.0538446074283097)	(130, 1.2259314498602465)	(135, 1.4129175352826215)	(140, 1.5329947119551703)
KTP-16_S28_R2_001 - polya	(1, 0.00720647616132107)	(2, 0.019546834222119853)	(3, 0.028884493882368193)	(4, 0.03781935253766464)	(5, 0.047054481033016134)	(6, 0.057029298646552005)	(7, 0.06616189597700665)	(8, 0.07514802021475152)	(9, 0.0838631692309833)	(10, 0.109369993595464)	(15, 0.1459868020419814)	(20, 0.18075804952035557)	(25, 0.21440291891579152)	(30, 0.24684085002729894)	(35, 0.2793564118779425)	(40, 0.3112055211567566)	(45, 0.3439085685660687)	(50, 0.376674599405246)	(55, 0.4090231819302005)	(60, 0.44106856515324566)	(65, 0.4727755955321312)	(70, 0.5049557340004694)	(75, 0.5378506611612314)	(80, 0.5706547750045132)	(85, 0.6023149339937317)	(90, 0.6343119810961827)	(95, 0.6655869158515745)	(100, 0.6959214933517694)	(105, 0.7280240010809714)	(110, 0.7639084440639399)	(115, 0.8006014185186663)	(120, 0.8393362278857671)	(125, 0.880666540455685)	(130, 0.9233517291331685)	(135, 0.9693384213203304)	(140, 1.000323339352157)
KTP-17_S29_R1_001 - illumina_universal_adapter	(1, 1.8307319852311188e-05)	(2, 2.4409759803081586e-05)	(3, 2.4409759803081586e-05)	(4, 3.051219975385198e-05)	(5, 3.051219975385198e-05)	(6, 3.6614639704622375e-05)	(7, 4.2717079655392774e-05)	(8, 4.2717079655392774e-05)	(9, 4.881951960616317e-05)	(10, 6.224488749785804e-05)	(15, 0.00011228489509417529)	(20, 0.00025996394190281886)	(25, 0.0004735493401797828)	(30, 0.0008433572011964689)	(35, 0.0016537612266587774)	(40, 0.003250159517780313)	(45, 0.006139054590475019)	(50, 0.011078369486628579)	(55, 0.01860389843391863)	(60, 0.02918797028453481)	(65, 0.043258976323021184)	(70, 0.06283194222112215)	(75, 0.08844022123053505)	(80, 0.12196824680805776)	(85, 0.16397622294117103)	(90, 0.2170906397846864)	(95, 0.28202914427681447)	(100, 0.36221276425395715)	(105, 0.45835914665432514)	(110, 0.5749035448341381)	(115, 0.7116201685152178)	(120, 0.8729747832535377)	(125, 1.0597680291706393)	(130, 1.2782573481920425)	(135, 1.530156305455923)	(140, 1.6980588382614197)
KTP-17_S29_R1_001 - polya	(1, 0.00461344460278242)	(2, 0.01371218256938108)	(3, 0.02202370578233036)	(4, 0.030335228995279642)	(5, 0.03820737653177345)	(6, 0.045994089908956474)	(7, 0.0529569738927855)	(8, 0.05873598452616507)	(9, 0.06508252207496627)	(10, 0.08234266323172526)	(15, 0.10692451184141857)	(20, 0.1288505785845366)	(25, 0.1496989544323486)	(30, 0.17046799856080055)	(35, 0.19178382130884156)	(40, 0.21308743917698098)	(45, 0.23459243756349588)	(50, 0.255805739320364)	(55, 0.27721676013163693)	(60, 0.29860215069511675)	(65, 0.32035002619167224)	(70, 0.3423932597818451)	(75, 0.3643864533644216)	(80, 0.38659079136929475)	(85, 0.4092088748028302)	(90, 0.43153282063073845)	(95, 0.4540459420971207)	(100, 0.4767177270022227)	(105, 0.5001413325092599)	(110, 0.5240287234525555)	(115, 0.5497871224847574)	(120, 0.5775690906046347)	(125, 0.606548357442853)	(130, 0.6378550948782954)	(135, 0.6716638326935536)	(140, 0.694567510316785)
KTP-17_S29_R2_001 - illumina_universal_adapter	(1, 1.8307319852311188e-05)	(2, 3.051219975385198e-05)	(3, 3.6614639704622375e-05)	(4, 4.881951960616317e-05)	(5, 6.102439950770396e-05)	(6, 8.543415931078555e-05)	(7, 8.543415931078555e-05)	(8, 0.00010374147916309674)	(9, 0.00012204879901540792)	(10, 0.00021236491028680979)	(15, 0.0005028410519434806)	(20, 0.0011911962783903813)	(25, 0.0026826326023586663)	(30, 0.005206601765997302)	(35, 0.009109722358510047)	(40, 0.014716644185277888)	(45, 0.02273891174456065)	(50, 0.03399791345373203)	(55, 0.048831724486064716)	(60, 0.06782984054080313)	(65, 0.0907750147556998)	(70, 0.1202424767899799)	(75, 0.1570804657968005)	(80, 0.20227879753617647)	(85, 0.2563390925720613)	(90, 0.32210996987347446)	(95, 0.39707478320471823)	(100, 0.4835243885233121)	(105, 0.5851080449198164)	(110, 0.7124342340046506)	(115, 0.8591759460368559)	(120, 1.0297550090047605)	(125, 1.2242995741473306)	(130, 1.447474346562935)	(135, 1.69909137110109)	(140, 1.8626416437336972)
KTP-17_S29_R2_001 - polya	(1, 0.007457181619841424)	(2, 0.019851237159856098)	(3, 0.029798214279611844)	(4, 0.03889695224621051)	(5, 0.04903920744439091)	(6, 0.059211974842325155)	(7, 0.0691162348824255)	(8, 0.07766575325345483)	(9, 0.0863495253034011)	(10, 0.11233371461378146)	(15, 0.15105003463744918)	(20, 0.1864283200080455)	(25, 0.2212732521269444)	(30, 0.2549465157752955)	(35, 0.2881376866675357)	(40, 0.3218841795952959)	(45, 0.35513881586302415)	(50, 0.38746099930627464)	(55, 0.4195561719833565)	(60, 0.45210658668076575)	(65, 0.4848803506803733)	(70, 0.5172025341236237)	(75, 0.5502484669450356)	(80, 0.5828745518978344)	(85, 0.6152272475408387)	(90, 0.6477178583267305)	(95, 0.6794993655903427)	(100, 0.7101909770787473)	(105, 0.7438386104793051)	(110, 0.7813283400728681)	(115, 0.818597161340213)	(120, 0.8574636013866697)	(125, 0.8986990086220155)	(130, 0.9424742513648716)	(135, 0.9894764643536955)	(140, 1.0217071111976843)
KTP-18_S30_R1_001 - illumina_universal_adapter	(1, 6.046821140775136e-06)	(2, 6.046821140775136e-06)	(3, 6.046821140775136e-06)	(4, 2.4187284563100545e-05)	(5, 3.628092684465082e-05)	(6, 5.4421390266976226e-05)	(7, 5.4421390266976226e-05)	(8, 6.046821140775136e-05)	(9, 7.860867483007676e-05)	(10, 0.0001197270585873477)	(15, 0.00022977920334945516)	(20, 0.000354343718849423)	(25, 0.0005877510148833432)	(30, 0.0009916786670871223)	(35, 0.002038988088669376)	(40, 0.00444562290269788)	(45, 0.008683235158153096)	(50, 0.015640707562728968)	(55, 0.026472982954313544)	(60, 0.04183795547302317)	(65, 0.062214533353207216)	(70, 0.08955463045910791)	(75, 0.1242258935160844)	(80, 0.1682032143087138)	(85, 0.22196550107134555)	(90, 0.2857038333520281)	(95, 0.3607339994309941)	(100, 0.4472748942335397)	(105, 0.5455417845922765)	(110, 0.6602161194343925)	(115, 0.7957423122983573)	(120, 0.9514540034944579)	(125, 1.1305789861476399)	(130, 1.3403250710577068)	(135, 1.583653991219411)	(140, 1.7455056246018545)
KTP-18_S30_R1_001 - polya	(1, 0.004371851684780424)	(2, 0.01361139438788483)	(3, 0.02170204107424196)	(4, 0.029532674451545764)	(5, 0.03841545470734444)	(6, 0.04605258980814343)	(7, 0.05269804624185531)	(8, 0.05836391765076161)	(9, 0.06374558846605148)	(10, 0.08014093930714919)	(15, 0.10473457025090982)	(20, 0.1268961697318507)	(25, 0.14809753401563647)	(30, 0.16796738828422358)	(35, 0.1885302082555435)	(40, 0.2091958241862566)	(45, 0.22989893040804255)	(50, 0.251113597698338)	(55, 0.2719098249656919)	(60, 0.2921376510458128)	(65, 0.313241056827118)	(70, 0.3343468813368796)	(75, 0.35561113256052945)	(80, 0.37675686608982006)	(85, 0.3978663186922661)	(90, 0.41969292428200805)	(95, 0.4418920140540217)	(100, 0.4644696348294479)	(105, 0.48817559242974273)	(110, 0.5138008110601195)	(115, 0.5409111289626709)	(120, 0.570680838802935)	(125, 0.6032937639435916)	(130, 0.6391405290303347)	(135, 0.6799529436378825)	(140, 0.7072724815519046)
KTP-18_S30_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 1.2093642281550273e-05)	(3, 1.814046342232541e-05)	(4, 1.814046342232541e-05)	(5, 3.023410570387568e-05)	(6, 3.023410570387568e-05)	(7, 3.628092684465082e-05)	(8, 4.2327747985425954e-05)	(9, 8.465549597085191e-05)	(10, 0.00015237989274753344)	(15, 0.0003930433741503838)	(20, 0.0010013535809123624)	(25, 0.0023848662579217137)	(30, 0.004761266966246342)	(35, 0.00822246738722603)	(40, 0.013868988968481853)	(45, 0.02225713925496512)	(50, 0.03436166581456879)	(55, 0.05096139921022469)	(60, 0.07276381751540352)	(65, 0.10057072921337204)	(70, 0.136041382025159)	(75, 0.1798578573754438)	(80, 0.23393095074471137)	(85, 0.2979413899767288)	(90, 0.37213346664558333)	(95, 0.4547318340643437)	(100, 0.5441135254388254)	(105, 0.6451631628865468)	(110, 0.7683816560005782)	(115, 0.9125753622877302)	(120, 1.0759374915911393)	(125, 1.2609399843931546)	(130, 1.4734688163922063)	(135, 1.713741673149363)	(140, 1.8701729360612156)
KTP-18_S30_R2_001 - polya	(1, 0.00819344264575031)	(2, 0.020117773935358876)	(3, 0.030125262923341726)	(4, 0.0400299559519314)	(5, 0.050557471558020914)	(6, 0.06084311431847942)	(7, 0.07068129231452057)	(8, 0.07881426674886312)	(9, 0.08811427766337528)	(10, 0.11450865194285875)	(15, 0.15389280739695535)	(20, 0.19002740116999944)	(25, 0.2256939709867475)	(30, 0.25923689721885534)	(35, 0.2932430099503466)	(40, 0.32690324451258534)	(45, 0.3599793561526254)	(50, 0.39292364709179645)	(55, 0.4263045185173315)	(60, 0.45864896479933775)	(65, 0.4906390673624945)	(70, 0.5231673370071803)	(75, 0.5562120051772882)	(80, 0.5890885717196828)	(85, 0.6219772319043587)	(90, 0.6546736031767579)	(95, 0.6869067879497739)	(100, 0.7186792049518627)	(105, 0.7526913645044948)	(110, 0.7913317609582761)	(115, 0.8318333689591879)	(120, 0.8750862805791524)	(125, 0.9210421212490434)	(130, 0.9696658194062444)	(135, 1.0218764918641532)	(140, 1.0587923349285855)
KTP-19_S31_R1_001 - illumina_universal_adapter	(1, 7.468647830064661e-06)	(2, 7.468647830064661e-06)	(3, 7.468647830064661e-06)	(4, 1.120297174509699e-05)	(5, 1.867161957516165e-05)	(6, 3.73432391503233e-05)	(7, 4.8546210895420294e-05)	(8, 4.8546210895420294e-05)	(9, 6.721783047058196e-05)	(10, 8.290199091371772e-05)	(15, 0.000165057117044429)	(20, 0.00029127726537252175)	(25, 0.0005743390181319724)	(30, 0.0010829539353593757)	(35, 0.0022689752107736437)	(40, 0.004934535621323721)	(45, 0.009731648122574252)	(50, 0.017476635922351304)	(55, 0.028424926776443094)	(60, 0.04360644722061553)	(65, 0.06357088973516137)	(70, 0.08860505039675512)	(75, 0.11917796028912479)	(80, 0.15624635319930172)	(85, 0.20075053188909103)	(90, 0.25335669974493447)	(95, 0.3147011855619536)	(100, 0.38533144122609203)	(105, 0.4676628274455929)	(110, 0.5623749911729918)	(115, 0.6707077279480798)	(120, 0.7943765861774225)	(125, 0.9376304796115438)	(130, 1.1056645996810364)	(135, 1.303468750001167)	(140, 1.43743463299382)
KTP-19_S31_R1_001 - polya	(1, 0.005254193748450489)	(2, 0.015885813934547535)	(3, 0.025273904256938814)	(4, 0.03342966768736942)	(5, 0.042410716703022176)	(6, 0.050704650118308985)	(7, 0.05819196956794881)	(8, 0.06488014369977171)	(9, 0.07136666434018286)	(10, 0.08968800433211448)	(15, 0.117585644571755)	(20, 0.14259441183072652)	(25, 0.1668137430140602)	(30, 0.18944822712785417)	(35, 0.21236278553527557)	(40, 0.23555741823632434)	(45, 0.2589805915609732)	(50, 0.2824866668765357)	(55, 0.30592851182075964)	(60, 0.3297886010434672)	(65, 0.35376818863145576)	(70, 0.37760437818110715)	(75, 0.40117468386800825)	(80, 0.4255643002218674)	(85, 0.4498725083143789)	(90, 0.47462958214147716)	(95, 0.4998624088353506)	(100, 0.525206518381892)	(105, 0.5516649501846791)	(110, 0.5793243405585405)	(115, 0.6088606021320973)	(120, 0.6411161983805806)	(125, 0.6764175092141642)	(130, 0.7143612276500246)	(135, 0.7551878441482901)	(140, 0.7823520631710184)
KTP-19_S31_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 7.468647830064661e-06)	(3, 7.468647830064661e-06)	(4, 7.468647830064661e-06)	(5, 1.120297174509699e-05)	(6, 2.6140267405226312e-05)	(7, 2.9874591320258643e-05)	(8, 3.73432391503233e-05)	(9, 5.9749182640517287e-05)	(10, 0.0001209920948470475)	(15, 0.0004167505489176081)	(20, 0.0010665229101332336)	(25, 0.0026961818666533426)	(30, 0.005405060434617795)	(35, 0.00954418506203963)	(40, 0.01642355657831219)	(45, 0.026217941342658986)	(50, 0.04021642797054918)	(55, 0.05847951250940629)	(60, 0.08195496636886554)	(65, 0.11134409558016997)	(70, 0.14711369063269866)	(75, 0.18979178492803714)	(80, 0.2396816055680861)	(85, 0.29790569032170416)	(90, 0.3646141590102757)	(95, 0.43811835035942304)	(100, 0.5171336569423752)	(105, 0.6074572432048282)	(110, 0.7142723507408469)	(115, 0.8352943201792147)	(120, 0.9717226163614399)	(125, 1.1255147718837824)	(130, 1.3009749684907086)	(135, 1.5018718858772686)	(140, 1.6343530016813046)
KTP-19_S31_R2_001 - polya	(1, 0.008969846043907657)	(2, 0.02289887424697825)	(3, 0.03390766114849356)	(4, 0.04412103705610698)	(5, 0.05533147744903404)	(6, 0.06689667861388916)	(7, 0.0774573466456006)	(8, 0.08677075048969123)	(9, 0.09683475344070336)	(10, 0.12558680699210328)	(15, 0.16833361284747836)	(20, 0.20715863172728652)	(25, 0.24447124942150653)	(30, 0.2814089409946573)	(35, 0.3183757602943454)	(40, 0.3549721346616622)	(45, 0.3914826195789333)	(50, 0.4271924654488215)	(55, 0.4627932690603907)	(60, 0.49908865692015586)	(65, 0.5346969291795552)	(70, 0.570243958526748)	(75, 0.6052651950667043)	(80, 0.6410400181727138)	(85, 0.6766535184855942)	(90, 0.7123245273867661)	(95, 0.7471112483848582)	(100, 0.7817650274515753)	(105, 0.8195616135251834)	(110, 0.8617886014915861)	(115, 0.905309906126939)	(120, 0.9504563885301138)	(125, 0.9978091095022897)	(130, 1.0470693231302644)	(135, 1.0993640483715938)	(140, 1.1350776285653972)
KTP-1_S13_R1_001 - illumina_universal_adapter	(1, 1.6661858332049677e-05)	(2, 1.6661858332049677e-05)	(3, 1.6661858332049677e-05)	(4, 4.165464583012419e-05)	(5, 4.9985574996149025e-05)	(6, 5.8316504162173864e-05)	(7, 7.497836249422355e-05)	(8, 7.497836249422355e-05)	(9, 9.164022082627321e-05)	(10, 0.00011996537999075766)	(15, 0.0001966099283181862)	(20, 0.0003299047949745836)	(25, 0.0006731390766148068)	(30, 0.001237976074071291)	(35, 0.002309333564822085)	(40, 0.004277099033837151)	(45, 0.007454515417759025)	(50, 0.012166488954062674)	(55, 0.01923944781601776)	(60, 0.02950315254856036)	(65, 0.043804025554958596)	(70, 0.06297016119431534)	(75, 0.08802459756821843)	(80, 0.11962047952328425)	(85, 0.15852425254278704)	(90, 0.20754677212734357)	(95, 0.2670162768860953)	(100, 0.33794080924813114)	(105, 0.4192040247052038)	(110, 0.5139250231370731)	(115, 0.6245880876210473)	(120, 0.7515797732704304)	(125, 0.8981491424599717)	(130, 1.0632964836897485)	(135, 1.250047590432861)	(140, 1.3740451401399747)
