Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
KTP-8_S20_R1_001 - illumina_universal_adapter	(1, 0.0)	(2, 1.9702774776251594e-05)	(3, 2.9554162164377394e-05)	(4, 3.447985585844029e-05)	(5, 4.925693694062899e-05)	(6, 5.4182630634691885e-05)	(7, 6.895971171688058e-05)	(8, 8.373679279906929e-05)	(9, 8.373679279906929e-05)	(10, 0.0001024544288365083)	(15, 0.00019210205406845304)	(20, 0.0003457836973232155)	(25, 0.000729002666721309)	(30, 0.0015831179532718154)	(35, 0.003498227661523471)	(40, 0.007902782962754516)	(45, 0.015644003172343768)	(50, 0.027729685220096494)	(55, 0.045107532572750395)	(60, 0.06889173714390251)	(65, 0.09831586099475664)	(70, 0.13447833381908883)	(75, 0.17813672730704594)	(80, 0.2300683159235511)	(85, 0.2895312901982784)	(90, 0.3589904672557369)	(95, 0.4379493371715652)	(100, 0.5282313917513053)	(105, 0.631755681258164)	(110, 0.7476986297064941)	(115, 0.8782955168946615)	(120, 1.0259303785705922)	(125, 1.1924858148641575)	(130, 1.3791587693430145)	(135, 1.5896937543533898)	(140, 1.7282830721295435)
KTP-8_S20_R1_001 - polya	(1, 0.004241022270588156)	(2, 0.013358481298298582)	(3, 0.021589315461077684)	(4, 0.028997558776948287)	(5, 0.03642550486759514)	(6, 0.043971667606899495)	(7, 0.051005558202021316)	(8, 0.05690161355381461)	(9, 0.06277304043713758)	(10, 0.07986519755553584)	(15, 0.10410847677897461)	(20, 0.1263016822869444)	(25, 0.14743684878942948)	(30, 0.16766076195851293)	(35, 0.18835655658348763)	(40, 0.20890753581385685)	(45, 0.22960037502261513)	(50, 0.25091582191430284)	(55, 0.27192587579695876)	(60, 0.29281081705978546)	(65, 0.314957721047031)	(70, 0.3365627987279297)	(75, 0.3578220927115052)	(80, 0.3799955954446988)	(85, 0.40198586237247314)	(90, 0.42381653682456)	(95, 0.44587379318657366)	(100, 0.4685152368207032)	(105, 0.49347175649104214)	(110, 0.521136422554377)	(115, 0.5513614641998859)	(120, 0.5843833147248836)	(125, 0.6211417964861974)	(130, 0.6615748457432821)	(135, 0.7058115156709222)	(140, 0.7354306969920611)
KTP-8_S20_R2_001 - illumina_universal_adapter	(1, 0.0)	(2, 0.0)	(3, 9.851387388125797e-06)	(4, 1.4777081082188697e-05)	(5, 1.9702774776251594e-05)	(6, 3.447985585844029e-05)	(7, 5.4182630634691885e-05)	(8, 6.895971171688058e-05)	(9, 7.388540541094348e-05)	(10, 0.0001802803892027021)	(15, 0.0004679409009359754)	(20, 0.0010669052541340239)	(25, 0.002696324728130031)	(30, 0.005361125016618059)	(35, 0.009689824634960535)	(40, 0.017354204022922405)	(45, 0.029246798877867863)	(50, 0.04663055706295465)	(55, 0.07006897793678354)	(60, 0.10036002387779278)	(65, 0.137294845473354)	(70, 0.18172460259380135)	(75, 0.2347753088175976)	(80, 0.296844960195223)	(85, 0.3661179460310459)	(90, 0.44603338566226125)	(95, 0.533426028321064)	(100, 0.627314675823597)	(105, 0.7338928954207746)	(110, 0.8574568771525589)	(115, 0.9961791886584525)	(120, 1.1505888494411973)	(125, 1.3220886970648629)	(130, 1.5109102391330698)	(135, 1.718186385195453)	(140, 1.8512530152018236)
KTP-8_S20_R2_001 - polya	(1, 0.007033890595121819)	(2, 0.01898362349691841)	(3, 0.028805456722879832)	(4, 0.03811501780465871)	(5, 0.04770041773330511)	(6, 0.05762076483314779)	(7, 0.06720123906810013)	(8, 0.07636302933905711)	(9, 0.08543123142982692)	(10, 0.11097193837228188)	(15, 0.14748118003267607)	(20, 0.18126552794151468)	(25, 0.2145651875908575)	(30, 0.24760083005819852)	(35, 0.2803645742336273)	(40, 0.31218554063601245)	(45, 0.34443208697356464)	(50, 0.3766343020678703)	(55, 0.4094157787405976)	(60, 0.4425430391106483)	(65, 0.4743866637040261)	(70, 0.5060963094289255)	(75, 0.5371291648402605)	(80, 0.5693343353507825)	(85, 0.6011464355045184)	(90, 0.6336983748511024)	(95, 0.66614785976885)	(100, 0.6988800795046368)	(105, 0.7350169387217599)	(110, 0.7768498701266973)	(115, 0.8216914152399684)	(120, 0.869940555250792)	(125, 0.920122537467166)	(130, 0.9737357579108241)	(135, 1.0303920719186745)	(140, 1.0687228351071332)
KTP-9_S21_R1_001 - illumina_universal_adapter	(1, 1.2899316065362899e-05)	(2, 1.9348974098044348e-05)	(3, 3.2248290163407245e-05)	(4, 4.5147606228770146e-05)	(5, 4.5147606228770146e-05)	(6, 5.1597264261451596e-05)	(7, 5.804692229413304e-05)	(8, 7.739589639217739e-05)	(9, 9.029521245754029e-05)	(10, 0.00012641329744055642)	(15, 0.0001999393990131249)	(20, 0.00034183187573211683)	(25, 0.0007326811525126127)	(30, 0.0014808414843036609)	(35, 0.0030906761292609506)	(40, 0.00638000172592849)	(45, 0.011766756114824037)	(50, 0.020521521928385834)	(55, 0.033989697832231235)	(60, 0.05250150631763353)	(65, 0.0766851440769759)	(70, 0.10806273040597114)	(75, 0.14669489209012648)	(80, 0.19599865795515656)	(85, 0.2545486535758388)	(90, 0.32357160390998907)	(95, 0.4052126652192774)	(100, 0.49960599039078346)	(105, 0.6087870914996216)	(110, 0.7352210278458825)	(115, 0.881117452271563)	(120, 1.0468814033011156)	(125, 1.2338182917203546)	(130, 1.4468092187284136)	(135, 1.6895549981044453)	(140, 1.8496587292445168)
KTP-9_S21_R1_001 - polya	(1, 0.0032570773065041317)	(2, 0.010242056955898141)	(3, 0.015498528252533523)	(4, 0.021090381766868338)	(5, 0.02655969177858221)	(6, 0.03183551204931563)	(7, 0.036247078143669745)	(8, 0.04005882604098448)	(9, 0.04399311744092017)	(10, 0.05533677598880029)	(15, 0.07177824424571184)	(20, 0.08619967960678757)	(25, 0.09985231573036765)	(30, 0.11353075048607848)	(35, 0.12771483843155151)	(40, 0.14184861904436966)	(45, 0.15622619673082314)	(50, 0.17041802426593539)	(55, 0.1842654400621025)	(60, 0.19848564609255853)	(65, 0.21319086640707224)	(70, 0.22763552053706562)	(75, 0.24163127846798432)	(80, 0.2565364381815112)	(85, 0.2712003806846157)	(90, 0.28590689093073596)	(95, 0.3008094707810497)	(100, 0.31678527372800164)	(105, 0.33403423917060493)	(110, 0.35202104549214697)	(115, 0.37197241765044375)	(120, 0.39495125928928126)	(125, 0.4208672751962018)	(130, 0.4497875418147455)	(135, 0.48280979094207443)	(140, 0.5058337801871406)
KTP-9_S21_R2_001 - illumina_universal_adapter	(1, 6.4496580326814495e-06)	(2, 2.5798632130725798e-05)	(3, 2.5798632130725798e-05)	(4, 3.8697948196088695e-05)	(5, 4.5147606228770146e-05)	(6, 5.1597264261451596e-05)	(7, 8.384555442485884e-05)	(8, 0.00010319452852290319)	(9, 0.00012254350262094754)	(10, 0.00020122933061966124)	(15, 0.0005366115483190966)	(20, 0.001149329061423834)	(25, 0.002806891175822967)	(30, 0.00542029261066549)	(35, 0.009490026829287485)	(40, 0.015962903630886587)	(45, 0.025126577763720386)	(50, 0.038771474297661264)	(55, 0.05743291484942177)	(60, 0.08218412251564011)	(65, 0.11322632662693591)	(70, 0.15228674560446132)	(75, 0.19923767621916919)	(80, 0.25745873928018465)	(85, 0.3250137474460967)	(90, 0.4030713787524272)	(95, 0.49114790884672505)	(100, 0.5874309838218068)	(105, 0.6977201361806595)	(110, 0.8308320484539589)	(115, 0.9829975404874057)	(120, 1.1530453543822652)	(125, 1.3424215034694646)	(130, 1.554593323907373)	(135, 1.7896524008400554)	(140, 1.9401216328109068)
KTP-9_S21_R2_001 - polya	(1, 0.005320967876962196)	(2, 0.014344039464683543)	(3, 0.021516059197025313)	(4, 0.02813340833855648)	(5, 0.03561501165646696)	(6, 0.04293537352356041)	(7, 0.049326984633947725)	(8, 0.05509942857319762)	(9, 0.061845770875382414)	(10, 0.07980419870158065)	(15, 0.10578084139400845)	(20, 0.12907313641323423)	(25, 0.152204189981643)	(30, 0.17580735851804402)	(35, 0.19936408951660975)	(40, 0.22255190007570608)	(45, 0.24527275539323629)	(50, 0.268687593915083)	(55, 0.2917412515870996)	(60, 0.31459238999689)	(65, 0.3370475194034737)	(70, 0.35956198566395814)	(75, 0.3823924851680439)	(80, 0.40553385818930493)	(85, 0.42845723276906134)	(90, 0.452047501989397)	(95, 0.47503924294429983)	(100, 0.49797551684012153)	(105, 0.5239547393957624)	(110, 0.554433243395002)	(115, 0.5866454154734262)	(120, 0.6226306375009691)	(125, 0.6613776030981062)	(130, 0.7037634657572821)	(135, 0.7496798712235477)	(140, 0.7822661234678676)
STP-1_S46_R1_001 - illumina_universal_adapter	(1, 8.938228705854424e-06)	(2, 8.938228705854424e-06)	(3, 8.938228705854424e-06)	(4, 8.938228705854424e-06)	(5, 1.7876457411708848e-05)	(6, 1.7876457411708848e-05)	(7, 2.681468611756327e-05)	(8, 3.5752914823417695e-05)	(9, 3.5752914823417695e-05)	(10, 5.720466371746831e-05)	(15, 0.00014301165929367078)	(20, 0.0002699345069168036)	(25, 0.000496965516045506)	(30, 0.0009546028257852524)	(35, 0.0016768117052182903)	(40, 0.002978217804790694)	(45, 0.004953566348784521)	(50, 0.007924633570610531)	(55, 0.012531396645607904)	(60, 0.0196784043188091)	(65, 0.030157583653552828)	(70, 0.04547413236390497)	(75, 0.06581575325268846)	(80, 0.09371017739791895)	(85, 0.1322160666627398)	(90, 0.18100985716799914)	(95, 0.24233683196460748)	(100, 0.3176074435423487)	(105, 0.40899189383100437)	(110, 0.5189410451417197)	(115, 0.6494266707270061)	(120, 0.8066447507257617)	(125, 0.9893510837021321)	(130, 1.2061531838998547)	(135, 1.4617400460980208)	(140, 1.6303686688626702)
STP-1_S46_R1_001 - polya	(1, 0.004478052581633066)	(2, 0.012012979380668346)	(3, 0.02053111133734761)	(4, 0.028593393630028302)	(5, 0.03680762581070852)	(6, 0.04459282301350772)	(7, 0.051743405978191256)	(8, 0.057025899143351225)	(9, 0.06284468603086245)	(10, 0.08139151059551039)	(15, 0.10926984592907033)	(20, 0.13426292103638046)	(25, 0.1573896939899082)	(30, 0.1799176056201437)	(35, 0.20306583032256548)	(40, 0.2265072289265393)	(45, 0.25034548488505304)	(50, 0.27326667857834613)	(55, 0.2960126829890045)	(60, 0.319461232175943)	(65, 0.34314753824645716)	(70, 0.3673522615819109)	(75, 0.3913013515763773)	(80, 0.4160137663023236)	(85, 0.44021491434629506)	(90, 0.4645108076145485)	(95, 0.48876379738501396)	(100, 0.5132509687475727)	(105, 0.5394185271068321)	(110, 0.5653590544569628)	(115, 0.5917375550136804)	(120, 0.6196248285759463)	(125, 0.6487062494933141)	(130, 0.6794680574073828)	(135, 0.7131669672741952)	(140, 0.7356966665501717)
STP-1_S46_R2_001 - illumina_universal_adapter	(1, 8.938228705854424e-06)	(2, 8.938228705854424e-06)	(3, 8.938228705854424e-06)	(4, 8.938228705854424e-06)	(5, 8.938228705854424e-06)	(6, 2.681468611756327e-05)	(7, 2.681468611756327e-05)	(8, 2.681468611756327e-05)	(9, 2.681468611756327e-05)	(10, 8.759464131737335e-05)	(15, 0.0003575291482341769)	(20, 0.0011816338349139549)	(25, 0.002679680966015156)	(30, 0.005303944914054015)	(35, 0.00874873825729031)	(40, 0.014081285503203058)	(45, 0.020894003422805302)	(50, 0.030295232375622982)	(55, 0.042483401038926075)	(60, 0.05789469497356027)	(65, 0.07738003355232292)	(70, 0.10307922872739554)	(75, 0.13547852014037667)	(80, 0.17689112138034138)	(85, 0.22912434229161346)	(90, 0.2920333835691581)	(95, 0.36483168108686)	(100, 0.4475621383425074)	(105, 0.5469480909686439)	(110, 0.6696431564139076)	(115, 0.8130463101248948)	(120, 0.9824471958497302)	(125, 1.17553438764508)	(130, 1.400084144485037)	(135, 1.657553397648656)	(140, 1.8238723821157128)
STP-1_S46_R2_001 - polya	(1, 0.008044405835268982)	(2, 0.019235068174998718)	(3, 0.029388895984849346)	(4, 0.03914050350293652)	(5, 0.05050099218807749)	(6, 0.060788893428515935)	(7, 0.070424303973427)	(8, 0.07824525409104963)	(9, 0.08693321239314013)	(10, 0.1156195636017093)	(15, 0.15800643177061216)	(20, 0.19695386953350222)	(25, 0.23461241471700806)	(30, 0.2712394883078584)	(35, 0.3077128243649679)	(40, 0.34522657024343884)	(45, 0.3816480645740545)	(50, 0.4174796358100837)	(55, 0.45332014527481873)	(60, 0.4889550754793192)	(65, 0.5244612951904553)	(70, 0.5603858240050255)	(75, 0.5959367348596908)	(80, 0.6312338000191099)	(85, 0.6667078421069049)	(90, 0.7015150923332432)	(95, 0.7363151919766169)	(100, 0.770115997650676)	(105, 0.8041420466881227)	(110, 0.8415324450104528)	(115, 0.8798148785576274)	(120, 0.9197276450207497)	(125, 0.9616139723821245)	(130, 1.005890382099445)	(135, 1.0523602331411823)	(140, 1.084725559285081)
STP-2_S47_R1_001 - illumina_universal_adapter	(1, 2.1795913527764506e-05)	(2, 2.9061218037019343e-05)	(3, 5.0857131564783845e-05)	(4, 5.0857131564783845e-05)	(5, 6.538774058329352e-05)	(6, 7.991834960180318e-05)	(7, 0.00011624487214807737)	(8, 0.00011624487214807737)	(9, 0.00013077548116658704)	(10, 0.000177273430025818)	(15, 0.0003167672766035108)	(20, 0.0005826774216422378)	(25, 0.0012932242026473609)	(30, 0.003971215444758694)	(35, 0.011416699505843047)	(40, 0.028872320119778715)	(45, 0.0580715789424739)	(50, 0.10072036947270165)	(55, 0.15922641362482898)	(60, 0.2345806989339183)	(65, 0.32858792704006845)	(70, 0.44599088872692105)	(75, 0.586760522776439)	(80, 0.7529035062940787)	(85, 0.9455256186261483)	(90, 1.1662775369571512)	(95, 1.4167009589039503)	(100, 1.7003820387723145)	(105, 2.018861021118206)	(110, 2.37391645248549)	(115, 2.7582801222431077)	(120, 3.184127227687669)	(125, 3.65129066681546)	(130, 4.1624339002595745)	(135, 4.70931952576742)	(140, 5.055358714238718)
STP-2_S47_R1_001 - polya	(1, 0.003705305299719966)	(2, 0.010164161008447515)	(3, 0.015823833221157033)	(4, 0.020895015768616906)	(5, 0.026358524759576542)	(6, 0.03161860522427704)	(7, 0.036544481681551826)	(8, 0.040475011421058686)	(9, 0.04396235758550101)	(10, 0.055434273405614395)	(15, 0.07208780440172832)	(20, 0.08620719718501418)	(25, 0.09979622273912443)	(30, 0.11316002385344777)	(35, 0.126817343269945)	(40, 0.14053278512251627)	(45, 0.15445310856224853)	(50, 0.16843736668166226)	(55, 0.18260180435290546)	(60, 0.19640152373778413)	(65, 0.2108434960412809)	(70, 0.22477835009003164)	(75, 0.23812762059533651)	(80, 0.2518285318388892)	(85, 0.26640709186716)	(90, 0.28055118668577733)	(95, 0.2965232321189232)	(100, 0.31500035454686)	(105, 0.3399392388053282)	(110, 0.3728191008924119)	(115, 0.4149142752190344)	(120, 0.4667623943188806)	(125, 0.528728176478315)	(130, 0.6014117358498023)	(135, 0.6869694148116892)	(140, 0.7471130586002025)
STP-2_S47_R2_001 - illumina_universal_adapter	(1, 7.265304509254836e-06)	(2, 2.9061218037019343e-05)	(3, 5.8122436074038685e-05)	(4, 6.538774058329352e-05)	(5, 7.991834960180318e-05)	(6, 0.00010171426312956769)	(7, 0.0001235101766573322)	(8, 0.00013804078567584188)	(9, 0.0001671020037128612)	(10, 0.0002688162668424289)	(15, 0.0005521631427033675)	(20, 0.0012728813500214472)	(25, 0.003179297253249916)	(30, 0.00775207991137491)	(35, 0.01763870628756889)	(40, 0.03838696290509885)	(45, 0.07211395949796165)	(50, 0.11982812033204186)	(55, 0.1841711101269045)	(60, 0.26591741034323624)	(65, 0.366499739030262)	(70, 0.49164315614127474)	(75, 0.6416353677348408)	(80, 0.8169369941168471)	(85, 1.018722108495989)	(90, 1.2488230206695008)	(95, 1.5009872095767176)	(100, 1.774108895871331)	(105, 2.0804039625552013)	(110, 2.438060372936799)	(115, 2.8254914542582243)	(120, 3.2530182981053244)	(125, 3.7180166764893583)	(130, 4.2213090218807725)	(135, 4.75190728773977)	(140, 5.081709973693785)
STP-2_S47_R2_001 - polya	(1, 0.006313549618542452)	(2, 0.01571485365351821)	(3, 0.02249338276065297)	(4, 0.029337299608371024)	(5, 0.03687142038446829)	(6, 0.04422390854783419)	(7, 0.05112594783162628)	(8, 0.057236068923909596)	(9, 0.06367312871910938)	(10, 0.08214153278163516)	(15, 0.10776335566397328)	(20, 0.131185244340909)	(25, 0.15371495362410825)	(30, 0.1757942140277337)	(35, 0.19789236422308323)	(40, 0.21957203287869964)	(45, 0.24150889331394368)	(50, 0.26373055368595055)	(55, 0.2855584345535558)	(60, 0.30746187458805724)	(65, 0.3292868493338587)	(70, 0.350792150681253)	(75, 0.37193273374228275)	(80, 0.39392916967450275)	(85, 0.41674949113807225)	(90, 0.4421969467121881)	(95, 0.4714354381792333)	(100, 0.507250483288056)	(105, 0.553104726167767)	(110, 0.6121382314272662)	(115, 0.6800833591978174)	(120, 0.758477447913579)	(125, 0.847885738265371)	(130, 0.9491989565860276)	(135, 1.0612473888495595)	(140, 1.139911746893065)
STP-3_S48_R1_001 - illumina_universal_adapter	(1, 7.050213808309058e-06)	(2, 1.4100427616618115e-05)	(3, 2.820085523323623e-05)	(4, 5.640171046647246e-05)	(5, 6.345192427478152e-05)	(6, 6.345192427478152e-05)	(7, 7.755235189139964e-05)	(8, 9.87029933163268e-05)	(9, 0.00011280342093294492)	(10, 0.0001339540623578721)	(15, 0.00016638504587609376)	(20, 0.00027777842404737687)	(25, 0.0005640171046647246)	(30, 0.0013409506663403829)	(35, 0.0033347511313301845)	(40, 0.0077411347615233455)	(45, 0.014825189596112287)	(50, 0.02571494984442646)	(55, 0.04187544993583248)	(60, 0.0635379368832429)	(65, 0.09292181799351337)	(70, 0.1318023371035762)	(75, 0.18000182882546187)	(80, 0.2398017423475393)	(85, 0.3119028689223544)	(90, 0.39727813805545376)	(95, 0.4975321784096085)	(100, 0.6145657276275389)	(105, 0.7501512094606537)	(110, 0.9043704063891294)	(115, 1.0781454863790927)	(120, 1.2789947974357243)	(125, 1.5099442913255507)	(130, 1.7781301944653425)	(135, 2.0867744545654965)	(140, 2.2898812440835488)
STP-3_S48_R1_001 - polya	(1, 0.0038776175945699817)	(2, 0.010610571781505132)	(3, 0.016553902021909667)	(4, 0.022046018578582422)	(5, 0.02782719390139585)	(6, 0.033312260244260296)	(7, 0.03819805841341847)	(8, 0.042449337339828835)	(9, 0.046524360921031474)	(10, 0.059156934022759636)	(15, 0.07756504227625459)	(20, 0.09411894429816425)	(25, 0.10983246083412349)	(30, 0.12547124510371463)	(35, 0.14148087061962283)	(40, 0.15698711086961778)	(45, 0.17337462784565136)	(50, 0.18974099418026)	(55, 0.20575766990997651)	(60, 0.22215082705705674)	(65, 0.23837195898721425)	(70, 0.25499495310444525)	(75, 0.270952407038172)	(80, 0.2874668278627552)	(85, 0.3045311653643864)	(90, 0.3211781302085658)	(95, 0.33892210832131797)	(100, 0.35703833772314897)	(105, 0.37597239192674375)	(110, 0.39717379489109084)	(115, 0.4207821408495945)	(120, 0.44771959776838177)	(125, 0.47785785175614126)	(130, 0.5121726524039432)	(135, 0.551715891611987)	(140, 0.578900106014065)
STP-3_S48_R2_001 - illumina_universal_adapter	(1, 7.050213808309058e-06)	(2, 7.050213808309058e-06)	(3, 1.4100427616618115e-05)	(4, 4.2301282849854345e-05)	(5, 4.93514966581634e-05)	(6, 4.93514966581634e-05)	(7, 8.460256569970869e-05)	(8, 9.165277950801775e-05)	(9, 0.00010575320712463587)	(10, 0.00012972393407288666)	(15, 0.00028341859509402415)	(20, 0.0008967871964169122)	(25, 0.002305419915317062)	(30, 0.005008471889422754)	(35, 0.009634822190435158)	(40, 0.017366086652626872)	(45, 0.028863575331217278)	(50, 0.04521020106716267)	(55, 0.0677581948688967)	(60, 0.09649627639432608)	(65, 0.1333364636282642)	(70, 0.18087746538045385)	(75, 0.23896840707539715)	(80, 0.3091391851094972)	(85, 0.39201021829788524)	(90, 0.488307678662817)	(95, 0.5957571672297319)	(100, 0.7140230938213548)	(105, 0.850365768617482)	(110, 1.011850915896801)	(115, 1.193374180862096)	(120, 1.4004248599845166)	(125, 1.6350559755250416)	(130, 1.9037353936314152)	(135, 2.2061247040408367)	(140, 2.4008163583572917)
STP-3_S48_R2_001 - polya	(1, 0.005879878316129754)	(2, 0.015150909474056165)	(3, 0.022645286752288694)	(4, 0.029801253767722385)	(5, 0.03764109152256206)	(6, 0.04572063654688424)	(7, 0.05312336104560875)	(8, 0.06008192207440979)	(9, 0.06695588053751111)	(10, 0.08740714075265403)	(15, 0.11758769602326344)	(20, 0.14549526236207402)	(25, 0.17184755153477163)	(30, 0.19838737639477022)	(35, 0.224880669843634)	(40, 0.25162636094683527)	(45, 0.27830578004023837)	(50, 0.305120563238761)	(55, 0.3311640530466547)	(60, 0.3573894383708028)	(65, 0.38311284847179927)	(70, 0.4087953673327074)	(75, 0.435051773597612)	(80, 0.46132369033289483)	(85, 0.4884768837942164)	(90, 0.5152535958381741)	(95, 0.5434671414562654)	(100, 0.5715509631402836)	(105, 0.6018950833712459)	(110, 0.6378554039219071)	(115, 0.675880027075641)	(120, 0.716774087249357)	(125, 0.7631123225258489)	(130, 0.8145394021291785)	(135, 0.8711469788388537)	(140, 0.9094846314856767)
WBP-1_S5_R1_001 - illumina_universal_adapter	(1, 7.103356771154974e-05)	(2, 8.879195963943717e-05)	(3, 0.00013318793945915573)	(4, 0.0001509463313870432)	(5, 0.0001598255273509869)	(6, 0.00018646311524281805)	(7, 0.00020422150717070548)	(8, 0.0002131007031346492)	(9, 0.00025749668295436777)	(10, 0.0003498403209793824)	(15, 0.0004759249036673832)	(20, 0.0008097826719116668)	(25, 0.001495256600328122)	(30, 0.003601401882975571)	(35, 0.010177334413872289)	(40, 0.024027104278431695)	(45, 0.0463014552735809)	(50, 0.07945992468133231)	(55, 0.12686595193282782)	(60, 0.190860093084163)	(65, 0.2742996733965348)	(70, 0.38077721555695515)	(75, 0.5204807090144528)	(80, 0.6915366434206357)	(85, 0.899558446463909)	(90, 1.1437416629899395)	(95, 1.4285560802469768)	(100, 1.7538756136523321)	(105, 2.122804430115001)	(110, 2.532195742585361)	(115, 2.9858107784737387)	(120, 3.474369002158621)	(125, 4.007919887631999)	(130, 4.586601950350911)	(135, 5.206574050141353)	(140, 5.597391860494335)
WBP-1_S5_R1_001 - polya	(1, 0.004350806022332421)	(2, 0.011693901084513875)	(3, 0.017687358360175882)	(4, 0.022970479958722395)	(5, 0.028448943868475667)	(6, 0.033696548683166405)	(7, 0.03846467691580418)	(8, 0.04220281841662448)	(9, 0.04608302705286789)	(10, 0.056920973646457595)	(15, 0.07322672911464383)	(20, 0.08754887220448504)	(25, 0.10069896142708568)	(30, 0.11377979292116758)	(35, 0.12680024588269462)	(40, 0.1399645418188376)	(45, 0.15362074521138303)	(50, 0.16797662924588722)	(55, 0.1814854379854312)	(60, 0.19527482931743578)	(65, 0.2107441645258185)	(70, 0.22460636526472744)	(75, 0.23786122899970263)	(80, 0.25170922302506926)	(85, 0.265539458658508)	(90, 0.27942829698530874)	(95, 0.29448386166177176)	(100, 0.31197587771074087)	(105, 0.33410460989208135)	(110, 0.3619888368972502)	(115, 0.3977489107224371)	(120, 0.442638573837751)	(125, 0.49667025711754126)	(130, 0.5626426831296432)	(135, 0.6404635082360314)	(140, 0.698552984071344)
WBP-1_S5_R2_001 - illumina_universal_adapter	(1, 4.439597981971858e-05)	(2, 6.215437174760601e-05)	(3, 7.103356771154974e-05)	(4, 0.0001065503515673246)	(5, 0.00011542954753126831)	(6, 0.00014206713542309947)	(7, 0.0001509463313870432)	(8, 0.0001598255273509869)	(9, 0.0002219798990985929)	(10, 0.0003054443411596638)	(15, 0.0005292000794510454)	(20, 0.0012395357565665426)	(25, 0.003159217923971174)	(30, 0.006998582258780436)	(35, 0.015820951368554916)	(40, 0.03265235523780662)	(45, 0.05875896721099394)	(50, 0.09662163464044274)	(55, 0.14961267615325882)	(60, 0.2197760826603421)	(65, 0.3098217847698881)	(70, 0.4239549696904207)	(75, 0.5719889248012903)	(80, 0.7520821048595752)	(85, 0.969194428730734)	(90, 1.2227345419635687)	(95, 1.5074654947785446)	(100, 1.8192850986403202)	(105, 2.1727055114323646)	(110, 2.5845581370239294)	(115, 3.042053381548551)	(120, 3.5326147518428987)	(125, 4.064961618343567)	(130, 4.636346757819308)	(135, 5.238379330084198)	(140, 5.6110036679070605)
WBP-1_S5_R2_001 - polya	(1, 0.007662746116883427)	(2, 0.018317781273615885)	(3, 0.02530570849723959)	(4, 0.032266998132971465)	(5, 0.03983207309425151)	(6, 0.047938779009332126)	(7, 0.05442947125897498)	(8, 0.060964559488437556)	(9, 0.06733982219054914)	(10, 0.08606604647850644)	(15, 0.11220284771797115)	(20, 0.13551073712332343)	(25, 0.1582983056451886)	(30, 0.1803968485602517)	(35, 0.2027191472136062)	(40, 0.2247555357569217)	(45, 0.24649358331584872)	(50, 0.2681517181111003)	(55, 0.2911914557983414)	(60, 0.3144531733846811)	(65, 0.33563005575868693)	(70, 0.3573538966040716)	(75, 0.37853077897807735)	(80, 0.39962242107082924)	(85, 0.4205826510633148)	(90, 0.4444730157239018)	(95, 0.47238920783454075)	(100, 0.504405812641329)	(105, 0.5438170118468897)	(110, 0.5945296516753578)	(115, 0.6550626822399477)	(120, 0.7250751424156439)	(125, 0.8070318970020371)	(130, 0.9032433127889457)	(135, 1.0155846759639542)	(140, 1.0937837548184066)
WBP-2_S6_R1_001 - illumina_universal_adapter	(1, 8.184697856149351e-06)	(2, 1.6369395712298702e-05)	(3, 2.4554093568448056e-05)	(4, 2.4554093568448056e-05)	(5, 3.2738791424597404e-05)	(6, 4.092348928074676e-05)	(7, 4.910818713689611e-05)	(8, 5.729288499304546e-05)	(9, 5.729288499304546e-05)	(10, 7.693615984780391e-05)	(15, 0.00010312719298748182)	(20, 0.0002602733918255494)	(25, 0.0005238206627935586)	(30, 0.0010378196881597377)	(35, 0.002386657894853151)	(40, 0.005159633528516551)	(45, 0.010031165692496647)	(50, 0.018112736355658514)	(55, 0.030635324075567023)	(60, 0.04895922563591419)	(65, 0.07456750828823429)	(70, 0.10974042885525051)	(75, 0.15627043616745956)	(80, 0.21587631677465285)	(85, 0.2901639083962068)	(90, 0.3780593786733947)	(95, 0.48189864037436153)	(100, 0.6017700882359538)	(105, 0.7405940224532453)	(110, 0.8969086559891281)	(115, 1.0734951491751217)	(120, 1.271515729106799)	(125, 1.493987275413937)	(130, 1.7439348524241685)	(135, 2.0258600439583754)	(140, 2.210637782758803)
WBP-2_S6_R1_001 - polya	(1, 0.004894449317977312)	(2, 0.013660260721913267)	(3, 0.02060906920178407)	(4, 0.02688673245745062)	(5, 0.03306617933884338)	(6, 0.03900826998240781)	(7, 0.04418918372535035)	(8, 0.04858436647410255)	(9, 0.0530532115035601)	(10, 0.0657673211533025)	(15, 0.08379984746997075)	(20, 0.10055556092107971)	(25, 0.11628491326102752)	(30, 0.1312219868485001)	(35, 0.1469513391884479)	(40, 0.16251699757127275)	(45, 0.17838221589563266)	(50, 0.19531962963914812)	(55, 0.21197385283684084)	(60, 0.22806169494288797)	(65, 0.24497128071369256)	(70, 0.2616713382193797)	(75, 0.2783321091753573)	(80, 0.2948275492346407)	(85, 0.31173222418673163)	(90, 0.32839954290099416)	(95, 0.34590006385701266)	(100, 0.3634005848130312)	(105, 0.3819192821823547)	(110, 0.40210274709561905)	(115, 0.4238314829641244)	(120, 0.4489486837450755)	(125, 0.4777489985612938)	(130, 0.5106744010970115)	(135, 0.5494862383308716)	(140, 0.5772585550963576)
