Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
KTP-9_S21_R1_001	(1.0, 80.13044628724572)	(2.0, 11.016831693887307)	(3.0, 2.846171967987634)	(4.0, 1.3842374360195329)	(5.0, 0.9139160284380857)	(6.0, 0.6492770705427006)	(7.0, 0.46625770359112045)	(8.0, 0.33098950647053055)	(9.0, 0.2665320614098274)	('>10', 1.6368811891628106)	('>50', 0.3283241587005678)	('>100', 0.030134896544151944)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
KTP-9_S21_R2_001	(1.0, 81.8770603562387)	(2.0, 10.23331368784327)	(3.0, 2.554910922799093)	(4.0, 1.3040578806522996)	(5.0, 0.83227071310566)	(6.0, 0.5550761139113036)	(7.0, 0.3828703570741069)	(8.0, 0.32901576335152877)	(9.0, 0.23992299674498374)	('>10', 1.408019817208803)	('>50', 0.25275804531756624)	('>100', 0.030723345752735002)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-1_S46_R1_001	(1.0, 80.28408393415086)	(2.0, 10.246971073967076)	(3.0, 2.960464871307665)	(4.0, 1.6443323180695715)	(5.0, 1.1010884678539405)	(6.0, 0.7422972372163923)	(7.0, 0.513257004237462)	(8.0, 0.370550206014546)	(9.0, 0.23992563238567519)	('>10', 1.4983110908362882)	('>50', 0.29435710537902376)	('>100', 0.10436105858149448)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-1_S46_R2_001	(1.0, 82.51153524433941)	(2.0, 9.125262901402824)	(3.0, 2.6823285973967046)	(4.0, 1.5167510607179426)	(5.0, 0.9736292870373366)	(6.0, 0.6395591632548989)	(7.0, 0.4099284828265912)	(8.0, 0.2800584515935147)	(9.0, 0.22550942878386496)	('>10', 1.282477332201229)	('>50', 0.27142780634417785)	('>100', 0.08153224410155693)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-2_S47_R1_001	(1.0, 79.03332874921053)	(2.0, 10.133239531260022)	(3.0, 2.8114090932753673)	(4.0, 1.73612262836786)	(5.0, 1.2492347739211078)	(6.0, 0.8529747663327234)	(7.0, 0.6177419792869768)	(8.0, 0.5126814618322406)	(9.0, 0.37597950693815335)	('>10', 2.2423633839789137)	('>50', 0.35694132992413174)	('>100', 0.07798279567194617)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-2_S47_R2_001	(1.0, 80.80851761942311)	(2.0, 9.355826397552141)	(3.0, 2.6881672694386674)	(4.0, 1.5665110330527772)	(5.0, 1.0726564857296577)	(6.0, 0.805560509288786)	(7.0, 0.5832960299752856)	(8.0, 0.43710593835746486)	(9.0, 0.3596586788750842)	('>10', 1.9516699740348709)	('>50', 0.31150056311044966)	('>100', 0.05952950116171071)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-3_S48_R1_001	(1.0, 76.89270678571593)	(2.0, 11.368620789256186)	(3.0, 3.3647190182537305)	(4.0, 1.9971265970969425)	(5.0, 1.3220033595134355)	(6.0, 1.0397042690848943)	(7.0, 0.7450373075345234)	(8.0, 0.5493935745376322)	(9.0, 0.432352432031118)	('>10', 1.916370891710723)	('>50', 0.33085419852916365)	('>100', 0.041110776735695326)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
STP-3_S48_R2_001	(1.0, 78.79609138781082)	(2.0, 10.597138030847407)	(3.0, 3.1571795402087717)	(4.0, 1.7377969548862469)	(5.0, 1.282992024148889)	(6.0, 0.9110411282399247)	(7.0, 0.6789823912080498)	(8.0, 0.49018096492461993)	(9.0, 0.3615747912107261)	('>10', 1.6745379263163223)	('>50', 0.2790429048944775)	('>100', 0.033441955303704744)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-1_S5_R1_001	(1.0, 77.53350573778276)	(2.0, 10.272499054365623)	(3.0, 3.1533567996796337)	(4.0, 1.7359898311026973)	(5.0, 1.1837690521054345)	(6.0, 0.900183275087089)	(7.0, 0.7714384118232578)	(8.0, 0.5252895445224037)	(9.0, 0.48232456746101443)	('>10', 3.081630739508752)	('>50', 0.3226666129788357)	('>100', 0.037346373582393684)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-1_S5_R2_001	(1.0, 79.09142536374918)	(2.0, 9.706299374560059)	(3.0, 2.8101835897872354)	(4.0, 1.660986436159717)	(5.0, 1.0909241085266903)	(6.0, 0.7945470600344416)	(7.0, 0.6570517042208497)	(8.0, 0.5100143922827473)	(9.0, 0.40290099640496146)	('>10', 2.984340463761765)	('>50', 0.2601738606756539)	('>100', 0.03115264983662138)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-2_S6_R1_001	(1.0, 74.24593716223818)	(2.0, 10.112374370826286)	(3.0, 3.3591854672137726)	(4.0, 2.3446172754835355)	(5.0, 1.8511307054397463)	(6.0, 1.490425665614129)	(7.0, 1.1816263842432209)	(8.0, 0.9674582442183759)	(9.0, 0.790509826306064)	('>10', 3.0875489767638498)	('>50', 0.5196221417972648)	('>100', 0.049563779855499486)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-2_S6_R2_001	(1.0, 76.31339874042006)	(2.0, 9.316436134258959)	(3.0, 3.3294031016871104)	(4.0, 2.2383336585006885)	(5.0, 1.7136287310977458)	(6.0, 1.354081340015141)	(7.0, 1.1149134635685856)	(8.0, 0.8562098740747928)	(9.0, 0.6518834317955267)	('>10', 2.641535055939658)	('>50', 0.43717693650493783)	('>100', 0.03299953213677859)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-3_S7_R1_001	(1.0, 73.92196212601586)	(2.0, 11.267241769083666)	(3.0, 3.5758391688376383)	(4.0, 2.1673091805529148)	(5.0, 1.5662312043757367)	(6.0, 1.2217383884322783)	(7.0, 0.969816957111235)	(8.0, 0.8647870408040449)	(9.0, 0.6265592709664238)	('>10', 3.479609915467699)	('>50', 0.31058274123212565)	('>100', 0.02832223712043414)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-3_S7_R2_001	(1.0, 75.56141776622471)	(2.0, 10.672119301709523)	(3.0, 3.4303152809604)	(4.0, 2.0422293887630105)	(5.0, 1.4999870731657357)	(6.0, 1.137508205128661)	(7.0, 0.9466130408075186)	(8.0, 0.7297368843178506)	(9.0, 0.5696212269212926)	('>10', 3.101235601967797)	('>50', 0.29456671497074166)	('>100', 0.014649515062757022)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-4_S8_R1_001	(1.0, 69.82310522190274)	(2.0, 10.973037275951437)	(3.0, 2.903961207381691)	(4.0, 1.598785108346868)	(5.0, 1.318121576002047)	(6.0, 1.2784213121159693)	(7.0, 1.1822214443105654)	(8.0, 1.1209354568336145)	(9.0, 1.101830802005225)	('>10', 7.612420021056036)	('>50', 0.6342117892437226)	('>100', 0.45294878485020856)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-4_S8_R2_001	(1.0, 72.82074627205174)	(2.0, 9.834148340744871)	(3.0, 2.6112740384402406)	(4.0, 1.6069291416479594)	(5.0, 1.2919499746263003)	(6.0, 1.2481278422786348)	(7.0, 1.135674074254313)	(8.0, 1.1014730683309946)	(9.0, 0.9873063646580872)	('>10', 6.385405662481268)	('>50', 0.5857108849303185)	('>100', 0.39125433555525607)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-5_S9_R1_001	(1.0, 67.801309258593)	(2.0, 9.07950229006195)	(3.0, 2.2867538302881267)	(4.0, 1.3839658038283564)	(5.0, 1.2778596987217976)	(6.0, 1.326962891891466)	(7.0, 1.4195715832830318)	(8.0, 1.4227833470411277)	(9.0, 1.3511602099073943)	('>10', 11.937105191473846)	('>50', 0.5198630567772264)	('>100', 0.19316283813267565)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-5_S9_R2_001	(1.0, 70.71609385179796)	(2.0, 8.350886730550094)	(3.0, 2.0941696015698725)	(4.0, 1.4462960539875416)	(5.0, 1.3081036100808678)	(6.0, 1.3562850238350634)	(7.0, 1.3260766711036809)	(8.0, 1.3300608632958588)	(9.0, 1.3441758054240323)	('>10', 10.071375851026694)	('>50', 0.5086627945629312)	('>100', 0.14781314276546587)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-6_S10_R1_001	(1.0, 70.66098577108968)	(2.0, 10.246793646312753)	(3.0, 2.791673897379127)	(4.0, 1.6165344944199898)	(5.0, 1.5507823466335586)	(6.0, 1.4445293490638953)	(7.0, 1.366019401860918)	(8.0, 1.2356785443930611)	(9.0, 1.1523225361536227)	('>10', 6.972993587782514)	('>50', 0.46777796976933483)	('>100', 0.4939084551414731)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-6_S10_R2_001	(1.0, 73.55254028819682)	(2.0, 9.163864343476243)	(3.0, 2.602675643197154)	(4.0, 1.6586706096556523)	(5.0, 1.4624447366456208)	(6.0, 1.318687972026206)	(7.0, 1.279144956086378)	(8.0, 1.1505354328268558)	(9.0, 0.9535526038041343)	('>10', 6.004286338252695)	('>50', 0.4231041039001938)	('>100', 0.4304929719320786)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-7_S11_R1_001	(1.0, 67.49679368710474)	(2.0, 10.271858992182516)	(3.0, 2.3554023714143826)	(4.0, 1.2735366972873758)	(5.0, 1.1829442040397193)	(6.0, 1.0969990837312922)	(7.0, 1.1897124317358398)	(8.0, 1.2676765622307569)	(9.0, 1.2055969028497913)	('>10', 11.874695732197354)	('>50', 0.3670583062643671)	('>100', 0.4177250289618887)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-7_S11_R2_001	(1.0, 70.85048204826532)	(2.0, 9.161097242670525)	(3.0, 2.215939583107428)	(4.0, 1.2827771056317092)	(5.0, 1.0908224280117655)	(6.0, 1.137189928846266)	(7.0, 1.2149396035246462)	(8.0, 1.274837295047544)	(9.0, 1.2298664604126948)	('>10', 9.880056532599454)	('>50', 0.30157143780161616)	('>100', 0.36042033408098323)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-8_S12_R1_001	(1.0, 72.05897255528888)	(2.0, 10.053974927958755)	(3.0, 3.527247499920627)	(4.0, 2.4189946759217777)	(5.0, 1.9008867224080295)	(6.0, 1.5727800363500928)	(7.0, 1.2922105342730945)	(8.0, 1.144660245410899)	(9.0, 0.8812224644874186)	('>10', 5.033814354000359)	('>50', 0.10152810696293912)	('>100', 0.013707877017127747)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WBP-8_S12_R2_001	(1.0, 74.13438562412365)	(2.0, 9.423666062286596)	(3.0, 3.365500438453961)	(4.0, 2.234081381644905)	(5.0, 1.820060776010286)	(6.0, 1.419685279567034)	(7.0, 1.2294084657319164)	(8.0, 1.0317813736939112)	(9.0, 0.9180999914514885)	('>10', 4.333041163856918)	('>50', 0.08004084042138943)	('>100', 0.010248602757914685)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-10_S41_R1_001	(1.0, 73.0300932974596)	(2.0, 10.160149106199205)	(3.0, 2.9152804320675125)	(4.0, 1.871922607879844)	(5.0, 1.698756501612728)	(6.0, 1.5478738438685582)	(7.0, 1.440664493486807)	(8.0, 1.193126967189229)	(9.0, 1.000172038145368)	('>10', 4.188470982233625)	('>50', 0.6116874418861084)	('>100', 0.34180228797144535)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-10_S41_R2_001	(1.0, 75.95103013191545)	(2.0, 9.11376070028705)	(3.0, 2.6129149243544743)	(4.0, 1.8810931651733203)	(5.0, 1.5891168686923374)	(6.0, 1.4025381395355807)	(7.0, 1.2807136718341199)	(8.0, 0.9839694693793987)	(9.0, 0.8726530313213071)	('>10', 3.480695046386361)	('>50', 0.5418400881739571)	('>100', 0.2896747629466707)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-11_S42_R1_001	(1.0, 72.67254027159123)	(2.0, 8.754057281155065)	(3.0, 2.1709171233569378)	(4.0, 1.3560389300008717)	(5.0, 1.2363279498463653)	(6.0, 1.2388039746725847)	(7.0, 1.2694942737638268)	(8.0, 1.2821288045800572)	(9.0, 1.1744304624046251)	('>10', 8.252472865916136)	('>50', 0.4235425665342213)	('>100', 0.16420996753540412)	('>500', 0.00503552864262614)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-11_S42_R2_001	(1.0, 75.49323634277832)	(2.0, 7.921825690604388)	(3.0, 2.13943098846147)	(4.0, 1.3188842639341232)	(5.0, 1.2140590853381419)	(6.0, 1.2235148586778706)	(7.0, 1.2148545811432145)	(8.0, 1.1829193748075295)	(9.0, 1.0941689101055145)	('>10', 6.678010390381894)	('>50', 0.3840108808579326)	('>100', 0.1302113969697428)	('>500', 0.004873235939854793)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-12_S43_R1_001	(1.0, 74.12779678874843)	(2.0, 9.971301919961434)	(3.0, 2.8474345363927904)	(4.0, 1.9146547234465128)	(5.0, 1.8019689274162372)	(6.0, 1.5222274949668582)	(7.0, 1.3016867219205868)	(8.0, 1.1012713831436263)	(9.0, 0.8936943252924934)	('>10', 3.8042231488400255)	('>50', 0.5447723949647532)	('>100', 0.16896763490628028)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-12_S43_R2_001	(1.0, 76.6941149382334)	(2.0, 9.107868888013734)	(3.0, 2.665982501402493)	(4.0, 1.880693805087535)	(5.0, 1.6369331479945342)	(6.0, 1.4171199347357162)	(7.0, 1.2042442202501047)	(8.0, 0.9811179132527141)	(9.0, 0.7456325176935414)	('>10', 3.068324109263083)	('>50', 0.47735085726385434)	('>100', 0.12061716680936704)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-13_S44_R1_001	(1.0, 74.40833054268052)	(2.0, 10.203702598384396)	(3.0, 3.3182927883503166)	(4.0, 2.3738759638682247)	(5.0, 2.0253775753976884)	(6.0, 1.5969997096307014)	(7.0, 1.2161693008612937)	(8.0, 0.9622029971717367)	(9.0, 0.7544831844469724)	('>10', 2.7095904410697624)	('>50', 0.40202796734433877)	('>100', 0.028946930794050398)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-13_S44_R2_001	(1.0, 76.86493578123876)	(2.0, 9.213547918702393)	(3.0, 3.1269398700510207)	(4.0, 2.3200566846071977)	(5.0, 1.8203611043052625)	(6.0, 1.5045666728512506)	(7.0, 1.148585024077782)	(8.0, 0.8225628457750702)	(9.0, 0.6460041387163814)	('>10', 2.21014554736182)	('>50', 0.3013099086952131)	('>100', 0.02098450361780064)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-14_S45_R1_001	(1.0, 72.31313454202642)	(2.0, 10.101780910812675)	(3.0, 3.257393678292909)	(4.0, 2.3022358923448483)	(5.0, 1.8817983526458675)	(6.0, 1.6556922865422783)	(7.0, 1.2999880066689622)	(8.0, 1.1353918825683966)	(9.0, 0.9358604079459969)	('>10', 4.5791178571568825)	('>50', 0.47962592683539224)	('>100', 0.05798025615936314)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-14_S45_R2_001	(1.0, 74.6289267629386)	(2.0, 9.375178277179637)	(3.0, 3.1213902875816437)	(4.0, 2.175076639852336)	(5.0, 1.749819903016831)	(6.0, 1.5422989739922672)	(7.0, 1.2286199640111646)	(8.0, 0.9871597026865485)	(9.0, 0.893398651165645)	('>10', 3.843321073097967)	('>50', 0.4204593441978911)	('>100', 0.034350420279459976)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-1_S32_R1_001	(1.0, 75.9379870784272)	(2.0, 10.474725707782465)	(3.0, 3.0976478664327756)	(4.0, 1.9996997723507226)	(5.0, 1.5178607569193787)	(6.0, 1.2221643086931966)	(7.0, 0.9158799416400629)	(8.0, 0.7347351536356562)	(9.0, 0.5811261164075721)	('>10', 2.5889830004425614)	('>50', 0.5978416892383143)	('>100', 0.3313486080301166)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-1_S32_R2_001	(1.0, 78.67739815933322)	(2.0, 9.227407032808912)	(3.0, 2.8821528731975645)	(4.0, 1.8110871527490424)	(5.0, 1.3143822707966737)	(6.0, 1.0997141611790526)	(7.0, 0.8374474525515513)	(8.0, 0.6610705945193461)	(9.0, 0.4888970763391629)	('>10', 2.220512143566113)	('>50', 0.5279410436220118)	('>100', 0.251990039337394)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-2_S33_R1_001	(1.0, 74.11253323974324)	(2.0, 10.115049370110498)	(3.0, 3.346732173962176)	(4.0, 2.1784574691592127)	(5.0, 1.727315765361517)	(6.0, 1.4034403385266392)	(7.0, 1.133008230512623)	(8.0, 0.9258570340438076)	(9.0, 0.7499092991899851)	('>10', 3.883758710016995)	('>50', 0.4013795633544108)	('>100', 0.022558806018870777)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-2_S33_R2_001	(1.0, 76.2799171718426)	(2.0, 9.47173031639266)	(3.0, 3.064133170348299)	(4.0, 2.027818843623327)	(5.0, 1.6131459922428038)	(6.0, 1.2753958343928067)	(7.0, 1.0226103669410864)	(8.0, 0.9242926565561008)	(9.0, 0.702036350086687)	('>10', 3.2785912655165985)	('>50', 0.3206956497633887)	('>100', 0.01963238229366416)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-3_S34_R1_001	(1.0, 77.46094991145608)	(2.0, 10.877763369697966)	(3.0, 3.119272189122905)	(4.0, 1.7196307455768458)	(5.0, 1.1848821630875048)	(6.0, 0.8712227379974674)	(7.0, 0.617542418162071)	(8.0, 0.44973644734517276)	(9.0, 0.3909325470432599)	('>10', 2.2315537262015024)	('>50', 0.7318432873037861)	('>100', 0.34467045700544197)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-3_S34_R2_001	(1.0, 79.8438588601096)	(2.0, 9.674221330633085)	(3.0, 2.878538320703909)	(4.0, 1.6291034477874833)	(5.0, 1.0504939289249975)	(6.0, 0.7140669652999133)	(7.0, 0.5367901667272674)	(8.0, 0.42453449279348227)	(9.0, 0.31979614955826474)	('>10', 1.9985226133089846)	('>50', 0.6669536762700538)	('>100', 0.26312004788288257)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-4_S35_R1_001	(1.0, 74.42713106557312)	(2.0, 10.755567695688386)	(3.0, 3.451518846247619)	(4.0, 2.2334021873751544)	(5.0, 1.7508356388343889)	(6.0, 1.43697577079141)	(7.0, 1.1572606636896638)	(8.0, 0.9295251215377498)	(9.0, 0.758523826728154)	('>10', 2.797413614796411)	('>50', 0.2731868913841781)	('>100', 0.02865867735378647)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-4_S35_R2_001	(1.0, 76.74716416490539)	(2.0, 9.86014374517821)	(3.0, 3.161351898799362)	(4.0, 2.17110805538737)	(5.0, 1.5887977566624845)	(6.0, 1.3116745741135387)	(7.0, 1.0771900545641981)	(8.0, 0.8152066434187221)	(9.0, 0.6148649244278201)	('>10', 2.410743107256051)	('>50', 0.22236843306064694)	('>100', 0.019386642226287703)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-5_S36_R1_001	(1.0, 78.75736301041141)	(2.0, 11.123175250699845)	(3.0, 3.308220130582662)	(4.0, 1.8202237442954)	(5.0, 1.23435428874473)	(6.0, 0.769040184612963)	(7.0, 0.49179118286936413)	(8.0, 0.36888645332410563)	(9.0, 0.23278842274002862)	('>10', 1.42393035492356)	('>50', 0.42753933936140404)	('>100', 0.04268763743449259)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-5_S36_R2_001	(1.0, 81.55510656397273)	(2.0, 9.886184223971835)	(3.0, 2.7896486183221785)	(4.0, 1.6003369156271219)	(5.0, 0.9840464179556703)	(6.0, 0.688133044734492)	(7.0, 0.41047423006496075)	(8.0, 0.2667826887575157)	(9.0, 0.1897681437807761)	('>10', 1.2399749685651826)	('>50', 0.3622411941356901)	('>100', 0.027302990111803007)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-6_S37_R1_001	(1.0, 72.41441825478383)	(2.0, 9.363934731888337)	(3.0, 3.3081301387735564)	(4.0, 2.5687019062002205)	(5.0, 2.3274960665928432)	(6.0, 1.9828010714321658)	(7.0, 1.6260901848605693)	(8.0, 1.3830668658322474)	(9.0, 1.0599820602620975)	('>10', 3.6939724835325447)	('>50', 0.241772733181278)	('>100', 0.029633502660294523)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-6_S37_R2_001	(1.0, 75.01718112403758)	(2.0, 8.634074808801122)	(3.0, 3.125727902942157)	(4.0, 2.4564918304992513)	(5.0, 2.1478575129630597)	(6.0, 1.8366845832063574)	(7.0, 1.460780258615228)	(8.0, 1.131967981251453)	(9.0, 0.8395354037881861)	('>10', 3.1104759333645475)	('>50', 0.2207017344555979)	('>100', 0.01852092607549914)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-7_S38_R1_001	(1.0, 73.70738021437163)	(2.0, 9.429930048420374)	(3.0, 3.208138932292777)	(4.0, 2.398428502829949)	(5.0, 2.113891936957685)	(6.0, 1.8676175239772885)	(7.0, 1.536775629488552)	(8.0, 1.2022191291807018)	(9.0, 0.9543238196178537)	('>10', 3.3100749104826943)	('>50', 0.25427554098176286)	('>100', 0.01694381139879047)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-7_S38_R2_001	(1.0, 75.93278551534247)	(2.0, 8.807510403433454)	(3.0, 3.0265297171000576)	(4.0, 2.2950910980918557)	(5.0, 2.0361991952678915)	(6.0, 1.7020740608633802)	(7.0, 1.3193631263890604)	(8.0, 1.0625532917821736)	(9.0, 0.805731618793023)	('>10', 2.800094418161801)	('>50', 0.20281391278102723)	('>100', 0.009253641993854774)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-8_S39_R1_001	(1.0, 72.86300239485485)	(2.0, 10.622648200379935)	(3.0, 3.280659934738523)	(4.0, 2.043499418679237)	(5.0, 1.7316154350932849)	(6.0, 1.47329946201341)	(7.0, 1.2001012374811386)	(8.0, 1.0309621366271793)	(9.0, 0.8944086248909879)	('>10', 4.354331092112591)	('>50', 0.44123343183125224)	('>100', 0.06423863129756598)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-8_S39_R2_001	(1.0, 75.18657608166062)	(2.0, 9.697372295234102)	(3.0, 3.0979156450948575)	(4.0, 1.917795231327513)	(5.0, 1.6416120215674006)	(6.0, 1.3656538985150628)	(7.0, 1.1467653942091869)	(8.0, 0.9519091451542672)	(9.0, 0.7506845512412129)	('>10', 3.7749799968462012)	('>50', 0.42530267366736474)	('>100', 0.04343306548215132)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-9_S40_R1_001	(1.0, 75.68466377246814)	(2.0, 10.614206393014996)	(3.0, 2.959137302651576)	(4.0, 1.882162418349613)	(5.0, 1.5576652369905746)	(6.0, 1.2477264134572568)	(7.0, 1.0485136182869221)	(8.0, 0.868602235915474)	(9.0, 0.7162641125404953)	('>10', 2.830529768263055)	('>50', 0.40763830397009815)	('>100', 0.18289042409181397)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
WZP-9_S40_R2_001	(1.0, 78.38179335407708)	(2.0, 9.415424134456279)	(3.0, 2.7362160704803595)	(4.0, 1.8107699824379597)	(5.0, 1.4033576653489508)	(6.0, 1.154433249271243)	(7.0, 0.8952048873085449)	(8.0, 0.7381524948520584)	(9.0, 0.6260804326622084)	('>10', 2.3630365770338355)	('>50', 0.32282605117612795)	('>100', 0.1527051008953655)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
