Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15
20150415.B-CAMA_reseq_16_R1	(1.0, 71.07737733004326)	(2.0, 9.372813164326784)	(3.0, 2.835114026117506)	(4.0, 1.8078680351719663)	(5.0, 1.3349726090000564)	(6.0, 1.0543388745404658)	(7.0, 0.9082067433786485)	(8.0, 0.8208900295723252)	(9.0, 0.7086635594602508)	('>10', 8.935502041580449)	('>50', 0.7976220576098233)	('>100', 0.33981975813748905)	('>500', 0.006811771061016935)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_16_R2	(1.0, 71.3803387951614)	(2.0, 9.220764033426377)	(3.0, 2.8364203722649663)	(4.0, 1.7750651347049715)	(5.0, 1.248853618542607)	(6.0, 1.095708299247112)	(7.0, 0.8992248484011559)	(8.0, 0.7683419273513752)	(9.0, 0.7168664525395776)	('>10', 8.960411147394606)	('>50', 0.7359305515916174)	('>100', 0.3620748193742195)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_17_R1	(1.0, 71.73627349264571)	(2.0, 8.966418751926781)	(3.0, 2.8414451604201685)	(4.0, 1.7652019767474925)	(5.0, 1.3790429376836273)	(6.0, 1.1858514215907747)	(7.0, 1.0258203947868914)	(8.0, 0.8688728826156176)	(9.0, 0.8348929769980827)	('>10', 8.524816771620683)	('>50', 0.436286424639921)	('>100', 0.4315199357143036)	('>500', 0.0035568726099177157)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_17_R2	(1.0, 72.23363920953975)	(2.0, 8.826291767651087)	(3.0, 2.739338727891716)	(4.0, 1.760619945217531)	(5.0, 1.290024611834501)	(6.0, 1.125720211299659)	(7.0, 1.0583819760189186)	(8.0, 0.9045317286968314)	(9.0, 0.8676011366082845)	('>10', 8.344810090462142)	('>50', 0.4379182962214754)	('>100', 0.4111222985581981)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_18_R1	(1.0, 70.73905546951791)	(2.0, 8.838298619670597)	(3.0, 2.6002583656769933)	(4.0, 1.660801634707398)	(5.0, 1.2553014963655578)	(6.0, 1.094363993450409)	(7.0, 1.0079822439957196)	(8.0, 0.8877484150844933)	(9.0, 0.8407368212256546)	('>10', 9.448374013126926)	('>50', 1.0514632714692205)	('>100', 0.5756156557091328)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_18_R2	(1.0, 71.1429530769274)	(2.0, 8.801070050528176)	(3.0, 2.554485635899527)	(4.0, 1.6155190898004934)	(5.0, 1.3278914832079503)	(6.0, 1.0787170609324888)	(7.0, 0.9791572780869056)	(8.0, 0.8981928594220109)	(9.0, 0.7772192835055114)	('>10', 9.350364614971033)	('>50', 0.9357455024209418)	('>100', 0.5386840642974519)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_19_R1	(1.0, 69.04723964676745)	(2.0, 9.131664891250376)	(3.0, 3.005055324722222)	(4.0, 1.8593926479670742)	(5.0, 1.37353953032488)	(6.0, 1.0799547228556494)	(7.0, 0.9647266177143999)	(8.0, 0.8178960809734636)	(9.0, 0.7319006174355608)	('>10', 10.039431379147121)	('>50', 0.965041573987096)	('>100', 0.9739739856030577)	('>500', 0.010182981251598482)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_19_R2	(1.0, 69.86884073142224)	(2.0, 8.812139564174753)	(3.0, 2.992882537185265)	(4.0, 1.7910572998969063)	(5.0, 1.3259294638090804)	(6.0, 1.0752255541780082)	(7.0, 0.8626586709533822)	(8.0, 0.8663482414980722)	(9.0, 0.7482008286177293)	('>10', 9.790907414785801)	('>50', 0.9013526658532925)	('>100', 0.9595429065678621)	('>500', 0.004914121057555735)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_1_R1	(1.0, 73.4110162674397)	(2.0, 9.455788284307213)	(3.0, 2.678034587995142)	(4.0, 1.7443026746154313)	(5.0, 1.2953247632112435)	(6.0, 1.0743620538107144)	(7.0, 0.9389772867309285)	(8.0, 0.8059140764514969)	(9.0, 0.6569456718454225)	('>10', 6.732724932853622)	('>50', 0.7823628129961809)	('>100', 0.40121977224657857)	('>500', 0.023026815496415342)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_1_R2	(1.0, 73.64650859479502)	(2.0, 9.280346627843475)	(3.0, 2.7743838873641464)	(4.0, 1.6825751009265946)	(5.0, 1.3417323947890862)	(6.0, 1.0795953126230844)	(7.0, 0.9290662520775342)	(8.0, 0.7878604773489191)	(9.0, 0.7138522540182772)	('>10', 6.6147463614343)	('>50', 0.7189702966528793)	('>100', 0.4209557995200474)	('>500', 0.009406640606640307)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_20_R1	(1.0, 71.30591340125531)	(2.0, 8.704328488384695)	(3.0, 2.7620610869695765)	(4.0, 1.7116347352887422)	(5.0, 1.303079063077365)	(6.0, 1.089302262278584)	(7.0, 0.9117671767818327)	(8.0, 0.759635736490032)	(9.0, 0.725971540577871)	('>10', 9.241857331201038)	('>50', 0.8586612255532736)	('>100', 0.623084293265014)	('>500', 0.0027036588765376995)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_20_R2	(1.0, 71.61523236732666)	(2.0, 8.817123558180512)	(3.0, 2.7425820366879083)	(4.0, 1.600051558638756)	(5.0, 1.2132034642960505)	(6.0, 1.03731439757314)	(7.0, 0.881754316031692)	(8.0, 0.8202190051596913)	(9.0, 0.7856728235700596)	('>10', 9.055655065772449)	('>50', 0.8025048463198353)	('>100', 0.6286865604432262)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_21_R1	(1.0, 70.26867864353899)	(2.0, 9.425493577716072)	(3.0, 3.0098699166781793)	(4.0, 1.795903609348122)	(5.0, 1.3883393129466999)	(6.0, 1.0372901102396168)	(7.0, 0.9057734647590372)	(8.0, 0.8059315866114068)	(9.0, 0.709725422509746)	('>10', 8.94899191060568)	('>50', 1.1039075974028385)	('>100', 0.5973128043378703)	('>500', 0.0027820433057554293)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_21_R2	(1.0, 70.98470860850807)	(2.0, 9.134364872252172)	(3.0, 2.9046446905398344)	(4.0, 1.7691834636026205)	(5.0, 1.3264986506523029)	(6.0, 1.0434402597027437)	(7.0, 0.8817884051800791)	(8.0, 0.7607537615435134)	(9.0, 0.6533549720687782)	('>10', 8.89446617362807)	('>50', 1.035739900581643)	('>100', 0.6110562417401609)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_22_R1	(1.0, 71.56018994960175)	(2.0, 8.403492062790418)	(3.0, 2.3801176884905515)	(4.0, 1.536635415952608)	(5.0, 1.174217789219914)	(6.0, 1.0657208033314878)	(7.0, 0.8923843477852692)	(8.0, 0.8481624643880975)	(9.0, 0.7663654040379281)	('>10', 9.584712563566233)	('>50', 1.147673888744488)	('>100', 0.6346046560248054)	('>500', 0.005722966066415233)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_22_R2	(1.0, 72.24067839176683)	(2.0, 8.025107500620225)	(3.0, 2.3727363180486774)	(4.0, 1.5679527978394072)	(5.0, 1.1464944585830918)	(6.0, 1.045926996655979)	(7.0, 0.8554123687448687)	(8.0, 0.8100840746075841)	(9.0, 0.7281763502503563)	('>10', 9.505695476073582)	('>50', 1.043665878160407)	('>100', 0.6580693886490318)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_23_R1	(1.0, 70.50394478070326)	(2.0, 8.29144354498034)	(3.0, 2.9418366579543753)	(4.0, 1.905945816570757)	(5.0, 1.4157769706970227)	(6.0, 1.109583611974787)	(7.0, 0.9475541180082826)	(8.0, 0.8169438312705286)	(9.0, 0.6796174414841296)	('>10', 9.154215643091781)	('>50', 1.6079643884787929)	('>100', 0.6147549193283793)	('>500', 0.004922758592982227)	('>1k', 0.0054955168645829675)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_23_R2	(1.0, 70.79504087299644)	(2.0, 8.318754090732922)	(3.0, 2.846841394757043)	(4.0, 1.8783555352205554)	(5.0, 1.366027175214072)	(6.0, 1.1198041426670795)	(7.0, 0.9587748303799333)	(8.0, 0.7667104026632208)	(9.0, 0.7413449001510972)	('>10', 9.022500995059122)	('>50', 1.5954836685268912)	('>100', 0.5869255346315746)	('>500', 0.003436456999950091)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_24_R1	(1.0, 71.1845158846337)	(2.0, 7.910133409215166)	(3.0, 2.6596362910226947)	(4.0, 1.7185906619243623)	(5.0, 1.3117661310192883)	(6.0, 1.0849940414435795)	(7.0, 0.9654468353054524)	(8.0, 0.8150015718730598)	(9.0, 0.7465487666401821)	('>10', 9.189420947882404)	('>50', 1.5762131127220076)	('>100', 0.8072700917443651)	('>500', 0.0)	('>1k', 0.030462254573595658)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_24_R2	(1.0, 71.35444903619315)	(2.0, 7.8425144529845765)	(3.0, 2.705287391896737)	(4.0, 1.6823165774807327)	(5.0, 1.3681937237100368)	(6.0, 1.106422379607893)	(7.0, 0.9296087707223573)	(8.0, 0.791104048751379)	(9.0, 0.7003280554083016)	('>10', 9.116256416273911)	('>50', 1.6386644705796847)	('>100', 0.7608673734637137)	('>500', 0.003987302927381542)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_25_R1	(1.0, 71.2426883113149)	(2.0, 8.082498647991207)	(3.0, 2.5710090557992062)	(4.0, 1.6710057318538967)	(5.0, 1.2313514764478388)	(6.0, 1.0847795213801037)	(7.0, 0.9072545754268018)	(8.0, 0.9075066274557019)	(9.0, 0.8197094725553196)	('>10', 10.529354789853777)	('>50', 0.658970830012247)	('>100', 0.2911502898846477)	('>500', 0.002720670024387295)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_25_R2	(1.0, 71.85845519273127)	(2.0, 8.002360815760614)	(3.0, 2.5029697560777597)	(4.0, 1.6125200829040207)	(5.0, 1.2036542155364967)	(6.0, 1.0358680850588258)	(7.0, 1.0334257686412858)	(8.0, 0.8956550287341374)	(9.0, 0.8148869013025155)	('>10', 10.14236012218998)	('>50', 0.5813669436827592)	('>100', 0.3164770873803834)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_26_R1	(1.0, 71.57883512562921)	(2.0, 8.570348407225014)	(3.0, 2.6271599026901273)	(4.0, 1.7153364723268838)	(5.0, 1.2862406691525163)	(6.0, 0.9791168157208812)	(7.0, 0.8219926185173065)	(8.0, 0.721424045776251)	(9.0, 0.5921013924131704)	('>10', 8.069979322649974)	('>50', 2.1848878715265045)	('>100', 0.846175839964691)	('>500', 0.0064015164073048525)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_26_R2	(1.0, 72.15064736944791)	(2.0, 8.549551394080272)	(3.0, 2.661500057932579)	(4.0, 1.6375975464299493)	(5.0, 1.2300372267357584)	(6.0, 0.9957177615811876)	(7.0, 0.8094194927176221)	(8.0, 0.6825840546350553)	(9.0, 0.5995146469385949)	('>10', 7.81401621092051)	('>50', 2.1135670730704206)	('>100', 0.7528375364258872)	('>500', 0.0030096290844244086)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_2_R1	(1.0, 74.78697394825082)	(2.0, 9.594545978020268)	(3.0, 2.992130255503853)	(4.0, 1.8857223446004812)	(5.0, 1.4109071683066337)	(6.0, 0.9897255204218377)	(7.0, 0.819775300429192)	(8.0, 0.7228246312138655)	(9.0, 0.5531087089862097)	('>10', 5.098709984198018)	('>50', 0.8370748624963417)	('>100', 0.2709528275875146)	('>500', 0.03754846998502544)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_2_R2	(1.0, 75.27829754618551)	(2.0, 9.392410451995575)	(3.0, 2.970804795736254)	(4.0, 1.7799039404756256)	(5.0, 1.3529190248067167)	(6.0, 1.0605090273400195)	(7.0, 0.786590791241002)	(8.0, 0.6692410503904204)	(9.0, 0.5756031855161992)	('>10', 5.031726168529814)	('>50', 0.7760245163647695)	('>100', 0.3119738740298855)	('>500', 0.013995627388294393)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_3_R1	(1.0, 73.99107141362629)	(2.0, 9.683542367430515)	(3.0, 3.0388817135325192)	(4.0, 1.882894753397287)	(5.0, 1.3710553801995466)	(6.0, 1.1120711404460808)	(7.0, 0.8537006185763075)	(8.0, 0.6941019038701418)	(9.0, 0.5691474761167286)	('>10', 5.456598947631834)	('>50', 0.856462968100879)	('>100', 0.477980228134452)	('>500', 0.012491088937323862)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_3_R2	(1.0, 74.29624464985352)	(2.0, 9.455357244739371)	(3.0, 2.9223320924940044)	(4.0, 1.8900678251853815)	(5.0, 1.386234098162422)	(6.0, 1.1433723222545473)	(7.0, 0.8759805414362615)	(8.0, 0.696189562408983)	(9.0, 0.5986243278352714)	('>10', 5.398177134228796)	('>50', 0.8658905603535882)	('>100', 0.46568642547034345)	('>500', 0.005843215577414425)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_4_R1	(1.0, 69.44966318389768)	(2.0, 8.657469352788281)	(3.0, 2.642559498761378)	(4.0, 1.603679476211752)	(5.0, 1.2147301238091477)	(6.0, 1.1027247129811406)	(7.0, 0.994091781063129)	(8.0, 0.9676497725837585)	(9.0, 0.9157212151791103)	('>10', 11.403626617093371)	('>50', 0.7884218121228742)	('>100', 0.25279638323929793)	('>500', 0.006866070269001292)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_4_R2	(1.0, 69.86286661580671)	(2.0, 8.497823667982308)	(3.0, 2.668449990076383)	(4.0, 1.6492315678226936)	(5.0, 1.148064243047474)	(6.0, 1.133278048367195)	(7.0, 0.9934565825589877)	(8.0, 0.9670018626709317)	(9.0, 0.8805972840169103)	('>10', 11.251947002327269)	('>50', 0.7027839616511781)	('>100', 0.24449917367201832)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_5_R1	(1.0, 70.75709229270554)	(2.0, 9.360298607648899)	(3.0, 2.688860895063993)	(4.0, 1.6042868493207612)	(5.0, 1.2505706342227605)	(6.0, 1.0888900876020755)	(7.0, 0.9324848210887233)	(8.0, 0.8721377557606562)	(9.0, 0.8115040320261532)	('>10', 9.366084249844125)	('>50', 0.7466097933336645)	('>100', 0.5032658958891527)	('>500', 0.017914085493437103)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_5_R2	(1.0, 71.2122498691782)	(2.0, 9.182218406095883)	(3.0, 2.6325920962586924)	(4.0, 1.6136052597678558)	(5.0, 1.2838716679323654)	(6.0, 0.984715165411509)	(7.0, 0.9356896168935296)	(8.0, 0.8360068738448341)	(9.0, 0.7833623413475953)	('>10', 9.351897030346528)	('>50', 0.6911094722116525)	('>100', 0.4869233638449188)	('>500', 0.005758836866429161)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_6_R1	(1.0, 72.88308068312811)	(2.0, 9.582273983444798)	(3.0, 3.137585342379081)	(4.0, 1.9028124621642366)	(5.0, 1.425939528841587)	(6.0, 1.0891597954777499)	(7.0, 0.8623848956295292)	(8.0, 0.7768152087477097)	(9.0, 0.6695080275969237)	('>10', 5.965711980264448)	('>50', 0.7969978516378035)	('>100', 0.8613996854740895)	('>500', 0.04633055521382124)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_6_R2	(1.0, 73.30037941302548)	(2.0, 9.535141405067716)	(3.0, 3.0108184007994976)	(4.0, 1.8893284177495588)	(5.0, 1.3481397606369085)	(6.0, 1.0884463229399237)	(7.0, 0.8646308375544797)	(8.0, 0.7628764422852765)	(9.0, 0.631187028120218)	('>10', 5.977992608346826)	('>50', 0.6978349283138013)	('>100', 0.8732511843104452)	('>500', 0.019973250849662887)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_7_R1	(1.0, 72.43479476850925)	(2.0, 9.900297793708647)	(3.0, 3.0683591241336154)	(4.0, 2.0091585066956186)	(5.0, 1.4764184890043603)	(6.0, 1.0889495114730667)	(7.0, 0.9383511222138118)	(8.0, 0.7376275258551032)	(9.0, 0.6442118540835575)	('>10', 6.3073619909941705)	('>50', 0.8141381355189752)	('>100', 0.552731250236792)	('>500', 0.022865579464177773)	('>1k', 0.004734348108846348)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_7_R2	(1.0, 72.88669159330283)	(2.0, 9.787393398451751)	(3.0, 2.984027919578079)	(4.0, 1.9154628153224778)	(5.0, 1.4325497013302309)	(6.0, 1.173524346507387)	(7.0, 0.8690226940078866)	(8.0, 0.7427941362181782)	(9.0, 0.6635353898456797)	('>10', 6.161545563385867)	('>50', 0.8190676108847099)	('>100', 0.5569689901647237)	('>500', 0.002850813864593389)	('>1k', 0.0045650271356847735)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_8_R1	(1.0, 68.27407582106851)	(2.0, 9.518208028519817)	(3.0, 2.8795013820451265)	(4.0, 1.7936904348467002)	(5.0, 1.3111699186358696)	(6.0, 1.051307295533218)	(7.0, 0.9144599419155266)	(8.0, 0.8030879711355573)	(9.0, 0.7626421791405165)	('>10', 9.398821898107638)	('>50', 2.152151416209448)	('>100', 1.1346438586364462)	('>500', 0.006239854205572346)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_8_R2	(1.0, 68.58278960268935)	(2.0, 9.321389171138478)	(3.0, 3.015885342639285)	(4.0, 1.7859650546804047)	(5.0, 1.2535004249181008)	(6.0, 1.0694314361156645)	(7.0, 0.923590180486659)	(8.0, 0.8262789620671377)	(9.0, 0.7315415565265697)	('>10', 9.225682339952716)	('>50', 2.1278915928181297)	('>100', 1.1303981208512437)	('>500', 0.005656215116318459)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_9_R1	(1.0, 73.977588986676)	(2.0, 10.008712779430496)	(3.0, 3.0966727409168686)	(4.0, 1.8609164490223455)	(5.0, 1.4099210794721342)	(6.0, 1.0843985120541773)	(7.0, 0.9328024494845334)	(8.0, 0.6761415877882666)	(9.0, 0.593689702085137)	('>10', 5.251091009081133)	('>50', 0.6371052787322132)	('>100', 0.4617840660647192)	('>500', 0.009175359191910103)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
20150415.B-CAMA_reseq_9_R2	(1.0, 74.26628973477342)	(2.0, 9.778503605935834)	(3.0, 3.066681888671342)	(4.0, 1.828851177125455)	(5.0, 1.3807864446418203)	(6.0, 1.1075458374434866)	(7.0, 0.8368887802892349)	(8.0, 0.7581204422926227)	(9.0, 0.6363061030078615)	('>10', 5.233682101362288)	('>50', 0.5743406882914425)	('>100', 0.5320031961651834)	('>500', 0.0)	('>1k', 0.0)	('>5k', 0.0)	('>10k+', 0.0)
