Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35
20150415.B-CAMA_reseq_24_R1	(2.0, 33.0)	(3.0, 39.0)	(4.0, 46.0)	(5.0, 61.0)	(6.0, 114.0)	(7.0, 211.0)	(8.0, 593.0)	(9.0, 769.0)	(10.0, 984.0)	(11.0, 1142.0)	(12.0, 1515.0)	(13.0, 1852.0)	(14.0, 2261.0)	(15.0, 2769.0)	(16.0, 3252.0)	(17.0, 3893.0)	(18.0, 4792.0)	(19.0, 5541.0)	(20.0, 6783.0)	(21.0, 8520.0)	(22.0, 10131.0)	(23.0, 13542.0)	(24.0, 19195.0)	(25.0, 26664.0)	(26.0, 37239.0)	(27.0, 50997.0)	(28.0, 67631.0)	(29.0, 89056.0)	(30.0, 116803.0)	(31.0, 152292.0)	(32.0, 202774.0)	(33.0, 277873.0)	(34.0, 403869.0)	(35.0, 653302.0)	(36.0, 1521666.0)	(37.0, 14479236.0)
20150415.B-CAMA_reseq_24_R2	(2.0, 20741.0)	(3.0, 3332.0)	(4.0, 1771.0)	(5.0, 1620.0)	(6.0, 1692.0)	(7.0, 1699.0)	(8.0, 2028.0)	(9.0, 2463.0)	(10.0, 2872.0)	(11.0, 3460.0)	(12.0, 4115.0)	(13.0, 4900.0)	(14.0, 5860.0)	(15.0, 7219.0)	(16.0, 8802.0)	(17.0, 11069.0)	(18.0, 13483.0)	(19.0, 17050.0)	(20.0, 20854.0)	(21.0, 25880.0)	(22.0, 32662.0)	(23.0, 41055.0)	(24.0, 49952.0)	(25.0, 61153.0)	(26.0, 73921.0)	(27.0, 88617.0)	(28.0, 106355.0)	(29.0, 127947.0)	(30.0, 156032.0)	(31.0, 196121.0)	(32.0, 255556.0)	(33.0, 347983.0)	(34.0, 509437.0)	(35.0, 854778.0)	(36.0, 2006004.0)	(37.0, 13098957.0)
20150415.B-CAMA_reseq_25_R1	(2.0, 59.0)	(3.0, 62.0)	(4.0, 64.0)	(5.0, 92.0)	(6.0, 152.0)	(7.0, 290.0)	(8.0, 790.0)	(9.0, 1085.0)	(10.0, 1471.0)	(11.0, 1727.0)	(12.0, 2368.0)	(13.0, 2742.0)	(14.0, 3674.0)	(15.0, 4587.0)	(16.0, 5623.0)	(17.0, 6862.0)	(18.0, 8386.0)	(19.0, 10063.0)	(20.0, 12472.0)	(21.0, 15522.0)	(22.0, 20254.0)	(23.0, 27418.0)	(24.0, 37909.0)	(25.0, 52997.0)	(26.0, 72011.0)	(27.0, 96649.0)	(28.0, 126722.0)	(29.0, 164993.0)	(30.0, 213110.0)	(31.0, 280439.0)	(32.0, 375597.0)	(33.0, 524985.0)	(34.0, 794781.0)	(35.0, 1363770.0)	(36.0, 3243088.0)	(37.0, 12633130.0)
20150415.B-CAMA_reseq_25_R2	(2.0, 23785.0)	(3.0, 4546.0)	(4.0, 2746.0)	(5.0, 2675.0)	(6.0, 2792.0)	(7.0, 2793.0)	(8.0, 3306.0)	(9.0, 3847.0)	(10.0, 4510.0)	(11.0, 5311.0)	(12.0, 6534.0)	(13.0, 7805.0)	(14.0, 9529.0)	(15.0, 12309.0)	(16.0, 15953.0)	(17.0, 20101.0)	(18.0, 26222.0)	(19.0, 33329.0)	(20.0, 42308.0)	(21.0, 53416.0)	(22.0, 66914.0)	(23.0, 82080.0)	(24.0, 97915.0)	(25.0, 117354.0)	(26.0, 138402.0)	(27.0, 162091.0)	(28.0, 189166.0)	(29.0, 221066.0)	(30.0, 263603.0)	(31.0, 320795.0)	(32.0, 403583.0)	(33.0, 531545.0)	(34.0, 747353.0)	(35.0, 1187112.0)	(36.0, 2534774.0)	(37.0, 12758374.0)
20150415.B-CAMA_reseq_26_R1	(2.0, 49.0)	(3.0, 60.0)	(4.0, 61.0)	(5.0, 96.0)	(6.0, 130.0)	(7.0, 287.0)	(8.0, 639.0)	(9.0, 901.0)	(10.0, 1205.0)	(11.0, 1456.0)	(12.0, 1876.0)	(13.0, 2303.0)	(14.0, 2825.0)	(15.0, 3451.0)	(16.0, 4224.0)	(17.0, 4991.0)	(18.0, 6034.0)	(19.0, 7316.0)	(20.0, 8902.0)	(21.0, 10774.0)	(22.0, 14041.0)	(23.0, 18830.0)	(24.0, 25992.0)	(25.0, 36405.0)	(26.0, 51158.0)	(27.0, 69143.0)	(28.0, 91894.0)	(29.0, 120233.0)	(30.0, 157268.0)	(31.0, 204033.0)	(32.0, 269753.0)	(33.0, 367711.0)	(34.0, 529162.0)	(35.0, 858152.0)	(36.0, 1954071.0)	(37.0, 15295428.0)
20150415.B-CAMA_reseq_26_R2	(2.0, 24101.0)	(3.0, 5054.0)	(4.0, 3254.0)	(5.0, 3090.0)	(6.0, 3246.0)	(7.0, 3307.0)	(8.0, 3760.0)	(9.0, 4414.0)	(10.0, 5096.0)	(11.0, 5967.0)	(12.0, 7184.0)	(13.0, 8528.0)	(14.0, 10696.0)	(15.0, 13437.0)	(16.0, 17348.0)	(17.0, 21857.0)	(18.0, 28282.0)	(19.0, 35838.0)	(20.0, 44778.0)	(21.0, 56150.0)	(22.0, 68719.0)	(23.0, 82875.0)	(24.0, 99698.0)	(25.0, 117434.0)	(26.0, 137269.0)	(27.0, 160454.0)	(28.0, 185704.0)	(29.0, 215536.0)	(30.0, 256171.0)	(31.0, 309938.0)	(32.0, 389527.0)	(33.0, 512424.0)	(34.0, 717939.0)	(35.0, 1142479.0)	(36.0, 2458254.0)	(37.0, 12961046.0)
20150415.B-CAMA_reseq_2_R1	(2.0, 32.0)	(3.0, 52.0)	(4.0, 72.0)	(5.0, 77.0)	(6.0, 132.0)	(7.0, 230.0)	(8.0, 610.0)	(9.0, 889.0)	(10.0, 1127.0)	(11.0, 1266.0)	(12.0, 1660.0)	(13.0, 2008.0)	(14.0, 2535.0)	(15.0, 2959.0)	(16.0, 3861.0)	(17.0, 4568.0)	(18.0, 5576.0)	(19.0, 6314.0)	(20.0, 7642.0)	(21.0, 9291.0)	(22.0, 11485.0)	(23.0, 14978.0)	(24.0, 20094.0)	(25.0, 27798.0)	(26.0, 37862.0)	(27.0, 50759.0)	(28.0, 67399.0)	(29.0, 87332.0)	(30.0, 113435.0)	(31.0, 147578.0)	(32.0, 193123.0)	(33.0, 261571.0)	(34.0, 374018.0)	(35.0, 597999.0)	(36.0, 1290410.0)	(37.0, 13799302.0)
20150415.B-CAMA_reseq_2_R2	(2.0, 21114.0)	(3.0, 3215.0)	(4.0, 2428.0)	(5.0, 2149.0)	(6.0, 2078.0)	(7.0, 2301.0)	(8.0, 2638.0)	(9.0, 3077.0)	(10.0, 3686.0)	(11.0, 4333.0)	(12.0, 5197.0)	(13.0, 6347.0)	(14.0, 7821.0)	(15.0, 9712.0)	(16.0, 11492.0)	(17.0, 14082.0)	(18.0, 17572.0)	(19.0, 21661.0)	(20.0, 27182.0)	(21.0, 34356.0)	(22.0, 42770.0)	(23.0, 52784.0)	(24.0, 64352.0)	(25.0, 77091.0)	(26.0, 90364.0)	(27.0, 105810.0)	(28.0, 123499.0)	(29.0, 144880.0)	(30.0, 170255.0)	(31.0, 208285.0)	(32.0, 261928.0)	(33.0, 343196.0)	(34.0, 480824.0)	(35.0, 758399.0)	(36.0, 1608263.0)	(37.0, 12410903.0)
20150415.B-CAMA_reseq_3_R1	(2.0, 63.0)	(3.0, 65.0)	(4.0, 61.0)	(5.0, 69.0)	(6.0, 130.0)	(7.0, 269.0)	(8.0, 729.0)	(9.0, 1000.0)	(10.0, 1256.0)	(11.0, 1490.0)	(12.0, 1882.0)	(13.0, 2315.0)	(14.0, 2903.0)	(15.0, 3525.0)	(16.0, 4542.0)	(17.0, 5405.0)	(18.0, 6413.0)	(19.0, 7554.0)	(20.0, 9008.0)	(21.0, 10966.0)	(22.0, 13594.0)	(23.0, 17491.0)	(24.0, 23998.0)	(25.0, 32996.0)	(26.0, 45064.0)	(27.0, 60724.0)	(28.0, 80359.0)	(29.0, 103801.0)	(30.0, 135207.0)	(31.0, 175079.0)	(32.0, 230994.0)	(33.0, 311866.0)	(34.0, 446971.0)	(35.0, 719178.0)	(36.0, 1555580.0)	(37.0, 14701774.0)
20150415.B-CAMA_reseq_3_R2	(2.0, 21857.0)	(3.0, 3418.0)	(4.0, 2664.0)	(5.0, 2554.0)	(6.0, 2425.0)	(7.0, 2642.0)	(8.0, 3110.0)	(9.0, 3615.0)	(10.0, 4267.0)	(11.0, 4971.0)	(12.0, 5916.0)	(13.0, 7139.0)	(14.0, 8757.0)	(15.0, 10580.0)	(16.0, 12786.0)	(17.0, 15685.0)	(18.0, 19340.0)	(19.0, 23662.0)	(20.0, 29814.0)	(21.0, 37255.0)	(22.0, 46858.0)	(23.0, 57649.0)	(24.0, 69578.0)	(25.0, 83225.0)	(26.0, 98642.0)	(27.0, 116190.0)	(28.0, 136497.0)	(29.0, 160702.0)	(30.0, 190926.0)	(31.0, 232371.0)	(32.0, 294155.0)	(33.0, 388110.0)	(34.0, 543483.0)	(35.0, 858123.0)	(36.0, 1814011.0)	(37.0, 13401344.0)
20150415.B-CAMA_reseq_4_R1	(2.0, 56.0)	(3.0, 54.0)	(4.0, 61.0)	(5.0, 73.0)	(6.0, 119.0)	(7.0, 262.0)	(8.0, 584.0)	(9.0, 813.0)	(10.0, 1129.0)	(11.0, 1314.0)	(12.0, 1644.0)	(13.0, 1952.0)	(14.0, 2554.0)	(15.0, 3203.0)	(16.0, 4010.0)	(17.0, 4712.0)	(18.0, 5704.0)	(19.0, 6577.0)	(20.0, 8188.0)	(21.0, 9789.0)	(22.0, 11920.0)	(23.0, 15652.0)	(24.0, 21251.0)	(25.0, 29314.0)	(26.0, 39320.0)	(27.0, 53247.0)	(28.0, 70570.0)	(29.0, 91953.0)	(30.0, 120381.0)	(31.0, 155610.0)	(32.0, 205481.0)	(33.0, 278786.0)	(34.0, 400227.0)	(35.0, 645138.0)	(36.0, 1412266.0)	(37.0, 13955553.0)
20150415.B-CAMA_reseq_4_R2	(2.0, 18740.0)	(3.0, 2448.0)	(4.0, 1886.0)	(5.0, 1736.0)	(6.0, 1766.0)	(7.0, 1925.0)	(8.0, 2322.0)	(9.0, 2885.0)	(10.0, 3422.0)	(11.0, 4011.0)	(12.0, 4676.0)	(13.0, 5959.0)	(14.0, 7532.0)	(15.0, 8966.0)	(16.0, 10991.0)	(17.0, 13370.0)	(18.0, 16866.0)	(19.0, 20531.0)	(20.0, 25743.0)	(21.0, 32683.0)	(22.0, 40905.0)	(23.0, 49953.0)	(24.0, 61354.0)	(25.0, 74216.0)	(26.0, 87550.0)	(27.0, 102907.0)	(28.0, 120955.0)	(29.0, 142148.0)	(30.0, 170082.0)	(31.0, 207475.0)	(32.0, 262510.0)	(33.0, 346503.0)	(34.0, 486061.0)	(35.0, 770858.0)	(36.0, 1637378.0)	(37.0, 12810154.0)
20150415.B-CAMA_reseq_5_R1	(2.0, 57.0)	(3.0, 72.0)	(4.0, 89.0)	(5.0, 104.0)	(6.0, 157.0)	(7.0, 328.0)	(8.0, 812.0)	(9.0, 1101.0)	(10.0, 1374.0)	(11.0, 1631.0)	(12.0, 2042.0)	(13.0, 2619.0)	(14.0, 3203.0)	(15.0, 4080.0)	(16.0, 4931.0)	(17.0, 5994.0)	(18.0, 7164.0)	(19.0, 8285.0)	(20.0, 10296.0)	(21.0, 12172.0)	(22.0, 15235.0)	(23.0, 19771.0)	(24.0, 26789.0)	(25.0, 37096.0)	(26.0, 50263.0)	(27.0, 67653.0)	(28.0, 89456.0)	(29.0, 116079.0)	(30.0, 150841.0)	(31.0, 194875.0)	(32.0, 255666.0)	(33.0, 345481.0)	(34.0, 493939.0)	(35.0, 789950.0)	(36.0, 1708052.0)	(37.0, 17247741.0)
20150415.B-CAMA_reseq_5_R2	(2.0, 24311.0)	(3.0, 3552.0)	(4.0, 2934.0)	(5.0, 2642.0)	(6.0, 2693.0)	(7.0, 2949.0)	(8.0, 3486.0)	(9.0, 3998.0)	(10.0, 4749.0)	(11.0, 5547.0)	(12.0, 6688.0)	(13.0, 8150.0)	(14.0, 10223.0)	(15.0, 12234.0)	(16.0, 14970.0)	(17.0, 18918.0)	(18.0, 23251.0)	(19.0, 28936.0)	(20.0, 36229.0)	(21.0, 45358.0)	(22.0, 56641.0)	(23.0, 69666.0)	(24.0, 84634.0)	(25.0, 100684.0)	(26.0, 118896.0)	(27.0, 139502.0)	(28.0, 162150.0)	(29.0, 189400.0)	(30.0, 224747.0)	(31.0, 272781.0)	(32.0, 341293.0)	(33.0, 446879.0)	(34.0, 623022.0)	(35.0, 984559.0)	(36.0, 2074671.0)	(37.0, 15524055.0)
20150415.B-CAMA_reseq_6_R1	(2.0, 82.0)	(3.0, 54.0)	(4.0, 68.0)	(5.0, 83.0)	(6.0, 139.0)	(7.0, 306.0)	(8.0, 770.0)	(9.0, 940.0)	(10.0, 1182.0)	(11.0, 1409.0)	(12.0, 1869.0)	(13.0, 2197.0)	(14.0, 2859.0)	(15.0, 3357.0)	(16.0, 4270.0)	(17.0, 5131.0)	(18.0, 6261.0)	(19.0, 7186.0)	(20.0, 8846.0)	(21.0, 10753.0)	(22.0, 13018.0)	(23.0, 17047.0)	(24.0, 23286.0)	(25.0, 31918.0)	(26.0, 43643.0)	(27.0, 58880.0)	(28.0, 78714.0)	(29.0, 101907.0)	(30.0, 133470.0)	(31.0, 173193.0)	(32.0, 228175.0)	(33.0, 311568.0)	(34.0, 444862.0)	(35.0, 716991.0)	(36.0, 1563726.0)	(37.0, 14749955.0)
20150415.B-CAMA_reseq_6_R2	(2.0, 21598.0)	(3.0, 3257.0)	(4.0, 2582.0)	(5.0, 2328.0)	(6.0, 2332.0)	(7.0, 2433.0)	(8.0, 2838.0)	(9.0, 3471.0)	(10.0, 4082.0)	(11.0, 4599.0)	(12.0, 5615.0)	(13.0, 6783.0)	(14.0, 8507.0)	(15.0, 10231.0)	(16.0, 12626.0)	(17.0, 15398.0)	(18.0, 19480.0)	(19.0, 23807.0)	(20.0, 30330.0)	(21.0, 37745.0)	(22.0, 47469.0)	(23.0, 58389.0)	(24.0, 70810.0)	(25.0, 84935.0)	(26.0, 100464.0)	(27.0, 117752.0)	(28.0, 138108.0)	(29.0, 162006.0)	(30.0, 193313.0)	(31.0, 234606.0)	(32.0, 296161.0)	(33.0, 388013.0)	(34.0, 543523.0)	(35.0, 859061.0)	(36.0, 1805505.0)	(37.0, 13427958.0)
20150415.B-CAMA_reseq_7_R1	(2.0, 77.0)	(3.0, 74.0)	(4.0, 93.0)	(5.0, 104.0)	(6.0, 178.0)	(7.0, 345.0)	(8.0, 921.0)	(9.0, 1223.0)	(10.0, 1571.0)	(11.0, 1745.0)	(12.0, 2321.0)	(13.0, 2710.0)	(14.0, 3525.0)	(15.0, 4303.0)	(16.0, 5409.0)	(17.0, 6418.0)	(18.0, 7734.0)	(19.0, 9128.0)	(20.0, 10906.0)	(21.0, 13292.0)	(22.0, 16520.0)	(23.0, 21227.0)	(24.0, 28814.0)	(25.0, 39446.0)	(26.0, 53816.0)	(27.0, 72605.0)	(28.0, 95621.0)	(29.0, 124609.0)	(30.0, 160992.0)	(31.0, 209218.0)	(32.0, 274689.0)	(33.0, 370923.0)	(34.0, 527920.0)	(35.0, 844061.0)	(36.0, 1820419.0)	(37.0, 17721294.0)
20150415.B-CAMA_reseq_7_R2	(2.0, 25526.0)	(3.0, 3798.0)	(4.0, 3008.0)	(5.0, 2690.0)	(6.0, 2691.0)	(7.0, 2932.0)	(8.0, 3512.0)	(9.0, 4149.0)	(10.0, 4944.0)	(11.0, 5898.0)	(12.0, 6887.0)	(13.0, 8491.0)	(14.0, 10582.0)	(15.0, 12846.0)	(16.0, 15489.0)	(17.0, 19256.0)	(18.0, 24467.0)	(19.0, 29965.0)	(20.0, 36712.0)	(21.0, 46930.0)	(22.0, 58285.0)	(23.0, 71310.0)	(24.0, 87491.0)	(25.0, 103937.0)	(26.0, 122650.0)	(27.0, 143693.0)	(28.0, 168728.0)	(29.0, 196779.0)	(30.0, 233244.0)	(31.0, 283977.0)	(32.0, 355907.0)	(33.0, 467058.0)	(34.0, 652233.0)	(35.0, 1028066.0)	(36.0, 2155585.0)	(37.0, 16054535.0)
20150415.B-CAMA_reseq_8_R1	(2.0, 90.0)	(3.0, 76.0)	(4.0, 88.0)	(5.0, 97.0)	(6.0, 156.0)	(7.0, 308.0)	(8.0, 834.0)	(9.0, 1120.0)	(10.0, 1378.0)	(11.0, 1647.0)	(12.0, 2044.0)	(13.0, 2607.0)	(14.0, 3277.0)	(15.0, 4158.0)	(16.0, 5101.0)	(17.0, 6153.0)	(18.0, 7563.0)	(19.0, 8810.0)	(20.0, 10676.0)	(21.0, 12774.0)	(22.0, 15935.0)	(23.0, 20582.0)	(24.0, 28154.0)	(25.0, 39019.0)	(26.0, 53460.0)	(27.0, 71684.0)	(28.0, 94908.0)	(29.0, 123623.0)	(30.0, 160943.0)	(31.0, 207849.0)	(32.0, 271665.0)	(33.0, 367865.0)	(34.0, 525914.0)	(35.0, 847283.0)	(36.0, 1844012.0)	(37.0, 17645401.0)
20150415.B-CAMA_reseq_8_R2	(2.0, 22959.0)	(3.0, 3254.0)	(4.0, 2622.0)	(5.0, 2464.0)	(6.0, 2565.0)	(7.0, 2778.0)	(8.0, 3466.0)	(9.0, 3837.0)	(10.0, 4643.0)	(11.0, 5468.0)	(12.0, 6493.0)	(13.0, 8016.0)	(14.0, 10317.0)	(15.0, 12639.0)	(16.0, 15716.0)	(17.0, 19029.0)	(18.0, 24034.0)	(19.0, 29832.0)	(20.0, 37561.0)	(21.0, 47147.0)	(22.0, 59178.0)	(23.0, 71699.0)	(24.0, 87348.0)	(25.0, 104443.0)	(26.0, 122652.0)	(27.0, 144082.0)	(28.0, 167928.0)	(29.0, 197571.0)	(30.0, 233224.0)	(31.0, 283262.0)	(32.0, 354645.0)	(33.0, 465573.0)	(34.0, 647990.0)	(35.0, 1022148.0)	(36.0, 2152236.0)	(37.0, 16008435.0)
20150415.B-CAMA_reseq_9_R1	(2.0, 62.0)	(3.0, 74.0)	(4.0, 56.0)	(5.0, 94.0)	(6.0, 159.0)	(7.0, 312.0)	(8.0, 752.0)	(9.0, 1035.0)	(10.0, 1304.0)	(11.0, 1487.0)	(12.0, 1960.0)	(13.0, 2423.0)	(14.0, 2966.0)	(15.0, 3720.0)	(16.0, 4694.0)	(17.0, 5453.0)	(18.0, 6547.0)	(19.0, 7704.0)	(20.0, 9402.0)	(21.0, 11093.0)	(22.0, 13822.0)	(23.0, 18067.0)	(24.0, 24939.0)	(25.0, 34223.0)	(26.0, 46555.0)	(27.0, 62537.0)	(28.0, 82788.0)	(29.0, 107863.0)	(30.0, 140411.0)	(31.0, 180911.0)	(32.0, 237113.0)	(33.0, 318986.0)	(34.0, 454089.0)	(35.0, 724464.0)	(36.0, 1552023.0)	(37.0, 14982592.0)
20150415.B-CAMA_reseq_9_R2	(2.0, 20070.0)	(3.0, 2884.0)	(4.0, 2364.0)	(5.0, 2222.0)	(6.0, 2264.0)	(7.0, 2447.0)	(8.0, 3025.0)	(9.0, 3552.0)	(10.0, 4354.0)	(11.0, 5106.0)	(12.0, 6053.0)	(13.0, 7402.0)	(14.0, 9489.0)	(15.0, 11630.0)	(16.0, 14372.0)	(17.0, 17934.0)	(18.0, 22783.0)	(19.0, 28105.0)	(20.0, 35483.0)	(21.0, 44904.0)	(22.0, 55770.0)	(23.0, 68541.0)	(24.0, 82958.0)	(25.0, 98008.0)	(26.0, 115087.0)	(27.0, 133647.0)	(28.0, 154716.0)	(29.0, 180652.0)	(30.0, 212963.0)	(31.0, 255703.0)	(32.0, 317874.0)	(33.0, 414023.0)	(34.0, 572530.0)	(35.0, 894745.0)	(36.0, 1864909.0)	(37.0, 13374111.0)
