Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
20150415.B-CAMA_reseq_15_R1	(1, 0.08055103657329978)	(2, 0.0009799672423677257)	(3, 0.0)	(4, 3.897627803494079e-05)	(5, 5.568064831874231e-06)	(6, 0.008385537853743302)	(7, 5.568110407165846e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 5.568378448381925e-06)	(20, 0.00010858428065461621)	(22, 0.0002283072794356088)	(24, 4.7332400216826944e-05)	(26, 0.00018654690540958183)	(28, 0.0009578008002648431)	(30, 0.0005039633655943208)	(32, 0.0016126110529197117)	(34, 0.003920245871579878)	(36, 0.0035538111251680986)	(38, 0.0003931529924756373)	(40, 0.00017851685242321425)	(42, 0.00033762440936306706)	(44, 0.00012281343929602443)	(46, 1.116846490120041e-05)	(48, 2.5136916595208002e-05)	(50, 0.0)	(52, 0.0)	(54, 3.0750946213603843e-05)	(56, 8.109463665799718e-05)	(58, 8.391726932086733e-06)	(60, 0.0)	(62, 0.00010636265607145332)	(64, 7.839674622144482e-05)	(66, 0.0010446728434745673)	(68, 0.0008068556281457914)	(70, 9.528230142180531e-05)	(72, 0.0002663085088203621)	(74, 0.00029442814091454203)	(76, 0.0)	(78, 0.0007771860377434087)	(80, 0.0013920423840982283)	(82, 0.0011341581339280738)	(84, 0.0010193432598833332)	(86, 0.0025392386811890896)	(88, 0.004245427041493388)	(90, 0.0021781200839478395)	(92, 0.0025385400560958317)	(94, 0.0024998466067127152)	(96, 0.00241616036059126)	(98, 0.0029345153474871323)	(100, 0.0034083372996416236)	(102, 0.0012866096759579218)	(104, 0.0017404058998295585)	(106, 0.003802838861463848)	(108, 0.005829679147308131)	(110, 0.009111750590220478)	(112, 0.004211711755521804)	(114, 0.0008572257760120933)	(116, 0.0009760046712824729)	(118, 0.0)	(120, 0.00034787573641121715)	(122, 0.0004594909384983292)	(124, 0.00017022567413409816)	(126, 3.405176503918904e-05)
20150415.B-CAMA_reseq_15_R2	(1, 0.0965142509132217)	(2, 0.10055137050866556)	(3, 0.11282915486653404)	(4, 0.12610369969145574)	(5, 0.13390497451774247)	(6, 0.12953464522797017)	(7, 0.1256374510965242)	(8, 0.11932921734488121)	(9, 0.13440258501974112)	(10, 0.11722855841029087)	(12, 0.10597350166890725)	(14, 0.11145062999632553)	(16, 0.11161563195718416)	(18, 0.10177455795304484)	(20, 0.09904413803702504)	(22, 0.08655502642255893)	(24, 0.09632549838429198)	(26, 0.09906890211236828)	(28, 0.08484777545081053)	(30, 0.08800030159440198)	(32, 0.09176450089670082)	(34, 0.07670165230499346)	(36, 0.0825201059488367)	(38, 0.09931063634844017)	(40, 0.11891339731297339)	(42, 0.12248663893096826)	(44, 0.1159990226372683)	(46, 0.10411433238530629)	(48, 0.1206451010522819)	(50, 0.1150170055749498)	(52, 0.10528159991365522)	(54, 0.09757208405730348)	(56, 0.08929861993728291)	(58, 0.06105216665121202)	(60, 0.04798205625551928)	(62, 0.04982762139695803)	(64, 0.0569630329095418)	(66, 0.055148598179264444)	(68, 0.056039436433158646)	(70, 0.05971052376192722)	(72, 0.0716754768532837)	(74, 0.07054705668700939)	(76, 0.0840877053363058)	(78, 0.08207512905867237)	(80, 0.07113109498694031)	(82, 0.07643714207286367)	(84, 0.0756526023290533)	(86, 0.0655758168207279)	(88, 0.06409387398046361)	(90, 0.06172890337299105)	(92, 0.06308921594402404)	(94, 0.06163809999431985)	(96, 0.05143933955128289)	(98, 0.05349045323987078)	(100, 0.055306786188540895)	(102, 0.05450444466009736)	(104, 0.05217794628470803)	(106, 0.06493497164841448)	(108, 0.06807893019661207)	(110, 0.060749071135288116)	(112, 0.06149764685167286)	(114, 0.053970727055906144)	(116, 0.08982536239021893)	(118, 0.1337228578657772)	(120, 0.16020937320568018)	(122, 0.20349587003900818)	(124, 0.15910400630764743)	(126, 0.13745046079954854)
20150415.B-CAMA_reseq_16_R1	(1, 0.07680924333231301)	(2, 0.0010603206094456268)	(3, 0.0)	(4, 4.241317644093465e-05)	(5, 0.0)	(6, 0.008628126127935115)	(7, 4.24137418099822e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00010604043588436224)	(22, 0.00021208285083222368)	(24, 4.2416956990538716e-05)	(26, 0.00019996746589926023)	(28, 0.0009180403286935837)	(30, 0.0004999274499224946)	(32, 0.0016882090117930643)	(34, 0.004078325561419417)	(36, 0.0034642611710743775)	(38, 0.00037023748276385194)	(40, 0.00020948023763438158)	(42, 0.00037052492448276845)	(44, 0.00014887261201494342)	(46, 1.5196571604816924e-05)	(48, 3.0403778289689573e-05)	(50, 0.0)	(52, 0.0)	(54, 3.347687201603141e-05)	(56, 7.306310173933411e-05)	(58, 1.2181317695769762e-05)	(60, 0.0)	(62, 0.00010056399334863653)	(64, 6.706511269484359e-05)	(66, 0.0010215505386818955)	(68, 0.0007931026909364225)	(70, 5.7975700309080664e-05)	(72, 0.00025639318701035197)	(74, 0.0002808990822416333)	(76, 0.0)	(78, 0.0008218298037525421)	(80, 0.0014394047282153277)	(82, 0.0011433083872002775)	(84, 0.0010824822087627485)	(86, 0.0025785211694752765)	(88, 0.004265097274049052)	(90, 0.0022463985166669455)	(92, 0.0025746046810843914)	(94, 0.0025906311325574814)	(96, 0.0025239964211936183)	(98, 0.002935280856435291)	(100, 0.003285662518139723)	(102, 0.0013275440150590705)	(104, 0.0016929116012471854)	(106, 0.0038867326946984662)	(108, 0.00592829251520851)	(110, 0.009017484036014689)	(112, 0.004129247979208976)	(114, 0.0009765428571033742)	(116, 0.0010229558669191557)	(118, 0.0)	(120, 0.0005111127457139887)	(122, 0.0005092192761160975)	(124, 0.00019447739755903084)	(126, 3.0875343148563755e-05)
20150415.B-CAMA_reseq_16_R2	(1, 0.09421659176599094)	(2, 0.09814925132945916)	(3, 0.11024346264446165)	(4, 0.12305871991302153)	(5, 0.13128131276223165)	(6, 0.12628319803928398)	(7, 0.1224179990570833)	(8, 0.11563835279119537)	(9, 0.130701830231586)	(10, 0.11380350058162059)	(12, 0.10256768217306426)	(14, 0.10835224842125164)	(16, 0.10846846269297787)	(18, 0.09875020427785862)	(20, 0.09598480773271377)	(22, 0.08372714784372222)	(24, 0.0931746261191264)	(26, 0.09578409113322724)	(28, 0.08140229981872558)	(30, 0.08466621366323747)	(32, 0.08834132710150187)	(34, 0.0740586951545619)	(36, 0.07950802219563056)	(38, 0.09600065647284593)	(40, 0.1156905914983946)	(42, 0.11891416792731153)	(44, 0.1125568230118926)	(46, 0.10057099952407336)	(48, 0.11722496795741422)	(50, 0.11120606726969487)	(52, 0.10155498387016003)	(54, 0.0942770644609157)	(56, 0.0861476114267205)	(58, 0.05948756641646401)	(60, 0.04699638651495245)	(62, 0.04954766386833139)	(64, 0.05625554393294598)	(66, 0.053965444733721835)	(68, 0.05491336761946433)	(70, 0.057301496496977265)	(72, 0.06956515899931903)	(74, 0.06786171598360498)	(76, 0.08121722235144872)	(78, 0.07906068645499618)	(80, 0.06858419628441251)	(82, 0.07407355099175744)	(84, 0.07335510226797194)	(86, 0.06383317399254985)	(88, 0.06275287404185602)	(90, 0.0598939897804388)	(92, 0.061337650602667826)	(94, 0.0594040347401679)	(96, 0.05096402505893576)	(98, 0.05313844355436777)	(100, 0.05552515947775332)	(102, 0.05445692462474252)	(104, 0.05209082321012511)	(106, 0.06430773276328515)	(108, 0.06636838278855403)	(110, 0.05887791697830047)	(112, 0.05965488951043172)	(114, 0.05233738972926863)	(116, 0.08661406437917883)	(118, 0.12932479275645828)	(120, 0.15574847340478973)	(122, 0.19873268680685854)	(124, 0.15467752503365717)	(126, 0.13350590736316478)
20150415.B-CAMA_reseq_17_R1	(1, 0.07719822447637405)	(2, 0.0008647460223163703)	(3, 0.0)	(4, 5.3306675257333536e-05)	(5, 5.922987772998651e-06)	(6, 0.008949675871881155)	(7, 2.9615207243074156e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 0.0)	(20, 0.00011550528081258853)	(22, 0.00019547213673524747)	(24, 5.627275844352749e-05)	(26, 0.00016881980532351635)	(28, 0.000888532422844287)	(30, 0.0005420097062387361)	(32, 0.0017628484169902679)	(34, 0.004253382943685417)	(36, 0.0036799286431886623)	(38, 0.0003530182646310348)	(40, 0.00018103336038248727)	(42, 0.00031471275914109187)	(44, 0.0001336587597411618)	(46, 2.9713747267226665e-06)	(48, 1.1890230344676375e-05)	(50, 0.0)	(52, 0.0)	(54, 1.7856772966845688e-05)	(56, 6.55013831659123e-05)	(58, 1.1914335569822905e-05)	(60, 0.0)	(62, 8.645074212596207e-05)	(64, 8.052188200037112e-05)	(66, 0.0009547330623045072)	(68, 0.0008238045856724086)	(70, 6.270758824525355e-05)	(72, 0.00028379620743710363)	(74, 0.00028092670547539596)	(76, 0.0)	(78, 0.0008375102662307546)	(80, 0.0014542845647083917)	(82, 0.0012004359528352605)	(84, 0.0012218983592600398)	(86, 0.00275042318466527)	(88, 0.004481031374563118)	(90, 0.002464829107580735)	(92, 0.0027358353027147767)	(94, 0.0028210024714382504)	(96, 0.0026870956390179137)	(98, 0.002904468051031654)	(100, 0.0032964545114218696)	(102, 0.0013588502155040241)	(104, 0.001900823339223279)	(106, 0.00411309253317847)	(108, 0.0061014212127422)	(110, 0.009383136468144072)	(112, 0.0043108256520455164)	(114, 0.0009523199040254412)	(116, 0.0011065561401006206)	(118, 0.0)	(120, 0.0004929203185232954)	(122, 0.00047622359662441796)	(124, 0.00014868833071828995)	(126, 4.249474248975239e-05)
20150415.B-CAMA_reseq_17_R2	(1, 0.09164401774765503)	(2, 0.09464730404735681)	(3, 0.10682514726512284)	(4, 0.11969614273271939)	(5, 0.12792366703929858)	(6, 0.12238626866697111)	(7, 0.11867900441837485)	(8, 0.11262018980180175)	(9, 0.12650436421695113)	(10, 0.11058389451303387)	(12, 0.1004385010976743)	(14, 0.10568150011341423)	(16, 0.10613269329123566)	(18, 0.09668292995272117)	(20, 0.09376942855409857)	(22, 0.08229360626717967)	(24, 0.09115278372877347)	(26, 0.09384579388044627)	(28, 0.08042089333209414)	(30, 0.08350181242441691)	(32, 0.08683558180773081)	(34, 0.07321131782950792)	(36, 0.07839313786496495)	(38, 0.09422868581775809)	(40, 0.11283068168321689)	(42, 0.11586709729822667)	(44, 0.10941251476365016)	(46, 0.09836698620312764)	(48, 0.11371474426771272)	(50, 0.10903789660910489)	(52, 0.09974314533618686)	(54, 0.09242325164849986)	(56, 0.0845529357679045)	(58, 0.0582160961831776)	(60, 0.04607092431218488)	(62, 0.048516459093232)	(64, 0.05539880038454688)	(66, 0.05295765362806471)	(68, 0.053869421632303766)	(70, 0.05707868398860648)	(72, 0.06870244537150359)	(74, 0.06733860424574502)	(76, 0.07991852555971148)	(78, 0.07799295924729541)	(80, 0.06783651489680292)	(82, 0.073307273447805)	(84, 0.07243916703223668)	(86, 0.06284004715250606)	(88, 0.06173021566819878)	(90, 0.059170722903231776)	(92, 0.06035311325950608)	(94, 0.059087777626124445)	(96, 0.049997703222064205)	(98, 0.05230705342669169)	(100, 0.05462729126463967)	(102, 0.054008267218175296)	(104, 0.05168320971499976)	(106, 0.06343251124714509)	(108, 0.06533366917738996)	(110, 0.05795793422950366)	(112, 0.05862536311364813)	(114, 0.051169086602722236)	(116, 0.08528342726671424)	(118, 0.12731182842459365)	(120, 0.15351933868294818)	(122, 0.1945076270521448)	(124, 0.15249955500607396)	(126, 0.13118464897998927)
20150415.B-CAMA_reseq_18_R1	(1, 0.07722646580475888)	(2, 0.0008560665419350352)	(3, 0.0)	(4, 7.03621946742503e-05)	(5, 0.0)	(6, 0.008982981120728921)	(7, 2.9317933521937555e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 5.863869163240236e-06)	(20, 0.00010848251144637095)	(22, 0.00021989902002441522)	(24, 4.398019601093758e-05)	(26, 0.00013780571317857732)	(28, 0.0008209770183610044)	(30, 0.0004720654396464189)	(32, 0.0016072618672165302)	(34, 0.0039581190513600425)	(36, 0.003580996415187769)	(38, 0.0003787896806415393)	(40, 0.00017918538505250204)	(42, 0.00032323930448892703)	(44, 0.0001264036314881441)	(46, 2.9406789768977906e-06)	(48, 5.883492954458352e-06)	(50, 0.0)	(52, 0.0)	(54, 2.3559008115106486e-05)	(56, 9.721605620384263e-05)	(58, 2.947065748093779e-06)	(60, 0.0)	(62, 8.553187866022983e-05)	(64, 9.441683178301879e-05)	(66, 0.000935685605622213)	(68, 0.0007323123678405024)	(70, 2.9540338158885427e-05)	(72, 0.00020981990861722386)	(74, 0.00024242381957116467)	(76, 0.0)	(78, 0.000772224167740581)	(80, 0.001343806698319925)	(82, 0.001131153519563448)	(84, 0.0010516175981895351)	(86, 0.002465616722903176)	(88, 0.004221696585421242)	(90, 0.002138387544275151)	(92, 0.0025842968863999463)	(94, 0.0024903454590004988)	(96, 0.002354780983394548)	(98, 0.002718169088832588)	(100, 0.003227668885396772)	(102, 0.0012458511521268702)	(104, 0.0016271603826248304)	(106, 0.0037198733040911614)	(108, 0.005686171783953337)	(110, 0.00889602053035948)	(112, 0.003929894144621594)	(114, 0.0007868969027648488)	(116, 0.0009841098466989466)	(118, 0.0)	(120, 0.00038584498076697364)	(122, 0.0004140399382924477)	(124, 0.00012906269865900854)	(126, 3.002331670822194e-05)
20150415.B-CAMA_reseq_18_R2	(1, 0.09260608920509922)	(2, 0.09597788797048602)	(3, 0.10752333214677327)	(4, 0.12053470572193617)	(5, 0.12806390893900274)	(6, 0.1235143753670177)	(7, 0.11980319487304245)	(8, 0.11345340157619839)	(9, 0.12781378847973127)	(10, 0.11158696387735219)	(12, 0.10078404924134614)	(14, 0.10598010043892554)	(16, 0.10633858910417347)	(18, 0.09665845777337707)	(20, 0.09398246587121525)	(22, 0.08250765330976603)	(24, 0.09146554835305573)	(26, 0.09440736006217709)	(28, 0.08111152341889998)	(30, 0.08424959236409124)	(32, 0.08747165104911722)	(34, 0.073712886677975)	(36, 0.07882799421117925)	(38, 0.0945024247958577)	(40, 0.11336123008919355)	(42, 0.11618830427489507)	(44, 0.11052235555539748)	(46, 0.09909075986677487)	(48, 0.11481752673616318)	(50, 0.10993844547644305)	(52, 0.1006481072812856)	(54, 0.09336610074627799)	(56, 0.08554013245360868)	(58, 0.05906430668385334)	(60, 0.047309651620003994)	(62, 0.04996764578713936)	(64, 0.0566493686442617)	(66, 0.05414211853035923)	(68, 0.05462145556641442)	(70, 0.05755262477543753)	(72, 0.06919815602399264)	(74, 0.06844233800280108)	(76, 0.08089653938013844)	(78, 0.07876864457041931)	(80, 0.06863383649915339)	(82, 0.073651328340038)	(84, 0.07323897283792104)	(86, 0.06343242027592347)	(88, 0.061957934775035986)	(90, 0.059556670124617316)	(92, 0.0612656724215375)	(94, 0.05993374341287585)	(96, 0.051172148952911466)	(98, 0.05390843266378686)	(100, 0.05588319944705858)	(102, 0.05513212204019417)	(104, 0.052384141806162375)	(106, 0.06471344703529028)	(108, 0.0665157769034109)	(110, 0.05904319057786828)	(112, 0.05999366991700906)	(114, 0.05214334047514881)	(116, 0.08622522377956522)	(118, 0.12774610899163372)	(120, 0.1536431996942569)	(122, 0.1947534266276958)	(124, 0.15253325583020885)	(126, 0.13173120805383232)
20150415.B-CAMA_reseq_19_R1	(1, 0.0901751847433361)	(2, 0.00010438884333797941)	(3, 0.0)	(4, 0.00018944784767527001)	(5, 1.159889176455487e-05)	(6, 0.008606408634988407)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 4.253158018159825e-05)	(20, 0.00019912676148644838)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 2.706666506071121e-05)	(30, 4.8333736952259375e-05)	(32, 0.0038895231525848135)	(34, 0.007483232392585039)	(36, 0.009673075040157492)	(38, 0.0053175771359603155)	(40, 0.0006202168200475784)	(42, 0.0007426939662611389)	(44, 0.0011310833879490108)	(46, 0.0011976356614516524)	(48, 0.00213232419375424)	(50, 0.0016573282469741616)	(52, 0.0017669762633272823)	(54, 0.004290197934291087)	(56, 0.0017472335242202175)	(58, 0.00013042435119968503)	(60, 0.000239550117867422)	(62, 0.00018121195255333292)	(64, 2.1444017526546427e-05)	(66, 0.0)	(68, 1.9513242554736937e-06)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.0008261345269241451)	(84, 0.001253466127624004)	(86, 0.0019692117948615054)	(88, 0.0003430513171837581)	(90, 0.0005981553047295336)	(92, 0.0010281066907123293)	(94, 0.00022769639692632633)	(96, 0.00022583338311486602)	(98, 0.00036541908726524106)	(100, 0.00018279806881112912)	(102, 0.0010736906327984525)	(104, 0.0011764809110857042)	(106, 0.002052801317036387)	(108, 0.0035205212324643884)	(110, 0.0021667404474618427)	(112, 0.0007921627750258112)	(114, 0.000287817363244812)	(116, 0.0003431832108619616)	(118, 0.00012840381728350148)	(120, 5.934281981057179e-06)	(122, 0.0)	(124, 0.0005220272888078064)	(126, 0.0)
20150415.B-CAMA_reseq_19_R2	(1, 0.05011364880136866)	(2, 0.0737557957472092)	(3, 0.07697282046368963)	(4, 0.08056875299489276)	(5, 0.0957016863261146)	(6, 0.09944461260618692)	(7, 0.09517271803052478)	(8, 0.1121926561868462)	(9, 0.10136356163803083)	(10, 0.0887463184351372)	(12, 0.09667114013466337)	(14, 0.08792996178650159)	(16, 0.08627969235480344)	(18, 0.08238880638151057)	(20, 0.08054522445289836)	(22, 0.08531914487218638)	(24, 0.07900180416194358)	(26, 0.08536502776059876)	(28, 0.081748481783529)	(30, 0.07522804958574596)	(32, 0.08592479485808202)	(34, 0.07624065124122598)	(36, 0.08102412731150278)	(38, 0.08680870010228672)	(40, 0.11187866556762345)	(42, 0.11256680272544686)	(44, 0.09948802662181634)	(46, 0.09866161900554818)	(48, 0.1087420827723877)	(50, 0.10397395634446113)	(52, 0.09513816990495669)	(54, 0.08975311388423748)	(56, 0.08996647081024925)	(58, 0.08126172073061148)	(60, 0.05563567020221707)	(62, 0.053196119132573376)	(64, 0.06582492278252705)	(66, 0.06965203550038176)	(68, 0.08201757937696533)	(70, 0.07177621314509325)	(72, 0.09589619632262755)	(74, 0.08002513406305699)	(76, 0.09991489209297223)	(78, 0.08823122130739694)	(80, 0.0802002513356044)	(82, 0.07248248224184078)	(84, 0.06875255111938433)	(86, 0.05837492569649063)	(88, 0.05890296867002299)	(90, 0.04831339194076925)	(92, 0.04983772377238038)	(94, 0.045260584014247526)	(96, 0.04639802055011867)	(98, 0.03999573363124307)	(100, 0.038057377836053015)	(102, 0.04669179011670647)	(104, 0.03674449842766126)	(106, 0.04293383375438564)	(108, 0.04562122662542209)	(110, 0.06876854044130681)	(112, 0.059230998846120715)	(114, 0.05048827609830482)	(116, 0.0927698453428299)	(118, 0.14085827243813215)	(120, 0.1555188542330099)	(122, 0.15470044538752462)	(124, 0.1449853089413502)	(126, 0.10504966213247559)
20150415.B-CAMA_reseq_1_R1	(1, 0.07902143947073398)	(2, 0.001099836325765943)	(3, 0.0)	(4, 3.61451282666676e-05)	(5, 5.1636129489987365e-06)	(6, 0.0092274120749491)	(7, 5.680020584394598e-05)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 2.5819580619781475e-06)	(20, 9.553325241408656e-05)	(22, 0.00018590407644003814)	(24, 4.905845971308961e-05)	(26, 0.00016783312409276513)	(28, 0.0008701571847290771)	(30, 0.000519000156784525)	(32, 0.0016272882708109379)	(34, 0.004046806406905971)	(36, 0.003397123241581533)	(38, 0.0004241790325200476)	(40, 0.00018889132693828377)	(42, 0.0003184009005930644)	(44, 0.00013207265580941386)	(46, 1.8134825432227374e-05)	(48, 2.073352194272686e-05)	(50, 0.0)	(52, 0.0)	(54, 1.5567297622212044e-05)	(56, 6.488707041287928e-05)	(58, 5.192928322140193e-06)	(60, 0.0)	(62, 0.00011173252584496747)	(64, 0.00010137577058257614)	(66, 0.0010141273399135637)	(68, 0.0008506135342758235)	(70, 9.367882604817824e-05)	(72, 0.00025250257383422557)	(74, 0.0003228992603784119)	(76, 0.0)	(78, 0.0007713128328110642)	(80, 0.0013450316680668289)	(82, 0.0010612536022975854)	(84, 0.0010016045757470372)	(86, 0.0024369717312583764)	(88, 0.004267378762986339)	(90, 0.0021670163917819427)	(92, 0.0026142996759966)	(94, 0.002544580648014821)	(96, 0.002422570770426636)	(98, 0.0029906233240647537)	(100, 0.0033787588103358847)	(102, 0.0012818526653196225)	(104, 0.001664357675698337)	(106, 0.0037249776979067168)	(108, 0.005763231322567847)	(110, 0.008918442298843879)	(112, 0.00408455420195566)	(114, 0.0007416781808054683)	(116, 0.001030365554559652)	(118, 0.0)	(120, 0.0003391377058401564)	(122, 0.0004666821014521011)	(124, 0.00017142960528096022)	(126, 2.1103861758731473e-05)
20150415.B-CAMA_reseq_1_R2	(1, 0.09478545245453893)	(2, 0.09908709750707397)	(3, 0.11126309011701006)	(4, 0.12491589915230476)	(5, 0.13262044765235886)	(6, 0.1272767914702811)	(7, 0.12369373503495569)	(8, 0.11726555318953269)	(9, 0.13170873115236026)	(10, 0.11526335264647694)	(12, 0.10414687782180644)	(14, 0.10969882395466223)	(16, 0.10977456002133268)	(18, 0.10023026108046569)	(20, 0.09722575841242544)	(22, 0.08516366753316687)	(24, 0.09428912524256831)	(26, 0.09731871210764481)	(28, 0.0825219258252341)	(30, 0.08629507840481478)	(32, 0.08952555870754746)	(34, 0.07546186670414005)	(36, 0.0811162439001236)	(38, 0.0978392268311225)	(40, 0.11716532720864768)	(42, 0.1205065192931965)	(44, 0.11387853724281352)	(46, 0.10187219662341712)	(48, 0.11840489503308997)	(50, 0.11249663639179464)	(52, 0.10304261259421928)	(54, 0.09532502132495527)	(56, 0.08708506185834688)	(58, 0.06030720715134894)	(60, 0.0473949996989598)	(62, 0.04989957982391923)	(64, 0.05678787877842663)	(66, 0.05444747514038121)	(68, 0.05519026216636125)	(70, 0.05869675407236217)	(72, 0.07068929612661391)	(74, 0.0692114253978355)	(76, 0.08295980408899517)	(78, 0.08059327322247913)	(80, 0.06933332304589715)	(82, 0.07474298348124005)	(84, 0.07416204170059641)	(86, 0.06436228399380339)	(88, 0.06303884503586125)	(90, 0.06088442989054771)	(92, 0.06227469331966085)	(94, 0.0604523086668756)	(96, 0.051463725247210386)	(98, 0.05384590831875367)	(100, 0.056057010157155765)	(102, 0.05473664229991421)	(104, 0.052570073128376256)	(106, 0.06486768795210372)	(108, 0.06737676378291045)	(110, 0.060159545765963884)	(112, 0.06054903520819897)	(114, 0.053106005525550934)	(116, 0.08804294624910229)	(118, 0.1304664737002143)	(120, 0.15690618552169708)	(122, 0.1993939299826488)	(124, 0.15590835956683538)	(126, 0.13471769978812667)
20150415.B-CAMA_reseq_20_R1	(1, 0.09339690301169476)	(2, 0.00014039621655010783)	(3, 4.3873998614371375e-06)	(4, 0.00020182115513040126)	(5, 2.193718025188709e-05)	(6, 0.008919698973102654)	(7, 0.0)	(8, 0.0)	(9, 0.0)	(10, 0.0)	(12, 0.0)	(14, 0.0)	(16, 0.0)	(18, 3.510155054079204e-05)	(20, 0.00022596815507575812)	(22, 0.0)	(24, 0.0)	(26, 0.0)	(28, 3.729702247338671e-05)	(30, 5.2655077430388344e-05)	(32, 0.00406244391094965)	(34, 0.007289785530557398)	(36, 0.009463269827280168)	(38, 0.005377546390182987)	(40, 0.00062877741881769)	(42, 0.0008643725749318096)	(44, 0.0012607650744927334)	(46, 0.0012766506603288444)	(48, 0.0022019556184394934)	(50, 0.0018172734017565036)	(52, 0.0017694380370563954)	(54, 0.0043887447367852)	(56, 0.0018941530098565416)	(58, 0.00014117534741378015)	(60, 0.00025155885394817317)	(62, 0.00022295126550228713)	(64, 2.4290370087195362e-05)	(66, 0.0)	(68, 8.838867576660494e-06)	(70, 0.0)	(72, 0.0)	(74, 0.0)	(76, 0.0)	(78, 0.0)	(80, 0.0)	(82, 0.000868198440396671)	(84, 0.001397964736151215)	(86, 0.002136382965350971)	(88, 0.0003635637879205621)	(90, 0.0006364332630093057)	(92, 0.0011423841926325048)	(94, 0.0002618299776419388)	(96, 0.0002064213646911506)	(98, 0.00039298928431455877)	(100, 0.00021322367950242122)	(102, 0.001173126263513087)	(104, 0.0012890970923926115)	(106, 0.002149850015169004)	(108, 0.003580396718630899)	(110, 0.002257872735081145)	(112, 0.000856690079746943)	(114, 0.00027155306070014435)	(116, 0.00043421333903377515)	(118, 0.00013603525213063542)	(120, 6.698755043074e-06)	(122, 0.0)	(124, 0.0005645419532855871)	(126, 0.0)
20150415.B-CAMA_reseq_20_R2	(1, 0.05169120214598776)	(2, 0.07767753429701152)	(3, 0.08059978065066499)	(4, 0.08432943206424287)	(5, 0.09992250576424527)	(6, 0.10314770285985453)	(7, 0.09919064505157667)	(8, 0.11623626168598256)	(9, 0.10507070576688037)	(10, 0.09248806090136986)	(12, 0.1003973885052065)	(14, 0.09121944855418129)	(16, 0.08939705906710493)	(18, 0.0857429713809469)	(20, 0.08362007806792954)	(22, 0.08880265596243428)	(24, 0.08184447154701277)	(26, 0.08899727867883335)	(28, 0.0853299208970528)	(30, 0.0785603086282795)	(32, 0.08940776714669041)	(34, 0.07939404507993836)	(36, 0.08447205492864841)	(38, 0.09001077122962242)	(40, 0.11604535187074871)	(42, 0.1173641002259768)	(44, 0.10342335371275428)	(46, 0.10244787784825032)	(48, 0.11299424827216191)	(50, 0.10791832094397176)	(52, 0.0985717996424497)	(54, 0.09362190856260998)	(56, 0.09350714734535488)	(58, 0.08457635785730071)	(60, 0.058129357426215736)	(62, 0.055229575238872876)	(64, 0.06869040778103529)	(66, 0.07277610902552975)	(68, 0.08532982798093576)	(70, 0.0746005085186579)	(72, 0.09916559121372563)	(74, 0.08326852530037111)	(76, 0.10329589900633124)	(78, 0.09175803219215994)	(80, 0.08337122733295632)	(82, 0.0748018528286502)	(84, 0.07168327918612316)	(86, 0.060802042679151284)	(88, 0.06145265601677943)	(90, 0.05057475087660943)	(92, 0.0517815249091228)	(94, 0.046733932287409206)	(96, 0.047836055503496906)	(98, 0.04139005762059078)	(100, 0.039379573377738154)	(102, 0.04869795406159667)	(104, 0.03831506272266227)	(106, 0.044851085791340985)	(108, 0.04801954032581724)	(110, 0.07150671670409137)	(112, 0.061334530711067786)	(114, 0.052492044393627965)	(116, 0.09572508629876278)	(118, 0.14440999495478213)	(120, 0.16007841238761392)	(122, 0.1594422787421238)	(124, 0.149330670880107)	(126, 0.10798122255070226)
