Sample	0	1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30	31	32	33	34	35	36	37	38	39	40	41	42	43	44	45	46	47	48	49	50	51	52	53	54	55	56	57	58	59	60	61	62	63	64	65	66	67
20150415.B-CAMA_reseq_15_R1	(1, 33.339781053964124)	(2, 33.437703092642984)	(3, 33.44923031864944)	(4, 33.409312334844984)	(5, 33.44262178791564)	(6, 37.394399852735255)	(7, 37.548173342404155)	(8, 37.60238707083386)	(9, 37.62000652811298)	(10, 37.629315828708954)	(12, 37.621305320126766)	(14, 37.62132793980133)	(16, 37.615395503884145)	(18, 37.61649149952929)	(20, 37.578067984615814)	(22, 37.520318056427364)	(24, 37.53493463734699)	(26, 37.527358787127355)	(28, 37.49779882312724)	(30, 37.4336880017679)	(32, 37.44577468449708)	(34, 37.4562470262966)	(36, 37.43879207630606)	(38, 37.40793424531175)	(40, 37.390035610951706)	(42, 37.36874762573122)	(44, 37.342700099773005)	(46, 37.325219222833404)	(48, 37.30496251175505)	(50, 37.301745365859226)	(52, 37.29178720191911)	(54, 37.28085141952663)	(56, 37.27068021160062)	(58, 37.25554734467725)	(60, 37.24117153607404)	(62, 37.22707550528248)	(64, 37.19731191831471)	(66, 37.179887702038485)	(68, 37.167588327422244)	(70, 37.162374836854184)	(72, 37.1495950641921)	(74, 37.134593424093396)	(76, 37.131998129018385)	(78, 37.12140990593626)	(80, 37.10398106521025)	(82, 37.08310869378365)	(84, 37.062539896685884)	(86, 37.029253590521336)	(88, 37.00642766633055)	(90, 36.98285533491141)	(92, 36.96190831714076)	(94, 36.94533861039525)	(96, 36.914393245556845)	(98, 36.868372745428196)	(100, 36.819956532417436)	(102, 36.76254573089771)	(104, 36.7280678509462)	(106, 36.68559891248064)	(108, 36.63573633763828)	(110, 36.57373672880598)	(112, 36.51725609793229)	(114, 36.42998448216)	(116, 36.38761325184319)	(118, 36.350851720645686)	(120, 36.29144444037358)	(122, 36.22175312194281)	(124, 36.02225917280869)	(126, 32.844524181066404)
20150415.B-CAMA_reseq_15_R2	(1, 32.91380961135837)	(2, 33.00681404104483)	(3, 33.03953391269449)	(4, 33.008290505329065)	(5, 33.01170495069781)	(6, 37.11284486566961)	(7, 37.11716984102052)	(8, 37.11481802614519)	(9, 37.10677098819587)	(10, 37.11171695862758)	(12, 37.09530027031846)	(14, 37.09540918689254)	(16, 37.08556378273142)	(18, 37.08766106851553)	(20, 37.0840353226632)	(22, 37.06673047185102)	(24, 37.078858690822855)	(26, 37.06423167147592)	(28, 37.060302774439265)	(30, 37.03767096634314)	(32, 37.014352547774905)	(34, 36.997151231442786)	(36, 36.9985949731932)	(38, 37.00513023512626)	(40, 36.97744649275613)	(42, 36.9693177664411)	(44, 36.95097340037886)	(46, 36.947838286311764)	(48, 36.93146489421311)	(50, 36.92825152719684)	(52, 36.93088973664712)	(54, 36.912439714501446)	(56, 36.886851133592465)	(58, 36.8627024137365)	(60, 36.84362912864043)	(62, 36.818065788519235)	(64, 36.78234156947616)	(66, 36.790995747102116)	(68, 36.809259572122556)	(70, 36.79626156723327)	(72, 36.77991810797516)	(74, 36.717294081099496)	(76, 36.70576090381793)	(78, 36.684480897675805)	(80, 36.664047685130605)	(82, 36.633680170735374)	(84, 36.5764353367274)	(86, 36.56359570404289)	(88, 36.544338852489894)	(90, 36.50362456058133)	(92, 36.44106154153635)	(94, 36.39446161497344)	(96, 36.311957997673936)	(98, 36.250194853323784)	(100, 36.15628079317201)	(102, 36.08145213721295)	(104, 35.98926857326801)	(106, 35.879837320112344)	(108, 35.826473917246766)	(110, 35.72709630732873)	(112, 35.61658725106258)	(114, 35.51144833246634)	(116, 35.395653424139375)	(118, 35.24456683680508)	(120, 35.09531398847383)	(122, 34.836622958000206)	(124, 34.43471188785092)	(126, 27.913873893118023)
20150415.B-CAMA_reseq_16_R1	(1, 33.31128858972243)	(2, 33.40976259603324)	(3, 33.422938689358666)	(4, 33.37829014914593)	(5, 33.41316807872891)	(6, 37.36320484716492)	(7, 37.53792548935612)	(8, 37.59771058216661)	(9, 37.61830100954063)	(10, 37.630767728474815)	(12, 37.62378106642059)	(14, 37.62630783652931)	(16, 37.622985097980745)	(18, 37.624881134196485)	(20, 37.58822542571226)	(22, 37.5316166339943)	(24, 37.55045612469837)	(26, 37.55051842196559)	(28, 37.52589744924002)	(30, 37.462322050330556)	(32, 37.47705355235475)	(34, 37.48957977430211)	(36, 37.47461779372142)	(38, 37.44479600588173)	(40, 37.42612145853644)	(42, 37.405613860327826)	(44, 37.37870839407442)	(46, 37.3619611204275)	(48, 37.34272717093447)	(50, 37.33969565503612)	(52, 37.329647077939285)	(54, 37.31900009518874)	(56, 37.3087595670547)	(58, 37.291782195374495)	(60, 37.276523837334764)	(62, 37.26007208424727)	(64, 37.227575739638425)	(66, 37.20653891089199)	(68, 37.19250513839211)	(70, 37.186551631987136)	(72, 37.17031964814699)	(74, 37.15171248829378)	(76, 37.145431319712074)	(78, 37.13017304595387)	(80, 37.10684414890141)	(82, 37.079822960886965)	(84, 37.05178818448448)	(86, 37.01016163645251)	(88, 36.97863072898062)	(90, 36.94331606763867)	(92, 36.908467682864526)	(94, 36.8815500639878)	(96, 36.83585417976626)	(98, 36.766531965942946)	(100, 36.69843488820207)	(102, 36.618621579117935)	(104, 36.56600587295547)	(106, 36.49503686423712)	(108, 36.419704003218136)	(110, 36.32259539133102)	(112, 36.24041436576128)	(114, 36.11132439010487)	(116, 36.03154067701519)	(118, 35.971702916095616)	(120, 35.87710048941943)	(122, 35.76600532951403)	(124, 35.46659906322491)	(126, 31.467102877631383)
20150415.B-CAMA_reseq_16_R2	(1, 32.95233525062583)	(2, 33.042374010994365)	(3, 33.07720374833832)	(4, 33.051410309885)	(5, 33.05533561561374)	(6, 37.160339489856355)	(7, 37.16533179706944)	(8, 37.164328370508066)	(9, 37.15790884827336)	(10, 37.16738396086769)	(12, 37.15510892159202)	(14, 37.157751776978316)	(16, 37.14610546758716)	(18, 37.14864838665115)	(20, 37.145388661065006)	(22, 37.13298188421895)	(24, 37.14671332764944)	(26, 37.13404796420992)	(28, 37.131493837751805)	(30, 37.1096584253863)	(32, 37.08975728575683)	(34, 37.074765036729346)	(36, 37.079723505353385)	(38, 37.086255215997376)	(40, 37.060201094847784)	(42, 37.05449978495748)	(44, 37.03819514589907)	(46, 37.037283044609055)	(48, 37.02075548803528)	(50, 37.02012924057553)	(52, 37.025358804384766)	(54, 37.00887510839287)	(56, 36.987191598237345)	(58, 36.96314748549062)	(60, 36.94581221702276)	(62, 36.92227048368714)	(64, 36.88597468020182)	(66, 36.896209816853144)	(68, 36.914464516908126)	(70, 36.900735023088174)	(72, 36.88729671594804)	(74, 36.8244817493275)	(76, 36.81646771651225)	(78, 36.79702720668016)	(80, 36.779147604919004)	(82, 36.74895065382027)	(84, 36.693421641344685)	(86, 36.68073141354)	(88, 36.66344032143053)	(90, 36.6242814382821)	(92, 36.56198550968023)	(94, 36.51690797859506)	(96, 36.43255714158137)	(98, 36.369943608476916)	(100, 36.27570131740647)	(102, 36.19971237558724)	(104, 36.109639732988356)	(106, 35.99768518107685)	(108, 35.94540186000554)	(110, 35.845779612627815)	(112, 35.73784839212652)	(114, 35.63523443287579)	(116, 35.52083067009751)	(118, 35.37219891235101)	(120, 35.222574522410056)	(122, 34.96396380957975)	(124, 34.558369142005084)	(126, 27.890923555719066)
20150415.B-CAMA_reseq_17_R1	(1, 33.258346932161274)	(2, 33.36306936269995)	(3, 33.377044955618196)	(4, 33.32868836734033)	(5, 33.364122366321276)	(6, 37.29314873585384)	(7, 37.46862209562182)	(8, 37.53088776400718)	(9, 37.55033974525163)	(10, 37.5635900388122)	(12, 37.55462294751615)	(14, 37.55501957262662)	(16, 37.552263396927685)	(18, 37.55550028932553)	(20, 37.51586341659345)	(22, 37.45527926441318)	(24, 37.471771346433385)	(26, 37.46721667587471)	(28, 37.435335109684516)	(30, 37.368657836329504)	(32, 37.37855261798616)	(34, 37.392121212348314)	(36, 37.37284663885247)	(38, 37.33556127283365)	(40, 37.310565015987066)	(42, 37.28571796371774)	(44, 37.252168870768486)	(46, 37.23168688655613)	(48, 37.20875229721598)	(50, 37.20447087994861)	(52, 37.19105072706794)	(54, 37.18049036690485)	(56, 37.16806575995441)	(58, 37.14748642847198)	(60, 37.13114142754593)	(62, 37.11288459218646)	(64, 37.079682974181125)	(66, 37.05770116594326)	(68, 37.04020869542296)	(70, 37.03535622462369)	(72, 37.0206381890504)	(74, 37.005262138491844)	(76, 37.002429528693995)	(78, 36.98788142933698)	(80, 36.967715318623505)	(82, 36.941629550365526)	(84, 36.916949136650324)	(86, 36.87857736790549)	(88, 36.85058561593849)	(90, 36.82180386468325)	(92, 36.795985353194425)	(94, 36.77504406204175)	(96, 36.7400236520179)	(98, 36.68464717752441)	(100, 36.62767756232542)	(102, 36.56149309453302)	(104, 36.52360366793435)	(106, 36.469175529398754)	(108, 36.40935999418488)	(110, 36.33655401304179)	(112, 36.269193025423135)	(114, 36.16783806372736)	(116, 36.11229270877104)	(118, 36.06644560974024)	(120, 35.995254752372595)	(122, 35.9073164229155)	(124, 35.66599111591154)	(126, 32.23948337077525)
20150415.B-CAMA_reseq_17_R2	(1, 32.770662341102195)	(2, 32.875134915349)	(3, 32.91434922453152)	(4, 32.88041739950372)	(5, 32.88025638750624)	(6, 36.97830896920827)	(7, 36.980457085637646)	(8, 36.98063583082355)	(9, 36.975312280625275)	(10, 36.98272401438065)	(12, 36.968773277653476)	(14, 36.97189528553628)	(16, 36.95803044261439)	(18, 36.95964870049102)	(20, 36.954302042956726)	(22, 36.93522785197708)	(24, 36.94952957343843)	(26, 36.93314544658271)	(28, 36.92731923192419)	(30, 36.90433456099284)	(32, 36.87875674938593)	(34, 36.86217640722255)	(36, 36.86481357739824)	(38, 36.87218349601497)	(40, 36.83952575179252)	(42, 36.83281799487713)	(44, 36.81131171642413)	(46, 36.80747219226761)	(48, 36.788405027831935)	(50, 36.78387012641033)	(52, 36.78678832723814)	(54, 36.76494990828715)	(56, 36.73399335703887)	(58, 36.70484007277513)	(60, 36.680827446306935)	(62, 36.65146817499216)	(64, 36.611225808772836)	(66, 36.61927889485791)	(68, 36.637698654249185)	(70, 36.62161727541574)	(72, 36.60312643410401)	(74, 36.53469104337287)	(76, 36.51879072240828)	(78, 36.49052107771259)	(80, 36.4642527633489)	(82, 36.427416680677915)	(84, 36.36474045770369)	(86, 36.34566853935351)	(88, 36.317481048692215)	(90, 36.26753630812513)	(92, 36.193077911125016)	(94, 36.13985878635589)	(96, 36.04142910224459)	(98, 35.966110144777474)	(100, 35.85927668191641)	(102, 35.772961992881854)	(104, 35.66974736647272)	(106, 35.53971513730338)	(108, 35.47184412937526)	(110, 35.35204215108377)	(112, 35.224910853589094)	(114, 35.090541384633795)	(116, 34.94873570244598)	(118, 34.77017002658284)	(120, 34.58548676587006)	(122, 34.27717946905887)	(124, 33.800805134235304)	(126, 27.201011669788144)
20150415.B-CAMA_reseq_18_R1	(1, 33.28718113373447)	(2, 33.38941540564449)	(3, 33.40097706928)	(4, 33.356068531135826)	(5, 33.38945759033736)	(6, 37.32204597128542)	(7, 37.49040406445067)	(8, 37.548585515641705)	(9, 37.568819171076996)	(10, 37.57928738533923)	(12, 37.57234053405193)	(14, 37.57248849250746)	(16, 37.569241439991075)	(18, 37.57328492928261)	(20, 37.53375714959118)	(22, 37.47419577805459)	(24, 37.49042551014995)	(26, 37.48537202771065)	(28, 37.4552398890263)	(30, 37.387285993224495)	(32, 37.397932230647314)	(34, 37.40989619890976)	(36, 37.39126450384812)	(38, 37.354844142379605)	(40, 37.33085531970906)	(42, 37.30521130765117)	(44, 37.27190446796084)	(46, 37.25057974201906)	(48, 37.22675769806337)	(50, 37.221241993816705)	(52, 37.206125017095545)	(54, 37.19161199026742)	(56, 37.1759332801885)	(58, 37.15391034561253)	(60, 37.13369351999317)	(62, 37.11148971924846)	(64, 37.07251355684366)	(66, 37.04401251913882)	(68, 37.021883080804656)	(70, 37.00909123410966)	(72, 36.98652565553163)	(74, 36.961634813059675)	(76, 36.95106420013518)	(78, 36.929444440782554)	(80, 36.898628002999814)	(82, 36.86267611216341)	(84, 36.82710852453528)	(86, 36.774101945570706)	(88, 36.7299538080833)	(90, 36.6850253069758)	(92, 36.63659835946811)	(94, 36.59799823571488)	(96, 36.53912856570952)	(98, 36.453835912752055)	(100, 36.36941242620158)	(102, 36.27610658509536)	(104, 36.20841173814221)	(106, 36.119574454528745)	(108, 36.02619342917392)	(110, 35.91211830632351)	(112, 35.81525011369461)	(114, 35.66290963186145)	(116, 35.561619932362575)	(118, 35.47870624379317)	(120, 35.35803913100015)	(122, 35.21824695981539)	(124, 34.85929518558609)	(126, 30.696716103660425)
20150415.B-CAMA_reseq_18_R2	(1, 32.729719800030885)	(2, 32.83474172044864)	(3, 32.87877075583485)	(4, 32.84374012560306)	(5, 32.84458291600131)	(6, 36.942640311069766)	(7, 36.94375992875134)	(8, 36.94338699301812)	(9, 36.93521750097833)	(10, 36.94355028097458)	(12, 36.9339988052691)	(14, 36.93764029775126)	(16, 36.92207824392009)	(18, 36.92356013097019)	(20, 36.91974998126651)	(22, 36.89873749891183)	(24, 36.915979494015595)	(26, 36.89814464732983)	(28, 36.89279804648889)	(30, 36.868925215643344)	(32, 36.845290477704)	(34, 36.83066189634528)	(36, 36.83337975305973)	(38, 36.84189057832724)	(40, 36.80837140713853)	(42, 36.80129540947608)	(44, 36.78033219555307)	(46, 36.77572797170444)	(48, 36.756587350019984)	(50, 36.75029106421204)	(52, 36.75452688895216)	(54, 36.733369787506845)	(56, 36.7014925345085)	(58, 36.66992398066685)	(60, 36.644877097566194)	(62, 36.615229623703875)	(64, 36.57363465492372)	(66, 36.57956087676446)	(68, 36.598117423972724)	(70, 36.58011927576525)	(72, 36.558792508162156)	(74, 36.48974303371506)	(76, 36.47424498891607)	(78, 36.44441996355866)	(80, 36.41683788199124)	(82, 36.3757857402383)	(84, 36.31149329700774)	(86, 36.2911032451987)	(88, 36.25951471699473)	(90, 36.20686754235912)	(92, 36.12588326059021)	(94, 36.06794051778863)	(96, 35.967715804393194)	(98, 35.890041199932284)	(100, 35.777220963032676)	(102, 35.68296861788327)	(104, 35.57441068800978)	(106, 35.43905081899686)	(108, 35.36663191905515)	(110, 35.2394670258226)	(112, 35.10767232699896)	(114, 34.96037911792301)	(116, 34.81099829885795)	(118, 34.6270142625519)	(120, 34.433596280220755)	(122, 34.11069700880623)	(124, 33.608151797299556)	(126, 26.967698054779166)
20150415.B-CAMA_reseq_19_R1	(1, 33.2582520404146)	(2, 33.35189997167196)	(3, 33.377657179438664)	(4, 33.340970981306604)	(5, 33.36451852613656)	(6, 37.1892325399418)	(7, 37.43847806908303)	(8, 37.51996021226825)	(9, 37.55306023975271)	(10, 37.56906333211751)	(12, 37.56525558292908)	(14, 37.564305001839045)	(16, 37.55917134126568)	(18, 37.55888376308009)	(20, 37.5153263171806)	(22, 37.4731346382741)	(24, 37.44303452557577)	(26, 37.47009074872008)	(28, 37.450335118609104)	(30, 37.436814159276054)	(32, 37.35514583880836)	(34, 37.373966313137146)	(36, 37.378707433224655)	(38, 37.23201894)	(40, 37.26795116040127)	(42, 37.260307469649035)	(44, 37.28532126929123)	(46, 37.265533330160196)	(48, 37.237159023860784)	(50, 37.220687334481696)	(52, 37.22257516482689)	(54, 37.1436090157563)	(56, 37.18180308769543)	(58, 37.17661519211518)	(60, 37.14057170097041)	(62, 37.12355952983859)	(64, 37.132726195447674)	(66, 37.117966651816175)	(68, 37.06573532695508)	(70, 37.06343328042934)	(72, 37.069955508119186)	(74, 37.051240163362635)	(76, 37.04573476647436)	(78, 37.036370320062716)	(80, 37.01457740489113)	(82, 36.99647668385122)	(84, 36.93765461041208)	(86, 36.920708966766796)	(88, 36.90237044674096)	(90, 36.818565369942036)	(92, 36.83212668666668)	(94, 36.78412875311882)	(96, 36.76881636132242)	(98, 36.72006112182322)	(100, 36.65756262510069)	(102, 36.63401848204322)	(104, 36.594386661788185)	(106, 36.55364369910807)	(108, 36.318839087190895)	(110, 36.33285534315523)	(112, 36.20312222669687)	(114, 36.209747545886415)	(116, 36.064241677659936)	(118, 36.018186697689195)	(120, 35.95986159128928)	(122, 35.8657448111498)	(124, 35.53274959594897)	(126, 31.613954030996894)
20150415.B-CAMA_reseq_19_R2	(1, 32.84005735271654)	(2, 32.94309062030569)	(3, 32.977436899801255)	(4, 32.94538003792481)	(5, 32.92826541360465)	(6, 37.02774010194378)	(7, 37.046998372869744)	(8, 36.865519521437115)	(9, 36.97917138681065)	(10, 37.017122215675016)	(12, 37.014730712768355)	(14, 37.022543622096904)	(16, 37.00414672705577)	(18, 37.00438339743792)	(20, 36.96369820147389)	(22, 36.947681769877384)	(24, 36.980265424301365)	(26, 36.945166751148335)	(28, 36.954295306271455)	(30, 36.88708518061286)	(32, 36.83168272902287)	(34, 36.90353338695075)	(36, 36.91419395000186)	(38, 36.88090723878496)	(40, 36.817971854737124)	(42, 36.858751981406236)	(44, 36.85688727869172)	(46, 36.85877097989973)	(48, 36.811693475082436)	(50, 36.81260483549427)	(52, 36.81169878428839)	(54, 36.80964831492085)	(56, 36.78030527576604)	(58, 36.687143009918856)	(60, 36.65921776385007)	(62, 36.668550981857635)	(64, 36.61011640791402)	(66, 36.61655604666471)	(68, 36.57368073707313)	(70, 36.612079633807596)	(72, 36.624189542199346)	(74, 36.515532765794944)	(76, 36.537851563096545)	(78, 36.45180451745766)	(80, 36.4526276743126)	(82, 36.401455371210304)	(84, 36.39541532862519)	(86, 36.30271455229911)	(88, 36.33181382196352)	(90, 36.30051396967471)	(92, 36.189005674645884)	(94, 36.157661063520564)	(96, 36.0586973153437)	(98, 35.83470518799318)	(100, 35.77395652372243)	(102, 35.700283511271934)	(104, 35.63631066097936)	(106, 35.523577178321126)	(108, 35.44832421595157)	(110, 35.31486386285746)	(112, 35.215694297125026)	(114, 35.02561679794188)	(116, 34.87827944484445)	(118, 34.556194292875404)	(120, 34.324493206625235)	(122, 34.08638219795664)	(124, 33.5033350562275)	(126, 25.63036769883307)
20150415.B-CAMA_reseq_1_R1	(1, 33.339973633358696)	(2, 33.438066099440285)	(3, 33.45044850271382)	(4, 33.41015142123677)	(5, 33.443342695824214)	(6, 37.39009480946453)	(7, 37.550626823835245)	(8, 37.60541368989405)	(9, 37.624006072506035)	(10, 37.6344374558721)	(12, 37.62667940833682)	(14, 37.626749925299364)	(16, 37.62262384312251)	(18, 37.624411577842274)	(20, 37.58610857123325)	(22, 37.528594951716656)	(24, 37.54419284221332)	(26, 37.53945907715589)	(28, 37.51145431294519)	(30, 37.44462397235129)	(32, 37.454940562068096)	(34, 37.46353155231864)	(36, 37.4450745174037)	(38, 37.409855279169776)	(40, 37.38544948122576)	(42, 37.35630301703064)	(44, 37.322689669569414)	(46, 37.29719908424448)	(48, 37.271090279367144)	(50, 37.258957447354085)	(52, 37.24068538235378)	(54, 37.219194504826)	(56, 37.1956531250908)	(58, 37.164448772576336)	(60, 37.133363982959175)	(62, 37.10272015817107)	(64, 37.05036260219073)	(66, 37.0077697136754)	(68, 36.97027241959804)	(70, 36.93241648095172)	(72, 36.8829282571258)	(74, 36.823513177972885)	(76, 36.79099081757367)	(78, 36.75482937676726)	(80, 36.70468806208669)	(82, 36.645918556990914)	(84, 36.588521813637925)	(86, 36.51904283072202)	(88, 36.455144804764615)	(90, 36.38537655865633)	(92, 36.31932581533097)	(94, 36.26295975641442)	(96, 36.18798845076087)	(98, 36.080743787276504)	(100, 35.979941237024335)	(102, 35.863969186223265)	(104, 35.78028105976581)	(106, 35.67674679263192)	(108, 35.57653197080581)	(110, 35.46457858083561)	(112, 35.37054476576462)	(114, 35.220059385553085)	(116, 35.130703137274445)	(118, 35.066543951936396)	(120, 34.95678246435306)	(122, 34.826280852035225)	(124, 34.474314830092496)	(126, 30.058072762633206)
20150415.B-CAMA_reseq_1_R2	(1, 32.9210650483175)	(2, 33.01231798748373)	(3, 33.0481411659492)	(4, 33.02065176027011)	(5, 33.02258874659426)	(6, 37.13276416698504)	(7, 37.13389946216591)	(8, 37.13290261263625)	(9, 37.12398424927366)	(10, 37.12875526760598)	(12, 37.11381810522052)	(14, 37.11625016278815)	(16, 37.10392958647999)	(18, 37.10400085018071)	(20, 37.10033066236657)	(22, 37.08483763747233)	(24, 37.09955493745926)	(26, 37.083702133467604)	(28, 37.079570284009705)	(30, 37.05602629603748)	(32, 37.035105370100005)	(34, 37.018158275058916)	(36, 37.02290289452469)	(38, 37.031659627596845)	(40, 37.00208035381226)	(42, 36.9953152433735)	(44, 36.977447483307415)	(46, 36.97557755689142)	(48, 36.95946169575731)	(50, 36.956597826526526)	(52, 36.9611273332121)	(54, 36.94264856731327)	(56, 36.91724907400011)	(58, 36.893286915723905)	(60, 36.8744415852728)	(62, 36.8494212297863)	(64, 36.81277103558027)	(66, 36.82028048143245)	(68, 36.83529889670713)	(70, 36.822604531089794)	(72, 36.80781261111984)	(74, 36.74489583474776)	(76, 36.7348494943122)	(78, 36.71146011447012)	(80, 36.690662499390335)	(82, 36.659459544570296)	(84, 36.60247652494495)	(86, 36.58895177702526)	(88, 36.569078204254765)	(90, 36.52615386957895)	(92, 36.46340512580906)	(94, 36.416437622968374)	(96, 36.33191334709889)	(98, 36.267277792141826)	(100, 36.17045483233284)	(102, 36.09440000150606)	(104, 36.00131636874277)	(106, 35.88737863275213)	(108, 35.833227537492036)	(110, 35.73012306080665)	(112, 35.61976562887573)	(114, 35.51287081160886)	(116, 35.39253321816396)	(118, 35.23960545186955)	(120, 35.08636889564773)	(122, 34.820563103918545)	(124, 34.409203148200234)	(126, 27.85871697534285)
20150415.B-CAMA_reseq_20_R1	(1, 33.30093291169013)	(2, 33.39220898398022)	(3, 33.41653693490893)	(4, 33.38461452400678)	(5, 33.40869462589539)	(6, 37.24317714324725)	(7, 37.483979804087696)	(8, 37.562856242793536)	(9, 37.59359793007537)	(10, 37.608378110161524)	(12, 37.604450173106066)	(14, 37.603651548902945)	(16, 37.59882723921845)	(18, 37.59639608352387)	(20, 37.553639170961716)	(22, 37.51243628684992)	(24, 37.481310949000544)	(26, 37.5084095906778)	(28, 37.49051539291234)	(30, 37.47723958064519)	(32, 37.39685889855757)	(34, 37.41491833160485)	(36, 37.42175596728082)	(38, 37.279920360852685)	(40, 37.319124087761764)	(42, 37.31441879015651)	(44, 37.341814552884344)	(46, 37.32435885036217)	(48, 37.29907147931016)	(50, 37.28432541405324)	(52, 37.28656602281202)	(54, 37.20840616033619)	(56, 37.24876605243492)	(58, 37.24552828214239)	(60, 37.21149194377067)	(62, 37.20201870892443)	(64, 37.208900334190545)	(66, 37.19722577893856)	(68, 37.14779912961423)	(70, 37.14703386290016)	(72, 37.15366722665263)	(74, 37.13614264899608)	(76, 37.1314327081977)	(78, 37.12283590849894)	(80, 37.10374749849563)	(82, 37.088225409442686)	(84, 37.03493759933207)	(86, 37.021410991294346)	(88, 37.004215928798516)	(90, 36.92428902042188)	(92, 36.940371127313824)	(94, 36.895974763480055)	(96, 36.88325256755256)	(98, 36.841406866551736)	(100, 36.78596822946905)	(102, 36.76590780568512)	(104, 36.73062900711626)	(106, 36.69451614323043)	(108, 36.46806035215954)	(110, 36.488118765640465)	(112, 36.365281895340665)	(114, 36.381559174153466)	(116, 36.2419877581495)	(118, 36.20325234740331)	(120, 36.15475093716158)	(122, 36.08286175964419)	(124, 35.77104836590913)	(126, 32.01433245382586)
20150415.B-CAMA_reseq_20_R2	(1, 32.905224430941594)	(2, 33.00740435155645)	(3, 33.039334017933506)	(4, 33.009538382242006)	(5, 33.00391468079004)	(6, 37.119576179207264)	(7, 37.138554957970335)	(8, 36.958113835546115)	(9, 37.07410270788725)	(10, 37.11398328675657)	(12, 37.111084195031154)	(14, 37.117717488320096)	(16, 37.10153119581941)	(18, 37.10242896922826)	(20, 37.06224016326183)	(22, 37.05102577652732)	(24, 37.08373144972323)	(26, 37.05022645407504)	(28, 37.06174377438923)	(30, 36.99560875427849)	(32, 36.942950506622815)	(34, 37.01280390833797)	(36, 37.02270379081529)	(38, 36.987993679948644)	(40, 36.928056435681036)	(42, 36.97061429387267)	(44, 36.973257935984506)	(46, 36.97365323222772)	(48, 36.93127944945333)	(50, 36.934563923884255)	(52, 36.93840409368943)	(54, 36.935164212291625)	(56, 36.90650511665012)	(58, 36.82187953071434)	(60, 36.79856074755501)	(62, 36.810210515155674)	(64, 36.754464281934546)	(66, 36.76068010449191)	(68, 36.71852993020899)	(70, 36.760365220120164)	(72, 36.775331988892376)	(74, 36.67367096182792)	(76, 36.697735256252926)	(78, 36.618020153925755)	(80, 36.62618435325736)	(82, 36.57896981266492)	(84, 36.57558017066014)	(86, 36.48704585574254)	(88, 36.52016366347891)	(90, 36.49490138921585)	(92, 36.390300475909655)	(94, 36.37034726954815)	(96, 36.28305696197033)	(98, 36.0704527973715)	(100, 36.02005965146737)	(102, 35.95888362474335)	(104, 35.90378188627183)	(106, 35.80366495628465)	(108, 35.74065812622868)	(110, 35.6230588441979)	(112, 35.538684764957075)	(114, 35.36924958815989)	(116, 35.24130326537474)	(118, 34.95015131093235)	(120, 34.75021969122395)	(122, 34.55333403640054)	(124, 34.04522714310211)	(126, 26.22344033633034)
20150415.B-CAMA_reseq_21_R1	(1, 33.22864173981648)	(2, 33.32486549497953)	(3, 33.35114744437302)	(4, 33.312480872942025)	(5, 33.336702212054675)	(6, 37.15565474390465)	(7, 37.40177935770651)	(8, 37.485739424685384)	(9, 37.518163563023336)	(10, 37.534711382187794)	(12, 37.530818133273385)	(14, 37.52928018942196)	(16, 37.52443208878039)	(18, 37.5250650828131)	(20, 37.48007880843309)	(22, 37.436619728692285)	(24, 37.40497809154546)	(26, 37.43108672109)	(28, 37.408633714352966)	(30, 37.39420089767677)	(32, 37.310470608285115)	(34, 37.3287696509164)	(36, 37.3319423649702)	(38, 37.18361443671708)	(40, 37.2192942438586)	(42, 37.209318191434946)	(44, 37.234787330195495)	(46, 37.21300930887628)	(48, 37.18321785977915)	(50, 37.16604980703058)	(52, 37.1683441439542)	(54, 37.08688217331059)	(56, 37.12500726589843)	(58, 37.11856417852578)	(60, 37.0809468237799)	(62, 37.061577239953365)	(64, 37.06994343969457)	(66, 37.05336173571566)	(68, 37.00010306336324)	(70, 36.99590821600441)	(72, 37.00022742050825)	(74, 36.98049810632656)	(76, 36.9760052157227)	(78, 36.96502683753843)	(80, 36.94270526871943)	(82, 36.92188883433484)	(84, 36.862682326003835)	(86, 36.84414768426467)	(88, 36.82390113769972)	(90, 36.741023047567595)	(92, 36.7486755293786)	(94, 36.69851228333866)	(96, 36.67942267003136)	(98, 36.62799310111615)	(100, 36.5612912975686)	(102, 36.536175878192836)	(104, 36.492869190352394)	(106, 36.448188210019666)	(108, 36.209932114368776)	(110, 36.22034599052256)	(112, 36.08527186859406)	(114, 36.08506803480661)	(116, 35.932604355480706)	(118, 35.88223199378864)	(120, 35.81825713182694)	(122, 35.71068202177436)	(124, 35.36493198718047)	(126, 31.40518651265503)
