file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1811/20150415.B-CAMA_reseq_6_denoised.bin	2139042.735032	731913.054369	544430.466855	502269.863055	1407129.680663	1594612.268176	1636772.871977
