file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1811/20150415.B-CAMA_reseq_18_denoised.bin	470580.286218	389350.313270	343414.607009	325295.081739	81229.972948	127165.679208	145285.204478
