file	free	dip	tri	tet	d_dip	d_tri	d_tet
/scratch/maurin/cama_reseq/results/nQuire/p1811/20150415.B-CAMA_reseq_10_denoised.bin	1616395.575825	471499.525912	378504.880896	364649.255175	1144896.049913	1237890.694929	1251746.320650
